# event_ticker=KXATPCHALLENGERMATCH-26FEB13PIEDOS
# final_score=7-6(4) 6-1
# score_resolution=7-6 6-1
# match_winner=Stefan Dostanic
# fav_player=Stefan Dostanic
# dog_player=Olaf Pieczkowski
# kalshi_date=2026-02-13
timestamp,Stefan Dostanic,Olaf Pieczkowski
2026-02-13T13:10:00Z,76.90,24.00
2026-02-13T13:39:00Z,76.90,26.00
2026-02-13T13:46:00Z,76.90,26.00
2026-02-13T13:48:00Z,76.90,26.00
2026-02-13T14:21:00Z,76.90,26.00
2026-02-13T14:30:00Z,76.90,26.00
2026-02-13T14:34:00Z,76.00,26.00
2026-02-13T14:59:00Z,76.00,26.00
2026-02-13T15:23:00Z,76.94,26.00
2026-02-13T15:25:00Z,77.00,26.00
2026-02-13T15:31:00Z,77.00,26.00
2026-02-13T15:38:00Z,77.00,26.00
2026-02-13T15:40:00Z,74.00,26.00
2026-02-13T15:41:00Z,77.00,26.00
2026-02-13T15:57:00Z,77.00,26.00
2026-02-13T15:58:00Z,77.00,26.00
2026-02-13T16:05:00Z,77.00,26.00
2026-02-13T16:07:00Z,77.00,26.00
2026-02-13T16:16:00Z,77.00,26.00
2026-02-13T16:21:00Z,77.00,26.00
2026-02-13T16:23:00Z,77.00,26.00
2026-02-13T16:29:00Z,77.00,26.00
2026-02-13T16:30:00Z,76.00,26.00
2026-02-13T16:33:00Z,76.00,26.00
2026-02-13T16:42:00Z,76.00,25.00
2026-02-13T16:43:00Z,76.00,25.00
2026-02-13T16:45:00Z,76.90,25.00
2026-02-13T16:46:00Z,76.90,25.00
2026-02-13T16:47:00Z,77.00,25.00
2026-02-13T16:49:00Z,77.00,25.00
2026-02-13T16:51:00Z,77.00,25.00
2026-02-13T16:52:00Z,78.00,25.00
2026-02-13T16:54:00Z,78.00,25.00
2026-02-13T16:55:00Z,78.00,25.00
2026-02-13T16:57:00Z,78.00,24.00
2026-02-13T16:58:00Z,78.00,24.00
2026-02-13T16:59:00Z,78.00,24.00
2026-02-13T17:01:00Z,78.00,24.00
2026-02-13T17:02:00Z,78.00,24.00
2026-02-13T17:03:00Z,75.15,24.79
2026-02-13T17:04:00Z,78.00,24.79
2026-02-13T17:05:00Z,78.00,25.00
2026-02-13T17:06:00Z,76.18,25.00
2026-02-13T17:07:00Z,78.00,25.00
2026-02-13T17:08:00Z,78.00,25.00
2026-02-13T17:09:00Z,77.00,25.00
2026-02-13T17:10:00Z,79.02,23.57
2026-02-13T17:11:00Z,79.02,20.00
2026-02-13T17:12:00Z,82.00,20.79
2026-02-13T17:13:00Z,79.00,22.46
2026-02-13T17:14:00Z,79.00,21.83
2026-02-13T17:15:00Z,76.72,25.32
2026-02-13T17:16:00Z,81.00,21.04
2026-02-13T17:17:00Z,81.00,18.45
2026-02-13T17:18:00Z,82.72,16.94
2026-02-13T17:19:00Z,80.44,18.33
2026-02-13T17:20:00Z,84.00,18.39
2026-02-13T17:21:00Z,84.00,20.67
2026-02-13T17:22:00Z,77.13,24.16
2026-02-13T17:23:00Z,76.00,24.55
2026-02-13T17:24:00Z,78.54,26.63
2026-02-13T17:25:00Z,82.00,19.88
2026-02-13T17:26:00Z,79.00,22.80
2026-02-13T17:27:00Z,78.00,22.84
2026-02-13T17:28:00Z,78.01,22.38
2026-02-13T17:29:00Z,76.81,21.67
2026-02-13T17:30:00Z,76.81,25.72
2026-02-13T17:31:00Z,80.53,21.84
2026-02-13T17:32:00Z,80.00,20.00
2026-02-13T17:33:00Z,79.00,21.67
2026-02-13T17:34:00Z,79.00,24.02
2026-02-13T17:35:00Z,73.48,24.18
2026-02-13T17:36:00Z,73.47,25.66
2026-02-13T17:37:00Z,70.15,29.81
2026-02-13T17:38:00Z,67.55,32.48
2026-02-13T17:39:00Z,74.18,30.32
2026-02-13T17:40:00Z,73.82,26.35
2026-02-13T17:41:00Z,65.94,34.98
2026-02-13T17:42:00Z,67.13,35.54
2026-02-13T17:43:00Z,66.43,33.81
2026-02-13T17:44:00Z,65.44,35.09
2026-02-13T17:45:00Z,70.13,29.37
2026-02-13T17:46:00Z,74.98,24.77
2026-02-13T17:47:00Z,74.59,28.34
2026-02-13T17:48:00Z,76.42,25.02
2026-02-13T17:49:00Z,71.91,28.52
2026-02-13T17:50:00Z,72.00,28.85
2026-02-13T17:51:00Z,71.07,27.41
2026-02-13T17:52:00Z,77.62,22.58
2026-02-13T17:53:00Z,77.12,23.39
2026-02-13T17:54:00Z,74.72,25.98
2026-02-13T17:55:00Z,72.00,29.62
2026-02-13T17:56:00Z,62.79,35.73
2026-02-13T17:57:00Z,65.03,35.15
2026-02-13T17:58:00Z,71.96,27.55
2026-02-13T17:59:00Z,80.34,19.33
2026-02-13T18:00:00Z,82.32,19.71
2026-02-13T18:01:00Z,80.70,17.74
2026-02-13T18:02:00Z,81.51,17.97
2026-02-13T18:03:00Z,87.12,12.62
2026-02-13T18:04:00Z,88.71,11.72
2026-02-13T18:05:00Z,88.91,12.00
2026-02-13T18:06:00Z,90.12,10.33
2026-02-13T18:07:00Z,92.91,8.57
2026-02-13T18:08:00Z,93.83,6.37
2026-02-13T18:09:00Z,95.01,5.65
2026-02-13T18:10:00Z,92.44,9.29
2026-02-13T18:11:00Z,94.63,5.81
2026-02-13T18:12:00Z,95.95,4.14
2026-02-13T18:13:00Z,95.71,4.98
2026-02-13T18:14:00Z,96.00,4.10
2026-02-13T18:15:00Z,98.74,2.36
2026-02-13T18:16:00Z,99.00,1.91
2026-02-13T18:17:00Z,99.00,1.91
2026-02-13T18:18:00Z,97.98,3.40
2026-02-13T18:19:00Z,98.00,2.74
2026-02-13T18:20:00Z,96.85,3.67
2026-02-13T18:21:00Z,98.99,1.26
2026-02-13T18:22:00Z,98.09,1.55
2026-02-13T18:23:00Z,98.64,1.99
2026-02-13T18:24:00Z,99.00,2.04
2026-02-13T18:25:00Z,98.21,1.47
2026-02-13T18:26:00Z,98.21,1.00
2026-02-13T18:27:00Z,99.00,1.00
2026-02-13T18:28:00Z,99.00,1.00
2026-02-13T18:29:00Z,99.00,1.00
2026-02-13T18:30:00Z,99.00,1.00
2026-02-13T18:31:00Z,99.00,1.00
2026-02-13T18:32:00Z,99.00,1.00
2026-02-13T18:34:00Z,99.00,1.00
2026-02-13T18:36:00Z,99.00,1.00
2026-02-13T18:42:00Z,99.00,1.00
2026-02-13T18:46:00Z,99.00,1.00
