# event_ticker=KXATPMATCH-26MAR10TIAZVE
# final_score=6-3 6-4
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Frances Tiafoe
# kalshi_date=2026-03-10
timestamp,Alexander Zverev,Frances Tiafoe
2026-03-10T08:21:00Z,,28.00
2026-03-10T08:26:00Z,,28.00
2026-03-10T08:41:00Z,,28.00
2026-03-10T08:50:00Z,73.00,28.00
2026-03-10T08:52:00Z,74.00,28.00
2026-03-10T08:53:00Z,74.00,28.00
2026-03-10T08:55:00Z,73.00,28.00
2026-03-10T09:00:00Z,73.00,27.00
2026-03-10T09:14:00Z,73.00,27.00
2026-03-10T09:16:00Z,73.00,28.00
2026-03-10T09:20:00Z,73.00,28.00
2026-03-10T09:22:00Z,73.00,28.00
2026-03-10T09:35:00Z,73.00,28.00
2026-03-10T09:37:00Z,73.00,28.00
2026-03-10T09:38:00Z,73.00,28.00
2026-03-10T09:53:00Z,73.00,29.00
2026-03-10T09:57:00Z,73.00,29.00
2026-03-10T10:01:00Z,73.00,29.00
2026-03-10T10:30:00Z,73.00,29.00
2026-03-10T10:39:00Z,73.00,29.00
2026-03-10T10:42:00Z,73.00,29.00
2026-03-10T10:45:00Z,73.00,29.00
2026-03-10T10:49:00Z,73.00,29.00
2026-03-10T10:57:00Z,73.00,29.00
2026-03-10T10:58:00Z,73.00,29.00
2026-03-10T11:06:00Z,73.00,29.00
2026-03-10T11:13:00Z,73.00,29.00
2026-03-10T11:15:00Z,73.00,29.00
2026-03-10T11:16:00Z,73.00,29.00
2026-03-10T11:17:00Z,73.00,29.00
2026-03-10T11:21:00Z,73.00,29.00
2026-03-10T11:24:00Z,73.00,29.00
2026-03-10T11:27:00Z,73.00,28.17
2026-03-10T11:30:00Z,73.00,28.00
2026-03-10T11:31:00Z,73.00,28.00
2026-03-10T11:33:00Z,73.00,29.00
2026-03-10T11:34:00Z,73.00,29.00
2026-03-10T11:38:00Z,73.00,29.00
2026-03-10T11:39:00Z,73.00,29.00
2026-03-10T11:41:00Z,73.00,29.00
2026-03-10T11:42:00Z,73.00,29.00
2026-03-10T11:46:00Z,73.00,29.00
2026-03-10T11:48:00Z,73.00,27.00
2026-03-10T11:51:00Z,73.00,27.00
2026-03-10T11:54:00Z,73.00,27.00
2026-03-10T11:56:00Z,73.00,27.00
2026-03-10T11:59:00Z,73.00,27.00
2026-03-10T12:03:00Z,73.00,27.00
2026-03-10T12:05:00Z,73.00,27.00
2026-03-10T12:08:00Z,73.00,27.00
2026-03-10T12:10:00Z,73.00,27.00
2026-03-10T12:14:00Z,73.00,27.00
2026-03-10T12:15:00Z,72.00,27.00
2026-03-10T12:16:00Z,73.00,27.00
2026-03-10T12:17:00Z,73.00,27.00
2026-03-10T12:20:00Z,73.00,27.00
2026-03-10T12:22:00Z,73.00,27.00
2026-03-10T12:26:00Z,73.00,27.00
2026-03-10T12:29:00Z,73.00,29.98
2026-03-10T12:30:00Z,73.00,30.00
2026-03-10T12:39:00Z,73.00,30.00
2026-03-10T12:43:00Z,73.00,30.00
2026-03-10T12:46:00Z,73.00,30.00
2026-03-10T12:47:00Z,73.00,30.00
2026-03-10T12:50:00Z,73.00,30.00
2026-03-10T12:51:00Z,73.00,30.00
2026-03-10T12:55:00Z,73.00,30.00
2026-03-10T12:59:00Z,72.00,30.00
2026-03-10T13:00:00Z,73.00,30.00
2026-03-10T13:04:00Z,73.00,30.00
2026-03-10T13:13:00Z,73.00,30.00
2026-03-10T13:14:00Z,73.00,30.00
2026-03-10T13:16:00Z,73.00,30.00
2026-03-10T13:23:00Z,73.00,29.00
2026-03-10T13:24:00Z,73.00,29.00
2026-03-10T13:30:00Z,73.00,29.00
2026-03-10T13:33:00Z,73.00,29.00
2026-03-10T13:34:00Z,72.00,30.00
2026-03-10T13:36:00Z,73.00,30.00
2026-03-10T13:39:00Z,73.00,30.00
2026-03-10T13:41:00Z,72.00,30.00
2026-03-10T13:46:00Z,73.00,30.00
2026-03-10T13:47:00Z,73.00,30.00
2026-03-10T13:49:00Z,73.00,30.00
2026-03-10T13:50:00Z,73.00,30.00
2026-03-10T13:52:00Z,73.00,30.00
2026-03-10T13:54:00Z,73.00,30.00
2026-03-10T13:57:00Z,73.00,29.02
2026-03-10T14:04:00Z,73.00,29.02
2026-03-10T14:10:00Z,73.00,30.00
2026-03-10T14:15:00Z,73.00,30.00
2026-03-10T14:16:00Z,73.00,30.00
2026-03-10T14:18:00Z,73.00,30.00
2026-03-10T14:19:00Z,73.00,30.00
2026-03-10T14:22:00Z,73.00,30.00
2026-03-10T14:24:00Z,73.00,30.00
2026-03-10T14:25:00Z,73.00,30.00
2026-03-10T14:29:00Z,73.00,30.00
2026-03-10T14:31:00Z,73.00,30.00
2026-03-10T14:32:00Z,73.00,30.00
2026-03-10T14:34:00Z,73.00,30.00
2026-03-10T14:35:00Z,73.00,30.00
2026-03-10T14:36:00Z,73.00,30.00
2026-03-10T14:38:00Z,73.00,30.00
2026-03-10T14:40:00Z,73.00,30.00
2026-03-10T14:42:00Z,72.00,30.00
2026-03-10T14:43:00Z,73.00,30.00
2026-03-10T14:45:00Z,73.00,30.00
