# event_ticker=KXATPMATCH-26JAN03DEJDIA
# final_score=6-4 7-6(7)
# score_resolution=6-4 7-6
# match_winner=Gabriel Diallo
# fav_player=Gabriel Diallo
# dog_player=Jesper De Jong
# kalshi_date=2026-01-03
timestamp,Gabriel Diallo,Jesper De Jong
2026-01-05T19:58:00Z,67.00,
2026-01-05T22:01:00Z,67.00,
2026-01-05T22:21:00Z,68.36,
2026-01-05T23:09:00Z,70.00,
2026-01-05T23:38:00Z,70.00,
2026-01-06T00:37:00Z,69.00,
2026-01-06T01:27:00Z,70.00,
2026-01-06T02:05:00Z,70.00,32.00
2026-01-06T02:09:00Z,69.00,32.00
2026-01-06T02:37:00Z,69.00,32.00
2026-01-06T03:41:00Z,70.00,32.00
2026-01-06T04:06:00Z,70.00,32.00
2026-01-06T04:07:00Z,70.00,32.00
2026-01-06T04:10:00Z,70.00,32.00
2026-01-06T04:16:00Z,69.98,32.00
2026-01-06T04:24:00Z,69.98,32.00
2026-01-06T04:33:00Z,70.00,32.00
2026-01-06T04:35:00Z,70.00,32.00
2026-01-06T04:39:00Z,70.00,32.00
2026-01-06T05:09:00Z,70.00,32.00
2026-01-06T05:11:00Z,70.00,32.00
2026-01-06T05:13:00Z,70.83,32.00
2026-01-06T05:20:00Z,70.00,32.00
2026-01-06T05:28:00Z,70.00,32.00
2026-01-06T05:31:00Z,70.00,32.00
2026-01-06T05:35:00Z,70.00,31.00
2026-01-06T05:39:00Z,70.00,31.00
2026-01-06T05:43:00Z,70.18,31.00
2026-01-06T05:45:00Z,70.28,31.00
2026-01-06T05:46:00Z,70.28,32.00
2026-01-06T05:50:00Z,70.00,32.00
2026-01-06T05:52:00Z,70.00,32.14
2026-01-06T05:55:00Z,70.33,32.14
2026-01-06T05:57:00Z,70.84,32.14
2026-01-06T06:03:00Z,70.00,33.00
2026-01-06T06:10:00Z,70.18,33.00
2026-01-06T06:11:00Z,67.00,33.00
2026-01-06T06:12:00Z,70.00,33.00
2026-01-06T06:13:00Z,70.00,33.00
2026-01-06T06:17:00Z,70.25,33.00
2026-01-06T06:22:00Z,70.25,33.00
2026-01-06T06:23:00Z,70.59,33.00
2026-01-06T06:24:00Z,70.00,33.00
2026-01-06T06:38:00Z,70.00,33.00
2026-01-06T06:47:00Z,70.00,33.00
2026-01-06T06:48:00Z,70.00,33.00
2026-01-06T06:53:00Z,70.00,33.00
2026-01-06T06:59:00Z,70.00,33.00
2026-01-06T07:04:00Z,70.00,33.00
2026-01-06T07:05:00Z,70.00,33.00
2026-01-06T07:07:00Z,70.00,33.00
2026-01-06T07:08:00Z,70.00,33.00
2026-01-06T07:09:00Z,70.00,33.00
2026-01-06T07:10:00Z,70.00,33.00
2026-01-06T07:14:00Z,70.00,33.00
2026-01-06T07:16:00Z,70.00,29.52
2026-01-06T07:17:00Z,70.00,33.00
2026-01-06T07:27:00Z,70.00,33.00
2026-01-06T07:28:00Z,70.00,33.00
2026-01-06T07:29:00Z,70.00,33.00
2026-01-06T07:31:00Z,70.00,33.00
2026-01-06T07:32:00Z,70.00,33.00
2026-01-06T07:35:00Z,70.00,33.00
2026-01-06T07:36:00Z,70.00,33.00
2026-01-06T07:37:00Z,70.00,33.00
2026-01-06T07:38:00Z,70.00,33.00
2026-01-06T07:39:00Z,70.00,33.00
2026-01-06T07:40:00Z,70.00,33.00
2026-01-06T07:41:00Z,73.26,33.69
2026-01-06T07:42:00Z,69.47,36.00
2026-01-06T07:43:00Z,74.41,29.83
2026-01-06T07:44:00Z,70.32,33.12
2026-01-06T07:45:00Z,70.75,30.52
2026-01-06T07:46:00Z,71.58,28.87
2026-01-06T07:47:00Z,78.66,19.67
2026-01-06T07:48:00Z,81.00,17.63
2026-01-06T07:49:00Z,84.00,18.12
2026-01-06T07:50:00Z,85.00,18.93
2026-01-06T07:51:00Z,81.31,19.08
2026-01-06T07:52:00Z,68.94,22.35
2026-01-06T07:53:00Z,83.19,22.35
2026-01-06T07:54:00Z,82.44,21.89
2026-01-06T07:55:00Z,82.93,19.61
2026-01-06T07:56:00Z,81.91,20.18
2026-01-06T07:57:00Z,81.91,20.92
2026-01-06T07:58:00Z,80.89,21.77
2026-01-06T07:59:00Z,83.12,21.72
2026-01-06T08:00:00Z,83.12,19.09
2026-01-06T08:01:00Z,83.23,18.00
2026-01-06T08:02:00Z,84.54,19.54
2026-01-06T08:04:00Z,81.71,21.20
2026-01-06T08:05:00Z,82.00,20.10
2026-01-06T08:06:00Z,83.00,19.28
2026-01-06T08:07:00Z,83.00,21.29
2026-01-06T08:08:00Z,82.11,20.93
2026-01-06T08:09:00Z,82.11,20.00
2026-01-06T08:10:00Z,77.00,21.00
2026-01-06T08:11:00Z,77.00,18.17
2026-01-06T08:12:00Z,78.00,20.87
2026-01-06T08:13:00Z,81.46,20.87
2026-01-06T08:14:00Z,81.46,21.04
2026-01-06T08:15:00Z,81.46,22.08
2026-01-06T08:16:00Z,82.95,20.54
2026-01-06T08:17:00Z,79.27,18.33
2026-01-06T08:18:00Z,79.27,22.39
2026-01-06T08:19:00Z,79.99,19.52
2026-01-06T08:20:00Z,79.99,20.43
2026-01-06T08:21:00Z,84.00,20.73
2026-01-06T08:22:00Z,84.00,19.63
2026-01-06T08:23:00Z,80.40,20.10
2026-01-06T08:24:00Z,82.00,19.73
2026-01-06T08:25:00Z,82.00,18.77
2026-01-06T08:26:00Z,82.00,18.00
2026-01-06T08:27:00Z,82.00,15.83
2026-01-06T08:28:00Z,84.90,14.94
2026-01-06T08:29:00Z,88.63,15.00
2026-01-06T08:30:00Z,88.61,17.50
2026-01-06T08:31:00Z,88.61,18.83
2026-01-06T08:32:00Z,82.00,17.96
2026-01-06T08:33:00Z,82.00,19.63
2026-01-06T08:34:00Z,82.00,21.06
2026-01-06T08:35:00Z,83.28,18.37
2026-01-06T08:36:00Z,82.00,19.85
2026-01-06T08:37:00Z,83.04,19.03
2026-01-06T08:38:00Z,85.00,15.53
2026-01-06T08:39:00Z,85.00,16.32
2026-01-06T08:40:00Z,85.88,16.48
2026-01-06T08:41:00Z,85.88,18.26
2026-01-06T08:42:00Z,83.00,19.00
2026-01-06T08:43:00Z,83.00,16.82
2026-01-06T08:45:00Z,83.00,16.83
2026-01-06T08:46:00Z,88.18,15.49
2026-01-06T08:47:00Z,88.18,16.00
2026-01-06T08:48:00Z,88.18,16.26
2026-01-06T08:49:00Z,88.18,18.32
2026-01-06T08:50:00Z,88.18,15.00
2026-01-06T08:51:00Z,88.18,17.15
2026-01-06T08:52:00Z,88.18,17.91
2026-01-06T08:53:00Z,81.34,16.89
2026-01-06T08:54:00Z,81.34,19.00
2026-01-06T08:55:00Z,81.34,18.04
2026-01-06T08:57:00Z,81.34,18.02
2026-01-06T08:58:00Z,81.34,22.24
2026-01-06T08:59:00Z,81.08,18.15
2026-01-06T09:00:00Z,84.20,19.08
2026-01-06T09:01:00Z,81.61,21.82
2026-01-06T09:02:00Z,81.00,22.42
2026-01-06T09:03:00Z,79.11,23.69
2026-01-06T09:04:00Z,79.11,23.40
2026-01-06T09:05:00Z,79.11,15.00
2026-01-06T09:06:00Z,79.11,13.05
2026-01-06T09:07:00Z,84.00,21.06
2026-01-06T09:08:00Z,84.00,11.72
2026-01-06T09:09:00Z,86.75,10.71
2026-01-06T09:10:00Z,82.00,20.00
2026-01-06T09:11:00Z,82.00,20.51
2026-01-06T09:12:00Z,84.00,15.59
2026-01-06T09:13:00Z,84.00,17.68
2026-01-06T09:14:00Z,80.21,21.68
2026-01-06T09:15:00Z,82.00,21.68
2026-01-06T09:16:00Z,82.73,21.96
2026-01-06T09:17:00Z,87.96,16.41
2026-01-06T09:18:00Z,82.05,22.00
