# event_ticker=KXATPMATCH-25AUG14SHELEH
# final_score=6-4 6-4
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Jiri Lehecka
# kalshi_date=2025-08-14
timestamp,Ben Shelton,Jiri Lehecka
2025-08-14T10:56:00Z,56.21,
2025-08-14T10:57:00Z,57.00,
2025-08-14T10:58:00Z,57.00,43.00
2025-08-14T10:59:00Z,57.98,43.00
2025-08-14T11:01:00Z,75.91,42.01
2025-08-14T11:05:00Z,57.00,42.01
2025-08-14T11:16:00Z,57.00,42.01
2025-08-14T11:17:00Z,57.00,42.01
2025-08-14T11:35:00Z,57.00,42.01
2025-08-14T11:41:00Z,57.00,42.01
2025-08-14T11:42:00Z,57.00,42.01
2025-08-14T11:49:00Z,57.00,42.01
2025-08-14T11:51:00Z,56.00,42.01
2025-08-14T11:56:00Z,56.00,42.01
2025-08-14T12:11:00Z,56.00,42.01
2025-08-14T12:15:00Z,56.00,42.01
2025-08-14T12:16:00Z,56.00,45.00
2025-08-14T12:24:00Z,56.02,45.00
2025-08-14T12:25:00Z,55.00,45.00
2025-08-14T12:29:00Z,55.00,45.00
2025-08-14T12:41:00Z,56.70,45.00
2025-08-14T12:42:00Z,56.70,45.00
2025-08-14T12:44:00Z,56.53,45.00
2025-08-14T12:47:00Z,57.00,45.00
2025-08-14T12:48:00Z,57.00,45.00
2025-08-14T12:49:00Z,57.00,45.41
2025-08-14T12:55:00Z,56.00,45.41
2025-08-14T12:56:00Z,57.00,45.41
2025-08-14T13:00:00Z,57.00,45.41
2025-08-14T13:04:00Z,57.00,43.00
2025-08-14T13:05:00Z,57.00,43.00
2025-08-14T13:06:00Z,57.00,43.00
2025-08-14T13:08:00Z,57.00,43.00
2025-08-14T13:10:00Z,57.00,43.00
2025-08-14T13:14:00Z,58.00,44.00
2025-08-14T13:15:00Z,58.00,44.00
2025-08-14T13:18:00Z,58.00,44.00
2025-08-14T13:24:00Z,58.00,43.00
2025-08-14T13:28:00Z,57.00,43.00
2025-08-14T13:31:00Z,57.00,43.00
2025-08-14T13:32:00Z,57.00,43.00
