# event_ticker=KXATPMATCH-26JAN09MUSWON
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Lorenzo Musetti
# fav_player=Coleman Wong
# dog_player=Lorenzo Musetti
# kalshi_date=2026-01-09
timestamp,Coleman Wong,Lorenzo Musetti
2026-01-08T19:13:00Z,,77.00
2026-01-08T19:41:00Z,24.00,77.00
2026-01-08T20:23:00Z,24.00,77.00
2026-01-08T21:07:00Z,24.00,77.00
2026-01-08T21:19:00Z,23.00,77.00
2026-01-08T21:21:00Z,23.00,77.00
2026-01-08T21:27:00Z,24.00,77.00
2026-01-08T21:58:00Z,24.00,77.00
2026-01-08T22:03:00Z,24.00,77.00
2026-01-08T22:07:00Z,24.00,76.00
2026-01-08T22:33:00Z,24.00,77.00
2026-01-08T22:50:00Z,24.00,77.00
2026-01-08T22:52:00Z,24.00,77.00
2026-01-08T23:50:00Z,24.00,77.00
2026-01-09T00:19:00Z,24.00,77.00
2026-01-09T01:12:00Z,24.00,77.00
2026-01-09T01:23:00Z,24.00,77.00
2026-01-09T01:36:00Z,24.00,77.00
2026-01-09T01:40:00Z,24.00,77.00
2026-01-09T01:48:00Z,24.00,77.00
2026-01-09T01:58:00Z,24.00,78.00
2026-01-09T02:04:00Z,24.00,78.00
2026-01-09T02:06:00Z,22.00,78.00
2026-01-09T02:16:00Z,22.00,78.00
2026-01-09T02:38:00Z,22.00,78.00
2026-01-09T03:00:00Z,22.00,78.00
2026-01-09T03:06:00Z,22.00,78.00
2026-01-09T03:08:00Z,22.00,78.00
2026-01-09T03:17:00Z,24.00,78.00
2026-01-09T03:35:00Z,24.00,78.00
2026-01-09T03:36:00Z,24.00,78.00
2026-01-09T03:37:00Z,24.00,78.00
2026-01-09T03:38:00Z,24.00,78.00
2026-01-09T04:05:00Z,24.00,78.00
2026-01-09T04:06:00Z,24.00,78.00
2026-01-09T04:09:00Z,24.00,77.00
2026-01-09T04:11:00Z,24.00,77.00
2026-01-09T04:29:00Z,24.00,77.00
2026-01-09T04:30:00Z,24.00,77.00
2026-01-09T04:32:00Z,24.00,77.00
2026-01-09T04:34:00Z,24.26,77.00
2026-01-09T04:41:00Z,25.00,77.00
2026-01-09T04:45:00Z,25.00,78.00
2026-01-09T04:48:00Z,24.00,78.00
2026-01-09T04:49:00Z,24.00,78.00
2026-01-09T04:52:00Z,24.00,78.00
2026-01-09T04:53:00Z,24.00,78.00
2026-01-09T04:54:00Z,24.00,76.00
2026-01-09T04:55:00Z,24.00,78.00
2026-01-09T04:57:00Z,24.00,78.00
2026-01-09T04:58:00Z,23.00,78.00
2026-01-09T04:59:00Z,23.00,78.00
2026-01-09T05:00:00Z,23.00,78.00
2026-01-09T05:02:00Z,23.00,77.71
2026-01-09T05:03:00Z,23.00,78.00
2026-01-09T05:07:00Z,23.00,78.00
2026-01-09T05:08:00Z,23.37,78.00
2026-01-09T05:10:00Z,23.37,78.00
2026-01-09T05:13:00Z,23.37,78.00
2026-01-09T05:14:00Z,23.00,78.00
2026-01-09T05:15:00Z,23.00,78.00
2026-01-09T05:16:00Z,23.00,78.00
2026-01-09T05:17:00Z,23.00,78.00
2026-01-09T05:18:00Z,23.00,78.00
2026-01-09T05:19:00Z,23.00,78.00
2026-01-09T05:20:00Z,23.00,78.00
2026-01-09T05:21:00Z,23.00,78.00
2026-01-09T05:22:00Z,23.00,78.00
2026-01-09T05:23:00Z,23.00,78.00
2026-01-09T05:26:00Z,23.00,77.00
2026-01-09T05:27:00Z,23.58,77.00
2026-01-09T05:29:00Z,23.58,78.00
2026-01-09T05:30:00Z,23.00,78.00
2026-01-09T05:32:00Z,24.00,78.00
2026-01-09T05:33:00Z,24.00,78.00
2026-01-09T05:34:00Z,24.00,78.00
2026-01-09T05:36:00Z,24.12,78.00
2026-01-09T05:37:00Z,24.12,78.00
2026-01-09T05:38:00Z,24.84,78.00
2026-01-09T05:39:00Z,24.84,78.00
2026-01-09T05:40:00Z,24.84,78.00
2026-01-09T05:41:00Z,24.00,78.00
2026-01-09T05:42:00Z,21.06,79.84
2026-01-09T05:43:00Z,24.11,78.68
2026-01-09T05:44:00Z,25.28,76.41
2026-01-09T05:45:00Z,26.04,76.00
2026-01-09T05:46:00Z,26.00,76.65
2026-01-09T05:47:00Z,25.79,76.00
2026-01-09T05:48:00Z,24.98,77.24
2026-01-09T05:49:00Z,25.01,77.23
2026-01-09T05:50:00Z,27.07,74.43
2026-01-09T05:51:00Z,28.00,73.99
2026-01-09T05:52:00Z,28.26,73.96
2026-01-09T05:53:00Z,29.24,71.92
2026-01-09T05:54:00Z,32.80,67.76
2026-01-09T05:55:00Z,27.42,72.93
2026-01-09T05:56:00Z,26.58,73.54
2026-01-09T05:57:00Z,24.09,75.35
2026-01-09T05:58:00Z,21.61,77.51
2026-01-09T05:59:00Z,26.97,76.71
2026-01-09T06:00:00Z,29.32,72.00
2026-01-09T06:01:00Z,29.79,72.00
2026-01-09T06:02:00Z,29.93,72.00
2026-01-09T06:03:00Z,28.00,72.00
2026-01-09T06:04:00Z,27.40,73.99
2026-01-09T06:05:00Z,24.79,77.28
2026-01-09T06:06:00Z,20.05,80.72
2026-01-09T06:07:00Z,17.33,82.83
2026-01-09T06:08:00Z,12.99,82.83
2026-01-09T06:09:00Z,12.93,88.00
2026-01-09T06:10:00Z,11.90,88.27
2026-01-09T06:11:00Z,11.27,91.06
2026-01-09T06:12:00Z,10.10,90.08
2026-01-09T06:13:00Z,12.00,89.80
2026-01-09T06:14:00Z,12.49,88.00
2026-01-09T06:15:00Z,12.55,90.00
2026-01-09T06:16:00Z,13.72,88.00
2026-01-09T06:17:00Z,14.56,87.30
2026-01-09T06:18:00Z,10.40,90.07
2026-01-09T06:19:00Z,11.00,90.10
2026-01-09T06:20:00Z,9.10,91.30
2026-01-09T06:21:00Z,10.91,90.25
2026-01-09T06:22:00Z,12.97,87.69
2026-01-09T06:23:00Z,12.87,87.69
2026-01-09T06:24:00Z,12.10,88.00
2026-01-09T06:25:00Z,11.75,90.00
2026-01-09T06:26:00Z,11.17,92.00
2026-01-09T06:27:00Z,13.75,88.85
2026-01-09T06:28:00Z,13.84,87.16
2026-01-09T06:29:00Z,12.11,88.00
2026-01-09T06:30:00Z,16.74,86.99
2026-01-09T06:31:00Z,13.00,86.80
2026-01-09T06:32:00Z,15.05,85.90
2026-01-09T06:33:00Z,18.47,82.00
2026-01-09T06:34:00Z,25.00,72.67
2026-01-09T06:35:00Z,25.29,74.70
2026-01-09T06:36:00Z,25.56,76.22
2026-01-09T06:37:00Z,17.43,85.09
2026-01-09T06:38:00Z,14.66,86.95
2026-01-09T06:39:00Z,14.35,86.00
2026-01-09T06:40:00Z,15.55,85.98
2026-01-09T06:41:00Z,15.45,85.41
2026-01-09T06:42:00Z,12.91,88.65
2026-01-09T06:43:00Z,11.65,88.00
2026-01-09T06:44:00Z,15.71,86.95
2026-01-09T06:45:00Z,15.07,85.05
2026-01-09T06:46:00Z,14.99,86.00
2026-01-09T06:47:00Z,14.63,87.00
2026-01-09T06:48:00Z,14.00,88.00
2026-01-09T06:49:00Z,13.62,86.45
2026-01-09T06:50:00Z,15.01,86.08
2026-01-09T06:51:00Z,14.63,86.90
2026-01-09T06:52:00Z,8.77,91.88
2026-01-09T06:53:00Z,7.12,92.48
2026-01-09T06:54:00Z,4.85,96.48
2026-01-09T06:55:00Z,1.99,98.22
2026-01-09T06:56:00Z,1.35,98.56
2026-01-09T06:57:00Z,1.00,98.66
2026-01-09T06:58:00Z,1.00,99.00
2026-01-09T06:59:00Z,1.00,99.00
2026-01-09T07:00:00Z,1.00,99.00
2026-01-09T07:01:00Z,1.00,99.00
2026-01-09T07:02:00Z,1.00,99.00
