# event_ticker=KXATPMATCH-26JAN13GRIHUM
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Ugo Humbert
# fav_player=Tallon Griekspoor
# dog_player=Ugo Humbert
# kalshi_date=2026-01-13
timestamp,Tallon Griekspoor,Ugo Humbert
2026-01-13T14:40:00Z,,63.00
2026-01-13T14:41:00Z,,63.00
2026-01-13T15:05:00Z,39.00,63.00
2026-01-13T15:35:00Z,39.00,63.00
2026-01-13T17:10:00Z,39.00,63.00
2026-01-13T19:17:00Z,39.00,63.00
2026-01-13T19:38:00Z,39.00,61.00
2026-01-13T19:39:00Z,36.00,61.00
2026-01-13T19:51:00Z,39.00,61.00
2026-01-13T19:53:00Z,36.00,61.00
2026-01-13T20:01:00Z,39.00,61.00
2026-01-13T20:07:00Z,39.00,61.00
2026-01-13T20:08:00Z,39.00,61.00
2026-01-13T20:11:00Z,36.00,61.00
2026-01-13T20:14:00Z,36.00,63.00
2026-01-13T20:46:00Z,39.00,63.00
2026-01-13T20:51:00Z,37.00,63.00
2026-01-13T20:53:00Z,39.00,63.00
2026-01-13T21:49:00Z,39.00,63.00
2026-01-13T22:22:00Z,39.00,63.00
2026-01-13T22:23:00Z,39.00,63.00
2026-01-13T22:58:00Z,39.00,63.00
2026-01-13T23:34:00Z,38.00,63.00
2026-01-13T23:47:00Z,38.00,62.00
2026-01-13T23:49:00Z,38.51,62.00
2026-01-14T00:11:00Z,39.00,62.00
2026-01-14T01:03:00Z,39.00,62.00
2026-01-14T01:18:00Z,39.00,63.00
2026-01-14T01:31:00Z,39.00,63.00
2026-01-14T01:35:00Z,39.00,63.00
2026-01-14T01:58:00Z,39.00,63.00
2026-01-14T02:04:00Z,39.00,63.00
2026-01-14T02:05:00Z,39.00,63.00
2026-01-14T02:06:00Z,39.00,63.00
2026-01-14T02:07:00Z,38.70,63.00
2026-01-14T02:08:00Z,43.97,61.83
2026-01-14T02:10:00Z,43.00,61.83
2026-01-14T02:11:00Z,57.00,51.75
2026-01-14T02:12:00Z,57.00,42.04
2026-01-14T02:13:00Z,54.00,47.93
2026-01-14T02:14:00Z,52.38,47.00
2026-01-14T02:15:00Z,50.53,48.05
2026-01-14T02:16:00Z,50.73,47.00
2026-01-14T02:17:00Z,54.00,47.00
2026-01-14T02:18:00Z,53.99,47.00
2026-01-14T02:19:00Z,58.00,45.90
2026-01-14T02:22:00Z,58.86,44.00
2026-01-14T02:23:00Z,60.00,36.29
2026-01-14T02:24:00Z,63.55,41.00
2026-01-14T02:25:00Z,60.00,41.36
2026-01-14T02:26:00Z,58.00,44.00
2026-01-14T02:27:00Z,56.00,44.00
2026-01-14T02:28:00Z,58.87,44.00
2026-01-14T02:29:00Z,62.89,41.00
2026-01-14T02:30:00Z,63.00,41.00
2026-01-14T02:31:00Z,58.51,56.90
2026-01-14T02:32:00Z,58.51,51.86
2026-01-14T02:33:00Z,60.00,49.90
2026-01-14T02:34:00Z,60.00,49.90
2026-01-14T02:36:00Z,57.16,49.90
2026-01-14T02:40:00Z,62.00,49.90
2026-01-14T02:41:00Z,63.00,49.90
2026-01-14T02:42:00Z,65.00,49.90
2026-01-14T02:44:00Z,65.00,38.00
2026-01-14T02:45:00Z,65.00,38.00
2026-01-14T02:46:00Z,65.00,41.00
2026-01-14T02:47:00Z,48.00,53.83
2026-01-14T02:48:00Z,43.09,61.51
2026-01-14T02:49:00Z,44.00,61.51
2026-01-14T02:50:00Z,42.00,61.51
2026-01-14T02:51:00Z,36.00,61.51
2026-01-14T02:52:00Z,35.00,61.51
2026-01-14T02:53:00Z,35.00,61.51
2026-01-14T02:54:00Z,29.05,70.99
2026-01-14T02:55:00Z,29.05,67.07
2026-01-14T02:56:00Z,29.18,68.67
2026-01-14T02:57:00Z,17.56,83.15
2026-01-14T02:58:00Z,15.00,85.08
2026-01-14T02:59:00Z,16.00,85.44
2026-01-14T03:00:00Z,16.00,84.00
2026-01-14T03:01:00Z,15.91,84.00
2026-01-14T03:02:00Z,16.00,84.00
2026-01-14T03:03:00Z,17.39,84.00
2026-01-14T03:04:00Z,23.77,75.00
2026-01-14T03:05:00Z,19.12,75.00
2026-01-14T03:06:00Z,16.00,75.00
2026-01-14T03:07:00Z,16.00,88.01
2026-01-14T03:08:00Z,7.66,91.12
2026-01-14T03:09:00Z,4.48,94.97
2026-01-14T03:10:00Z,3.00,98.00
2026-01-14T03:11:00Z,4.50,94.89
2026-01-14T03:12:00Z,2.86,98.00
2026-01-14T03:13:00Z,3.00,97.99
2026-01-14T03:14:00Z,3.00,95.93
2026-01-14T03:15:00Z,4.45,95.93
2026-01-14T03:16:00Z,4.70,95.93
2026-01-14T03:17:00Z,3.98,97.01
2026-01-14T03:18:00Z,3.00,98.00
2026-01-14T03:19:00Z,2.00,98.00
2026-01-14T03:20:00Z,2.15,98.00
2026-01-14T03:21:00Z,2.00,98.04
2026-01-14T03:22:00Z,2.31,99.00
2026-01-14T03:23:00Z,1.00,99.00
2026-01-14T03:24:00Z,2.29,99.00
2026-01-14T03:27:00Z,2.29,99.00
