# event_ticker=KXATPCHALLENGERMATCH-26FEB18ZANLA
# final_score=6-2 6-7(5) 6-4
# score_resolution=6-2 6-7 6-4
# match_winner=Juan Manuel La Serna
# fav_player=Juan Manuel La Serna
# dog_player=Nicolas Zanellato
# kalshi_date=2026-02-18
timestamp,Juan Manuel La Serna,Nicolas Zanellato
2026-02-18T13:46:00Z,91.00,9.00
2026-02-18T13:47:00Z,91.00,9.00
2026-02-18T13:48:00Z,91.00,9.00
2026-02-18T13:50:00Z,94.00,9.00
2026-02-18T13:51:00Z,94.00,7.29
2026-02-18T13:52:00Z,94.00,7.00
2026-02-18T13:53:00Z,94.90,7.00
2026-02-18T13:54:00Z,94.90,7.00
2026-02-18T13:55:00Z,94.90,6.43
2026-02-18T13:56:00Z,95.00,6.43
2026-02-18T13:57:00Z,95.00,6.00
2026-02-18T13:58:00Z,95.00,6.48
2026-02-18T13:59:00Z,94.00,6.48
2026-02-18T14:01:00Z,95.00,5.93
2026-02-18T14:02:00Z,93.00,7.06
2026-02-18T14:03:00Z,93.00,9.38
2026-02-18T14:04:00Z,91.00,10.08
2026-02-18T14:05:00Z,90.00,11.00
2026-02-18T14:06:00Z,94.00,8.00
2026-02-18T14:07:00Z,94.00,6.57
2026-02-18T14:10:00Z,94.00,7.00
2026-02-18T14:11:00Z,94.00,5.98
2026-02-18T14:12:00Z,93.76,7.00
2026-02-18T14:13:00Z,93.17,6.10
2026-02-18T14:14:00Z,93.16,6.93
2026-02-18T14:15:00Z,94.99,6.61
2026-02-18T14:16:00Z,95.80,9.03
2026-02-18T14:17:00Z,95.00,10.00
2026-02-18T14:18:00Z,92.75,7.01
2026-02-18T14:19:00Z,92.25,8.48
2026-02-18T14:20:00Z,93.00,9.00
2026-02-18T14:21:00Z,93.25,8.75
2026-02-18T14:22:00Z,93.44,7.00
2026-02-18T14:23:00Z,93.00,7.84
2026-02-18T14:24:00Z,92.00,9.44
2026-02-18T14:25:00Z,92.95,7.98
2026-02-18T14:26:00Z,92.01,11.00
2026-02-18T14:27:00Z,92.00,9.31
2026-02-18T14:28:00Z,92.60,9.20
2026-02-18T14:29:00Z,93.92,8.00
2026-02-18T14:30:00Z,92.84,9.10
2026-02-18T14:31:00Z,91.74,8.62
2026-02-18T14:32:00Z,92.27,9.59
2026-02-18T14:33:00Z,90.24,10.61
2026-02-18T14:34:00Z,92.70,11.69
2026-02-18T14:35:00Z,93.32,12.18
2026-02-18T14:36:00Z,93.85,8.66
2026-02-18T14:37:00Z,90.00,11.80
2026-02-18T14:38:00Z,87.35,15.09
2026-02-18T14:39:00Z,81.78,20.83
2026-02-18T14:40:00Z,72.79,24.35
2026-02-18T14:41:00Z,62.41,34.50
2026-02-18T14:42:00Z,54.90,46.18
2026-02-18T14:43:00Z,64.91,41.61
2026-02-18T14:44:00Z,71.11,32.88
2026-02-18T14:45:00Z,81.72,22.76
2026-02-18T14:46:00Z,83.41,18.51
2026-02-18T14:47:00Z,80.61,21.31
2026-02-18T14:48:00Z,85.98,13.55
2026-02-18T14:49:00Z,89.00,11.25
2026-02-18T14:50:00Z,89.00,12.49
2026-02-18T14:51:00Z,94.05,8.35
2026-02-18T14:52:00Z,90.80,8.33
2026-02-18T14:53:00Z,93.20,9.01
2026-02-18T14:54:00Z,92.16,11.47
2026-02-18T14:55:00Z,89.91,11.30
2026-02-18T14:56:00Z,90.46,9.88
2026-02-18T14:57:00Z,88.84,9.13
2026-02-18T14:58:00Z,93.80,6.71
2026-02-18T14:59:00Z,94.00,6.92
2026-02-18T15:00:00Z,92.84,10.15
2026-02-18T15:01:00Z,92.17,9.75
2026-02-18T15:02:00Z,90.45,8.34
2026-02-18T15:03:00Z,89.74,12.11
2026-02-18T15:04:00Z,94.75,7.36
2026-02-18T15:05:00Z,94.51,7.19
2026-02-18T15:06:00Z,89.24,14.87
2026-02-18T15:07:00Z,83.47,18.13
2026-02-18T15:08:00Z,88.94,13.00
2026-02-18T15:09:00Z,83.82,18.74
2026-02-18T15:10:00Z,72.29,29.20
2026-02-18T15:11:00Z,75.70,24.81
2026-02-18T15:12:00Z,71.44,25.59
2026-02-18T15:13:00Z,68.70,30.37
2026-02-18T15:14:00Z,70.00,31.06
2026-02-18T15:15:00Z,70.00,31.73
2026-02-18T15:16:00Z,70.69,31.15
2026-02-18T15:17:00Z,74.02,28.98
2026-02-18T15:18:00Z,69.75,31.71
2026-02-18T15:19:00Z,70.43,31.07
2026-02-18T15:20:00Z,69.87,32.45
2026-02-18T15:21:00Z,69.63,32.44
2026-02-18T15:22:00Z,68.70,34.16
2026-02-18T15:23:00Z,66.83,35.98
2026-02-18T15:24:00Z,58.26,43.28
2026-02-18T15:25:00Z,59.09,42.80
2026-02-18T15:26:00Z,59.66,44.89
2026-02-18T15:27:00Z,46.34,52.83
2026-02-18T15:28:00Z,49.35,55.11
2026-02-18T15:29:00Z,30.39,69.09
2026-02-18T15:30:00Z,23.00,77.56
2026-02-18T15:31:00Z,22.92,80.42
2026-02-18T15:32:00Z,30.56,74.29
2026-02-18T15:33:00Z,29.76,71.10
2026-02-18T15:34:00Z,31.82,67.43
2026-02-18T15:35:00Z,29.10,74.25
2026-02-18T15:36:00Z,45.25,56.70
2026-02-18T15:37:00Z,57.04,44.62
2026-02-18T15:38:00Z,56.41,48.42
2026-02-18T15:39:00Z,58.06,47.50
2026-02-18T15:40:00Z,57.76,38.25
2026-02-18T15:41:00Z,54.53,51.70
2026-02-18T15:42:00Z,50.83,49.30
2026-02-18T15:43:00Z,62.68,38.49
2026-02-18T15:44:00Z,66.10,34.97
2026-02-18T15:45:00Z,63.21,35.60
2026-02-18T15:46:00Z,62.01,41.35
2026-02-18T15:47:00Z,55.61,45.78
2026-02-18T15:48:00Z,58.39,43.55
2026-02-18T15:49:00Z,50.11,54.17
2026-02-18T15:50:00Z,48.04,54.47
2026-02-18T15:51:00Z,48.45,53.61
2026-02-18T15:52:00Z,50.15,52.42
2026-02-18T15:53:00Z,56.32,45.36
2026-02-18T15:54:00Z,56.27,46.53
2026-02-18T15:55:00Z,63.41,39.03
2026-02-18T15:56:00Z,56.59,43.38
2026-02-18T15:57:00Z,62.80,37.66
2026-02-18T15:58:00Z,59.02,38.50
2026-02-18T15:59:00Z,60.09,38.14
2026-02-18T16:00:00Z,49.23,51.35
2026-02-18T16:01:00Z,51.02,48.51
2026-02-18T16:02:00Z,47.77,56.39
2026-02-18T16:03:00Z,48.64,54.31
2026-02-18T16:04:00Z,55.01,45.73
2026-02-18T16:05:00Z,60.36,39.23
2026-02-18T16:06:00Z,63.90,34.51
2026-02-18T16:07:00Z,76.05,22.09
2026-02-18T16:08:00Z,86.50,12.85
2026-02-18T16:09:00Z,91.14,9.80
2026-02-18T16:10:00Z,90.29,9.24
2026-02-18T16:11:00Z,91.70,9.57
2026-02-18T16:12:00Z,91.33,8.94
2026-02-18T16:13:00Z,89.89,9.78
2026-02-18T16:14:00Z,78.65,14.81
2026-02-18T16:15:00Z,83.73,16.11
2026-02-18T16:16:00Z,74.89,30.29
2026-02-18T16:17:00Z,80.22,22.38
2026-02-18T16:18:00Z,87.94,12.53
2026-02-18T16:19:00Z,78.28,22.07
2026-02-18T16:20:00Z,91.55,6.53
2026-02-18T16:21:00Z,91.14,7.39
2026-02-18T16:22:00Z,89.42,9.22
2026-02-18T16:23:00Z,97.09,2.12
2026-02-18T16:24:00Z,99.00,1.00
2026-02-18T16:25:00Z,99.00,1.00
2026-02-18T16:26:00Z,99.00,1.00
