# event_ticker=KXATPCHALLENGERMATCH-26MAY12BARGRA
# final_score=6-7(5) 6-4 7-6(3)
# score_resolution=6-7 6-4 7-6
# match_winner=Alastair Gray
# fav_player=Alastair Gray
# dog_player=Petr Bar Biryukov
# kalshi_date=2026-05-12
timestamp,Petr Bar Biryukov,Alastair Gray
2026-05-11T20:34:00Z,,72.00
2026-05-11T20:36:00Z,,72.00
2026-05-11T21:16:00Z,,67.00
2026-05-11T21:19:00Z,,67.00
2026-05-11T21:21:00Z,,67.00
2026-05-12T00:34:00Z,33.00,67.00
2026-05-12T03:24:00Z,33.00,70.00
2026-05-12T03:37:00Z,33.00,70.00
2026-05-12T04:10:00Z,33.00,70.00
2026-05-12T04:13:00Z,33.00,70.00
2026-05-12T04:32:00Z,33.00,70.00
2026-05-12T04:34:00Z,33.00,70.00
2026-05-12T04:48:00Z,33.00,70.00
2026-05-12T04:58:00Z,31.11,70.00
2026-05-12T05:05:00Z,31.00,70.00
2026-05-12T05:19:00Z,32.00,70.00
2026-05-12T05:30:00Z,32.00,70.00
2026-05-12T05:35:00Z,32.00,70.00
2026-05-12T05:37:00Z,32.00,70.00
2026-05-12T05:39:00Z,32.00,70.00
2026-05-12T05:41:00Z,32.00,70.00
2026-05-12T05:43:00Z,32.00,70.00
2026-05-12T05:44:00Z,32.00,70.00
2026-05-12T05:48:00Z,32.00,70.00
2026-05-12T05:50:00Z,32.00,70.00
2026-05-12T05:59:00Z,32.00,70.00
2026-05-12T06:03:00Z,32.00,70.00
2026-05-12T06:09:00Z,32.00,70.00
2026-05-12T06:10:00Z,32.00,70.00
2026-05-12T06:13:00Z,32.00,70.00
2026-05-12T06:21:00Z,32.00,70.00
2026-05-12T06:31:00Z,32.00,70.00
2026-05-12T06:36:00Z,32.00,69.00
2026-05-12T06:38:00Z,32.00,69.00
2026-05-12T06:40:00Z,32.00,69.00
2026-05-12T06:42:00Z,32.00,69.43
2026-05-12T06:44:00Z,32.00,69.00
2026-05-12T06:50:00Z,33.00,69.00
2026-05-12T06:59:00Z,33.00,69.00
2026-05-12T07:05:00Z,33.00,69.00
2026-05-12T07:13:00Z,33.00,69.00
2026-05-12T07:28:00Z,33.00,69.00
2026-05-12T07:32:00Z,33.00,65.00
2026-05-12T07:42:00Z,33.00,65.00
2026-05-12T08:01:00Z,34.00,65.00
2026-05-12T08:02:00Z,34.00,68.00
2026-05-12T08:19:00Z,34.00,68.00
2026-05-12T08:20:00Z,33.00,68.00
2026-05-12T08:22:00Z,34.00,68.00
2026-05-12T08:23:00Z,34.00,68.00
2026-05-12T08:24:00Z,34.00,67.08
2026-05-12T08:25:00Z,34.00,67.08
2026-05-12T08:26:00Z,35.00,68.00
2026-05-12T08:27:00Z,33.93,67.00
2026-05-12T08:28:00Z,36.75,67.00
2026-05-12T08:29:00Z,36.75,65.00
2026-05-12T08:30:00Z,35.00,65.00
2026-05-12T08:31:00Z,35.54,65.00
2026-05-12T08:32:00Z,39.69,60.00
2026-05-12T08:34:00Z,41.25,60.23
2026-05-12T08:35:00Z,37.00,60.23
2026-05-12T08:37:00Z,30.78,68.83
2026-05-12T08:38:00Z,31.00,69.00
2026-05-12T08:39:00Z,31.00,64.00
2026-05-12T08:40:00Z,37.20,62.00
2026-05-12T08:41:00Z,38.02,62.00
2026-05-12T08:42:00Z,37.75,65.00
2026-05-12T08:43:00Z,37.00,65.00
2026-05-12T08:44:00Z,36.00,65.00
2026-05-12T08:45:00Z,32.00,68.00
2026-05-12T08:46:00Z,32.00,68.00
2026-05-12T08:47:00Z,32.00,66.00
2026-05-12T08:48:00Z,32.00,66.00
2026-05-12T08:49:00Z,35.98,66.00
2026-05-12T08:51:00Z,35.98,64.00
2026-05-12T08:52:00Z,35.00,65.00
2026-05-12T08:53:00Z,35.00,66.00
2026-05-12T08:54:00Z,35.00,66.00
2026-05-12T08:55:00Z,36.85,66.00
2026-05-12T08:56:00Z,35.97,66.00
2026-05-12T08:57:00Z,35.97,65.32
2026-05-12T08:58:00Z,36.00,66.00
2026-05-12T08:59:00Z,32.00,68.00
2026-05-12T09:01:00Z,35.16,68.00
2026-05-12T09:02:00Z,38.99,68.00
2026-05-12T09:03:00Z,36.00,68.00
2026-05-12T09:06:00Z,36.00,64.00
2026-05-12T09:07:00Z,32.31,65.00
2026-05-12T09:08:00Z,27.41,72.57
2026-05-12T09:09:00Z,25.97,74.21
2026-05-12T09:10:00Z,34.00,68.01
2026-05-12T09:11:00Z,37.74,62.87
2026-05-12T09:12:00Z,51.32,50.00
2026-05-12T09:13:00Z,47.18,53.29
2026-05-12T09:14:00Z,51.65,48.85
2026-05-12T09:15:00Z,49.45,46.54
2026-05-12T09:16:00Z,49.69,52.64
2026-05-12T09:17:00Z,54.77,43.18
2026-05-12T09:18:00Z,60.00,40.00
2026-05-12T09:19:00Z,62.00,39.98
2026-05-12T09:20:00Z,58.16,44.84
2026-05-12T09:21:00Z,54.25,48.08
2026-05-12T09:22:00Z,50.80,48.00
2026-05-12T09:23:00Z,46.00,54.37
2026-05-12T09:24:00Z,43.00,56.29
2026-05-12T09:25:00Z,43.00,56.29
2026-05-12T09:26:00Z,43.00,58.00
2026-05-12T09:27:00Z,42.09,57.56
2026-05-12T09:28:00Z,42.09,59.00
2026-05-12T09:29:00Z,42.09,57.00
2026-05-12T09:30:00Z,45.00,57.00
2026-05-12T09:31:00Z,40.92,57.00
2026-05-12T09:32:00Z,41.67,57.00
2026-05-12T09:33:00Z,41.67,61.43
2026-05-12T09:34:00Z,39.00,60.54
2026-05-12T09:35:00Z,39.00,59.00
2026-05-12T09:36:00Z,39.98,61.00
2026-05-12T09:37:00Z,38.58,61.00
2026-05-12T09:38:00Z,38.58,62.50
2026-05-12T09:39:00Z,40.04,61.50
2026-05-12T09:40:00Z,41.00,61.50
2026-05-12T09:42:00Z,37.00,61.50
2026-05-12T09:43:00Z,34.72,65.40
2026-05-12T09:44:00Z,33.00,67.75
2026-05-12T09:47:00Z,33.00,66.00
2026-05-12T09:48:00Z,33.00,67.10
2026-05-12T09:49:00Z,33.32,67.10
2026-05-12T09:50:00Z,34.00,66.00
2026-05-12T09:51:00Z,34.00,68.00
2026-05-12T09:53:00Z,34.00,68.00
2026-05-12T09:54:00Z,34.00,68.00
2026-05-12T09:55:00Z,33.99,69.00
2026-05-12T09:56:00Z,32.36,69.30
2026-05-12T09:57:00Z,29.21,67.33
2026-05-12T09:58:00Z,37.00,67.33
2026-05-12T09:59:00Z,37.84,63.95
2026-05-12T10:00:00Z,35.03,67.36
2026-05-12T10:01:00Z,29.00,68.21
2026-05-12T10:02:00Z,22.17,72.52
2026-05-12T10:03:00Z,22.26,80.55
2026-05-12T10:04:00Z,23.26,75.40
2026-05-12T10:05:00Z,26.06,73.18
2026-05-12T10:06:00Z,34.32,68.26
2026-05-12T10:07:00Z,35.61,64.84
2026-05-12T10:08:00Z,36.00,66.94
2026-05-12T10:09:00Z,31.76,69.00
2026-05-12T10:10:00Z,32.19,67.88
2026-05-12T10:11:00Z,37.34,67.88
2026-05-12T10:12:00Z,38.00,63.00
2026-05-12T10:13:00Z,41.71,58.04
2026-05-12T10:14:00Z,40.62,62.78
2026-05-12T10:15:00Z,42.47,59.01
2026-05-12T10:16:00Z,38.29,60.85
2026-05-12T10:17:00Z,38.13,64.80
2026-05-12T10:18:00Z,41.23,59.83
2026-05-12T10:19:00Z,43.93,58.00
2026-05-12T10:20:00Z,43.00,58.00
2026-05-12T10:21:00Z,47.79,60.93
2026-05-12T10:22:00Z,43.84,55.66
2026-05-12T10:23:00Z,38.09,62.13
2026-05-12T10:24:00Z,35.95,66.26
2026-05-12T10:25:00Z,38.32,65.16
2026-05-12T10:26:00Z,43.44,56.88
2026-05-12T10:27:00Z,44.47,55.19
2026-05-12T10:28:00Z,53.62,44.62
2026-05-12T10:29:00Z,72.31,28.85
2026-05-12T10:30:00Z,57.54,45.56
2026-05-12T10:31:00Z,39.79,58.11
2026-05-12T10:32:00Z,35.71,61.78
2026-05-12T10:33:00Z,44.54,54.90
2026-05-12T10:34:00Z,47.95,53.99
2026-05-12T10:35:00Z,47.28,55.06
2026-05-12T10:36:00Z,45.21,58.00
2026-05-12T10:37:00Z,42.15,59.18
2026-05-12T10:38:00Z,41.36,58.51
2026-05-12T10:39:00Z,48.35,53.50
2026-05-12T10:40:00Z,43.90,58.00
2026-05-12T10:41:00Z,38.49,63.27
2026-05-12T10:42:00Z,26.62,66.87
2026-05-12T10:43:00Z,14.96,83.25
2026-05-12T10:44:00Z,10.77,84.36
2026-05-12T10:45:00Z,6.20,97.14
2026-05-12T10:46:00Z,1.79,98.49
2026-05-12T10:47:00Z,1.79,99.00
