# event_ticker=KXATPMATCH-26APR13ALCVIR
# final_score=6-4 6-2
# match_winner=Carlos Alcaraz
# fav_player=Carlos Alcaraz
# dog_player=Otto Virtanen
# kalshi_date=2026-04-13
timestamp,Carlos Alcaraz,Otto Virtanen
2026-04-14T02:24:00Z,97.00,
2026-04-14T02:35:00Z,97.00,
2026-04-14T02:42:00Z,97.00,
2026-04-14T02:44:00Z,97.00,4.00
2026-04-14T02:50:00Z,98.00,4.00
2026-04-14T02:54:00Z,98.00,4.00
2026-04-14T02:55:00Z,98.00,3.00
2026-04-14T03:04:00Z,98.00,4.00
2026-04-14T03:24:00Z,98.00,4.00
2026-04-14T03:26:00Z,98.00,3.00
2026-04-14T03:38:00Z,98.00,3.00
2026-04-14T03:39:00Z,98.00,2.99
2026-04-14T03:40:00Z,98.00,3.51
2026-04-14T03:41:00Z,98.00,4.00
2026-04-14T03:53:00Z,98.00,4.00
2026-04-14T03:57:00Z,98.00,4.00
2026-04-14T04:06:00Z,98.00,4.00
2026-04-14T04:17:00Z,98.00,4.00
2026-04-14T04:39:00Z,98.00,4.00
2026-04-14T04:42:00Z,98.00,4.00
2026-04-14T04:45:00Z,98.00,4.00
2026-04-14T04:46:00Z,98.00,4.00
2026-04-14T04:52:00Z,98.00,4.00
2026-04-14T05:01:00Z,97.00,4.00
2026-04-14T05:04:00Z,97.00,4.00
2026-04-14T05:41:00Z,97.00,3.00
2026-04-14T05:45:00Z,97.00,4.00
2026-04-14T05:51:00Z,97.00,4.00
2026-04-14T06:07:00Z,97.00,4.00
2026-04-14T06:30:00Z,97.00,4.00
2026-04-14T06:38:00Z,98.00,4.00
2026-04-14T07:00:00Z,98.00,4.00
2026-04-14T07:14:00Z,98.00,4.00
2026-04-14T07:17:00Z,98.00,4.00
2026-04-14T07:23:00Z,98.00,4.00
2026-04-14T07:40:00Z,98.00,4.00
2026-04-14T07:41:00Z,98.00,4.00
2026-04-14T07:51:00Z,98.00,4.00
2026-04-14T08:06:00Z,98.00,4.00
2026-04-14T08:24:00Z,98.00,4.00
2026-04-14T09:08:00Z,98.00,4.00
2026-04-14T09:19:00Z,98.00,4.00
2026-04-14T09:44:00Z,98.00,4.00
2026-04-14T09:46:00Z,98.00,4.00
2026-04-14T09:52:00Z,98.00,4.00
2026-04-14T10:12:00Z,97.00,4.00
2026-04-14T10:17:00Z,97.00,4.00
2026-04-14T10:19:00Z,98.00,4.00
2026-04-14T10:46:00Z,98.00,2.91
2026-04-14T11:06:00Z,98.00,3.00
2026-04-14T11:08:00Z,98.00,3.00
2026-04-14T11:18:00Z,98.00,3.00
2026-04-14T11:22:00Z,98.00,3.00
2026-04-14T11:25:00Z,98.00,3.00
2026-04-14T11:35:00Z,98.00,3.00
2026-04-14T11:37:00Z,98.00,3.00
2026-04-14T11:41:00Z,98.00,3.00
2026-04-14T11:42:00Z,98.00,3.00
2026-04-14T11:45:00Z,98.00,3.00
2026-04-14T11:52:00Z,98.00,3.00
2026-04-14T11:57:00Z,98.00,3.00
2026-04-14T11:58:00Z,98.00,3.00
2026-04-14T12:08:00Z,98.00,3.00
2026-04-14T12:19:00Z,98.00,3.00
2026-04-14T12:20:00Z,98.00,3.00
2026-04-14T12:22:00Z,98.00,4.00
2026-04-14T12:23:00Z,98.00,4.00
2026-04-14T12:25:00Z,98.00,4.00
2026-04-14T12:26:00Z,98.00,4.00
2026-04-14T12:28:00Z,98.00,4.00
2026-04-14T12:35:00Z,98.00,3.00
2026-04-14T12:45:00Z,98.00,4.00
2026-04-14T12:47:00Z,98.00,3.00
2026-04-14T12:48:00Z,98.00,3.00
2026-04-14T12:49:00Z,98.00,3.00
2026-04-14T12:50:00Z,98.00,3.00
2026-04-14T12:55:00Z,98.00,3.00
2026-04-14T12:58:00Z,98.00,3.00
2026-04-14T13:00:00Z,98.00,3.00
2026-04-14T13:05:00Z,98.00,3.00
2026-04-14T13:06:00Z,97.00,3.00
2026-04-14T13:09:00Z,97.00,3.00
2026-04-14T13:12:00Z,97.00,3.00
2026-04-14T13:13:00Z,97.00,3.00
2026-04-14T13:15:00Z,97.00,3.00
2026-04-14T13:24:00Z,97.00,3.00
2026-04-14T13:26:00Z,97.00,3.00
2026-04-14T13:27:00Z,97.00,3.00
2026-04-14T13:32:00Z,98.00,3.00
2026-04-14T13:33:00Z,98.00,3.00
2026-04-14T13:35:00Z,98.00,2.00
2026-04-14T13:36:00Z,98.00,3.00
2026-04-14T13:39:00Z,98.00,3.00
2026-04-14T13:40:00Z,98.00,3.00
2026-04-14T13:43:00Z,98.00,3.00
2026-04-14T13:44:00Z,98.00,3.00
2026-04-14T13:46:00Z,98.00,3.00
2026-04-14T13:47:00Z,98.00,3.00
2026-04-14T13:48:00Z,98.00,3.00
2026-04-14T13:49:00Z,98.00,3.00
2026-04-14T13:50:00Z,98.00,3.00
2026-04-14T13:51:00Z,98.00,3.00
2026-04-14T13:52:00Z,98.00,2.06
2026-04-14T13:53:00Z,98.00,3.00
2026-04-14T13:54:00Z,98.00,3.00
2026-04-14T13:56:00Z,98.00,3.00
2026-04-14T13:57:00Z,98.00,3.00
2026-04-14T13:58:00Z,98.00,3.00
2026-04-14T13:59:00Z,98.00,3.00
2026-04-14T14:00:00Z,98.00,3.00
2026-04-14T14:02:00Z,98.00,3.00
2026-04-14T14:03:00Z,98.00,3.00
2026-04-14T14:04:00Z,98.00,3.00
2026-04-14T14:06:00Z,98.00,3.00
2026-04-14T14:07:00Z,98.00,3.00
2026-04-14T14:08:00Z,98.00,2.97
2026-04-14T14:09:00Z,98.00,3.00
2026-04-14T14:10:00Z,97.00,3.00
2026-04-14T14:11:00Z,99.00,3.00
2026-04-14T14:12:00Z,98.42,3.00
2026-04-14T14:13:00Z,98.21,3.00
2026-04-14T14:14:00Z,98.01,3.00
2026-04-14T14:15:00Z,98.00,3.04
2026-04-14T14:16:00Z,98.00,2.14
2026-04-14T14:17:00Z,98.83,2.75
2026-04-14T14:18:00Z,98.00,3.00
2026-04-14T14:19:00Z,97.94,3.34
2026-04-14T14:20:00Z,97.00,3.06
2026-04-14T14:21:00Z,97.00,3.99
2026-04-14T14:22:00Z,97.06,2.80
2026-04-14T14:23:00Z,97.00,3.22
2026-04-14T14:24:00Z,97.00,3.00
2026-04-14T14:25:00Z,97.00,3.11
2026-04-14T14:26:00Z,96.56,4.79
2026-04-14T14:27:00Z,97.81,3.79
2026-04-14T14:28:00Z,98.00,3.28
2026-04-14T14:29:00Z,96.33,4.00
2026-04-14T14:30:00Z,95.70,5.02
2026-04-14T14:31:00Z,94.27,7.09
2026-04-14T14:32:00Z,92.56,7.72
2026-04-14T14:33:00Z,94.08,6.17
2026-04-14T14:34:00Z,96.65,4.38
2026-04-14T14:35:00Z,97.00,4.00
2026-04-14T14:36:00Z,95.89,4.00
2026-04-14T14:37:00Z,95.00,4.51
2026-04-14T14:38:00Z,95.10,5.00
2026-04-14T14:39:00Z,95.75,5.52
2026-04-14T14:40:00Z,96.00,5.03
2026-04-14T14:41:00Z,95.21,4.88
2026-04-14T14:42:00Z,96.00,4.97
2026-04-14T14:43:00Z,96.00,5.00
2026-04-14T14:44:00Z,96.30,4.09
2026-04-14T14:45:00Z,95.73,4.57
2026-04-14T14:46:00Z,96.38,3.60
2026-04-14T14:47:00Z,96.00,4.27
2026-04-14T14:48:00Z,95.33,5.96
2026-04-14T14:49:00Z,95.15,5.10
2026-04-14T14:50:00Z,96.01,4.39
2026-04-14T14:51:00Z,95.03,5.85
2026-04-14T14:52:00Z,94.42,6.46
2026-04-14T14:53:00Z,93.91,6.40
2026-04-14T14:54:00Z,93.64,6.47
2026-04-14T14:55:00Z,91.00,11.97
2026-04-14T14:56:00Z,89.67,14.94
2026-04-14T14:57:00Z,87.77,15.45
2026-04-14T14:58:00Z,89.43,12.24
2026-04-14T14:59:00Z,89.07,13.72
2026-04-14T15:00:00Z,85.97,13.71
2026-04-14T15:01:00Z,86.87,13.76
2026-04-14T15:02:00Z,86.91,13.90
2026-04-14T15:03:00Z,91.95,10.90
2026-04-14T15:04:00Z,90.55,8.78
2026-04-14T15:05:00Z,94.62,6.05
2026-04-14T15:06:00Z,95.55,5.82
2026-04-14T15:07:00Z,95.44,4.80
2026-04-14T15:08:00Z,95.59,4.74
2026-04-14T15:09:00Z,95.18,4.87
2026-04-14T15:10:00Z,97.79,4.82
2026-04-14T15:11:00Z,96.01,3.93
2026-04-14T15:12:00Z,96.94,4.79
2026-04-14T15:13:00Z,95.53,3.06
2026-04-14T15:14:00Z,98.00,1.85
2026-04-14T15:15:00Z,99.00,1.54
2026-04-14T15:16:00Z,98.00,1.75
2026-04-14T15:17:00Z,95.32,4.71
2026-04-14T15:18:00Z,95.16,5.59
2026-04-14T15:19:00Z,94.98,4.99
2026-04-14T15:20:00Z,98.91,3.18
2026-04-14T15:21:00Z,99.00,1.88
2026-04-14T15:22:00Z,99.00,1.22
2026-04-14T15:23:00Z,98.86,1.65
2026-04-14T15:24:00Z,98.93,1.07
2026-04-14T15:25:00Z,99.00,1.00
2026-04-14T15:26:00Z,99.00,1.00
2026-04-14T15:27:00Z,99.00,1.00
2026-04-14T15:28:00Z,99.00,1.00
2026-04-14T15:29:00Z,99.00,1.00
2026-04-14T15:30:00Z,99.00,2.00
2026-04-14T15:31:00Z,99.00,1.09
2026-04-14T15:32:00Z,99.00,1.71
2026-04-14T15:33:00Z,99.00,1.26
2026-04-14T15:34:00Z,99.00,1.00
2026-04-14T15:35:00Z,99.00,1.00
2026-04-14T15:36:00Z,99.00,1.00
2026-04-14T15:39:00Z,99.00,1.00
2026-04-14T15:41:00Z,99.00,1.00
