# event_ticker=KXATPCHALLENGERMATCH-26MAR17WESHOU
# final_score=6-2 6-2
# match_winner=Max Houkes
# fav_player=Max Houkes
# dog_player=Louis Wessels
# kalshi_date=2026-03-17
timestamp,Max Houkes,Louis Wessels
2026-03-17T04:39:00Z,76.38,
2026-03-17T06:00:00Z,78.00,
2026-03-17T08:17:00Z,78.00,
2026-03-17T08:21:00Z,78.00,23.00
2026-03-17T09:44:00Z,78.00,23.00
2026-03-17T10:33:00Z,78.00,21.00
2026-03-17T10:43:00Z,78.00,21.00
2026-03-17T11:12:00Z,78.00,21.00
2026-03-17T11:20:00Z,78.00,22.00
2026-03-17T11:47:00Z,78.00,23.00
2026-03-17T12:03:00Z,78.00,23.00
2026-03-17T12:30:00Z,78.00,23.00
2026-03-17T12:36:00Z,78.00,23.00
2026-03-17T13:20:00Z,78.00,23.00
2026-03-17T13:38:00Z,79.97,23.00
2026-03-17T13:42:00Z,79.97,23.00
2026-03-17T13:44:00Z,79.97,19.97
2026-03-17T13:45:00Z,81.88,19.15
2026-03-17T13:46:00Z,82.03,17.00
2026-03-17T13:47:00Z,84.65,14.00
2026-03-17T13:48:00Z,86.00,14.00
2026-03-17T13:49:00Z,87.68,14.48
2026-03-17T13:50:00Z,85.38,15.45
2026-03-17T13:51:00Z,85.38,15.76
2026-03-17T13:52:00Z,88.00,17.00
2026-03-17T13:53:00Z,89.20,17.00
2026-03-17T13:54:00Z,90.00,12.80
2026-03-17T13:55:00Z,91.00,10.61
2026-03-17T13:56:00Z,91.37,9.41
2026-03-17T13:57:00Z,91.00,10.00
2026-03-17T13:58:00Z,91.00,10.87
2026-03-17T13:59:00Z,91.00,10.56
2026-03-17T14:00:00Z,91.42,9.02
2026-03-17T14:01:00Z,91.42,8.22
2026-03-17T14:02:00Z,91.00,9.66
2026-03-17T14:03:00Z,92.00,10.00
2026-03-17T14:04:00Z,92.00,8.83
2026-03-17T14:05:00Z,92.00,8.98
2026-03-17T14:06:00Z,92.00,8.88
2026-03-17T14:07:00Z,93.41,7.47
2026-03-17T14:08:00Z,93.00,9.19
2026-03-17T14:09:00Z,92.00,9.00
2026-03-17T14:10:00Z,93.00,8.29
2026-03-17T14:11:00Z,94.00,8.00
2026-03-17T14:12:00Z,94.00,7.98
2026-03-17T14:13:00Z,94.00,7.01
2026-03-17T14:14:00Z,93.01,7.29
2026-03-17T14:15:00Z,93.01,8.00
2026-03-17T14:16:00Z,94.00,6.33
2026-03-17T14:17:00Z,95.00,5.95
2026-03-17T14:18:00Z,95.00,5.99
2026-03-17T14:19:00Z,94.00,6.77
2026-03-17T14:20:00Z,94.42,6.08
2026-03-17T14:21:00Z,96.19,4.95
2026-03-17T14:22:00Z,94.82,6.99
2026-03-17T14:23:00Z,90.99,9.01
2026-03-17T14:24:00Z,94.00,6.77
2026-03-17T14:25:00Z,94.24,6.35
2026-03-17T14:26:00Z,93.68,6.99
2026-03-17T14:27:00Z,93.68,7.69
2026-03-17T14:28:00Z,93.68,9.00
2026-03-17T14:29:00Z,93.58,6.47
2026-03-17T14:30:00Z,95.00,6.95
2026-03-17T14:31:00Z,95.00,6.00
2026-03-17T14:32:00Z,95.01,6.39
2026-03-17T14:33:00Z,97.00,3.79
2026-03-17T14:34:00Z,97.74,3.40
2026-03-17T14:35:00Z,96.84,4.11
2026-03-17T14:36:00Z,97.75,2.27
2026-03-17T14:37:00Z,97.88,2.10
2026-03-17T14:38:00Z,98.96,1.73
2026-03-17T14:39:00Z,99.00,1.24
2026-03-17T14:40:00Z,99.00,1.63
2026-03-17T14:41:00Z,99.00,1.00
2026-03-17T14:42:00Z,99.00,1.62
2026-03-17T14:43:00Z,99.00,1.21
2026-03-17T14:44:00Z,98.02,1.85
2026-03-17T14:45:00Z,96.94,2.18
2026-03-17T14:46:00Z,95.37,5.15
2026-03-17T14:47:00Z,96.72,2.25
2026-03-17T14:48:00Z,99.00,1.00
2026-03-17T14:50:00Z,99.00,1.00
2026-03-17T14:51:00Z,99.00,1.00
2026-03-17T14:52:00Z,99.00,1.00
2026-03-17T14:53:00Z,99.00,1.00
2026-03-17T14:54:00Z,99.00,1.00
2026-03-17T14:55:00Z,99.00,1.00
2026-03-17T14:56:00Z,99.00,1.00
