# event_ticker=KXATPMATCH-26MAR31BASDRA
# final_score=6-3 2-6 6-4
# match_winner=Nishesh Basavareddy
# fav_player=Nishesh Basavareddy
# dog_player=Liam Draxl
# kalshi_date=2026-03-31
timestamp,Nishesh Basavareddy,Liam Draxl
2026-03-31T07:19:00Z,,48.00
2026-03-31T07:21:00Z,,48.00
2026-03-31T08:17:00Z,54.00,48.00
2026-03-31T08:26:00Z,54.00,48.00
2026-03-31T09:01:00Z,54.00,48.00
2026-03-31T09:05:00Z,54.00,48.00
2026-03-31T09:16:00Z,54.00,48.00
2026-03-31T09:18:00Z,54.00,48.00
2026-03-31T09:39:00Z,53.00,48.00
2026-03-31T10:01:00Z,53.00,48.00
2026-03-31T10:17:00Z,53.00,48.00
2026-03-31T10:18:00Z,53.00,48.00
2026-03-31T10:41:00Z,53.00,48.00
2026-03-31T10:56:00Z,53.00,48.00
2026-03-31T11:04:00Z,53.00,48.00
2026-03-31T11:07:00Z,53.00,48.00
2026-03-31T11:08:00Z,53.00,49.00
2026-03-31T11:09:00Z,53.00,50.00
2026-03-31T11:11:00Z,52.00,50.00
2026-03-31T11:21:00Z,52.00,50.00
2026-03-31T11:27:00Z,52.00,50.00
2026-03-31T11:30:00Z,52.00,50.00
2026-03-31T11:37:00Z,52.00,50.00
2026-03-31T11:47:00Z,52.00,49.00
2026-03-31T11:55:00Z,52.00,49.00
2026-03-31T11:56:00Z,53.00,49.00
2026-03-31T12:01:00Z,53.00,49.00
2026-03-31T12:02:00Z,53.00,49.00
2026-03-31T12:05:00Z,53.00,49.00
2026-03-31T12:11:00Z,53.00,48.00
2026-03-31T12:17:00Z,53.00,49.00
2026-03-31T12:18:00Z,53.00,47.00
2026-03-31T12:22:00Z,53.00,47.00
2026-03-31T12:28:00Z,53.00,49.00
2026-03-31T12:31:00Z,53.00,49.00
2026-03-31T12:46:00Z,53.00,48.00
2026-03-31T12:49:00Z,53.00,48.00
2026-03-31T12:56:00Z,53.00,48.00
2026-03-31T12:59:00Z,53.00,48.00
2026-03-31T13:03:00Z,53.00,48.00
2026-03-31T13:15:00Z,53.00,48.00
2026-03-31T13:17:00Z,53.00,48.00
2026-03-31T13:19:00Z,53.00,48.00
2026-03-31T13:21:00Z,53.00,48.00
2026-03-31T13:29:00Z,53.00,48.00
2026-03-31T13:48:00Z,53.00,48.00
2026-03-31T13:49:00Z,53.00,49.00
2026-03-31T13:50:00Z,53.00,49.00
2026-03-31T13:53:00Z,53.00,49.00
2026-03-31T13:54:00Z,51.00,49.00
2026-03-31T13:58:00Z,51.00,49.00
2026-03-31T13:59:00Z,53.00,49.00
2026-03-31T14:03:00Z,53.00,49.00
2026-03-31T14:05:00Z,53.00,47.00
2026-03-31T14:07:00Z,51.00,47.00
2026-03-31T14:11:00Z,51.00,47.00
2026-03-31T14:14:00Z,52.00,47.00
2026-03-31T14:17:00Z,51.00,47.00
2026-03-31T14:30:00Z,51.00,47.00
2026-03-31T14:33:00Z,51.00,49.00
2026-03-31T14:39:00Z,52.00,49.00
2026-03-31T14:42:00Z,51.00,49.00
2026-03-31T14:43:00Z,51.00,51.00
2026-03-31T14:47:00Z,50.00,51.00
2026-03-31T14:48:00Z,51.00,51.00
2026-03-31T15:02:00Z,51.00,51.57
2026-03-31T15:03:00Z,51.00,52.00
2026-03-31T15:04:00Z,51.00,51.00
2026-03-31T15:14:00Z,51.00,51.83
