# event_ticker=KXATPMATCH-25SEP26TIECER
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=Learner Tien
# fav_player=Francisco Cerundolo
# dog_player=Learner Tien
# kalshi_date=2025-09-26
timestamp,Francisco Cerundolo,Learner Tien
2025-09-25T18:48:00Z,54.00,
2025-09-25T19:39:00Z,54.00,48.00
2025-09-25T20:06:00Z,53.00,48.00
2025-09-25T21:25:00Z,54.00,48.00
2025-09-25T21:30:00Z,54.00,47.00
2025-09-25T21:43:00Z,54.00,46.00
2025-09-25T22:01:00Z,54.00,45.00
2025-09-25T22:12:00Z,54.00,45.00
2025-09-25T22:18:00Z,56.00,45.00
2025-09-25T23:07:00Z,56.00,45.00
2025-09-25T23:44:00Z,56.00,45.00
2025-09-25T23:56:00Z,56.00,45.00
2025-09-26T00:10:00Z,56.00,45.00
2025-09-26T00:39:00Z,56.00,45.00
2025-09-26T01:13:00Z,57.00,45.00
2025-09-26T01:39:00Z,57.00,45.00
2025-09-26T01:49:00Z,57.00,46.00
2025-09-26T02:04:00Z,57.00,47.00
2025-09-26T02:05:00Z,53.00,47.00
2025-09-26T02:06:00Z,53.00,48.00
2025-09-26T02:17:00Z,53.00,48.00
2025-09-26T02:18:00Z,53.00,48.00
2025-09-26T02:20:00Z,53.00,47.00
2025-09-26T02:21:00Z,53.00,47.00
2025-09-26T02:30:00Z,54.00,47.00
2025-09-26T02:36:00Z,54.00,47.00
2025-09-26T02:45:00Z,53.00,47.00
2025-09-26T03:03:00Z,54.00,47.00
2025-09-26T03:04:00Z,54.00,47.00
2025-09-26T03:20:00Z,54.00,47.00
2025-09-26T03:21:00Z,54.00,47.00
2025-09-26T03:27:00Z,54.00,47.00
2025-09-26T03:28:00Z,54.00,47.00
2025-09-26T03:29:00Z,54.00,47.00
2025-09-26T03:30:00Z,54.00,47.00
2025-09-26T03:31:00Z,54.00,47.00
2025-09-26T03:32:00Z,54.00,47.00
2025-09-26T03:33:00Z,54.00,47.00
2025-09-26T03:35:00Z,54.00,47.00
2025-09-26T03:36:00Z,54.59,47.00
2025-09-26T03:40:00Z,55.00,47.00
2025-09-26T03:42:00Z,55.00,47.00
2025-09-26T03:47:00Z,54.00,47.00
2025-09-26T03:48:00Z,54.00,47.00
2025-09-26T03:49:00Z,54.00,47.00
2025-09-26T03:50:00Z,54.00,47.00
2025-09-26T03:55:00Z,54.00,46.25
2025-09-26T03:56:00Z,54.00,46.25
2025-09-26T04:08:00Z,54.00,47.00
2025-09-26T04:11:00Z,54.00,47.00
2025-09-26T04:12:00Z,54.00,47.00
2025-09-26T04:14:00Z,54.98,47.00
2025-09-26T04:16:00Z,55.44,47.00
2025-09-26T04:17:00Z,55.00,47.00
2025-09-26T04:19:00Z,55.00,47.00
2025-09-26T04:20:00Z,55.00,47.00
2025-09-26T04:22:00Z,55.00,47.00
2025-09-26T04:24:00Z,55.00,47.00
2025-09-26T04:27:00Z,56.00,48.00
2025-09-26T04:29:00Z,56.00,48.00
2025-09-26T04:31:00Z,56.00,48.00
2025-09-26T04:33:00Z,56.00,48.00
2025-09-26T04:35:00Z,56.00,48.00
2025-09-26T04:43:00Z,56.00,47.00
2025-09-26T04:45:00Z,56.00,47.00
2025-09-26T04:47:00Z,56.00,47.00
2025-09-26T05:01:00Z,56.00,47.00
2025-09-26T05:03:00Z,56.00,47.00
2025-09-26T05:04:00Z,56.00,44.00
2025-09-26T05:06:00Z,56.00,44.00
2025-09-26T05:08:00Z,56.00,44.00
2025-09-26T05:11:00Z,56.00,44.00
