# event_ticker=KXATPCHALLENGERMATCH-26MAY26JIAAGA
# final_score=2-6 6-2 6-3
# match_winner=Franco Agamenone
# fav_player=Franco Agamenone
# dog_player=Filip Cristian Jianu
# kalshi_date=2026-05-26
timestamp,Filip Cristian Jianu,Franco Agamenone
2026-05-26T04:12:00Z,60.00,42.00
2026-05-26T04:13:00Z,60.00,42.00
2026-05-26T04:18:00Z,60.00,42.00
2026-05-26T04:21:00Z,60.00,42.00
2026-05-26T04:26:00Z,59.00,42.00
2026-05-26T04:27:00Z,60.00,42.00
2026-05-26T04:32:00Z,60.00,42.00
2026-05-26T04:33:00Z,60.00,42.00
2026-05-26T04:34:00Z,60.00,42.00
2026-05-26T04:35:00Z,60.00,42.00
2026-05-26T04:36:00Z,60.00,42.00
2026-05-26T04:39:00Z,60.00,42.00
2026-05-26T04:42:00Z,60.00,42.00
2026-05-26T04:45:00Z,60.00,42.00
2026-05-26T04:46:00Z,60.00,42.00
2026-05-26T04:47:00Z,60.00,42.00
2026-05-26T04:51:00Z,60.00,42.00
2026-05-26T04:52:00Z,60.00,42.00
2026-05-26T05:01:00Z,60.00,42.00
2026-05-26T05:02:00Z,60.00,42.00
2026-05-26T05:07:00Z,60.00,42.00
2026-05-26T05:13:00Z,60.00,42.00
2026-05-26T05:17:00Z,60.00,42.00
2026-05-26T05:24:00Z,60.00,42.00
2026-05-26T05:29:00Z,60.00,42.00
2026-05-26T05:31:00Z,59.00,42.00
2026-05-26T05:33:00Z,60.00,42.00
2026-05-26T05:36:00Z,60.00,42.00
2026-05-26T05:38:00Z,60.00,42.00
2026-05-26T05:42:00Z,60.00,42.00
2026-05-26T05:51:00Z,60.00,42.00
2026-05-26T05:53:00Z,60.00,42.00
2026-05-26T05:54:00Z,60.00,42.00
2026-05-26T05:58:00Z,60.00,42.00
2026-05-26T05:59:00Z,60.00,42.00
2026-05-26T06:03:00Z,60.00,42.00
2026-05-26T06:04:00Z,60.00,42.00
2026-05-26T06:05:00Z,60.00,42.00
2026-05-26T06:06:00Z,60.00,42.00
2026-05-26T06:08:00Z,60.00,42.00
2026-05-26T06:09:00Z,60.00,42.00
2026-05-26T06:12:00Z,60.00,42.60
2026-05-26T06:14:00Z,60.00,42.60
2026-05-26T06:15:00Z,60.00,42.00
2026-05-26T06:16:00Z,60.00,42.00
2026-05-26T06:18:00Z,60.00,42.00
2026-05-26T06:19:00Z,60.00,42.00
2026-05-26T06:21:00Z,60.00,42.00
2026-05-26T06:24:00Z,60.00,42.00
2026-05-26T06:25:00Z,60.00,42.00
2026-05-26T06:26:00Z,59.00,42.00
2026-05-26T06:27:00Z,59.00,43.00
2026-05-26T06:28:00Z,60.00,43.00
2026-05-26T06:30:00Z,59.25,43.00
2026-05-26T06:32:00Z,59.00,43.00
2026-05-26T06:34:00Z,60.00,43.00
2026-05-26T06:35:00Z,60.00,43.00
2026-05-26T06:36:00Z,59.00,43.00
2026-05-26T06:37:00Z,59.00,43.57
2026-05-26T06:38:00Z,59.12,43.57
2026-05-26T06:41:00Z,60.00,43.57
2026-05-26T06:44:00Z,59.00,43.57
2026-05-26T06:45:00Z,60.00,44.00
2026-05-26T06:49:00Z,60.00,43.00
2026-05-26T06:50:00Z,60.00,43.00
2026-05-26T06:51:00Z,59.56,43.02
2026-05-26T06:53:00Z,59.56,43.00
2026-05-26T06:54:00Z,59.56,43.00
2026-05-26T06:55:00Z,60.00,43.00
2026-05-26T06:56:00Z,60.00,42.00
2026-05-26T06:58:00Z,59.00,42.00
2026-05-26T06:59:00Z,58.00,45.00
2026-05-26T07:01:00Z,58.00,46.00
2026-05-26T07:02:00Z,58.00,47.70
2026-05-26T07:03:00Z,58.00,46.23
2026-05-26T07:04:00Z,58.00,46.00
2026-05-26T07:05:00Z,55.99,46.84
2026-05-26T07:06:00Z,55.11,47.48
2026-05-26T07:07:00Z,55.63,47.92
2026-05-26T07:08:00Z,55.98,46.98
2026-05-26T07:09:00Z,53.00,47.81
2026-05-26T07:10:00Z,56.50,44.62
2026-05-26T07:11:00Z,59.34,43.35
2026-05-26T07:12:00Z,55.59,43.24
2026-05-26T07:13:00Z,59.69,41.02
2026-05-26T07:14:00Z,60.00,41.43
2026-05-26T07:15:00Z,61.94,40.68
2026-05-26T07:16:00Z,60.11,42.93
2026-05-26T07:17:00Z,59.24,40.57
2026-05-26T07:18:00Z,57.32,43.07
2026-05-26T07:19:00Z,60.41,41.07
2026-05-26T07:20:00Z,61.46,43.73
2026-05-26T07:21:00Z,58.94,39.98
2026-05-26T07:22:00Z,61.08,39.98
2026-05-26T07:23:00Z,63.38,34.03
2026-05-26T07:24:00Z,62.06,35.45
2026-05-26T07:25:00Z,62.75,38.86
2026-05-26T07:26:00Z,61.67,41.98
2026-05-26T07:27:00Z,61.53,41.63
2026-05-26T07:28:00Z,62.23,42.81
2026-05-26T07:29:00Z,56.95,45.00
2026-05-26T07:30:00Z,56.61,47.64
2026-05-26T07:31:00Z,59.96,46.31
2026-05-26T07:32:00Z,61.94,39.00
2026-05-26T07:33:00Z,62.00,39.00
2026-05-26T07:34:00Z,63.41,35.00
2026-05-26T07:35:00Z,61.06,37.70
2026-05-26T07:36:00Z,63.85,37.55
2026-05-26T07:37:00Z,61.50,40.34
2026-05-26T07:38:00Z,61.00,42.69
2026-05-26T07:39:00Z,59.50,43.00
2026-05-26T07:40:00Z,63.15,37.17
2026-05-26T07:41:00Z,63.90,37.00
2026-05-26T07:42:00Z,66.86,35.39
2026-05-26T07:43:00Z,65.92,34.51
2026-05-26T07:44:00Z,68.00,32.45
2026-05-26T07:45:00Z,71.65,27.52
2026-05-26T07:46:00Z,76.67,25.04
2026-05-26T07:47:00Z,78.19,24.21
2026-05-26T07:48:00Z,78.28,21.31
2026-05-26T07:49:00Z,78.95,22.91
2026-05-26T07:50:00Z,79.66,23.47
2026-05-26T07:51:00Z,79.01,20.95
2026-05-26T07:52:00Z,81.23,20.29
2026-05-26T07:53:00Z,81.94,19.00
2026-05-26T07:54:00Z,84.26,17.26
2026-05-26T07:55:00Z,84.19,15.99
2026-05-26T07:56:00Z,84.99,16.00
2026-05-26T07:57:00Z,84.96,15.76
2026-05-26T07:58:00Z,84.73,16.93
2026-05-26T07:59:00Z,83.71,17.00
2026-05-26T08:00:00Z,84.21,15.47
2026-05-26T08:01:00Z,86.45,16.00
2026-05-26T08:02:00Z,87.97,12.89
2026-05-26T08:03:00Z,89.00,10.99
2026-05-26T08:04:00Z,88.52,11.76
2026-05-26T08:05:00Z,86.27,13.47
2026-05-26T08:06:00Z,87.87,12.83
2026-05-26T08:07:00Z,86.06,12.87
2026-05-26T08:08:00Z,87.00,13.14
2026-05-26T08:09:00Z,84.88,15.40
2026-05-26T08:10:00Z,82.67,18.92
2026-05-26T08:11:00Z,76.99,21.18
2026-05-26T08:12:00Z,72.50,27.78
2026-05-26T08:13:00Z,69.59,28.73
2026-05-26T08:14:00Z,72.87,28.75
2026-05-26T08:15:00Z,69.70,30.71
2026-05-26T08:16:00Z,69.00,31.29
2026-05-26T08:17:00Z,68.27,32.89
2026-05-26T08:18:00Z,66.66,33.51
2026-05-26T08:19:00Z,68.15,30.31
2026-05-26T08:20:00Z,71.00,30.00
2026-05-26T08:21:00Z,69.50,30.58
2026-05-26T08:22:00Z,67.84,33.91
2026-05-26T08:23:00Z,68.38,32.49
2026-05-26T08:24:00Z,65.33,34.16
2026-05-26T08:25:00Z,67.13,32.94
2026-05-26T08:26:00Z,59.65,36.87
2026-05-26T08:27:00Z,55.15,44.00
2026-05-26T08:28:00Z,54.98,46.03
2026-05-26T08:29:00Z,54.88,46.75
2026-05-26T08:30:00Z,50.89,48.90
2026-05-26T08:31:00Z,51.00,49.21
2026-05-26T08:32:00Z,51.00,49.64
2026-05-26T08:33:00Z,51.00,49.44
2026-05-26T08:34:00Z,51.10,49.04
2026-05-26T08:35:00Z,50.00,50.00
2026-05-26T08:36:00Z,53.12,44.52
2026-05-26T08:37:00Z,59.76,40.01
2026-05-26T08:38:00Z,62.00,38.77
2026-05-26T08:39:00Z,55.57,45.47
2026-05-26T08:40:00Z,59.55,46.03
2026-05-26T08:41:00Z,62.79,39.63
2026-05-26T08:42:00Z,56.87,46.11
2026-05-26T08:43:00Z,51.77,49.73
2026-05-26T08:44:00Z,51.79,51.11
2026-05-26T08:45:00Z,36.09,61.84
2026-05-26T08:46:00Z,31.54,69.88
2026-05-26T08:47:00Z,30.34,71.33
2026-05-26T08:48:00Z,24.84,74.88
2026-05-26T08:49:00Z,23.24,76.90
2026-05-26T08:50:00Z,20.90,76.56
2026-05-26T08:51:00Z,20.42,79.66
2026-05-26T08:52:00Z,18.08,83.16
2026-05-26T08:53:00Z,19.90,82.55
2026-05-26T08:54:00Z,23.12,76.16
2026-05-26T08:55:00Z,26.62,75.26
2026-05-26T08:56:00Z,31.47,72.25
2026-05-26T08:57:00Z,28.72,71.92
2026-05-26T08:58:00Z,40.56,57.23
2026-05-26T08:59:00Z,51.41,50.97
2026-05-26T09:00:00Z,58.97,41.84
2026-05-26T09:01:00Z,56.08,44.59
2026-05-26T09:02:00Z,55.94,46.22
2026-05-26T09:03:00Z,45.62,56.25
2026-05-26T09:04:00Z,26.63,66.67
2026-05-26T09:05:00Z,24.93,75.60
2026-05-26T09:06:00Z,23.26,79.17
2026-05-26T09:07:00Z,12.78,88.14
2026-05-26T09:08:00Z,9.72,90.86
2026-05-26T09:09:00Z,13.64,86.19
2026-05-26T09:10:00Z,12.61,86.88
2026-05-26T09:11:00Z,6.51,96.99
2026-05-26T09:12:00Z,1.00,99.00
2026-05-26T09:13:00Z,1.00,99.00
