# event_ticker=KXATPMATCH-25SEP25RUBCOB
# final_score=7-6(3) 6-3
# score_resolution=6-7 3-6
# match_winner=Flavio Cobolli
# fav_player=Andrey Rublev
# dog_player=Flavio Cobolli
# kalshi_date=2025-09-25
timestamp,Andrey Rublev,Flavio Cobolli
2025-09-26T03:39:00Z,90.36,12.00
2025-09-26T03:40:00Z,88.28,12.00
2025-09-26T03:41:00Z,88.28,13.88
2025-09-26T03:42:00Z,85.02,17.85
2025-09-26T03:43:00Z,80.18,19.65
2025-09-26T03:44:00Z,80.78,20.20
2025-09-26T03:45:00Z,80.78,17.00
2025-09-26T03:46:00Z,76.24,22.00
2025-09-26T03:47:00Z,74.60,26.19
2025-09-26T03:48:00Z,74.27,28.46
2025-09-26T03:49:00Z,71.50,31.57
2025-09-26T03:50:00Z,67.95,34.30
2025-09-26T03:51:00Z,53.74,47.02
2025-09-26T03:52:00Z,54.88,49.85
2025-09-26T03:53:00Z,51.60,48.87
2025-09-26T03:54:00Z,61.59,39.57
2025-09-26T03:55:00Z,70.57,25.69
2025-09-26T03:56:00Z,71.45,31.20
2025-09-26T03:57:00Z,69.59,33.89
2025-09-26T03:58:00Z,69.17,31.95
2025-09-26T03:59:00Z,68.38,31.48
2025-09-26T04:00:00Z,69.50,33.95
2025-09-26T04:01:00Z,66.60,34.48
2025-09-26T04:02:00Z,61.56,38.84
2025-09-26T04:03:00Z,57.08,46.22
2025-09-26T04:04:00Z,50.82,50.71
2025-09-26T04:05:00Z,47.14,54.18
2025-09-26T04:06:00Z,40.93,60.89
2025-09-26T04:07:00Z,40.08,61.67
2025-09-26T04:08:00Z,42.79,59.41
2025-09-26T04:09:00Z,40.95,59.21
2025-09-26T04:10:00Z,42.56,59.46
2025-09-26T04:11:00Z,43.55,58.00
2025-09-26T04:12:00Z,46.71,55.51
2025-09-26T04:13:00Z,54.99,47.99
2025-09-26T04:14:00Z,55.01,44.30
2025-09-26T04:15:00Z,59.96,42.58
2025-09-26T04:16:00Z,58.11,43.08
2025-09-26T04:17:00Z,52.80,47.53
2025-09-26T04:18:00Z,56.08,44.15
2025-09-26T04:19:00Z,55.11,45.88
2025-09-26T04:20:00Z,58.80,44.01
2025-09-26T04:21:00Z,60.56,40.96
2025-09-26T04:22:00Z,59.83,40.88
2025-09-26T04:23:00Z,62.67,36.31
2025-09-26T04:24:00Z,57.39,39.43
2025-09-26T04:25:00Z,56.67,43.26
2025-09-26T04:26:00Z,57.78,43.26
2025-09-26T04:27:00Z,57.59,41.69
2025-09-26T04:28:00Z,60.83,42.54
2025-09-26T04:29:00Z,58.63,42.44
2025-09-26T04:30:00Z,58.19,44.77
2025-09-26T04:31:00Z,54.23,47.30
2025-09-26T04:32:00Z,58.78,45.03
2025-09-26T04:33:00Z,56.80,46.72
2025-09-26T04:34:00Z,52.47,46.40
2025-09-26T04:35:00Z,38.87,58.02
2025-09-26T04:36:00Z,35.49,69.25
2025-09-26T04:37:00Z,32.97,67.65
2025-09-26T04:38:00Z,32.18,68.53
2025-09-26T04:39:00Z,35.34,66.60
2025-09-26T04:40:00Z,33.37,67.53
2025-09-26T04:41:00Z,33.00,68.13
2025-09-26T04:42:00Z,28.63,74.17
2025-09-26T04:43:00Z,33.08,70.52
2025-09-26T04:44:00Z,32.04,66.85
2025-09-26T04:45:00Z,26.70,72.55
2025-09-26T04:46:00Z,27.76,77.09
2025-09-26T04:47:00Z,31.08,70.83
2025-09-26T04:48:00Z,35.24,65.77
2025-09-26T04:49:00Z,49.85,59.33
2025-09-26T04:50:00Z,50.51,52.25
2025-09-26T04:51:00Z,46.74,49.11
2025-09-26T04:52:00Z,49.13,61.40
2025-09-26T04:53:00Z,33.60,68.10
2025-09-26T04:54:00Z,38.24,61.04
2025-09-26T04:55:00Z,42.05,60.63
2025-09-26T04:56:00Z,34.69,66.13
2025-09-26T04:57:00Z,37.87,62.45
2025-09-26T04:58:00Z,32.07,66.49
2025-09-26T04:59:00Z,31.75,68.36
2025-09-26T05:00:00Z,30.60,69.63
2025-09-26T05:01:00Z,28.82,71.48
2025-09-26T05:02:00Z,21.73,77.10
2025-09-26T05:03:00Z,16.97,79.91
2025-09-26T05:04:00Z,5.73,93.02
2025-09-26T05:05:00Z,8.86,93.49
2025-09-26T05:06:00Z,2.18,98.58
2025-09-26T05:07:00Z,2.18,99.00
2025-09-26T05:08:00Z,2.18,99.00
2025-09-26T05:09:00Z,2.18,99.00
2025-09-26T05:10:00Z,2.18,99.00
2025-09-26T05:11:00Z,2.18,99.00
