# event_ticker=KXATPCHALLENGERMATCH-26APR22SKAGUL
# final_score=6-2 3-6 6-4
# score_resolution=2-6 6-3 4-6
# match_winner=Timofey Skatov
# fav_player=Svyatoslav Gulin
# dog_player=Timofey Skatov
# kalshi_date=2026-04-22
timestamp,Timofey Skatov,Svyatoslav Gulin
2026-04-21T21:03:00Z,74.00,
2026-04-21T21:52:00Z,74.00,
2026-04-21T22:17:00Z,74.00,28.00
2026-04-21T22:41:00Z,74.00,28.00
2026-04-21T22:59:00Z,74.00,28.00
2026-04-22T00:53:00Z,76.00,28.00
2026-04-22T01:49:00Z,77.00,28.00
2026-04-22T02:04:00Z,77.00,28.00
2026-04-22T02:19:00Z,77.00,28.00
2026-04-22T03:07:00Z,77.00,28.00
2026-04-22T03:21:00Z,77.90,28.00
2026-04-22T03:59:00Z,77.90,23.00
2026-04-22T04:06:00Z,77.90,23.00
2026-04-22T04:13:00Z,77.90,22.00
2026-04-22T04:16:00Z,78.00,22.00
2026-04-22T04:26:00Z,78.00,22.00
2026-04-22T04:43:00Z,78.00,22.00
2026-04-22T04:44:00Z,78.00,24.00
2026-04-22T05:16:00Z,78.00,22.00
2026-04-22T05:33:00Z,78.00,22.00
2026-04-22T05:40:00Z,78.00,24.00
2026-04-22T05:45:00Z,78.00,25.00
2026-04-22T05:47:00Z,78.00,25.00
2026-04-22T05:54:00Z,78.00,25.00
2026-04-22T05:58:00Z,78.00,25.00
2026-04-22T06:05:00Z,78.00,25.00
2026-04-22T06:07:00Z,78.91,25.00
2026-04-22T06:08:00Z,78.00,24.00
2026-04-22T06:10:00Z,78.00,24.00
2026-04-22T06:12:00Z,78.00,24.00
2026-04-22T06:19:00Z,79.00,24.00
2026-04-22T06:21:00Z,78.00,24.00
2026-04-22T06:26:00Z,78.99,24.00
2026-04-22T06:28:00Z,79.00,24.00
2026-04-22T06:30:00Z,78.97,24.00
2026-04-22T06:36:00Z,78.97,24.84
2026-04-22T06:44:00Z,79.00,24.84
2026-04-22T06:47:00Z,79.00,24.00
2026-04-22T06:58:00Z,79.00,24.00
2026-04-22T07:01:00Z,79.00,24.00
2026-04-22T07:02:00Z,79.00,24.00
2026-04-22T07:03:00Z,76.13,24.00
2026-04-22T07:06:00Z,76.13,24.96
2026-04-22T07:11:00Z,75.76,24.96
2026-04-22T07:15:00Z,75.76,24.00
2026-04-22T07:19:00Z,78.42,24.00
2026-04-22T07:21:00Z,78.00,24.00
2026-04-22T07:28:00Z,78.00,24.95
2026-04-22T07:30:00Z,78.98,24.95
2026-04-22T07:47:00Z,78.98,24.00
2026-04-22T07:48:00Z,79.00,24.00
2026-04-22T07:56:00Z,78.00,24.00
2026-04-22T07:59:00Z,78.00,24.00
2026-04-22T08:10:00Z,78.00,24.00
2026-04-22T08:12:00Z,78.00,24.00
2026-04-22T08:13:00Z,78.00,24.00
2026-04-22T08:14:00Z,78.00,24.00
2026-04-22T08:15:00Z,76.42,24.00
2026-04-22T08:17:00Z,78.00,24.00
2026-04-22T08:20:00Z,78.00,24.00
2026-04-22T08:21:00Z,79.10,24.00
2026-04-22T08:23:00Z,81.68,22.00
2026-04-22T08:24:00Z,81.68,23.67
2026-04-22T08:25:00Z,76.65,24.00
2026-04-22T08:26:00Z,76.65,24.00
2026-04-22T08:27:00Z,81.00,25.34
2026-04-22T08:28:00Z,75.60,26.69
2026-04-22T08:29:00Z,73.69,28.00
2026-04-22T08:30:00Z,71.29,31.17
2026-04-22T08:31:00Z,70.81,33.76
2026-04-22T08:32:00Z,72.04,32.00
2026-04-22T08:33:00Z,72.00,29.00
2026-04-22T08:34:00Z,74.76,26.97
2026-04-22T08:35:00Z,76.43,21.53
2026-04-22T08:36:00Z,76.43,21.48
2026-04-22T08:37:00Z,78.79,24.00
2026-04-22T08:38:00Z,79.64,24.07
2026-04-22T08:39:00Z,74.00,25.00
2026-04-22T08:40:00Z,79.00,25.00
2026-04-22T08:41:00Z,82.60,17.57
2026-04-22T08:42:00Z,85.00,16.76
2026-04-22T08:43:00Z,85.12,14.15
2026-04-22T08:44:00Z,89.27,14.94
2026-04-22T08:45:00Z,86.15,12.74
2026-04-22T08:46:00Z,89.13,12.36
2026-04-22T08:47:00Z,88.75,13.27
2026-04-22T08:48:00Z,89.00,12.00
2026-04-22T08:49:00Z,89.00,12.00
2026-04-22T08:50:00Z,90.21,9.56
2026-04-22T08:51:00Z,90.92,11.14
2026-04-22T08:52:00Z,89.52,11.31
2026-04-22T08:53:00Z,91.00,10.39
2026-04-22T08:54:00Z,91.68,10.01
2026-04-22T08:55:00Z,89.97,11.51
2026-04-22T08:56:00Z,90.85,11.97
2026-04-22T08:57:00Z,89.84,12.00
2026-04-22T08:58:00Z,91.50,12.00
2026-04-22T08:59:00Z,91.06,8.72
2026-04-22T09:00:00Z,89.00,12.00
2026-04-22T09:01:00Z,90.94,10.98
2026-04-22T09:02:00Z,91.00,11.00
2026-04-22T09:03:00Z,91.00,10.90
2026-04-22T09:04:00Z,91.52,8.05
2026-04-22T09:05:00Z,92.01,7.80
2026-04-22T09:06:00Z,90.71,8.98
2026-04-22T09:07:00Z,91.79,9.07
2026-04-22T09:08:00Z,92.54,8.03
2026-04-22T09:09:00Z,92.64,7.08
2026-04-22T09:10:00Z,91.56,9.31
2026-04-22T09:11:00Z,90.75,9.69
2026-04-22T09:12:00Z,91.03,8.80
2026-04-22T09:13:00Z,90.82,10.27
2026-04-22T09:14:00Z,91.70,14.32
2026-04-22T09:15:00Z,90.07,9.45
2026-04-22T09:16:00Z,91.00,9.00
2026-04-22T09:17:00Z,91.69,8.00
2026-04-22T09:18:00Z,91.93,6.94
2026-04-22T09:19:00Z,92.28,8.86
2026-04-22T09:20:00Z,93.00,8.86
2026-04-22T09:21:00Z,92.53,8.10
2026-04-22T09:22:00Z,90.07,8.10
2026-04-22T09:23:00Z,90.07,9.60
2026-04-22T09:24:00Z,88.52,12.40
2026-04-22T09:25:00Z,88.93,13.45
2026-04-22T09:26:00Z,89.09,10.05
2026-04-22T09:27:00Z,91.00,8.70
2026-04-22T09:28:00Z,92.00,9.85
2026-04-22T09:29:00Z,91.00,10.00
2026-04-22T09:30:00Z,91.00,11.00
2026-04-22T09:31:00Z,87.78,13.60
2026-04-22T09:32:00Z,85.78,16.25
2026-04-22T09:33:00Z,86.36,13.74
2026-04-22T09:34:00Z,85.76,15.86
2026-04-22T09:35:00Z,82.55,21.03
2026-04-22T09:36:00Z,76.59,25.11
2026-04-22T09:37:00Z,80.77,15.29
2026-04-22T09:38:00Z,82.42,18.62
2026-04-22T09:39:00Z,84.74,18.25
