# event_ticker=KXATPCHALLENGERMATCH-26APR22SKAGUL
# final_score=6-2 3-6 6-4
# score_resolution=2-6 6-3 4-6
# match_winner=Timofey Skatov
# fav_player=Svyatoslav Gulin
# dog_player=Timofey Skatov
# kalshi_date=2026-04-22
timestamp,Timofey Skatov,Svyatoslav Gulin
2026-04-22T09:40:00Z,89.74,12.49
2026-04-22T09:41:00Z,87.98,14.27
2026-04-22T09:42:00Z,81.55,18.61
2026-04-22T09:43:00Z,82.67,18.59
2026-04-22T09:44:00Z,84.88,16.20
2026-04-22T09:45:00Z,85.37,17.59
2026-04-22T09:46:00Z,82.80,19.64
2026-04-22T09:47:00Z,74.60,26.53
2026-04-22T09:48:00Z,74.00,27.66
2026-04-22T09:49:00Z,70.40,27.23
2026-04-22T09:50:00Z,70.47,28.18
2026-04-22T09:51:00Z,71.77,26.73
2026-04-22T09:52:00Z,71.87,26.66
2026-04-22T09:53:00Z,74.14,25.16
2026-04-22T09:54:00Z,75.00,22.74
2026-04-22T09:55:00Z,77.48,24.15
2026-04-22T09:56:00Z,74.17,27.46
2026-04-22T09:57:00Z,67.64,29.52
2026-04-22T09:58:00Z,71.00,27.75
2026-04-22T09:59:00Z,70.00,28.75
2026-04-22T10:00:00Z,71.28,30.45
2026-04-22T10:01:00Z,72.76,30.23
2026-04-22T10:02:00Z,70.92,30.56
2026-04-22T10:03:00Z,72.75,28.30
2026-04-22T10:04:00Z,71.90,30.07
2026-04-22T10:05:00Z,72.04,28.20
2026-04-22T10:06:00Z,74.41,26.92
2026-04-22T10:07:00Z,75.55,24.83
2026-04-22T10:08:00Z,78.68,24.35
2026-04-22T10:09:00Z,80.07,22.06
2026-04-22T10:10:00Z,74.00,26.00
2026-04-22T10:11:00Z,82.68,17.22
2026-04-22T10:12:00Z,91.65,11.14
2026-04-22T10:13:00Z,89.27,11.95
2026-04-22T10:14:00Z,87.13,12.12
2026-04-22T10:15:00Z,76.99,18.04
2026-04-22T10:16:00Z,74.49,27.66
2026-04-22T10:17:00Z,73.79,28.38
2026-04-22T10:18:00Z,67.58,29.97
2026-04-22T10:19:00Z,67.13,33.45
2026-04-22T10:20:00Z,69.66,32.15
2026-04-22T10:21:00Z,71.28,30.50
2026-04-22T10:22:00Z,73.38,27.66
2026-04-22T10:23:00Z,74.72,27.12
2026-04-22T10:24:00Z,72.07,29.21
2026-04-22T10:25:00Z,67.90,33.49
2026-04-22T10:26:00Z,64.34,36.60
2026-04-22T10:27:00Z,68.79,35.91
2026-04-22T10:28:00Z,65.96,36.35
2026-04-22T10:29:00Z,63.98,38.22
2026-04-22T10:30:00Z,58.27,47.72
2026-04-22T10:31:00Z,54.88,47.38
2026-04-22T10:32:00Z,53.27,48.31
2026-04-22T10:33:00Z,34.13,63.62
2026-04-22T10:34:00Z,28.82,71.39
2026-04-22T10:35:00Z,34.91,66.38
2026-04-22T10:36:00Z,44.40,47.83
2026-04-22T10:37:00Z,60.03,35.65
2026-04-22T10:38:00Z,65.57,31.79
2026-04-22T10:39:00Z,62.22,36.60
2026-04-22T10:40:00Z,38.84,53.94
2026-04-22T10:41:00Z,40.09,61.45
2026-04-22T10:42:00Z,53.67,48.84
2026-04-22T10:43:00Z,66.13,39.89
2026-04-22T10:44:00Z,73.44,27.37
2026-04-22T10:45:00Z,73.52,26.02
2026-04-22T10:46:00Z,81.15,20.61
2026-04-22T10:47:00Z,76.60,23.46
2026-04-22T10:48:00Z,66.27,34.72
2026-04-22T10:49:00Z,74.90,26.31
2026-04-22T10:50:00Z,86.39,17.95
2026-04-22T10:51:00Z,77.18,22.28
2026-04-22T10:52:00Z,94.55,7.61
2026-04-22T10:53:00Z,99.00,1.00
2026-04-22T10:54:00Z,99.00,1.00
2026-04-22T10:55:00Z,99.00,1.00
2026-04-22T10:56:00Z,99.00,1.00
2026-04-22T10:57:00Z,99.00,1.00
2026-04-22T10:58:00Z,99.00,1.00
2026-04-22T10:59:00Z,99.00,1.00
2026-04-22T11:00:00Z,99.00,1.00
2026-04-22T11:01:00Z,99.00,1.00
2026-04-22T11:02:00Z,99.00,1.00
