# event_ticker=KXATPMATCH-25SEP21SVRBUB
# final_score=6-1 6-1
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Dalibor Svrcina
# kalshi_date=2025-09-21
timestamp,Alexander Bublik,Dalibor Svrcina
2025-09-21T02:09:00Z,,26.20
2025-09-21T02:12:00Z,75.00,26.20
2025-09-21T02:17:00Z,75.00,26.00
2025-09-21T02:29:00Z,75.00,26.00
2025-09-21T02:30:00Z,75.00,26.00
2025-09-21T02:46:00Z,75.00,26.00
2025-09-21T02:52:00Z,75.00,26.00
2025-09-21T02:53:00Z,75.00,26.00
2025-09-21T03:01:00Z,76.00,26.00
2025-09-21T03:02:00Z,76.00,26.00
2025-09-21T03:07:00Z,76.00,26.00
2025-09-21T03:14:00Z,76.00,26.00
2025-09-21T03:20:00Z,76.00,26.00
2025-09-21T03:22:00Z,76.00,26.00
2025-09-21T03:31:00Z,76.00,26.00
2025-09-21T03:34:00Z,76.00,26.00
2025-09-21T03:44:00Z,76.00,26.00
2025-09-21T03:50:00Z,76.00,26.00
2025-09-21T04:00:00Z,76.00,26.00
2025-09-21T04:15:00Z,76.00,26.00
2025-09-21T04:27:00Z,76.00,26.00
2025-09-21T04:55:00Z,75.00,26.00
2025-09-21T04:56:00Z,74.00,26.00
2025-09-21T04:57:00Z,74.00,26.00
2025-09-21T04:59:00Z,74.00,27.00
2025-09-21T05:03:00Z,73.00,27.00
2025-09-21T05:10:00Z,73.00,27.00
2025-09-21T05:30:00Z,73.00,27.00
2025-09-21T05:39:00Z,73.00,27.00
2025-09-21T05:41:00Z,73.00,27.00
2025-09-21T05:49:00Z,73.00,28.00
2025-09-21T06:53:00Z,73.00,28.00
2025-09-21T07:10:00Z,73.00,28.00
2025-09-21T07:16:00Z,73.00,28.00
2025-09-21T07:19:00Z,73.00,28.00
2025-09-21T07:31:00Z,73.00,28.00
2025-09-21T07:33:00Z,73.00,28.00
2025-09-21T07:36:00Z,73.00,28.00
2025-09-21T07:52:00Z,73.00,28.00
2025-09-21T07:56:00Z,73.00,28.00
2025-09-21T07:58:00Z,73.00,28.00
2025-09-21T07:59:00Z,73.00,28.00
2025-09-21T08:25:00Z,73.00,27.00
2025-09-21T08:33:00Z,73.00,27.00
2025-09-21T08:34:00Z,73.00,27.00
2025-09-21T08:42:00Z,73.00,27.00
2025-09-21T09:04:00Z,73.00,27.00
2025-09-21T09:11:00Z,73.00,27.00
2025-09-21T09:28:00Z,73.00,27.00
2025-09-21T09:51:00Z,74.00,27.00
2025-09-21T09:54:00Z,74.89,27.00
2025-09-21T10:08:00Z,74.89,27.00
2025-09-21T10:31:00Z,75.00,27.00
2025-09-21T10:35:00Z,75.00,27.00
2025-09-21T10:37:00Z,75.00,27.00
2025-09-21T10:45:00Z,75.00,27.00
2025-09-21T10:55:00Z,75.00,27.00
2025-09-21T10:56:00Z,75.00,27.00
2025-09-21T10:57:00Z,74.00,27.00
2025-09-21T11:01:00Z,74.00,27.00
2025-09-21T11:05:00Z,74.00,25.00
2025-09-21T11:09:00Z,74.00,27.00
2025-09-21T11:10:00Z,75.00,27.00
2025-09-21T11:11:00Z,75.00,27.00
2025-09-21T11:13:00Z,75.00,27.00
2025-09-21T11:15:00Z,75.00,27.00
2025-09-21T11:16:00Z,75.00,27.00
2025-09-21T11:18:00Z,75.00,26.00
2025-09-21T11:23:00Z,75.00,26.33
2025-09-21T11:24:00Z,75.00,27.00
2025-09-21T11:28:00Z,75.00,28.00
2025-09-21T11:31:00Z,75.00,27.00
2025-09-21T11:37:00Z,74.00,28.00
2025-09-21T11:42:00Z,74.00,28.00
2025-09-21T11:43:00Z,74.00,28.00
2025-09-21T11:44:00Z,74.00,28.00
2025-09-21T11:46:00Z,74.39,28.00
2025-09-21T11:47:00Z,74.00,28.00
2025-09-21T11:48:00Z,74.00,27.00
2025-09-21T11:49:00Z,75.00,27.00
2025-09-21T11:50:00Z,75.24,27.00
2025-09-21T11:52:00Z,75.24,26.00
2025-09-21T11:54:00Z,75.00,26.00
2025-09-21T11:56:00Z,76.65,26.00
2025-09-21T11:59:00Z,76.00,26.00
2025-09-21T12:00:00Z,76.00,24.00
2025-09-21T12:01:00Z,76.00,24.00
2025-09-21T12:08:00Z,76.00,24.00
2025-09-21T12:11:00Z,76.00,25.00
2025-09-21T12:12:00Z,75.00,25.00
2025-09-21T12:14:00Z,75.00,25.00
2025-09-21T12:27:00Z,75.00,26.00
2025-09-21T12:33:00Z,75.00,26.00
2025-09-21T12:36:00Z,75.00,26.00
2025-09-21T12:37:00Z,75.00,26.00
2025-09-21T12:39:00Z,75.00,26.00
2025-09-21T12:43:00Z,75.00,26.00
2025-09-21T12:44:00Z,75.00,26.00
2025-09-21T12:45:00Z,75.22,26.00
2025-09-21T12:46:00Z,76.00,26.00
2025-09-21T12:48:00Z,75.94,25.00
2025-09-21T12:51:00Z,75.94,25.00
2025-09-21T13:02:00Z,75.94,25.00
2025-09-21T13:08:00Z,75.00,25.00
2025-09-21T13:16:00Z,75.00,25.00
2025-09-21T13:18:00Z,75.00,25.00
2025-09-21T13:21:00Z,74.00,25.00
2025-09-21T13:23:00Z,75.00,25.00
2025-09-21T13:27:00Z,75.00,25.00
2025-09-21T13:32:00Z,75.00,25.00
2025-09-21T13:33:00Z,75.00,25.00
2025-09-21T13:34:00Z,75.00,25.00
2025-09-21T13:36:00Z,75.00,26.00
2025-09-21T13:37:00Z,75.00,26.00
2025-09-21T13:38:00Z,75.00,26.00
2025-09-21T13:42:00Z,75.00,26.00
2025-09-21T13:43:00Z,75.00,26.00
2025-09-21T13:44:00Z,76.15,26.00
2025-09-21T13:45:00Z,76.15,26.00
2025-09-21T13:47:00Z,75.00,26.00
2025-09-21T13:48:00Z,75.00,26.00
2025-09-21T13:49:00Z,75.00,26.00
2025-09-21T13:50:00Z,75.00,26.00
2025-09-21T13:52:00Z,75.00,25.00
2025-09-21T13:53:00Z,76.00,25.00
2025-09-21T13:54:00Z,76.00,25.00
2025-09-21T13:55:00Z,77.00,25.00
2025-09-21T13:57:00Z,77.00,22.01
2025-09-21T13:58:00Z,77.00,22.00
2025-09-21T13:59:00Z,80.77,20.00
2025-09-21T14:00:00Z,81.00,15.51
2025-09-21T14:01:00Z,84.76,17.00
2025-09-21T14:02:00Z,86.11,14.66
2025-09-21T14:03:00Z,88.00,13.65
2025-09-21T14:05:00Z,85.01,15.07
2025-09-21T14:06:00Z,88.21,15.07
2025-09-21T14:07:00Z,88.00,13.00
2025-09-21T14:08:00Z,91.00,11.00
2025-09-21T14:09:00Z,90.88,13.28
2025-09-21T14:10:00Z,89.00,11.00
2025-09-21T14:11:00Z,89.00,11.01
2025-09-21T14:12:00Z,88.00,11.01
2025-09-21T14:14:00Z,89.03,11.20
2025-09-21T14:15:00Z,90.98,9.45
2025-09-21T14:16:00Z,87.79,9.45
2025-09-21T14:17:00Z,88.00,15.00
2025-09-21T14:18:00Z,88.00,15.00
2025-09-21T14:19:00Z,87.00,15.00
2025-09-21T14:20:00Z,87.00,10.27
2025-09-21T14:21:00Z,89.00,10.27
2025-09-21T14:23:00Z,93.00,8.00
2025-09-21T14:24:00Z,93.00,7.00
2025-09-21T14:26:00Z,93.00,7.00
2025-09-21T14:27:00Z,93.01,8.00
2025-09-21T14:29:00Z,93.82,7.41
2025-09-21T14:30:00Z,96.05,4.00
2025-09-21T14:31:00Z,97.00,2.50
2025-09-21T14:32:00Z,97.00,4.58
2025-09-21T14:34:00Z,96.00,5.00
2025-09-21T14:35:00Z,96.00,4.35
2025-09-21T14:36:00Z,97.91,4.35
2025-09-21T14:38:00Z,96.94,4.35
2025-09-21T14:39:00Z,95.00,4.00
2025-09-21T14:41:00Z,98.62,4.00
2025-09-21T14:42:00Z,98.02,4.00
2025-09-21T14:44:00Z,99.00,2.00
2025-09-21T14:45:00Z,99.00,1.00
2025-09-21T14:47:00Z,99.00,1.00
2025-09-21T14:49:00Z,99.00,1.00
2025-09-21T14:50:00Z,99.00,1.00
