# event_ticker=KXATPCHALLENGERMATCH-26MAY27POKKRU
# final_score=5-7 6-2 6-4
# match_winner=Martin Krumich
# fav_player=Martin Krumich
# dog_player=Lukas Pokorny
# kalshi_date=2026-05-27
timestamp,Lukas Pokorny,Martin Krumich
2026-05-27T03:37:00Z,23.00,
2026-05-27T03:46:00Z,23.00,80.00
2026-05-27T04:05:00Z,23.00,80.00
2026-05-27T04:07:00Z,23.00,80.00
2026-05-27T07:38:00Z,23.00,78.00
2026-05-27T07:39:00Z,23.00,79.00
2026-05-27T09:06:00Z,23.00,79.00
2026-05-27T10:01:00Z,22.00,79.00
2026-05-27T11:31:00Z,22.00,79.00
2026-05-27T12:44:00Z,22.00,79.00
2026-05-27T13:11:00Z,22.00,79.00
2026-05-27T13:13:00Z,22.00,79.00
2026-05-27T13:14:00Z,22.00,79.00
2026-05-27T13:41:00Z,22.00,79.00
2026-05-27T13:56:00Z,22.00,79.00
2026-05-27T14:01:00Z,21.00,79.00
2026-05-27T14:03:00Z,22.98,79.00
2026-05-27T14:05:00Z,21.00,79.00
2026-05-27T14:06:00Z,21.00,79.00
2026-05-27T14:07:00Z,23.00,79.00
2026-05-27T14:08:00Z,23.00,78.00
2026-05-27T14:10:00Z,20.58,78.34
2026-05-27T14:11:00Z,21.47,75.88
2026-05-27T14:12:00Z,14.00,84.92
2026-05-27T14:13:00Z,14.00,86.60
2026-05-27T14:14:00Z,14.00,87.22
2026-05-27T14:15:00Z,13.00,84.44
2026-05-27T14:16:00Z,14.96,82.50
2026-05-27T14:17:00Z,15.03,86.10
2026-05-27T14:18:00Z,14.00,83.41
2026-05-27T14:19:00Z,14.00,86.00
2026-05-27T14:20:00Z,12.00,87.69
2026-05-27T14:21:00Z,12.00,88.82
2026-05-27T14:22:00Z,13.72,84.72
2026-05-27T14:23:00Z,13.72,86.00
2026-05-27T14:24:00Z,15.97,79.43
2026-05-27T14:25:00Z,16.72,80.72
2026-05-27T14:26:00Z,16.72,82.95
2026-05-27T14:27:00Z,20.91,74.56
2026-05-27T14:28:00Z,21.52,73.81
2026-05-27T14:29:00Z,24.01,76.11
2026-05-27T14:30:00Z,26.00,75.00
2026-05-27T14:31:00Z,24.07,74.11
2026-05-27T14:32:00Z,25.81,73.01
2026-05-27T14:33:00Z,28.00,73.00
2026-05-27T14:34:00Z,27.00,72.31
2026-05-27T14:35:00Z,27.00,72.53
2026-05-27T14:36:00Z,28.80,70.02
2026-05-27T14:37:00Z,30.44,71.84
2026-05-27T14:38:00Z,28.98,70.34
2026-05-27T14:39:00Z,31.00,67.73
2026-05-27T14:40:00Z,33.50,67.36
2026-05-27T14:41:00Z,34.03,66.00
2026-05-27T14:42:00Z,34.77,67.51
2026-05-27T14:43:00Z,45.26,54.80
2026-05-27T14:44:00Z,38.00,61.84
2026-05-27T14:45:00Z,32.23,66.90
2026-05-27T14:46:00Z,28.63,71.10
2026-05-27T14:47:00Z,24.98,73.44
2026-05-27T14:48:00Z,22.08,77.62
2026-05-27T14:49:00Z,16.28,84.30
2026-05-27T14:50:00Z,15.06,85.43
2026-05-27T14:51:00Z,17.43,80.03
2026-05-27T14:52:00Z,22.00,78.02
2026-05-27T14:53:00Z,22.75,76.83
2026-05-27T14:54:00Z,29.35,67.81
2026-05-27T14:55:00Z,33.00,67.61
2026-05-27T14:56:00Z,30.59,71.81
2026-05-27T14:57:00Z,31.88,67.31
2026-05-27T14:58:00Z,32.26,65.91
2026-05-27T14:59:00Z,33.74,69.07
2026-05-27T15:00:00Z,34.72,64.26
2026-05-27T15:01:00Z,34.72,64.00
2026-05-27T15:02:00Z,35.18,63.43
2026-05-27T15:03:00Z,40.85,57.96
2026-05-27T15:04:00Z,35.59,62.38
2026-05-27T15:05:00Z,43.90,54.08
2026-05-27T15:06:00Z,55.90,43.44
2026-05-27T15:07:00Z,60.95,39.16
2026-05-27T15:08:00Z,61.00,38.67
2026-05-27T15:09:00Z,60.00,39.00
2026-05-27T15:10:00Z,59.01,39.00
2026-05-27T15:11:00Z,63.00,39.84
2026-05-27T15:12:00Z,63.00,41.00
2026-05-27T15:13:00Z,61.35,41.00
2026-05-27T15:14:00Z,61.35,41.00
2026-05-27T15:15:00Z,61.35,41.00
2026-05-27T15:17:00Z,61.35,41.00
2026-05-27T15:18:00Z,55.06,44.20
2026-05-27T15:19:00Z,51.40,46.80
2026-05-27T15:20:00Z,49.75,51.89
2026-05-27T15:21:00Z,44.74,56.08
2026-05-27T15:22:00Z,48.30,52.55
2026-05-27T15:23:00Z,59.34,45.92
2026-05-27T15:24:00Z,51.37,48.96
2026-05-27T15:25:00Z,41.30,57.27
2026-05-27T15:26:00Z,40.00,59.29
2026-05-27T15:27:00Z,40.00,63.22
2026-05-27T15:28:00Z,36.00,63.22
2026-05-27T15:29:00Z,36.00,62.01
2026-05-27T15:30:00Z,33.80,72.80
2026-05-27T15:31:00Z,27.45,66.00
2026-05-27T15:32:00Z,27.45,71.20
2026-05-27T15:33:00Z,27.17,71.42
2026-05-27T15:34:00Z,27.17,68.00
2026-05-27T15:35:00Z,31.00,66.30
2026-05-27T15:37:00Z,31.00,64.99
2026-05-27T15:38:00Z,30.50,62.17
2026-05-27T15:39:00Z,37.31,62.17
2026-05-27T15:40:00Z,26.00,67.05
2026-05-27T15:41:00Z,36.63,66.00
2026-05-27T15:42:00Z,36.63,62.08
2026-05-27T15:43:00Z,36.80,66.13
2026-05-27T15:44:00Z,36.19,66.13
2026-05-27T15:45:00Z,37.70,62.00
2026-05-27T15:46:00Z,38.00,62.00
2026-05-27T15:47:00Z,38.00,62.00
2026-05-27T15:48:00Z,36.87,66.00
2026-05-27T15:50:00Z,38.00,61.12
2026-05-27T15:51:00Z,38.00,65.87
2026-05-27T15:52:00Z,38.00,65.00
2026-05-27T15:53:00Z,38.08,61.00
2026-05-27T15:54:00Z,36.00,63.00
2026-05-27T15:55:00Z,36.00,67.15
2026-05-27T15:56:00Z,36.98,65.00
2026-05-27T15:57:00Z,37.00,65.00
2026-05-27T15:58:00Z,38.45,63.00
2026-05-27T15:59:00Z,38.45,64.09
2026-05-27T16:00:00Z,37.86,65.01
2026-05-27T16:01:00Z,36.89,64.00
2026-05-27T16:02:00Z,38.79,64.00
2026-05-27T16:03:00Z,38.63,64.00
2026-05-27T16:04:00Z,38.00,65.51
2026-05-27T16:05:00Z,38.00,65.00
2026-05-27T16:06:00Z,39.00,62.00
2026-05-27T16:07:00Z,39.62,58.44
2026-05-27T16:08:00Z,41.00,58.44
2026-05-27T16:09:00Z,41.00,65.46
2026-05-27T16:12:00Z,31.90,66.77
2026-05-27T16:13:00Z,31.90,61.46
2026-05-27T16:14:00Z,31.03,72.58
2026-05-27T16:15:00Z,28.24,73.15
2026-05-27T16:16:00Z,28.24,70.75
2026-05-27T16:17:00Z,35.65,70.75
2026-05-27T16:18:00Z,42.64,65.87
2026-05-27T16:19:00Z,42.64,66.11
2026-05-27T16:20:00Z,36.16,64.74
2026-05-27T16:21:00Z,39.87,61.98
2026-05-27T16:22:00Z,43.62,58.93
2026-05-27T16:23:00Z,44.41,56.57
2026-05-27T16:24:00Z,49.91,50.86
2026-05-27T16:25:00Z,47.37,52.11
2026-05-27T16:26:00Z,42.95,58.21
2026-05-27T16:27:00Z,40.20,61.80
2026-05-27T16:28:00Z,38.00,62.02
2026-05-27T16:29:00Z,38.79,60.96
2026-05-27T16:30:00Z,41.11,60.29
2026-05-27T16:31:00Z,42.00,59.92
2026-05-27T16:32:00Z,39.12,61.62
2026-05-27T16:33:00Z,38.98,62.20
2026-05-27T16:34:00Z,39.00,61.68
2026-05-27T16:35:00Z,37.12,66.56
2026-05-27T16:36:00Z,35.14,65.76
2026-05-27T16:37:00Z,34.00,64.01
2026-05-27T16:38:00Z,35.36,64.66
2026-05-27T16:39:00Z,32.93,68.61
2026-05-27T16:40:00Z,33.04,65.97
2026-05-27T16:41:00Z,32.96,66.31
2026-05-27T16:42:00Z,32.53,70.42
2026-05-27T16:43:00Z,30.00,69.94
2026-05-27T16:44:00Z,27.66,72.38
2026-05-27T16:45:00Z,25.83,74.92
2026-05-27T16:46:00Z,24.96,76.11
