# event_ticker=KXATPMATCH-26FEB07MANDAM
# final_score=1-6 6-3 6-4
# match_winner=Adrian Mannarino
# fav_player=Adrian Mannarino
# dog_player=Martin Damm Jr
# kalshi_date=2026-02-07
timestamp,Adrian Mannarino,Martin Damm Jr
2026-02-07T02:23:00Z,,59.00
2026-02-07T02:25:00Z,,59.00
2026-02-07T02:38:00Z,41.00,59.00
2026-02-07T02:42:00Z,41.00,59.00
2026-02-07T02:43:00Z,41.00,59.00
2026-02-07T02:44:00Z,41.00,60.00
2026-02-07T02:46:00Z,41.00,60.00
2026-02-07T02:47:00Z,41.00,60.00
2026-02-07T02:48:00Z,41.00,60.00
2026-02-07T02:49:00Z,41.00,60.00
2026-02-07T02:50:00Z,41.00,60.00
2026-02-07T02:55:00Z,41.00,60.00
2026-02-07T02:59:00Z,41.00,60.00
2026-02-07T03:02:00Z,41.00,60.00
2026-02-07T03:10:00Z,41.00,60.00
2026-02-07T03:11:00Z,41.00,60.00
2026-02-07T03:18:00Z,42.78,60.00
2026-02-07T03:19:00Z,43.00,60.00
2026-02-07T03:20:00Z,40.00,60.00
2026-02-07T03:21:00Z,40.00,60.00
2026-02-07T03:22:00Z,43.00,60.00
2026-02-07T03:24:00Z,43.00,60.00
2026-02-07T03:25:00Z,43.00,60.00
2026-02-07T03:26:00Z,43.00,60.00
2026-02-07T03:27:00Z,43.67,60.00
2026-02-07T03:28:00Z,43.67,59.00
2026-02-07T03:31:00Z,43.67,59.00
2026-02-07T03:32:00Z,44.00,59.00
2026-02-07T03:35:00Z,43.00,59.00
2026-02-07T03:36:00Z,43.00,60.00
2026-02-07T03:37:00Z,43.00,60.00
2026-02-07T03:38:00Z,43.00,60.00
2026-02-07T03:39:00Z,43.00,60.00
2026-02-07T03:41:00Z,43.00,59.00
2026-02-07T03:42:00Z,43.00,60.00
2026-02-07T03:43:00Z,43.00,61.04
2026-02-07T03:45:00Z,41.00,62.00
2026-02-07T03:47:00Z,41.00,62.00
2026-02-07T03:49:00Z,41.00,62.00
2026-02-07T03:50:00Z,41.00,62.00
2026-02-07T03:51:00Z,41.00,62.00
2026-02-07T03:52:00Z,41.00,62.00
2026-02-07T03:54:00Z,41.00,62.00
2026-02-07T03:55:00Z,41.00,62.00
2026-02-07T03:56:00Z,41.00,62.00
2026-02-07T03:58:00Z,41.00,62.00
2026-02-07T04:01:00Z,41.00,62.00
2026-02-07T04:05:00Z,41.00,62.00
2026-02-07T04:09:00Z,41.00,62.00
2026-02-07T04:11:00Z,41.00,62.00
2026-02-07T04:12:00Z,41.00,62.00
2026-02-07T04:13:00Z,41.00,61.00
2026-02-07T04:15:00Z,41.00,61.00
2026-02-07T04:17:00Z,41.00,62.00
2026-02-07T04:19:00Z,41.46,62.00
2026-02-07T04:22:00Z,42.00,62.00
2026-02-07T04:23:00Z,42.00,62.00
2026-02-07T04:29:00Z,42.00,62.00
2026-02-07T04:41:00Z,42.00,62.00
2026-02-07T04:44:00Z,42.00,61.93
2026-02-07T04:49:00Z,42.00,62.00
2026-02-07T04:52:00Z,42.00,62.00
2026-02-07T04:53:00Z,41.00,62.00
2026-02-07T04:54:00Z,41.00,62.00
2026-02-07T04:55:00Z,41.00,62.00
2026-02-07T04:58:00Z,41.00,62.00
2026-02-07T05:01:00Z,41.00,62.00
2026-02-07T05:02:00Z,41.00,62.00
2026-02-07T05:04:00Z,41.00,62.00
2026-02-07T05:12:00Z,41.00,62.00
2026-02-07T05:13:00Z,41.00,62.00
