# event_ticker=KXATPMATCH-25AUG01NAKSHE
# final_score=6-7(8) 6-2 7-6(5)
# score_resolution=6-7 6-2 7-6
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Brandon Nakashima
# kalshi_date=2025-08-01
timestamp,Ben Shelton,Brandon Nakashima
2025-08-02T00:57:00Z,73.57,32.00
2025-08-02T00:58:00Z,76.27,32.00
2025-08-02T00:59:00Z,73.97,32.00
2025-08-02T01:00:00Z,74.98,26.14
2025-08-02T01:01:00Z,74.98,33.25
2025-08-02T01:02:00Z,74.98,35.18
2025-08-02T01:03:00Z,69.58,29.26
2025-08-02T01:04:00Z,70.00,35.00
2025-08-02T01:05:00Z,70.00,32.54
2025-08-02T01:06:00Z,70.00,35.05
2025-08-02T01:07:00Z,73.93,30.03
2025-08-02T01:08:00Z,73.93,31.45
2025-08-02T01:09:00Z,73.93,32.74
2025-08-02T01:10:00Z,74.95,32.00
2025-08-02T01:11:00Z,74.95,35.72
2025-08-02T01:12:00Z,75.05,32.00
2025-08-02T01:13:00Z,75.05,30.00
2025-08-02T01:14:00Z,75.05,27.02
2025-08-02T01:16:00Z,75.97,30.37
2025-08-02T01:17:00Z,70.00,36.56
2025-08-02T01:18:00Z,69.14,35.00
2025-08-02T01:19:00Z,69.00,35.91
2025-08-02T01:20:00Z,70.00,47.60
2025-08-02T01:22:00Z,71.76,47.60
2025-08-02T01:23:00Z,70.20,47.60
2025-08-02T01:24:00Z,71.00,47.60
2025-08-02T01:25:00Z,68.69,32.57
2025-08-02T01:26:00Z,62.47,36.62
2025-08-02T01:27:00Z,68.63,35.00
2025-08-02T01:28:00Z,74.81,34.84
2025-08-02T01:29:00Z,73.39,31.09
2025-08-02T01:30:00Z,71.97,31.09
2025-08-02T01:31:00Z,75.87,42.41
2025-08-02T01:32:00Z,72.31,34.53
2025-08-02T01:33:00Z,68.40,38.12
2025-08-02T01:34:00Z,68.40,29.89
2025-08-02T01:35:00Z,73.50,26.33
2025-08-02T01:36:00Z,89.06,24.00
2025-08-02T01:37:00Z,83.09,20.22
2025-08-02T01:38:00Z,75.46,34.22
2025-08-02T01:39:00Z,66.72,37.62
2025-08-02T01:40:00Z,66.72,28.52
2025-08-02T01:41:00Z,70.72,29.29
2025-08-02T01:42:00Z,63.93,37.61
2025-08-02T01:43:00Z,71.22,27.31
2025-08-02T01:44:00Z,49.37,43.92
2025-08-02T01:45:00Z,49.30,58.58
2025-08-02T01:46:00Z,48.56,58.58
2025-08-02T01:47:00Z,47.86,51.22
2025-08-02T01:48:00Z,51.43,55.77
2025-08-02T01:49:00Z,51.95,45.54
2025-08-02T01:50:00Z,53.66,50.74
2025-08-02T01:51:00Z,58.29,47.88
2025-08-02T01:52:00Z,59.09,43.22
2025-08-02T01:53:00Z,61.33,37.79
2025-08-02T01:54:00Z,66.19,35.36
2025-08-02T01:55:00Z,69.01,35.36
2025-08-02T01:56:00Z,68.96,35.80
2025-08-02T01:57:00Z,64.19,39.65
2025-08-02T01:58:00Z,73.13,34.07
2025-08-02T01:59:00Z,72.23,29.49
2025-08-02T02:00:00Z,70.01,29.41
2025-08-02T02:01:00Z,70.36,29.41
2025-08-02T02:02:00Z,70.13,33.36
2025-08-02T02:03:00Z,67.05,35.00
2025-08-02T02:04:00Z,64.78,35.84
2025-08-02T02:05:00Z,64.68,41.15
2025-08-02T02:06:00Z,71.00,29.79
2025-08-02T02:07:00Z,71.00,29.79
2025-08-02T02:08:00Z,77.47,31.00
2025-08-02T02:09:00Z,73.24,26.93
2025-08-02T02:10:00Z,73.00,30.10
2025-08-02T02:11:00Z,71.00,30.10
2025-08-02T02:12:00Z,72.53,25.58
2025-08-02T02:13:00Z,72.53,30.19
2025-08-02T02:14:00Z,69.69,30.19
2025-08-02T02:15:00Z,68.76,30.19
2025-08-02T02:17:00Z,65.82,40.89
2025-08-02T02:18:00Z,72.83,32.32
2025-08-02T02:19:00Z,71.79,26.82
2025-08-02T02:20:00Z,73.66,28.06
2025-08-02T02:21:00Z,72.00,29.00
2025-08-02T02:22:00Z,72.45,26.03
2025-08-02T02:23:00Z,74.14,27.00
2025-08-02T02:24:00Z,75.00,25.27
2025-08-02T02:25:00Z,75.00,26.00
2025-08-02T02:26:00Z,76.52,26.00
2025-08-02T02:27:00Z,75.95,28.40
2025-08-02T02:28:00Z,54.70,42.18
2025-08-02T02:29:00Z,46.18,56.89
2025-08-02T02:30:00Z,48.89,51.46
2025-08-02T02:31:00Z,55.79,47.46
2025-08-02T02:32:00Z,41.81,58.32
2025-08-02T02:33:00Z,38.07,63.43
2025-08-02T02:34:00Z,39.93,60.62
2025-08-02T02:35:00Z,40.00,61.95
2025-08-02T02:36:00Z,40.00,55.65
2025-08-02T02:37:00Z,49.12,54.15
2025-08-02T02:38:00Z,50.31,52.40
2025-08-02T02:39:00Z,72.31,31.61
2025-08-02T02:40:00Z,76.07,26.33
2025-08-02T02:41:00Z,73.89,25.16
2025-08-02T02:42:00Z,75.47,22.37
2025-08-02T02:43:00Z,77.27,21.98
2025-08-02T02:44:00Z,76.27,24.03
2025-08-02T02:45:00Z,74.36,22.74
2025-08-02T02:46:00Z,74.79,27.02
2025-08-02T02:47:00Z,70.87,34.90
2025-08-02T02:48:00Z,65.40,35.74
2025-08-02T02:49:00Z,51.72,40.66
2025-08-02T02:50:00Z,65.71,28.77
2025-08-02T02:51:00Z,73.88,23.83
2025-08-02T02:52:00Z,74.31,28.50
2025-08-02T02:53:00Z,71.19,28.13
2025-08-02T02:54:00Z,52.60,34.31
2025-08-02T02:55:00Z,72.61,32.00
2025-08-02T02:56:00Z,66.00,32.00
2025-08-02T02:57:00Z,68.34,35.37
2025-08-02T02:58:00Z,73.90,27.80
2025-08-02T02:59:00Z,72.11,27.80
2025-08-02T03:00:00Z,79.90,25.52
2025-08-02T03:01:00Z,76.03,23.16
2025-08-02T03:02:00Z,88.08,17.33
2025-08-02T03:03:00Z,92.75,11.47
2025-08-02T03:04:00Z,82.79,22.12
2025-08-02T03:05:00Z,67.41,34.40
2025-08-02T03:06:00Z,66.64,33.99
2025-08-02T03:07:00Z,74.44,26.70
2025-08-02T03:08:00Z,73.82,28.39
2025-08-02T03:09:00Z,73.64,30.06
2025-08-02T03:10:00Z,69.55,32.05
2025-08-02T03:11:00Z,65.44,35.98
2025-08-02T03:12:00Z,56.35,39.20
2025-08-02T03:13:00Z,68.67,33.56
2025-08-02T03:14:00Z,79.27,21.70
2025-08-02T03:15:00Z,85.07,13.48
2025-08-02T03:16:00Z,84.71,20.56
2025-08-02T03:17:00Z,88.36,14.01
2025-08-02T03:18:00Z,93.65,9.26
2025-08-02T03:19:00Z,95.16,9.51
2025-08-02T03:20:00Z,96.88,3.93
2025-08-02T03:21:00Z,97.07,6.72
2025-08-02T03:22:00Z,99.00,6.72
2025-08-02T03:23:00Z,99.00,6.72
2025-08-02T03:24:00Z,99.00,6.72
2025-08-02T03:25:00Z,99.00,6.72
2025-08-02T03:26:00Z,99.00,6.72
