# event_ticker=KXATPCHALLENGERMATCH-26APR14OSTFOM
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Sergey Fomin
# fav_player=Daniil Ostapenkov
# dog_player=Sergey Fomin
# kalshi_date=2026-04-14
timestamp,Daniil Ostapenkov,Sergey Fomin
2026-04-15T07:23:00Z,44.00,57.86
2026-04-15T07:24:00Z,44.77,58.00
2026-04-15T07:25:00Z,44.60,57.76
2026-04-15T07:26:00Z,44.58,58.63
2026-04-15T07:27:00Z,44.60,58.18
2026-04-15T07:28:00Z,43.82,58.68
2026-04-15T07:29:00Z,43.27,59.34
2026-04-15T07:30:00Z,42.03,62.18
2026-04-15T07:31:00Z,37.60,63.91
2026-04-15T07:32:00Z,47.53,55.82
2026-04-15T07:33:00Z,46.35,59.32
2026-04-15T07:34:00Z,51.86,54.35
2026-04-15T07:35:00Z,55.26,51.22
2026-04-15T07:36:00Z,51.67,52.81
2026-04-15T07:37:00Z,43.59,59.14
2026-04-15T07:38:00Z,46.89,58.00
2026-04-15T07:39:00Z,45.91,59.76
2026-04-15T07:40:00Z,50.75,52.50
2026-04-15T07:41:00Z,44.96,56.49
2026-04-15T07:42:00Z,44.08,57.79
2026-04-15T07:43:00Z,40.04,60.60
2026-04-15T07:44:00Z,44.24,56.76
2026-04-15T07:45:00Z,45.13,60.11
2026-04-15T07:46:00Z,33.66,74.54
2026-04-15T07:47:00Z,37.76,68.90
2026-04-15T07:48:00Z,27.95,74.76
2026-04-15T07:49:00Z,24.56,76.63
2026-04-15T07:50:00Z,32.70,72.01
2026-04-15T07:51:00Z,31.43,70.25
2026-04-15T07:52:00Z,32.74,68.97
2026-04-15T07:53:00Z,29.45,73.47
2026-04-15T07:54:00Z,22.76,78.29
2026-04-15T07:55:00Z,22.20,79.73
2026-04-15T07:56:00Z,21.87,80.43
2026-04-15T07:57:00Z,25.39,80.01
2026-04-15T07:58:00Z,27.50,78.64
2026-04-15T07:59:00Z,24.78,80.02
2026-04-15T08:00:00Z,20.14,79.82
2026-04-15T08:01:00Z,19.65,82.29
2026-04-15T08:02:00Z,20.99,78.99
2026-04-15T08:03:00Z,20.99,79.86
2026-04-15T08:04:00Z,24.50,78.49
2026-04-15T08:05:00Z,26.81,76.96
2026-04-15T08:06:00Z,23.37,77.79
2026-04-15T08:07:00Z,21.51,81.85
2026-04-15T08:08:00Z,22.10,79.98
2026-04-15T08:09:00Z,19.96,79.54
2026-04-15T08:10:00Z,26.49,74.82
2026-04-15T08:11:00Z,26.68,74.82
2026-04-15T08:12:00Z,24.28,78.07
2026-04-15T08:13:00Z,22.80,79.24
2026-04-15T08:14:00Z,22.06,77.34
2026-04-15T08:15:00Z,24.27,75.68
2026-04-15T08:16:00Z,25.06,76.15
2026-04-15T08:17:00Z,25.12,75.47
2026-04-15T08:18:00Z,27.15,75.33
2026-04-15T08:19:00Z,26.70,77.51
2026-04-15T08:20:00Z,21.55,81.08
2026-04-15T08:21:00Z,18.99,80.54
2026-04-15T08:22:00Z,16.14,85.77
2026-04-15T08:23:00Z,20.61,80.11
2026-04-15T08:24:00Z,7.38,90.72
2026-04-15T08:25:00Z,7.06,93.08
2026-04-15T08:26:00Z,5.92,95.84
2026-04-15T08:27:00Z,3.78,96.85
2026-04-15T08:28:00Z,4.34,96.95
2026-04-15T08:29:00Z,8.54,93.92
2026-04-15T08:30:00Z,5.86,95.96
2026-04-15T08:31:00Z,2.13,97.42
2026-04-15T08:32:00Z,4.53,96.86
2026-04-15T08:33:00Z,3.87,95.73
2026-04-15T08:34:00Z,3.93,96.98
2026-04-15T08:35:00Z,1.90,98.09
2026-04-15T08:36:00Z,1.00,99.00
2026-04-15T08:37:00Z,1.00,99.00
2026-04-15T08:38:00Z,1.00,99.00
2026-04-15T08:39:00Z,1.00,99.00
2026-04-15T08:40:00Z,1.00,99.00
2026-04-15T08:41:00Z,1.00,99.00
2026-04-15T08:42:00Z,1.00,99.00
