# event_ticker=KXATPCHALLENGERMATCH-26APR14OSTFOM
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Sergey Fomin
# fav_player=Daniil Ostapenkov
# dog_player=Sergey Fomin
# kalshi_date=2026-04-14
timestamp,Daniil Ostapenkov,Sergey Fomin
2026-04-14T19:47:00Z,45.00,
2026-04-14T20:53:00Z,45.00,56.00
2026-04-14T21:01:00Z,45.00,56.00
2026-04-14T22:07:00Z,45.62,56.00
2026-04-14T22:18:00Z,46.00,56.00
2026-04-14T22:23:00Z,46.00,56.00
2026-04-14T23:52:00Z,46.00,56.00
2026-04-15T00:10:00Z,46.00,55.50
2026-04-15T01:01:00Z,46.00,56.00
2026-04-15T02:07:00Z,45.00,56.00
2026-04-15T02:29:00Z,45.00,56.00
2026-04-15T02:45:00Z,45.00,56.00
2026-04-15T02:58:00Z,45.00,56.00
2026-04-15T03:01:00Z,45.00,56.00
2026-04-15T03:19:00Z,45.32,56.00
2026-04-15T03:57:00Z,48.00,56.00
2026-04-15T04:02:00Z,48.00,54.00
2026-04-15T04:09:00Z,48.00,54.00
2026-04-15T04:11:00Z,48.00,55.00
2026-04-15T04:12:00Z,48.00,55.00
2026-04-15T04:16:00Z,48.00,55.00
2026-04-15T04:25:00Z,47.75,54.75
2026-04-15T04:29:00Z,47.75,54.90
2026-04-15T04:35:00Z,45.00,54.90
2026-04-15T04:36:00Z,49.00,54.90
2026-04-15T04:37:00Z,49.00,54.90
2026-04-15T04:45:00Z,49.00,54.98
2026-04-15T04:46:00Z,49.33,54.00
2026-04-15T04:52:00Z,49.33,54.00
2026-04-15T04:54:00Z,49.33,54.00
2026-04-15T04:56:00Z,48.26,55.00
2026-04-15T04:57:00Z,48.26,55.00
2026-04-15T04:58:00Z,48.26,55.00
2026-04-15T04:59:00Z,48.26,55.00
2026-04-15T05:03:00Z,49.00,55.00
2026-04-15T05:05:00Z,47.00,58.40
2026-04-15T05:06:00Z,43.80,60.47
2026-04-15T05:14:00Z,43.80,58.00
2026-04-15T05:17:00Z,47.67,58.00
2026-04-15T05:20:00Z,47.67,59.00
2026-04-15T05:26:00Z,47.67,59.00
2026-04-15T05:27:00Z,43.00,59.00
2026-04-15T05:45:00Z,43.00,59.00
2026-04-15T05:46:00Z,43.00,59.00
2026-04-15T05:48:00Z,43.00,59.00
2026-04-15T05:50:00Z,43.00,59.00
2026-04-15T05:53:00Z,47.00,55.00
2026-04-15T05:57:00Z,47.98,55.00
2026-04-15T05:58:00Z,47.61,55.00
2026-04-15T05:59:00Z,48.00,55.00
2026-04-15T06:00:00Z,48.00,55.00
2026-04-15T06:01:00Z,48.00,57.18
2026-04-15T06:06:00Z,48.47,55.00
2026-04-15T06:07:00Z,48.47,54.75
2026-04-15T06:08:00Z,46.75,57.00
2026-04-15T06:09:00Z,43.00,57.00
2026-04-15T06:10:00Z,46.86,55.94
2026-04-15T06:11:00Z,48.00,56.97
2026-04-15T06:12:00Z,48.00,56.37
2026-04-15T06:14:00Z,44.00,57.90
2026-04-15T06:16:00Z,44.00,58.00
2026-04-15T06:19:00Z,46.00,57.00
2026-04-15T06:23:00Z,46.00,57.00
2026-04-15T06:27:00Z,46.00,57.00
2026-04-15T06:28:00Z,46.00,56.94
2026-04-15T06:31:00Z,46.00,57.00
2026-04-15T06:33:00Z,46.00,56.00
2026-04-15T06:35:00Z,46.00,56.00
2026-04-15T06:36:00Z,46.00,56.24
2026-04-15T06:39:00Z,46.00,57.46
2026-04-15T06:42:00Z,46.00,57.00
2026-04-15T06:43:00Z,46.00,57.64
2026-04-15T06:45:00Z,46.00,56.28
2026-04-15T06:46:00Z,46.00,58.00
2026-04-15T06:48:00Z,46.00,58.00
2026-04-15T06:49:00Z,46.00,58.00
2026-04-15T06:50:00Z,46.00,57.78
2026-04-15T06:51:00Z,46.00,57.76
2026-04-15T06:52:00Z,44.00,58.14
2026-04-15T06:53:00Z,44.00,58.00
2026-04-15T06:55:00Z,44.98,58.00
2026-04-15T06:57:00Z,44.98,57.86
2026-04-15T06:59:00Z,44.00,57.86
2026-04-15T07:00:00Z,44.00,57.00
2026-04-15T07:01:00Z,45.00,56.67
2026-04-15T07:04:00Z,44.50,56.67
2026-04-15T07:06:00Z,45.00,56.67
2026-04-15T07:09:00Z,45.00,56.67
2026-04-15T07:11:00Z,42.00,56.67
2026-04-15T07:12:00Z,43.74,56.67
2026-04-15T07:15:00Z,43.74,58.00
2026-04-15T07:16:00Z,43.74,58.00
2026-04-15T07:17:00Z,43.74,56.00
2026-04-15T07:18:00Z,43.74,57.00
2026-04-15T07:19:00Z,43.74,58.86
2026-04-15T07:20:00Z,43.74,58.00
2026-04-15T07:21:00Z,44.21,57.00
