# event_ticker=KXATPMATCH-25SEP23MUNBER
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Matteo Berrettini
# fav_player=Jaume Munar
# dog_player=Matteo Berrettini
# kalshi_date=2025-09-23
timestamp,Jaume Munar,Matteo Berrettini
2025-09-24T00:44:00Z,61.00,
2025-09-24T00:49:00Z,61.00,
2025-09-24T00:52:00Z,61.00,43.00
2025-09-24T00:53:00Z,61.00,43.00
2025-09-24T00:54:00Z,61.00,43.00
2025-09-24T01:04:00Z,59.07,43.00
2025-09-24T01:14:00Z,59.07,42.00
2025-09-24T01:16:00Z,59.07,42.00
2025-09-24T01:17:00Z,60.00,42.00
2025-09-24T01:19:00Z,60.00,41.00
2025-09-24T01:25:00Z,60.00,41.00
2025-09-24T01:28:00Z,60.00,41.00
2025-09-24T01:30:00Z,60.00,41.00
2025-09-24T01:41:00Z,60.00,41.00
2025-09-24T01:42:00Z,60.00,41.00
2025-09-24T01:49:00Z,60.00,41.00
2025-09-24T01:50:00Z,60.00,41.00
2025-09-24T01:51:00Z,58.00,41.00
2025-09-24T01:52:00Z,58.00,41.00
2025-09-24T01:56:00Z,58.00,41.00
2025-09-24T01:57:00Z,60.00,41.00
2025-09-24T02:00:00Z,60.00,41.00
2025-09-24T02:01:00Z,60.00,40.00
2025-09-24T02:02:00Z,61.00,40.00
2025-09-24T02:03:00Z,61.00,39.00
2025-09-24T02:04:00Z,61.00,39.00
2025-09-24T02:06:00Z,61.00,39.00
2025-09-24T02:07:00Z,61.00,41.00
2025-09-24T02:08:00Z,61.00,41.00
2025-09-24T02:09:00Z,61.00,41.00
2025-09-24T02:10:00Z,61.00,41.00
2025-09-24T02:11:00Z,62.47,41.00
2025-09-24T02:12:00Z,64.00,41.00
2025-09-24T02:13:00Z,56.22,41.00
2025-09-24T02:14:00Z,55.00,44.23
2025-09-24T02:15:00Z,54.88,44.23
2025-09-24T02:16:00Z,59.94,52.99
2025-09-24T02:17:00Z,62.00,52.99
2025-09-24T02:18:00Z,62.00,41.00
2025-09-24T02:19:00Z,64.21,36.40
2025-09-24T02:20:00Z,66.25,36.75
2025-09-24T02:21:00Z,64.89,36.97
2025-09-24T02:22:00Z,64.89,41.15
2025-09-24T02:23:00Z,55.00,45.15
2025-09-24T02:24:00Z,59.00,44.36
2025-09-24T02:25:00Z,52.49,49.57
2025-09-24T02:26:00Z,56.23,53.04
2025-09-24T02:27:00Z,58.50,43.12
2025-09-24T02:28:00Z,59.00,43.37
2025-09-24T02:29:00Z,58.25,41.45
2025-09-24T02:30:00Z,59.00,42.04
2025-09-24T02:31:00Z,60.06,40.73
2025-09-24T02:32:00Z,65.61,36.05
2025-09-24T02:33:00Z,75.48,28.68
2025-09-24T02:34:00Z,73.00,30.03
2025-09-24T02:35:00Z,64.51,33.96
2025-09-24T02:36:00Z,61.22,43.44
2025-09-24T02:37:00Z,67.00,43.44
2025-09-24T02:38:00Z,67.00,38.32
2025-09-24T02:39:00Z,66.74,38.00
2025-09-24T02:40:00Z,61.05,41.00
2025-09-24T02:41:00Z,58.56,45.42
2025-09-24T02:42:00Z,45.67,55.09
2025-09-24T02:43:00Z,44.00,63.00
2025-09-24T02:44:00Z,42.00,56.00
2025-09-24T02:45:00Z,39.73,59.69
2025-09-24T02:46:00Z,44.99,52.36
2025-09-24T02:47:00Z,53.85,47.00
2025-09-24T02:48:00Z,43.98,52.89
2025-09-24T02:49:00Z,56.15,55.45
2025-09-24T02:50:00Z,46.26,55.45
2025-09-24T02:51:00Z,48.61,55.45
2025-09-24T02:52:00Z,37.74,62.17
2025-09-24T02:53:00Z,38.82,62.07
2025-09-24T02:54:00Z,38.82,66.00
2025-09-24T02:55:00Z,36.13,66.00
2025-09-24T02:56:00Z,40.20,59.01
2025-09-24T02:57:00Z,46.04,61.06
2025-09-24T02:58:00Z,38.69,61.06
2025-09-24T02:59:00Z,33.39,62.50
2025-09-24T03:00:00Z,44.00,64.87
2025-09-24T03:01:00Z,37.02,67.29
2025-09-24T03:02:00Z,36.63,67.29
2025-09-24T03:03:00Z,39.91,66.14
2025-09-24T03:04:00Z,39.91,66.09
2025-09-24T03:05:00Z,32.68,67.49
2025-09-24T03:06:00Z,51.23,64.14
2025-09-24T03:07:00Z,31.00,67.84
2025-09-24T03:08:00Z,41.00,71.83
2025-09-24T03:09:00Z,50.00,71.49
2025-09-24T03:10:00Z,50.00,69.93
2025-09-24T03:11:00Z,45.75,70.73
2025-09-24T03:12:00Z,43.32,74.00
2025-09-24T03:13:00Z,41.62,67.91
2025-09-24T03:14:00Z,25.32,75.12
2025-09-24T03:15:00Z,16.05,85.31
2025-09-24T03:16:00Z,13.84,85.65
2025-09-24T03:17:00Z,15.92,86.27
2025-09-24T03:18:00Z,9.56,91.02
2025-09-24T03:19:00Z,5.38,94.01
2025-09-24T03:20:00Z,5.97,91.81
2025-09-24T03:21:00Z,8.85,91.84
2025-09-24T03:22:00Z,11.10,91.00
2025-09-24T03:23:00Z,10.40,89.54
2025-09-24T03:24:00Z,16.55,87.97
2025-09-24T03:25:00Z,17.48,82.65
2025-09-24T03:26:00Z,22.94,76.79
2025-09-24T03:27:00Z,20.19,79.93
2025-09-24T03:28:00Z,13.92,85.64
2025-09-24T03:29:00Z,12.40,88.81
2025-09-24T03:30:00Z,9.31,93.00
2025-09-24T03:31:00Z,9.70,90.11
2025-09-24T03:32:00Z,10.30,89.00
2025-09-24T03:33:00Z,6.19,93.16
2025-09-24T03:34:00Z,9.43,93.62
2025-09-24T03:35:00Z,7.92,96.88
2025-09-24T03:36:00Z,3.06,95.03
2025-09-24T03:37:00Z,2.00,95.03
2025-09-24T03:38:00Z,2.00,99.00
2025-09-24T03:39:00Z,1.06,99.00
2025-09-24T03:41:00Z,1.00,97.13
2025-09-24T03:42:00Z,1.27,97.13
2025-09-24T03:43:00Z,1.97,99.00
2025-09-24T03:44:00Z,3.00,97.38
2025-09-24T03:45:00Z,4.00,97.00
2025-09-24T03:47:00Z,1.00,99.00
2025-09-24T03:48:00Z,1.00,99.00
2025-09-24T03:49:00Z,1.00,99.00
2025-09-24T03:50:00Z,1.00,99.00
