# event_ticker=KXATPMATCH-26JAN06STRVAN
# final_score=6-3 1-6 6-1
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-01-06
timestamp,Botic Van de Zandschulp,Jan-Lennard Struff
2026-01-05T22:12:00Z,,58.00
2026-01-06T03:17:00Z,,58.00
2026-01-06T03:32:00Z,45.00,58.00
2026-01-06T03:49:00Z,45.00,58.00
2026-01-06T03:57:00Z,45.00,57.93
2026-01-06T04:00:00Z,42.03,57.93
2026-01-06T04:25:00Z,43.00,57.93
2026-01-06T04:31:00Z,43.00,57.93
2026-01-06T04:34:00Z,43.00,58.00
2026-01-06T04:39:00Z,43.00,58.00
2026-01-06T04:40:00Z,43.00,58.00
2026-01-06T04:47:00Z,43.00,58.78
2026-01-06T04:52:00Z,43.00,58.98
2026-01-06T04:54:00Z,43.00,58.19
2026-01-06T05:16:00Z,43.00,58.20
2026-01-06T05:19:00Z,43.00,58.00
2026-01-06T05:20:00Z,43.00,59.00
2026-01-06T05:37:00Z,43.00,59.00
2026-01-06T05:38:00Z,43.00,59.00
2026-01-06T05:41:00Z,43.00,59.00
2026-01-06T05:47:00Z,43.00,58.00
2026-01-06T05:49:00Z,43.00,58.00
2026-01-06T05:51:00Z,43.06,58.00
2026-01-06T05:53:00Z,43.88,58.00
2026-01-06T05:54:00Z,43.88,58.00
2026-01-06T05:58:00Z,43.88,58.00
2026-01-06T05:59:00Z,43.88,58.31
2026-01-06T06:02:00Z,44.00,58.31
2026-01-06T06:03:00Z,44.00,58.73
2026-01-06T06:04:00Z,44.00,58.00
2026-01-06T06:10:00Z,44.00,56.00
2026-01-06T06:11:00Z,44.00,57.00
2026-01-06T06:19:00Z,44.00,57.00
2026-01-06T06:22:00Z,44.00,57.62
2026-01-06T06:23:00Z,44.00,59.00
2026-01-06T06:26:00Z,44.00,58.00
2026-01-06T06:32:00Z,44.00,58.00
2026-01-06T06:38:00Z,44.00,58.00
2026-01-06T06:39:00Z,44.00,58.27
2026-01-06T06:49:00Z,44.00,58.00
2026-01-06T06:54:00Z,44.00,59.00
2026-01-06T06:56:00Z,44.00,59.00
2026-01-06T07:00:00Z,44.00,59.00
2026-01-06T07:11:00Z,44.00,59.00
2026-01-06T07:20:00Z,44.00,56.00
2026-01-06T07:22:00Z,44.00,58.00
2026-01-06T07:33:00Z,44.00,58.00
2026-01-06T07:34:00Z,44.00,58.53
2026-01-06T07:39:00Z,44.00,59.00
2026-01-06T07:51:00Z,44.00,59.00
2026-01-06T07:52:00Z,44.00,59.00
2026-01-06T08:06:00Z,44.00,59.00
2026-01-06T08:13:00Z,44.00,59.00
2026-01-06T08:14:00Z,44.00,59.00
2026-01-06T08:16:00Z,44.00,59.00
2026-01-06T08:18:00Z,44.00,59.00
2026-01-06T08:19:00Z,44.00,59.00
2026-01-06T08:21:00Z,44.00,59.00
2026-01-06T08:22:00Z,44.00,59.00
2026-01-06T08:25:00Z,44.00,59.00
2026-01-06T08:31:00Z,44.00,59.00
2026-01-06T08:32:00Z,44.00,59.00
2026-01-06T08:33:00Z,44.00,59.00
2026-01-06T08:37:00Z,44.00,59.00
2026-01-06T08:43:00Z,43.00,59.00
2026-01-06T08:44:00Z,43.00,59.00
2026-01-06T08:45:00Z,43.00,59.00
2026-01-06T08:50:00Z,43.00,59.00
2026-01-06T08:56:00Z,43.00,58.00
2026-01-06T08:57:00Z,43.00,59.00
2026-01-06T09:03:00Z,43.00,59.00
2026-01-06T09:04:00Z,43.00,59.00
2026-01-06T09:06:00Z,43.00,59.00
2026-01-06T09:07:00Z,43.00,59.00
2026-01-06T09:12:00Z,43.00,59.00
2026-01-06T09:15:00Z,43.00,58.00
2026-01-06T09:16:00Z,43.00,58.00
2026-01-06T09:18:00Z,43.00,58.00
2026-01-06T09:19:00Z,43.00,58.00
2026-01-06T09:24:00Z,43.00,58.00
2026-01-06T09:28:00Z,43.00,58.00
2026-01-06T09:29:00Z,43.00,58.09
2026-01-06T09:30:00Z,43.00,58.00
2026-01-06T09:32:00Z,44.00,58.00
2026-01-06T09:33:00Z,44.00,58.00
2026-01-06T09:34:00Z,44.00,59.00
2026-01-06T09:35:00Z,44.00,59.00
2026-01-06T09:36:00Z,44.00,59.00
2026-01-06T09:38:00Z,44.00,58.00
2026-01-06T09:39:00Z,44.00,58.17
2026-01-06T09:40:00Z,44.37,58.00
2026-01-06T09:41:00Z,45.00,57.00
2026-01-06T09:42:00Z,46.37,61.26
2026-01-06T09:43:00Z,46.38,57.70
2026-01-06T09:44:00Z,47.00,54.81
2026-01-06T09:45:00Z,47.00,55.02
2026-01-06T09:46:00Z,51.57,44.67
2026-01-06T09:47:00Z,53.86,48.01
2026-01-06T09:48:00Z,46.10,57.31
2026-01-06T09:49:00Z,49.31,55.00
2026-01-06T09:50:00Z,50.11,52.50
2026-01-06T09:51:00Z,49.00,53.66
2026-01-06T09:52:00Z,49.00,54.07
2026-01-06T09:53:00Z,51.88,50.00
2026-01-06T09:54:00Z,51.69,52.56
