# event_ticker=KXATPMATCH-26FEB09WALMAN
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Adrian Mannarino
# fav_player=Adam Walton
# dog_player=Adrian Mannarino
# kalshi_date=2026-02-09
timestamp,Adam Walton,Adrian Mannarino
2026-02-11T11:36:00Z,,56.00
2026-02-11T11:39:00Z,,56.00
2026-02-11T12:10:00Z,,56.00
2026-02-11T12:11:00Z,47.00,56.00
2026-02-11T12:46:00Z,47.00,56.00
2026-02-11T12:49:00Z,47.00,56.00
2026-02-11T13:27:00Z,47.00,56.00
2026-02-11T13:34:00Z,47.00,56.00
2026-02-11T13:36:00Z,47.00,56.00
2026-02-11T13:40:00Z,47.00,55.00
2026-02-11T14:12:00Z,47.00,56.00
2026-02-11T14:25:00Z,47.00,56.00
2026-02-11T14:34:00Z,47.00,56.00
2026-02-11T14:35:00Z,46.00,56.00
2026-02-11T14:55:00Z,46.00,55.00
2026-02-11T14:57:00Z,46.00,56.00
2026-02-11T15:13:00Z,46.00,56.00
2026-02-11T15:22:00Z,46.00,56.00
2026-02-11T15:26:00Z,46.00,56.00
2026-02-11T15:31:00Z,46.00,56.00
2026-02-11T15:33:00Z,46.00,56.00
2026-02-11T15:36:00Z,47.00,56.00
2026-02-11T15:56:00Z,47.00,56.00
2026-02-11T15:59:00Z,47.00,56.00
2026-02-11T16:14:00Z,47.00,56.00
2026-02-11T16:18:00Z,47.00,56.00
2026-02-11T16:19:00Z,46.00,56.00
2026-02-11T16:20:00Z,46.00,56.00
2026-02-11T16:24:00Z,46.00,56.00
2026-02-11T16:26:00Z,46.00,56.00
2026-02-11T16:33:00Z,46.00,56.00
2026-02-11T16:37:00Z,46.00,56.00
2026-02-11T16:39:00Z,46.00,56.00
2026-02-11T16:40:00Z,46.00,56.00
2026-02-11T16:43:00Z,46.00,56.00
2026-02-11T16:47:00Z,46.00,56.00
2026-02-11T16:49:00Z,46.00,56.00
2026-02-11T16:52:00Z,46.00,56.00
2026-02-11T16:55:00Z,46.00,56.00
2026-02-11T16:57:00Z,46.00,56.00
2026-02-11T16:58:00Z,46.00,56.00
2026-02-11T17:02:00Z,45.00,56.00
2026-02-11T17:06:00Z,45.00,56.00
2026-02-11T17:08:00Z,45.00,56.00
2026-02-11T17:09:00Z,45.48,56.00
2026-02-11T17:10:00Z,45.48,56.00
2026-02-11T17:15:00Z,45.48,56.00
2026-02-11T17:16:00Z,44.90,56.00
2026-02-11T17:17:00Z,43.00,56.00
2026-02-11T17:18:00Z,43.00,56.00
2026-02-11T17:29:00Z,43.00,58.00
2026-02-11T17:31:00Z,43.00,58.00
2026-02-11T17:32:00Z,43.00,58.00
2026-02-11T17:35:00Z,43.00,58.00
2026-02-11T17:36:00Z,43.00,58.00
2026-02-11T17:38:00Z,43.00,58.00
2026-02-11T17:48:00Z,43.00,58.00
2026-02-11T17:50:00Z,43.00,58.00
2026-02-11T17:56:00Z,43.00,58.28
2026-02-11T18:04:00Z,42.00,58.28
2026-02-11T18:06:00Z,42.00,59.00
2026-02-11T18:07:00Z,42.00,59.00
2026-02-11T18:10:00Z,43.00,59.00
2026-02-11T18:18:00Z,43.00,59.00
2026-02-11T18:21:00Z,43.00,59.00
2026-02-11T18:25:00Z,43.00,59.00
2026-02-11T18:27:00Z,43.00,59.00
2026-02-11T18:32:00Z,43.00,59.00
2026-02-11T18:37:00Z,43.00,59.00
2026-02-11T18:38:00Z,43.00,59.00
2026-02-11T18:40:00Z,43.00,59.00
2026-02-11T18:46:00Z,43.00,59.00
2026-02-11T18:48:00Z,43.00,59.00
2026-02-11T18:49:00Z,43.00,59.00
2026-02-11T18:57:00Z,43.00,59.00
2026-02-11T19:04:00Z,43.00,59.00
2026-02-11T19:07:00Z,43.00,58.00
2026-02-11T19:20:00Z,43.00,59.00
2026-02-11T19:37:00Z,42.00,59.00
2026-02-11T19:39:00Z,43.00,59.00
2026-02-11T19:48:00Z,43.00,59.00
2026-02-11T19:52:00Z,43.00,59.00
2026-02-11T19:54:00Z,43.00,59.00
2026-02-11T19:57:00Z,43.00,59.00
2026-02-11T19:58:00Z,43.00,59.00
2026-02-11T19:59:00Z,43.00,59.00
2026-02-11T20:01:00Z,43.00,59.00
2026-02-11T20:07:00Z,43.00,59.00
2026-02-11T20:11:00Z,43.00,59.00
2026-02-11T20:17:00Z,43.00,59.00
2026-02-11T20:20:00Z,43.00,59.00
2026-02-11T20:24:00Z,43.00,59.00
2026-02-11T20:28:00Z,43.00,59.00
2026-02-11T20:33:00Z,43.00,59.00
2026-02-11T20:36:00Z,43.00,59.00
2026-02-11T20:37:00Z,43.00,59.00
2026-02-11T20:38:00Z,43.00,59.00
2026-02-11T20:39:00Z,43.00,59.00
2026-02-11T20:43:00Z,43.00,59.00
2026-02-11T20:44:00Z,42.00,59.00
2026-02-11T20:45:00Z,42.00,59.00
2026-02-11T20:46:00Z,42.00,60.00
2026-02-11T20:48:00Z,41.00,60.00
2026-02-11T20:51:00Z,41.00,60.00
2026-02-11T20:52:00Z,41.00,60.00
2026-02-11T20:55:00Z,41.00,60.00
2026-02-11T21:01:00Z,41.00,60.00
2026-02-11T21:03:00Z,41.00,60.00
2026-02-11T21:04:00Z,41.00,60.00
2026-02-11T21:05:00Z,41.00,60.00
2026-02-11T21:09:00Z,41.00,60.00
2026-02-11T21:10:00Z,41.00,60.00
2026-02-11T21:11:00Z,41.00,60.00
2026-02-11T21:14:00Z,41.00,60.00
2026-02-11T21:15:00Z,41.00,60.00
2026-02-11T21:16:00Z,41.00,60.00
2026-02-11T21:17:00Z,41.00,60.00
2026-02-11T21:18:00Z,41.12,59.29
2026-02-11T21:21:00Z,41.12,59.00
2026-02-11T21:22:00Z,41.12,59.00
2026-02-11T21:23:00Z,42.00,59.00
2026-02-11T21:25:00Z,42.00,59.00
2026-02-11T21:26:00Z,42.00,59.00
2026-02-11T21:27:00Z,42.00,59.00
2026-02-11T21:28:00Z,42.00,59.00
2026-02-11T21:29:00Z,42.00,59.00
2026-02-11T21:30:00Z,42.00,59.00
2026-02-11T21:33:00Z,42.00,59.00
2026-02-11T21:34:00Z,42.00,59.00
2026-02-11T21:35:00Z,41.00,59.00
2026-02-11T21:36:00Z,41.00,59.00
2026-02-11T21:37:00Z,41.00,59.00
2026-02-11T21:38:00Z,42.00,59.00
2026-02-11T21:39:00Z,42.00,59.00
2026-02-11T21:40:00Z,42.00,59.00
2026-02-11T21:41:00Z,42.00,59.39
2026-02-11T21:42:00Z,42.60,59.96
2026-02-11T21:43:00Z,43.00,59.04
2026-02-11T21:44:00Z,42.71,59.83
