# event_ticker=KXATPMATCH-26JAN09GIRMMO
# final_score=6-3 1-0 RET
# match_winner=Marcos Giron
# fav_player=Marcos Giron
# dog_player=Michael Mmoh
# kalshi_date=2026-01-09
timestamp,Marcos Giron,Michael Mmoh
2026-01-09T03:32:00Z,62.00,
2026-01-09T03:43:00Z,62.00,41.00
2026-01-09T04:11:00Z,62.00,41.00
2026-01-09T04:32:00Z,62.00,39.00
2026-01-09T04:35:00Z,62.00,41.00
2026-01-09T04:39:00Z,62.00,41.00
2026-01-09T04:43:00Z,62.00,41.00
2026-01-09T04:51:00Z,61.00,41.00
2026-01-09T04:52:00Z,61.00,41.00
2026-01-09T04:53:00Z,61.00,41.00
2026-01-09T04:58:00Z,60.00,41.00
2026-01-09T05:00:00Z,60.00,41.00
2026-01-09T05:01:00Z,60.00,41.00
2026-01-09T05:03:00Z,60.00,41.00
2026-01-09T05:05:00Z,60.00,41.00
2026-01-09T05:10:00Z,60.00,41.00
2026-01-09T05:14:00Z,60.00,41.00
2026-01-09T05:17:00Z,60.00,41.00
2026-01-09T05:18:00Z,60.00,41.00
2026-01-09T05:19:00Z,60.00,41.00
2026-01-09T05:20:00Z,60.00,41.00
2026-01-09T05:25:00Z,60.00,41.00
2026-01-09T05:26:00Z,60.00,41.00
2026-01-09T05:34:00Z,60.00,41.00
2026-01-09T05:43:00Z,60.00,41.00
2026-01-09T05:46:00Z,60.00,41.00
2026-01-09T05:57:00Z,60.00,41.00
2026-01-09T06:10:00Z,60.00,41.00
2026-01-09T06:12:00Z,60.00,41.00
2026-01-09T06:13:00Z,60.00,41.00
2026-01-09T06:23:00Z,60.00,41.00
2026-01-09T06:29:00Z,60.00,41.00
2026-01-09T06:35:00Z,60.00,41.00
2026-01-09T06:37:00Z,60.00,41.00
2026-01-09T06:40:00Z,60.00,41.00
2026-01-09T06:48:00Z,60.00,41.00
2026-01-09T06:49:00Z,60.00,41.00
2026-01-09T06:50:00Z,60.00,41.00
2026-01-09T06:51:00Z,60.00,41.00
2026-01-09T06:53:00Z,60.00,41.00
2026-01-09T06:56:00Z,60.00,41.00
2026-01-09T07:05:00Z,60.00,41.00
2026-01-09T07:11:00Z,60.00,41.00
2026-01-09T07:12:00Z,60.00,41.00
2026-01-09T07:15:00Z,60.00,42.00
2026-01-09T07:17:00Z,60.00,42.22
2026-01-09T07:20:00Z,60.00,42.00
2026-01-09T07:27:00Z,60.00,42.00
2026-01-09T07:33:00Z,60.00,42.00
2026-01-09T07:36:00Z,60.00,42.00
2026-01-09T07:38:00Z,60.00,42.00
2026-01-09T07:45:00Z,60.00,40.00
2026-01-09T07:48:00Z,60.00,42.00
2026-01-09T07:49:00Z,60.00,42.00
2026-01-09T07:50:00Z,60.00,42.00
2026-01-09T07:52:00Z,60.00,40.00
2026-01-09T07:57:00Z,60.00,42.00
2026-01-09T07:59:00Z,60.00,42.00
2026-01-09T08:00:00Z,60.00,42.00
2026-01-09T08:01:00Z,60.00,42.00
2026-01-09T08:02:00Z,60.00,42.00
2026-01-09T08:05:00Z,60.00,42.00
2026-01-09T08:08:00Z,60.00,42.00
2026-01-09T08:10:00Z,60.00,42.00
2026-01-09T08:12:00Z,60.00,42.00
2026-01-09T08:15:00Z,60.00,42.00
2026-01-09T08:16:00Z,60.00,42.00
2026-01-09T08:21:00Z,60.00,42.00
2026-01-09T08:41:00Z,60.00,42.00
2026-01-09T08:53:00Z,60.00,41.00
2026-01-09T08:55:00Z,60.00,41.00
2026-01-09T08:59:00Z,60.00,41.00
2026-01-09T09:01:00Z,60.00,41.22
2026-01-09T09:02:00Z,60.00,41.22
2026-01-09T09:03:00Z,60.00,41.65
2026-01-09T09:04:00Z,60.00,41.00
2026-01-09T09:05:00Z,60.00,41.00
2026-01-09T09:08:00Z,59.16,41.00
2026-01-09T09:09:00Z,60.00,41.00
2026-01-09T09:11:00Z,59.00,41.00
2026-01-09T09:27:00Z,59.00,41.81
2026-01-09T09:37:00Z,60.00,41.81
2026-01-09T09:40:00Z,60.00,41.81
2026-01-09T09:51:00Z,60.00,42.00
2026-01-09T09:55:00Z,60.00,42.00
2026-01-09T09:58:00Z,60.00,41.17
2026-01-09T10:00:00Z,60.00,41.00
2026-01-09T10:06:00Z,60.00,41.00
2026-01-09T10:09:00Z,60.00,41.00
2026-01-09T10:12:00Z,60.00,41.00
2026-01-09T10:16:00Z,60.00,41.00
2026-01-09T10:17:00Z,60.00,41.00
2026-01-09T10:24:00Z,60.00,41.00
2026-01-09T10:25:00Z,60.00,40.00
2026-01-09T10:26:00Z,60.00,40.00
2026-01-09T10:28:00Z,60.00,41.41
2026-01-09T10:29:00Z,60.00,41.84
2026-01-09T10:30:00Z,60.00,41.81
2026-01-09T10:32:00Z,60.00,41.20
2026-01-09T10:33:00Z,60.00,42.00
2026-01-09T10:34:00Z,60.00,42.00
2026-01-09T10:35:00Z,60.00,42.00
2026-01-09T10:36:00Z,60.00,42.00
2026-01-09T10:37:00Z,60.00,42.00
2026-01-09T10:39:00Z,60.00,42.00
2026-01-09T10:40:00Z,60.00,42.00
2026-01-09T10:41:00Z,60.00,42.00
2026-01-09T10:42:00Z,60.00,42.00
2026-01-09T10:43:00Z,60.00,42.00
2026-01-09T10:44:00Z,60.00,42.00
2026-01-09T10:46:00Z,60.00,42.00
2026-01-09T10:47:00Z,60.00,42.00
2026-01-09T10:48:00Z,60.00,42.00
2026-01-09T10:49:00Z,60.00,42.00
2026-01-09T10:50:00Z,60.00,41.73
2026-01-09T10:51:00Z,60.00,42.00
2026-01-09T10:52:00Z,60.00,42.00
2026-01-09T10:53:00Z,60.00,42.00
2026-01-09T10:54:00Z,60.00,41.00
2026-01-09T10:55:00Z,60.00,41.00
2026-01-09T10:56:00Z,60.00,41.00
2026-01-09T10:57:00Z,60.71,41.75
2026-01-09T10:58:00Z,60.71,42.00
2026-01-09T10:59:00Z,60.71,40.00
2026-01-09T11:00:00Z,61.00,40.00
2026-01-09T11:02:00Z,61.00,40.00
2026-01-09T11:03:00Z,61.00,39.43
