# event_ticker=KXATPCHALLENGERMATCH-26MAY13CHAMIL
# final_score=3-6 6-4 6-3
# score_resolution=6-3 4-6 3-6
# match_winner=Ognjen Milic
# fav_player=Joshua Charlton
# dog_player=Ognjen Milic
# kalshi_date=2026-05-13
timestamp,Joshua Charlton,Ognjen Milic
2026-05-13T06:23:00Z,66.06,35.04
2026-05-13T06:24:00Z,67.88,32.06
2026-05-13T06:25:00Z,76.80,21.97
2026-05-13T06:26:00Z,87.12,14.33
2026-05-13T06:27:00Z,85.70,13.05
2026-05-13T06:28:00Z,86.39,16.30
2026-05-13T06:29:00Z,84.24,19.34
2026-05-13T06:30:00Z,87.17,16.74
2026-05-13T06:31:00Z,88.78,12.61
2026-05-13T06:32:00Z,90.11,8.86
2026-05-13T06:33:00Z,91.11,8.60
2026-05-13T06:34:00Z,90.44,10.42
2026-05-13T06:35:00Z,88.61,11.71
2026-05-13T06:36:00Z,86.52,15.19
2026-05-13T06:37:00Z,88.14,14.07
2026-05-13T06:38:00Z,82.50,19.34
2026-05-13T06:39:00Z,77.19,25.01
2026-05-13T06:40:00Z,73.10,32.59
2026-05-13T06:41:00Z,66.96,33.72
2026-05-13T06:42:00Z,66.15,35.03
2026-05-13T06:43:00Z,61.56,39.18
2026-05-13T06:44:00Z,59.01,41.12
2026-05-13T06:45:00Z,63.48,36.41
2026-05-13T06:46:00Z,60.00,40.67
2026-05-13T06:47:00Z,42.38,53.00
2026-05-13T06:48:00Z,35.44,63.95
2026-05-13T06:49:00Z,35.86,63.08
2026-05-13T06:50:00Z,39.68,61.39
2026-05-13T06:51:00Z,35.00,65.52
2026-05-13T06:52:00Z,32.73,67.29
2026-05-13T06:53:00Z,33.72,66.76
2026-05-13T06:54:00Z,33.53,65.49
2026-05-13T06:55:00Z,33.00,66.81
2026-05-13T06:56:00Z,28.75,71.93
2026-05-13T06:57:00Z,30.14,69.61
2026-05-13T06:58:00Z,33.02,66.92
2026-05-13T06:59:00Z,31.15,67.66
2026-05-13T07:00:00Z,29.14,69.93
2026-05-13T07:01:00Z,29.98,70.01
2026-05-13T07:02:00Z,29.91,70.73
2026-05-13T07:03:00Z,28.02,71.72
2026-05-13T07:04:00Z,28.87,70.03
2026-05-13T07:05:00Z,28.10,70.17
2026-05-13T07:06:00Z,27.77,70.03
2026-05-13T07:07:00Z,28.61,70.29
2026-05-13T07:08:00Z,28.69,70.31
2026-05-13T07:09:00Z,29.92,70.42
2026-05-13T07:10:00Z,30.01,70.00
2026-05-13T07:11:00Z,30.56,68.96
2026-05-13T07:12:00Z,31.69,68.65
2026-05-13T07:13:00Z,36.14,63.39
2026-05-13T07:14:00Z,37.10,63.36
2026-05-13T07:15:00Z,32.68,67.88
2026-05-13T07:16:00Z,31.26,69.76
2026-05-13T07:17:00Z,32.95,66.62
2026-05-13T07:18:00Z,37.42,62.76
2026-05-13T07:19:00Z,38.27,62.39
2026-05-13T07:20:00Z,36.72,63.20
2026-05-13T07:21:00Z,39.76,62.65
2026-05-13T07:22:00Z,34.91,65.53
2026-05-13T07:23:00Z,33.56,67.31
2026-05-13T07:24:00Z,28.91,69.81
2026-05-13T07:25:00Z,22.84,73.03
2026-05-13T07:26:00Z,24.01,77.47
2026-05-13T07:27:00Z,8.61,90.15
2026-05-13T07:28:00Z,8.66,91.74
2026-05-13T07:29:00Z,10.05,90.96
2026-05-13T07:30:00Z,10.05,90.75
2026-05-13T07:31:00Z,10.50,88.88
2026-05-13T07:32:00Z,14.43,86.90
2026-05-13T07:33:00Z,8.39,92.60
2026-05-13T07:34:00Z,5.82,94.41
2026-05-13T07:35:00Z,6.92,93.09
2026-05-13T07:36:00Z,9.40,91.63
2026-05-13T07:37:00Z,10.23,90.13
2026-05-13T07:38:00Z,7.07,94.28
2026-05-13T07:39:00Z,5.88,93.04
2026-05-13T07:40:00Z,2.76,96.20
2026-05-13T07:41:00Z,2.98,97.30
2026-05-13T07:42:00Z,1.46,98.85
2026-05-13T07:43:00Z,1.06,98.56
2026-05-13T07:44:00Z,3.83,96.21
2026-05-13T07:45:00Z,4.22,95.78
2026-05-13T07:46:00Z,2.73,98.49
2026-05-13T07:47:00Z,1.62,98.16
2026-05-13T07:48:00Z,1.00,99.00
2026-05-13T07:49:00Z,1.00,99.00
2026-05-13T07:50:00Z,1.00,99.00
2026-05-13T07:51:00Z,1.00,99.00
2026-05-13T07:52:00Z,1.00,99.00
