# event_ticker=KXATPMATCH-26APR05BURPAU
# final_score=6-1 3-6 7-5
# score_resolution=1-6 6-3 5-7
# match_winner=Tommy Paul
# fav_player=Roman Andres Burruchaga
# dog_player=Tommy Paul
# kalshi_date=2026-04-05
timestamp,Roman Andres Burruchaga,Tommy Paul
2026-04-05T07:45:00Z,,69.00
2026-04-05T07:46:00Z,32.00,69.00
2026-04-05T08:01:00Z,32.00,69.00
2026-04-05T08:07:00Z,32.00,69.00
2026-04-05T08:10:00Z,32.00,69.00
2026-04-05T08:16:00Z,32.00,69.00
2026-04-05T08:31:00Z,32.00,69.00
2026-04-05T08:36:00Z,32.00,69.00
2026-04-05T08:38:00Z,32.00,69.00
2026-04-05T08:39:00Z,32.00,69.00
2026-04-05T08:42:00Z,32.00,69.00
2026-04-05T08:50:00Z,32.00,69.00
2026-04-05T08:55:00Z,32.00,69.00
2026-04-05T09:09:00Z,32.00,69.00
2026-04-05T09:10:00Z,32.00,69.00
2026-04-05T09:12:00Z,31.00,69.00
2026-04-05T09:23:00Z,33.00,69.00
2026-04-05T09:26:00Z,33.00,69.00
2026-04-05T09:30:00Z,33.00,69.00
2026-04-05T09:31:00Z,33.00,69.00
2026-04-05T09:36:00Z,33.00,69.00
2026-04-05T09:38:00Z,33.00,69.00
2026-04-05T09:47:00Z,33.00,69.00
2026-04-05T09:54:00Z,33.00,69.00
2026-04-05T09:55:00Z,31.00,69.00
2026-04-05T10:14:00Z,33.00,69.00
2026-04-05T10:23:00Z,33.00,69.00
2026-04-05T10:41:00Z,33.00,69.00
2026-04-05T10:43:00Z,33.00,69.00
2026-04-05T10:45:00Z,34.00,69.00
2026-04-05T10:53:00Z,34.00,68.00
2026-04-05T10:59:00Z,34.00,68.00
2026-04-05T11:08:00Z,34.00,69.00
2026-04-05T11:11:00Z,34.00,69.00
2026-04-05T11:16:00Z,34.00,69.00
2026-04-05T11:18:00Z,34.00,69.00
2026-04-05T11:32:00Z,34.00,69.00
2026-04-05T11:34:00Z,34.00,69.00
2026-04-05T11:36:00Z,34.00,69.00
2026-04-05T11:39:00Z,34.00,69.00
2026-04-05T11:44:00Z,34.00,69.00
2026-04-05T11:46:00Z,34.00,69.00
2026-04-05T11:48:00Z,34.00,69.00
2026-04-05T11:50:00Z,34.00,69.00
2026-04-05T11:52:00Z,34.00,69.00
2026-04-05T11:53:00Z,34.00,69.00
2026-04-05T11:55:00Z,34.00,69.00
2026-04-05T11:56:00Z,34.00,69.00
2026-04-05T11:58:00Z,34.00,69.00
2026-04-05T11:59:00Z,34.00,69.00
2026-04-05T12:00:00Z,34.00,69.00
2026-04-05T12:05:00Z,34.98,69.00
2026-04-05T12:06:00Z,34.00,68.07
2026-04-05T12:07:00Z,34.00,69.00
2026-04-05T12:16:00Z,34.00,69.00
2026-04-05T12:17:00Z,34.00,69.00
2026-04-05T12:18:00Z,34.00,69.00
2026-04-05T12:19:00Z,34.00,69.00
2026-04-05T12:20:00Z,34.00,69.00
2026-04-05T12:21:00Z,34.00,68.00
2026-04-05T12:25:00Z,34.00,69.00
2026-04-05T12:30:00Z,34.00,69.00
2026-04-05T12:31:00Z,34.00,69.00
2026-04-05T12:32:00Z,34.00,68.00
2026-04-05T12:40:00Z,34.00,68.00
2026-04-05T12:41:00Z,34.00,69.00
2026-04-05T12:44:00Z,33.00,68.82
2026-04-05T12:45:00Z,33.00,69.00
2026-04-05T12:47:00Z,33.00,69.00
