# event_ticker=KXATPMATCH-26JAN16BAEMEN
# final_score=6-3 7-6(7)
# score_resolution=6-3 7-6
# match_winner=Jakub Mensik
# fav_player=Jakub Mensik
# dog_player=Sebastian Baez
# kalshi_date=2026-01-16
timestamp,Jakub Mensik,Sebastian Baez
2026-01-16T13:40:00Z,,33.00
2026-01-16T13:46:00Z,,33.00
2026-01-16T13:49:00Z,70.00,33.00
2026-01-16T13:52:00Z,70.00,33.00
2026-01-16T13:54:00Z,70.00,33.00
2026-01-16T14:05:00Z,70.00,33.00
2026-01-16T14:06:00Z,70.00,33.00
2026-01-16T14:19:00Z,70.00,33.00
2026-01-16T14:25:00Z,70.00,33.00
2026-01-16T14:32:00Z,70.00,33.00
2026-01-16T14:35:00Z,70.00,33.00
2026-01-16T14:43:00Z,70.00,33.00
2026-01-16T14:53:00Z,70.00,33.00
2026-01-16T14:55:00Z,69.00,33.00
2026-01-16T14:57:00Z,69.00,33.00
2026-01-16T15:02:00Z,70.00,33.00
2026-01-16T15:05:00Z,70.00,33.00
2026-01-16T15:06:00Z,70.00,33.00
2026-01-16T15:09:00Z,70.00,33.00
2026-01-16T15:10:00Z,70.00,33.00
2026-01-16T15:13:00Z,70.00,33.00
2026-01-16T15:35:00Z,69.00,33.00
2026-01-16T15:47:00Z,69.00,32.00
2026-01-16T15:48:00Z,69.00,32.00
2026-01-16T15:57:00Z,69.00,32.00
2026-01-16T15:58:00Z,69.00,32.00
2026-01-16T16:09:00Z,69.00,31.00
2026-01-16T16:14:00Z,69.00,32.00
2026-01-16T16:22:00Z,69.00,32.00
2026-01-16T16:30:00Z,69.00,32.00
2026-01-16T16:33:00Z,69.00,32.00
2026-01-16T16:45:00Z,69.00,32.00
2026-01-16T16:48:00Z,67.00,33.00
2026-01-16T16:49:00Z,68.18,31.49
2026-01-16T16:56:00Z,68.18,32.00
2026-01-16T17:00:00Z,70.00,32.00
2026-01-16T17:06:00Z,70.00,32.00
2026-01-16T17:07:00Z,70.00,32.00
2026-01-16T17:08:00Z,70.00,32.00
2026-01-16T17:09:00Z,70.00,32.00
2026-01-16T17:10:00Z,70.00,32.00
2026-01-16T17:31:00Z,70.00,32.00
2026-01-16T17:32:00Z,70.00,32.00
2026-01-16T18:01:00Z,70.00,32.00
2026-01-16T18:04:00Z,69.00,33.00
2026-01-16T18:06:00Z,69.00,33.00
2026-01-16T18:12:00Z,69.00,31.15
2026-01-16T18:13:00Z,69.00,31.00
2026-01-16T18:17:00Z,67.63,31.00
2026-01-16T18:18:00Z,67.63,33.00
2026-01-16T18:23:00Z,67.63,33.00
2026-01-16T18:31:00Z,68.00,33.00
2026-01-16T18:40:00Z,68.00,33.00
2026-01-16T18:42:00Z,68.00,33.00
2026-01-16T18:45:00Z,68.00,33.00
2026-01-16T18:49:00Z,68.00,33.00
2026-01-16T18:51:00Z,68.00,33.00
2026-01-16T18:54:00Z,68.00,33.00
2026-01-16T18:55:00Z,68.00,33.00
2026-01-16T19:01:00Z,69.00,33.00
2026-01-16T19:05:00Z,69.00,33.00
2026-01-16T19:14:00Z,69.00,33.00
2026-01-16T19:18:00Z,68.00,33.00
2026-01-16T19:20:00Z,68.00,33.00
2026-01-16T19:30:00Z,68.00,34.00
2026-01-16T19:31:00Z,68.00,34.00
2026-01-16T19:37:00Z,67.00,34.00
2026-01-16T19:41:00Z,67.00,34.00
2026-01-16T19:45:00Z,67.00,34.00
2026-01-16T19:47:00Z,67.00,34.00
2026-01-16T19:50:00Z,67.00,34.00
2026-01-16T19:52:00Z,67.00,34.00
2026-01-16T19:55:00Z,67.00,34.00
2026-01-16T19:56:00Z,67.00,34.00
2026-01-16T19:57:00Z,67.00,34.00
2026-01-16T20:02:00Z,67.00,34.00
2026-01-16T20:04:00Z,67.00,34.00
2026-01-16T20:12:00Z,67.00,34.00
2026-01-16T20:13:00Z,67.00,34.00
2026-01-16T20:18:00Z,67.00,34.00
2026-01-16T20:20:00Z,67.00,34.00
2026-01-16T20:21:00Z,67.00,34.00
2026-01-16T20:22:00Z,67.00,34.00
2026-01-16T20:28:00Z,66.29,34.00
2026-01-16T20:29:00Z,67.00,34.00
2026-01-16T20:31:00Z,67.00,34.00
2026-01-16T20:37:00Z,67.00,34.00
2026-01-16T20:41:00Z,67.00,34.00
2026-01-16T20:42:00Z,66.00,33.06
2026-01-16T20:43:00Z,67.00,33.06
2026-01-16T20:54:00Z,67.00,34.00
2026-01-16T21:00:00Z,67.00,34.00
2026-01-16T21:02:00Z,67.00,34.00
2026-01-16T21:03:00Z,67.00,34.00
2026-01-16T21:06:00Z,67.00,34.00
2026-01-16T21:11:00Z,67.00,34.00
2026-01-16T21:14:00Z,67.00,34.00
2026-01-16T21:21:00Z,67.00,34.00
2026-01-16T21:27:00Z,67.00,34.00
2026-01-16T21:29:00Z,67.00,34.00
2026-01-16T21:30:00Z,67.00,34.00
2026-01-16T21:34:00Z,67.00,34.00
2026-01-16T21:40:00Z,67.00,34.00
2026-01-16T21:42:00Z,67.00,34.00
2026-01-16T21:43:00Z,67.00,34.00
2026-01-16T21:45:00Z,67.00,34.00
2026-01-16T21:46:00Z,67.00,34.00
2026-01-16T21:47:00Z,67.00,34.00
2026-01-16T21:48:00Z,67.00,34.00
2026-01-16T21:50:00Z,67.00,34.00
2026-01-16T21:52:00Z,67.00,34.00
2026-01-16T21:55:00Z,67.00,34.00
2026-01-16T21:58:00Z,67.00,34.00
2026-01-16T22:00:00Z,67.00,34.00
2026-01-16T22:02:00Z,67.00,34.00
2026-01-16T22:06:00Z,67.00,34.00
2026-01-16T22:07:00Z,67.00,34.00
2026-01-16T22:08:00Z,67.00,34.00
2026-01-16T22:09:00Z,67.00,34.00
2026-01-16T22:11:00Z,67.00,34.00
2026-01-16T22:12:00Z,67.00,34.00
2026-01-16T22:13:00Z,67.00,34.00
2026-01-16T22:14:00Z,67.00,34.00
2026-01-16T22:16:00Z,67.00,34.00
2026-01-16T22:20:00Z,67.00,34.00
2026-01-16T22:24:00Z,67.00,34.00
2026-01-16T22:28:00Z,67.00,34.00
2026-01-16T22:35:00Z,67.00,34.00
2026-01-16T22:37:00Z,67.00,34.00
2026-01-16T22:38:00Z,67.00,34.00
2026-01-16T22:39:00Z,67.00,34.00
2026-01-16T22:41:00Z,67.00,34.00
2026-01-16T22:42:00Z,67.00,33.00
2026-01-16T22:44:00Z,67.00,34.00
2026-01-16T22:45:00Z,67.00,34.00
2026-01-16T22:46:00Z,67.00,34.00
2026-01-16T22:47:00Z,67.00,34.00
2026-01-16T22:48:00Z,66.00,34.00
2026-01-16T22:51:00Z,67.00,34.00
2026-01-16T22:54:00Z,67.00,34.00
2026-01-16T22:55:00Z,67.00,34.00
2026-01-16T23:00:00Z,67.00,34.00
2026-01-16T23:01:00Z,67.00,34.00
2026-01-16T23:06:00Z,67.00,34.00
2026-01-16T23:07:00Z,67.00,34.00
2026-01-16T23:09:00Z,67.00,34.00
2026-01-16T23:11:00Z,67.00,34.00
2026-01-16T23:12:00Z,67.00,34.00
2026-01-16T23:14:00Z,67.00,34.00
2026-01-16T23:16:00Z,67.00,34.00
2026-01-16T23:17:00Z,67.00,34.00
2026-01-16T23:19:00Z,67.00,34.00
2026-01-16T23:20:00Z,67.00,34.00
2026-01-16T23:21:00Z,67.00,34.00
2026-01-16T23:24:00Z,67.00,34.00
2026-01-16T23:25:00Z,67.00,35.00
2026-01-16T23:28:00Z,67.00,35.00
2026-01-16T23:29:00Z,67.00,34.46
2026-01-16T23:31:00Z,67.00,35.00
2026-01-16T23:33:00Z,67.00,35.00
2026-01-16T23:34:00Z,66.00,35.00
