# event_ticker=KXATPCHALLENGERMATCH-26FEB10KOUSQU
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Henri Squire
# fav_player=Moise Kouame
# dog_player=Henri Squire
# kalshi_date=2026-02-10
timestamp,Moise Kouame,Henri Squire
2026-02-10T11:04:00Z,,47.00
2026-02-10T11:05:00Z,,47.00
2026-02-10T11:28:00Z,55.00,47.00
2026-02-10T11:29:00Z,55.00,48.00
2026-02-10T11:36:00Z,55.00,46.08
2026-02-10T11:40:00Z,55.00,48.00
2026-02-10T12:12:00Z,55.00,49.00
2026-02-10T13:03:00Z,58.00,49.00
2026-02-10T13:45:00Z,58.00,45.00
2026-02-10T13:46:00Z,58.00,45.00
2026-02-10T14:08:00Z,59.00,45.00
2026-02-10T14:57:00Z,56.00,45.00
2026-02-10T14:58:00Z,56.00,45.00
2026-02-10T15:00:00Z,56.19,45.00
2026-02-10T15:10:00Z,57.00,45.00
2026-02-10T15:21:00Z,56.00,45.00
2026-02-10T15:26:00Z,56.00,45.00
2026-02-10T15:27:00Z,56.00,45.00
2026-02-10T15:30:00Z,57.00,45.00
2026-02-10T15:36:00Z,57.00,45.00
2026-02-10T15:47:00Z,57.00,45.00
2026-02-10T15:50:00Z,57.00,44.95
2026-02-10T15:53:00Z,58.00,44.95
2026-02-10T15:57:00Z,58.00,44.95
2026-02-10T16:07:00Z,55.00,45.00
2026-02-10T16:09:00Z,55.00,45.00
2026-02-10T16:10:00Z,55.00,45.00
2026-02-10T16:11:00Z,55.00,45.00
2026-02-10T16:12:00Z,55.00,45.27
2026-02-10T16:32:00Z,52.00,45.27
2026-02-10T16:33:00Z,52.00,45.27
2026-02-10T16:38:00Z,52.00,50.00
2026-02-10T16:42:00Z,52.00,50.00
2026-02-10T16:52:00Z,52.00,50.69
2026-02-10T16:55:00Z,52.00,50.69
2026-02-10T16:58:00Z,52.00,51.00
2026-02-10T17:01:00Z,52.00,51.00
2026-02-10T17:02:00Z,52.00,51.00
2026-02-10T17:04:00Z,52.00,51.00
2026-02-10T17:07:00Z,52.00,51.00
2026-02-10T17:14:00Z,49.00,50.00
2026-02-10T17:15:00Z,48.83,50.00
2026-02-10T17:16:00Z,48.00,50.00
2026-02-10T17:17:00Z,48.00,50.00
2026-02-10T17:21:00Z,49.00,54.00
2026-02-10T17:25:00Z,49.00,53.00
2026-02-10T17:29:00Z,49.00,53.00
2026-02-10T17:32:00Z,48.00,53.00
2026-02-10T17:36:00Z,46.00,53.00
2026-02-10T17:37:00Z,49.00,53.00
2026-02-10T17:38:00Z,49.37,52.40
2026-02-10T17:39:00Z,50.00,53.00
2026-02-10T17:40:00Z,50.00,53.00
2026-02-10T17:41:00Z,47.24,52.27
2026-02-10T17:42:00Z,48.10,51.43
2026-02-10T17:43:00Z,50.56,44.19
2026-02-10T17:44:00Z,54.52,47.05
2026-02-10T17:45:00Z,54.52,52.37
2026-02-10T17:46:00Z,48.00,53.00
2026-02-10T17:47:00Z,50.25,49.09
2026-02-10T17:48:00Z,52.54,48.33
2026-02-10T17:49:00Z,52.59,48.00
2026-02-10T17:50:00Z,52.97,49.00
2026-02-10T17:51:00Z,51.01,47.39
2026-02-10T17:52:00Z,54.25,46.03
2026-02-10T17:53:00Z,53.00,48.87
2026-02-10T17:54:00Z,55.65,47.28
2026-02-10T17:55:00Z,53.80,46.00
2026-02-10T17:56:00Z,52.82,48.92
2026-02-10T17:57:00Z,51.00,49.00
2026-02-10T17:58:00Z,55.90,45.07
2026-02-10T17:59:00Z,54.81,46.25
2026-02-10T18:00:00Z,50.49,48.09
2026-02-10T18:01:00Z,46.45,54.51
2026-02-10T18:02:00Z,34.89,66.66
2026-02-10T18:03:00Z,32.47,68.33
2026-02-10T18:04:00Z,33.74,62.88
2026-02-10T18:05:00Z,42.24,59.95
2026-02-10T18:06:00Z,38.00,63.26
2026-02-10T18:07:00Z,41.21,62.75
2026-02-10T18:08:00Z,33.86,66.82
2026-02-10T18:09:00Z,31.97,67.41
2026-02-10T18:10:00Z,33.04,68.27
2026-02-10T18:11:00Z,31.16,69.80
2026-02-10T18:12:00Z,33.76,67.69
2026-02-10T18:13:00Z,33.24,66.19
2026-02-10T18:14:00Z,33.58,67.08
2026-02-10T18:15:00Z,31.54,68.98
2026-02-10T18:16:00Z,31.05,69.00
2026-02-10T18:17:00Z,31.93,67.45
2026-02-10T18:18:00Z,33.71,65.67
2026-02-10T18:19:00Z,35.88,69.42
2026-02-10T18:20:00Z,30.06,71.33
2026-02-10T18:21:00Z,31.15,69.91
2026-02-10T18:22:00Z,30.21,71.05
2026-02-10T18:23:00Z,34.92,68.97
2026-02-10T18:24:00Z,32.95,68.90
2026-02-10T18:25:00Z,33.06,65.12
2026-02-10T18:26:00Z,39.69,62.09
2026-02-10T18:27:00Z,43.97,58.57
2026-02-10T18:28:00Z,45.17,55.39
2026-02-10T18:29:00Z,48.09,53.89
2026-02-10T18:30:00Z,48.80,52.90
2026-02-10T18:31:00Z,47.53,53.87
2026-02-10T18:32:00Z,50.01,50.66
2026-02-10T18:33:00Z,48.22,53.92
2026-02-10T18:34:00Z,46.79,54.28
2026-02-10T18:35:00Z,47.04,52.88
2026-02-10T18:36:00Z,50.69,49.32
2026-02-10T18:37:00Z,50.62,49.61
2026-02-10T18:38:00Z,49.93,51.92
2026-02-10T18:39:00Z,46.41,53.88
2026-02-10T18:40:00Z,48.61,54.16
2026-02-10T18:41:00Z,43.41,63.57
2026-02-10T18:42:00Z,27.04,72.86
2026-02-10T18:43:00Z,28.99,73.21
2026-02-10T18:44:00Z,28.07,70.53
2026-02-10T18:45:00Z,35.12,69.62
2026-02-10T18:46:00Z,39.50,62.36
2026-02-10T18:47:00Z,33.92,65.95
2026-02-10T18:48:00Z,29.80,72.42
2026-02-10T18:49:00Z,28.34,75.67
2026-02-10T18:50:00Z,27.18,73.64
2026-02-10T18:51:00Z,27.73,72.91
2026-02-10T18:52:00Z,27.83,72.50
2026-02-10T18:53:00Z,28.87,72.70
2026-02-10T18:54:00Z,33.74,67.30
2026-02-10T18:55:00Z,43.16,56.06
2026-02-10T18:56:00Z,44.43,57.22
2026-02-10T18:57:00Z,45.76,51.96
2026-02-10T18:58:00Z,42.02,56.60
2026-02-10T18:59:00Z,45.94,54.17
2026-02-10T19:00:00Z,43.86,54.02
2026-02-10T19:01:00Z,33.56,62.85
2026-02-10T19:02:00Z,30.10,70.75
2026-02-10T19:03:00Z,30.76,70.17
2026-02-10T19:04:00Z,33.76,69.22
2026-02-10T19:05:00Z,24.59,76.29
2026-02-10T19:06:00Z,20.11,81.81
2026-02-10T19:07:00Z,7.22,92.65
2026-02-10T19:08:00Z,4.96,95.69
2026-02-10T19:09:00Z,3.45,97.70
2026-02-10T19:10:00Z,2.23,98.81
2026-02-10T19:11:00Z,3.38,99.00
2026-02-10T19:12:00Z,3.38,99.00
2026-02-10T19:13:00Z,1.00,99.00
2026-02-10T19:14:00Z,1.00,99.00
2026-02-10T19:15:00Z,1.00,99.00
2026-02-10T19:16:00Z,1.00,99.00
2026-02-10T19:17:00Z,1.00,99.00
