# event_ticker=KXATPMATCH-25SEP28RUUVUK
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Casper Ruud
# fav_player=Aleksandar Vukic
# dog_player=Casper Ruud
# kalshi_date=2025-09-28
timestamp,Aleksandar Vukic,Casper Ruud
2025-09-27T21:44:00Z,,73.00
2025-09-27T22:16:00Z,,74.00
2025-09-27T22:21:00Z,,73.00
2025-09-27T22:22:00Z,,73.00
2025-09-27T22:23:00Z,,73.00
2025-09-27T23:18:00Z,,74.00
2025-09-27T23:51:00Z,,74.00
2025-09-27T23:55:00Z,,74.00
2025-09-28T01:02:00Z,27.00,74.00
2025-09-28T01:38:00Z,27.00,74.00
2025-09-28T02:04:00Z,27.00,74.00
2025-09-28T02:31:00Z,27.00,74.00
2025-09-28T02:56:00Z,27.00,74.00
2025-09-28T03:30:00Z,27.00,74.00
2025-09-28T04:04:00Z,27.00,74.00
2025-09-28T04:06:00Z,27.00,74.00
2025-09-28T04:07:00Z,27.00,74.00
2025-09-28T04:22:00Z,27.00,74.00
2025-09-28T04:25:00Z,27.00,74.00
2025-09-28T04:28:00Z,27.00,74.00
2025-09-28T04:33:00Z,27.00,74.00
2025-09-28T04:36:00Z,27.00,74.00
2025-09-28T04:37:00Z,27.00,74.00
2025-09-28T04:40:00Z,27.00,74.00
2025-09-28T04:42:00Z,27.00,74.00
2025-09-28T04:48:00Z,27.00,74.00
2025-09-28T04:56:00Z,27.00,74.00
2025-09-28T05:10:00Z,27.00,74.00
2025-09-28T05:11:00Z,27.00,73.00
2025-09-28T05:12:00Z,27.00,74.00
2025-09-28T05:21:00Z,27.00,74.00
2025-09-28T05:27:00Z,27.00,74.00
2025-09-28T05:36:00Z,27.00,72.74
2025-09-28T05:37:00Z,27.00,72.74
2025-09-28T05:40:00Z,26.00,72.74
2025-09-28T05:44:00Z,26.00,74.00
2025-09-28T05:47:00Z,26.00,74.00
2025-09-28T05:55:00Z,26.00,74.00
2025-09-28T05:58:00Z,26.00,74.00
2025-09-28T06:00:00Z,26.00,74.00
2025-09-28T06:02:00Z,27.00,74.00
2025-09-28T06:04:00Z,27.00,74.00
2025-09-28T06:09:00Z,27.00,74.00
2025-09-28T06:14:00Z,26.00,75.29
2025-09-28T06:17:00Z,26.00,74.00
2025-09-28T06:20:00Z,26.00,74.00
2025-09-28T06:21:00Z,27.00,74.00
2025-09-28T06:24:00Z,27.00,74.00
2025-09-28T06:28:00Z,27.00,74.00
2025-09-28T06:32:00Z,27.00,74.00
2025-09-28T06:36:00Z,27.00,74.00
2025-09-28T06:37:00Z,27.00,74.00
2025-09-28T06:40:00Z,27.00,74.00
2025-09-28T06:44:00Z,27.00,74.00
2025-09-28T06:50:00Z,27.00,74.00
2025-09-28T06:52:00Z,27.00,74.00
2025-09-28T06:54:00Z,27.00,74.00
2025-09-28T06:56:00Z,27.00,74.00
2025-09-28T07:04:00Z,27.00,74.00
2025-09-28T07:05:00Z,27.00,73.63
2025-09-28T07:06:00Z,27.00,73.63
2025-09-28T07:08:00Z,27.00,73.63
2025-09-28T07:10:00Z,28.00,73.63
2025-09-28T07:12:00Z,26.00,73.63
2025-09-28T07:13:00Z,25.00,77.00
2025-09-28T07:14:00Z,28.95,75.40
2025-09-28T07:15:00Z,27.00,76.00
2025-09-28T07:16:00Z,28.00,76.00
2025-09-28T07:18:00Z,25.00,76.00
2025-09-28T07:19:00Z,25.00,76.00
2025-09-28T07:20:00Z,27.00,75.00
2025-09-28T07:21:00Z,28.71,74.00
2025-09-28T07:22:00Z,30.04,73.00
2025-09-28T07:23:00Z,28.00,73.00
2025-09-28T07:24:00Z,28.00,73.00
2025-09-28T07:25:00Z,25.36,75.00
2025-09-28T07:26:00Z,27.00,75.00
2025-09-28T07:27:00Z,31.00,71.00
2025-09-28T07:28:00Z,31.00,70.00
2025-09-28T07:29:00Z,37.17,62.00
2025-09-28T07:30:00Z,35.35,67.00
2025-09-28T07:31:00Z,31.12,69.83
2025-09-28T07:32:00Z,31.12,72.00
2025-09-28T07:33:00Z,29.72,72.00
2025-09-28T07:34:00Z,29.00,72.00
2025-09-28T07:35:00Z,29.00,78.01
2025-09-28T07:36:00Z,25.00,78.00
2025-09-28T07:37:00Z,18.43,80.39
2025-09-28T07:38:00Z,11.00,80.39
2025-09-28T07:39:00Z,13.00,88.02
2025-09-28T07:40:00Z,11.82,90.00
2025-09-28T07:41:00Z,10.00,90.00
2025-09-28T07:42:00Z,12.12,90.00
2025-09-28T07:43:00Z,13.00,89.00
2025-09-28T07:45:00Z,14.00,85.08
2025-09-28T07:46:00Z,12.62,88.97
2025-09-28T07:47:00Z,11.00,89.00
2025-09-28T07:48:00Z,8.00,89.00
2025-09-28T07:49:00Z,5.00,94.03
2025-09-28T07:50:00Z,3.80,95.13
2025-09-28T07:51:00Z,3.85,96.11
2025-09-28T07:52:00Z,3.00,97.07
2025-09-28T07:53:00Z,2.29,97.07
2025-09-28T07:54:00Z,2.29,98.00
2025-09-28T07:55:00Z,3.00,98.33
2025-09-28T07:56:00Z,1.12,98.33
2025-09-28T07:57:00Z,2.00,98.33
2025-09-28T07:59:00Z,2.00,98.33
2025-09-28T08:01:00Z,2.00,98.00
2025-09-28T08:02:00Z,2.00,98.00
2025-09-28T08:07:00Z,1.00,98.00
2025-09-28T08:08:00Z,1.00,99.00
2025-09-28T08:11:00Z,1.00,99.00
