# event_ticker=KXATPCHALLENGERMATCH-26MAR20AJDDOD
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Matej Dodig
# fav_player=Duje Ajdukovic
# dog_player=Matej Dodig
# kalshi_date=2026-03-20
timestamp,Duje Ajdukovic,Matej Dodig
2026-03-19T22:30:00Z,,54.00
2026-03-19T22:48:00Z,,53.00
2026-03-19T23:05:00Z,,54.00
2026-03-20T01:30:00Z,,53.00
2026-03-20T02:05:00Z,49.05,53.00
2026-03-20T02:07:00Z,49.05,52.00
2026-03-20T02:12:00Z,49.05,52.00
2026-03-20T02:14:00Z,49.05,52.00
2026-03-20T02:28:00Z,49.05,52.00
2026-03-20T02:44:00Z,49.05,52.00
2026-03-20T02:45:00Z,49.05,52.30
2026-03-20T02:48:00Z,49.05,53.00
2026-03-20T02:54:00Z,49.05,53.00
2026-03-20T03:10:00Z,49.05,54.00
2026-03-20T03:13:00Z,49.05,53.00
2026-03-20T03:23:00Z,49.00,53.00
2026-03-20T03:25:00Z,49.00,53.00
2026-03-20T03:35:00Z,49.00,54.04
2026-03-20T03:45:00Z,49.00,54.00
2026-03-20T03:47:00Z,49.00,54.00
2026-03-20T03:52:00Z,49.00,54.00
2026-03-20T03:53:00Z,48.00,54.00
2026-03-20T04:01:00Z,48.00,54.00
2026-03-20T04:03:00Z,48.00,54.00
2026-03-20T04:13:00Z,48.00,54.00
2026-03-20T04:18:00Z,48.00,54.00
2026-03-20T04:21:00Z,48.00,54.00
2026-03-20T04:31:00Z,48.00,54.00
2026-03-20T04:34:00Z,48.02,54.00
2026-03-20T04:39:00Z,49.00,54.00
2026-03-20T04:41:00Z,49.00,54.00
2026-03-20T04:42:00Z,47.39,54.00
2026-03-20T04:43:00Z,47.39,54.00
2026-03-20T04:44:00Z,47.39,54.00
2026-03-20T04:45:00Z,47.39,54.00
2026-03-20T04:46:00Z,47.00,54.00
2026-03-20T04:49:00Z,47.00,54.00
2026-03-20T04:50:00Z,47.00,54.00
2026-03-20T04:52:00Z,47.00,54.00
2026-03-20T04:56:00Z,47.00,54.79
2026-03-20T04:58:00Z,47.00,54.79
2026-03-20T05:01:00Z,47.00,54.79
2026-03-20T05:02:00Z,47.00,55.00
2026-03-20T05:06:00Z,47.00,55.00
2026-03-20T05:08:00Z,47.00,55.00
2026-03-20T05:11:00Z,47.00,55.00
2026-03-20T05:12:00Z,47.00,55.00
2026-03-20T05:13:00Z,47.00,55.00
2026-03-20T05:16:00Z,47.00,55.00
2026-03-20T05:18:00Z,47.02,55.00
2026-03-20T05:21:00Z,47.02,55.00
2026-03-20T05:23:00Z,47.02,55.00
2026-03-20T05:24:00Z,47.02,55.00
2026-03-20T05:27:00Z,47.02,55.03
2026-03-20T05:28:00Z,47.02,55.00
2026-03-20T05:29:00Z,45.35,55.00
2026-03-20T05:30:00Z,45.35,55.00
2026-03-20T05:31:00Z,47.00,55.00
2026-03-20T05:32:00Z,47.00,55.00
2026-03-20T05:33:00Z,48.13,55.00
2026-03-20T05:34:00Z,47.14,54.00
2026-03-20T05:35:00Z,47.34,54.00
2026-03-20T05:36:00Z,47.34,54.00
2026-03-20T05:38:00Z,47.00,54.00
2026-03-20T05:40:00Z,47.00,54.00
2026-03-20T05:42:00Z,47.00,54.00
2026-03-20T05:44:00Z,47.00,54.00
2026-03-20T05:46:00Z,47.00,54.18
2026-03-20T05:48:00Z,47.00,55.00
2026-03-20T05:50:00Z,47.00,55.00
2026-03-20T05:51:00Z,47.00,55.00
2026-03-20T05:52:00Z,47.00,55.00
2026-03-20T05:53:00Z,46.00,55.00
2026-03-20T05:54:00Z,46.00,55.00
2026-03-20T05:55:00Z,46.00,55.00
2026-03-20T05:58:00Z,46.00,55.00
2026-03-20T05:59:00Z,47.00,55.00
2026-03-20T06:00:00Z,47.00,55.00
2026-03-20T06:01:00Z,47.00,55.00
2026-03-20T06:03:00Z,47.00,55.00
2026-03-20T06:05:00Z,47.00,55.00
2026-03-20T06:06:00Z,47.00,55.37
2026-03-20T06:07:00Z,47.00,55.37
2026-03-20T06:08:00Z,47.00,55.40
2026-03-20T06:09:00Z,47.00,56.00
2026-03-20T06:11:00Z,46.00,56.00
2026-03-20T06:13:00Z,46.00,56.00
2026-03-20T06:17:00Z,46.00,56.00
2026-03-20T06:18:00Z,46.00,56.00
2026-03-20T06:19:00Z,46.00,56.00
2026-03-20T06:21:00Z,46.00,56.00
2026-03-20T06:23:00Z,46.00,56.00
2026-03-20T06:24:00Z,46.00,56.00
2026-03-20T06:26:00Z,46.00,56.00
2026-03-20T06:27:00Z,46.00,55.46
2026-03-20T06:28:00Z,46.00,56.00
2026-03-20T06:29:00Z,46.00,56.00
2026-03-20T06:31:00Z,46.00,56.00
2026-03-20T06:32:00Z,46.00,56.00
2026-03-20T06:34:00Z,46.00,55.00
2026-03-20T06:35:00Z,46.00,55.00
2026-03-20T06:40:00Z,46.00,55.00
2026-03-20T06:41:00Z,46.00,55.00
2026-03-20T06:43:00Z,46.00,55.00
2026-03-20T06:44:00Z,46.00,55.00
2026-03-20T06:46:00Z,46.00,55.00
2026-03-20T06:47:00Z,46.00,55.00
2026-03-20T06:48:00Z,46.00,55.00
2026-03-20T06:50:00Z,46.00,55.00
2026-03-20T06:56:00Z,46.00,55.00
2026-03-20T06:59:00Z,46.00,55.00
2026-03-20T07:00:00Z,46.00,55.00
2026-03-20T07:04:00Z,46.00,55.00
2026-03-20T07:05:00Z,46.00,55.00
2026-03-20T07:08:00Z,46.00,55.00
2026-03-20T07:10:00Z,46.00,55.00
2026-03-20T07:12:00Z,46.00,55.00
2026-03-20T07:15:00Z,46.00,55.00
2026-03-20T07:16:00Z,46.00,55.00
2026-03-20T07:17:00Z,46.00,53.00
2026-03-20T07:20:00Z,46.00,54.00
2026-03-20T07:21:00Z,46.00,54.00
2026-03-20T07:22:00Z,46.00,54.00
2026-03-20T07:23:00Z,46.00,54.00
2026-03-20T07:29:00Z,46.00,54.00
2026-03-20T07:32:00Z,46.00,54.00
2026-03-20T07:33:00Z,47.00,54.00
2026-03-20T07:35:00Z,47.00,54.00
2026-03-20T07:36:00Z,47.00,54.00
2026-03-20T07:37:00Z,48.00,54.00
2026-03-20T07:39:00Z,48.00,54.00
2026-03-20T07:41:00Z,48.00,54.00
2026-03-20T07:44:00Z,48.00,54.00
2026-03-20T07:46:00Z,48.00,54.00
2026-03-20T07:49:00Z,48.00,54.00
2026-03-20T07:51:00Z,48.00,54.00
2026-03-20T07:57:00Z,48.00,54.00
2026-03-20T08:01:00Z,47.03,54.00
2026-03-20T08:04:00Z,47.03,54.00
2026-03-20T08:05:00Z,47.03,54.00
2026-03-20T08:06:00Z,47.66,54.00
2026-03-20T08:10:00Z,47.66,54.00
2026-03-20T08:18:00Z,47.66,54.00
2026-03-20T08:19:00Z,47.66,54.00
2026-03-20T08:20:00Z,47.66,54.00
2026-03-20T08:24:00Z,47.66,54.00
2026-03-20T08:27:00Z,47.66,54.00
2026-03-20T08:28:00Z,47.66,54.00
2026-03-20T08:30:00Z,48.00,54.00
2026-03-20T08:31:00Z,48.00,54.00
2026-03-20T08:32:00Z,48.00,54.00
2026-03-20T08:34:00Z,48.00,54.00
2026-03-20T08:35:00Z,48.00,54.00
2026-03-20T08:36:00Z,48.00,54.00
2026-03-20T08:38:00Z,48.00,53.00
2026-03-20T08:40:00Z,48.00,53.00
2026-03-20T08:42:00Z,48.00,53.00
2026-03-20T08:46:00Z,48.00,53.00
2026-03-20T08:48:00Z,48.00,53.69
2026-03-20T08:49:00Z,48.00,54.00
2026-03-20T08:50:00Z,48.00,54.00
2026-03-20T08:52:00Z,48.00,54.00
2026-03-20T08:54:00Z,48.00,54.00
2026-03-20T08:55:00Z,48.00,54.00
2026-03-20T08:57:00Z,48.00,53.00
2026-03-20T08:58:00Z,48.00,54.00
2026-03-20T09:00:00Z,48.00,54.16
2026-03-20T09:01:00Z,48.00,54.16
2026-03-20T09:02:00Z,48.00,54.65
2026-03-20T09:03:00Z,48.00,54.65
2026-03-20T09:05:00Z,48.00,54.00
2026-03-20T09:06:00Z,48.00,54.00
2026-03-20T09:07:00Z,47.00,54.00
2026-03-20T09:08:00Z,47.00,54.00
2026-03-20T09:09:00Z,48.00,54.79
2026-03-20T09:10:00Z,48.00,55.00
2026-03-20T09:11:00Z,48.00,51.94
2026-03-20T09:12:00Z,48.00,54.00
