# event_ticker=KXATPCHALLENGERMATCH-26MAY14COLSHE
# final_score=7-6(5) 4-0 RET
# match_winner=Raphael Collignon
# fav_player=Raphael Collignon
# dog_player=Alexander Shevchenko
# kalshi_date=2026-05-14
timestamp,Raphael Collignon,Alexander Shevchenko
2026-05-14T00:51:00Z,73.00,
2026-05-14T02:02:00Z,74.00,
2026-05-14T02:34:00Z,74.00,28.00
2026-05-14T02:52:00Z,74.00,27.00
2026-05-14T03:06:00Z,74.00,27.00
2026-05-14T03:12:00Z,74.00,27.00
2026-05-14T03:33:00Z,74.00,27.00
2026-05-14T03:36:00Z,74.00,27.00
2026-05-14T03:48:00Z,74.00,27.00
2026-05-14T03:58:00Z,75.00,27.00
2026-05-14T03:59:00Z,75.00,27.00
2026-05-14T04:21:00Z,74.00,27.00
2026-05-14T04:25:00Z,74.00,27.00
2026-05-14T04:31:00Z,74.05,27.00
2026-05-14T04:36:00Z,74.05,27.00
2026-05-14T04:38:00Z,73.02,27.00
2026-05-14T04:51:00Z,74.00,27.00
2026-05-14T04:54:00Z,75.00,27.00
2026-05-14T05:02:00Z,75.00,27.00
2026-05-14T05:03:00Z,75.00,27.00
2026-05-14T05:11:00Z,75.00,27.00
2026-05-14T05:14:00Z,75.00,27.00
2026-05-14T05:19:00Z,74.00,27.00
2026-05-14T05:25:00Z,75.00,27.00
2026-05-14T05:32:00Z,75.00,27.00
2026-05-14T05:45:00Z,74.00,27.00
2026-05-14T05:51:00Z,74.00,26.00
2026-05-14T05:55:00Z,74.00,26.00
2026-05-14T06:04:00Z,74.00,26.00
2026-05-14T06:30:00Z,74.00,27.00
2026-05-14T06:51:00Z,74.00,27.00
2026-05-14T09:01:00Z,74.00,30.93
2026-05-14T09:02:00Z,74.00,31.00
2026-05-14T09:03:00Z,66.00,39.27
2026-05-14T09:04:00Z,67.40,33.10
2026-05-14T09:05:00Z,63.18,34.98
2026-05-14T09:06:00Z,69.00,31.74
2026-05-14T09:07:00Z,67.00,30.83
2026-05-14T09:08:00Z,70.00,32.53
2026-05-14T09:09:00Z,69.53,30.95
2026-05-14T09:10:00Z,70.00,29.02
2026-05-14T09:11:00Z,68.00,31.00
2026-05-14T09:12:00Z,68.00,29.67
2026-05-14T09:13:00Z,68.00,29.00
2026-05-14T09:14:00Z,70.19,31.39
2026-05-14T09:15:00Z,63.02,35.29
2026-05-14T09:16:00Z,63.00,37.87
2026-05-14T09:17:00Z,63.96,39.01
2026-05-14T09:18:00Z,66.88,32.57
2026-05-14T09:19:00Z,71.04,28.09
2026-05-14T09:20:00Z,74.80,25.00
2026-05-14T09:21:00Z,79.27,23.43
2026-05-14T09:22:00Z,81.25,18.36
2026-05-14T09:23:00Z,81.25,17.13
2026-05-14T09:25:00Z,85.00,16.00
2026-05-14T09:26:00Z,85.00,11.92
2026-05-14T09:27:00Z,85.00,12.00
2026-05-14T09:28:00Z,87.00,12.00
2026-05-14T09:29:00Z,88.00,13.00
2026-05-14T09:30:00Z,86.00,13.00
2026-05-14T09:31:00Z,87.00,13.00
2026-05-14T09:32:00Z,87.00,12.00
2026-05-14T09:33:00Z,87.00,12.00
2026-05-14T09:36:00Z,87.00,12.34
2026-05-14T09:37:00Z,87.00,12.00
2026-05-14T09:38:00Z,87.00,13.02
2026-05-14T09:41:00Z,87.00,12.23
2026-05-14T09:42:00Z,87.00,14.00
2026-05-14T09:44:00Z,87.00,14.00
2026-05-14T09:46:00Z,87.00,14.00
2026-05-14T09:47:00Z,87.00,14.00
2026-05-14T09:51:00Z,87.00,14.00
2026-05-14T09:53:00Z,87.00,13.00
2026-05-14T09:54:00Z,87.00,14.00
2026-05-14T09:55:00Z,87.00,14.00
2026-05-14T09:56:00Z,86.00,14.00
2026-05-14T10:01:00Z,86.00,14.00
2026-05-14T10:04:00Z,87.00,14.00
2026-05-14T10:09:00Z,87.00,13.00
2026-05-14T10:10:00Z,87.00,13.00
2026-05-14T10:12:00Z,87.00,14.00
2026-05-14T10:13:00Z,87.00,13.99
2026-05-14T10:15:00Z,87.00,13.99
2026-05-14T10:16:00Z,86.00,13.99
2026-05-14T10:17:00Z,86.00,13.00
2026-05-14T10:18:00Z,86.00,14.00
2026-05-14T10:20:00Z,87.00,14.00
2026-05-14T10:21:00Z,87.00,14.00
2026-05-14T10:22:00Z,86.00,14.00
2026-05-14T10:23:00Z,87.00,14.00
2026-05-14T10:26:00Z,85.16,14.00
2026-05-14T10:27:00Z,85.16,14.00
2026-05-14T10:29:00Z,85.16,15.00
2026-05-14T10:31:00Z,86.00,15.00
2026-05-14T10:32:00Z,87.00,13.00
2026-05-14T10:35:00Z,87.00,15.00
2026-05-14T10:36:00Z,87.00,15.00
2026-05-14T10:37:00Z,87.00,15.00
2026-05-14T10:38:00Z,86.00,15.00
2026-05-14T10:39:00Z,85.28,15.00
2026-05-14T10:43:00Z,86.00,15.00
2026-05-14T10:48:00Z,85.00,15.00
2026-05-14T10:49:00Z,85.00,15.00
2026-05-14T10:50:00Z,86.00,15.00
2026-05-14T10:51:00Z,86.00,15.00
2026-05-14T10:52:00Z,86.00,15.00
2026-05-14T10:53:00Z,85.00,15.00
2026-05-14T10:54:00Z,86.00,15.00
2026-05-14T10:55:00Z,86.00,15.00
2026-05-14T10:56:00Z,86.00,14.00
2026-05-14T10:58:00Z,85.00,14.00
2026-05-14T10:59:00Z,86.00,15.00
2026-05-14T11:00:00Z,86.00,15.00
2026-05-14T11:02:00Z,86.00,15.00
2026-05-14T11:03:00Z,86.00,14.00
2026-05-14T11:06:00Z,86.00,15.00
2026-05-14T11:07:00Z,86.00,15.00
2026-05-14T11:08:00Z,86.00,14.00
2026-05-14T11:11:00Z,86.00,14.49
2026-05-14T11:15:00Z,86.00,14.00
2026-05-14T11:16:00Z,86.00,14.00
2026-05-14T11:17:00Z,85.03,14.00
2026-05-14T11:18:00Z,85.03,14.00
2026-05-14T11:19:00Z,86.00,14.00
2026-05-14T11:21:00Z,86.00,14.00
2026-05-14T11:22:00Z,85.00,15.00
2026-05-14T11:23:00Z,82.24,15.00
2026-05-14T11:24:00Z,84.00,15.00
2026-05-14T11:25:00Z,84.00,17.00
2026-05-14T11:26:00Z,84.00,15.04
2026-05-14T11:28:00Z,84.00,15.04
2026-05-14T11:29:00Z,85.00,15.04
2026-05-14T11:30:00Z,85.00,15.04
2026-05-14T11:31:00Z,85.00,15.00
2026-05-14T11:32:00Z,85.00,17.00
2026-05-14T11:34:00Z,85.00,17.00
2026-05-14T11:35:00Z,84.49,17.00
2026-05-14T11:37:00Z,84.49,17.00
2026-05-14T11:38:00Z,84.49,17.00
2026-05-14T11:41:00Z,85.11,17.00
2026-05-14T11:42:00Z,85.00,17.00
2026-05-14T11:43:00Z,85.00,16.00
2026-05-14T11:46:00Z,85.00,16.48
2026-05-14T11:47:00Z,85.00,16.00
2026-05-14T11:48:00Z,85.00,16.00
2026-05-14T11:49:00Z,86.00,16.00
2026-05-14T11:50:00Z,86.00,16.00
2026-05-14T11:53:00Z,86.00,16.00
2026-05-14T11:54:00Z,86.00,16.00
2026-05-14T11:55:00Z,86.00,16.00
2026-05-14T11:56:00Z,86.00,16.00
2026-05-14T11:57:00Z,84.11,16.00
2026-05-14T11:58:00Z,84.11,16.00
2026-05-14T11:59:00Z,82.18,16.00
2026-05-14T12:00:00Z,85.00,16.00
2026-05-14T12:02:00Z,85.00,14.97
2026-05-14T12:04:00Z,83.00,14.97
2026-05-14T12:05:00Z,85.00,16.00
2026-05-14T12:06:00Z,85.00,16.00
2026-05-14T12:07:00Z,85.00,16.00
2026-05-14T12:08:00Z,85.00,16.09
2026-05-14T12:09:00Z,85.00,16.30
2026-05-14T12:10:00Z,85.00,16.00
2026-05-14T12:11:00Z,85.00,15.39
2026-05-14T12:12:00Z,85.00,17.00
2026-05-14T12:13:00Z,85.00,16.30
2026-05-14T12:14:00Z,85.00,17.00
2026-05-14T12:15:00Z,85.00,15.00
2026-05-14T12:17:00Z,85.00,15.00
2026-05-14T12:19:00Z,85.00,15.00
2026-05-14T12:20:00Z,84.35,16.31
2026-05-14T12:21:00Z,84.00,16.67
2026-05-14T12:22:00Z,84.91,15.57
2026-05-14T12:23:00Z,84.00,15.57
2026-05-14T12:24:00Z,83.50,15.57
2026-05-14T12:25:00Z,83.47,16.00
2026-05-14T12:26:00Z,83.47,14.57
2026-05-14T12:27:00Z,82.51,15.54
2026-05-14T12:28:00Z,84.00,18.00
2026-05-14T12:29:00Z,84.00,15.76
2026-05-14T12:30:00Z,84.47,15.76
2026-05-14T12:31:00Z,82.02,15.76
2026-05-14T12:33:00Z,82.02,17.00
2026-05-14T12:34:00Z,82.02,17.00
2026-05-14T12:35:00Z,84.00,17.00
2026-05-14T12:36:00Z,84.00,17.00
2026-05-14T12:37:00Z,84.50,16.00
