# event_ticker=KXATPCHALLENGERMATCH-26MAY14COLSHE
# final_score=7-6(5) 4-0 RET
# match_winner=Raphael Collignon
# fav_player=Raphael Collignon
# dog_player=Alexander Shevchenko
# kalshi_date=2026-05-14
timestamp,Raphael Collignon,Alexander Shevchenko
2026-05-14T12:40:00Z,84.50,15.71
2026-05-14T12:41:00Z,84.50,16.00
2026-05-14T12:42:00Z,84.00,17.36
2026-05-14T12:43:00Z,84.00,17.36
2026-05-14T12:44:00Z,83.01,17.00
2026-05-14T12:45:00Z,84.00,17.00
2026-05-14T12:46:00Z,83.00,17.00
2026-05-14T12:47:00Z,83.00,15.00
2026-05-14T12:48:00Z,85.00,16.00
2026-05-14T12:49:00Z,85.00,16.00
2026-05-14T12:50:00Z,85.00,16.00
2026-05-14T12:51:00Z,83.03,15.06
2026-05-14T12:52:00Z,83.03,15.00
2026-05-14T12:53:00Z,83.98,15.00
2026-05-14T12:54:00Z,83.98,17.65
2026-05-14T12:56:00Z,80.85,17.96
2026-05-14T12:57:00Z,83.96,16.00
2026-05-14T12:58:00Z,86.00,15.00
2026-05-14T12:59:00Z,85.12,17.52
2026-05-14T13:00:00Z,78.98,23.66
2026-05-14T13:01:00Z,69.68,25.70
2026-05-14T13:02:00Z,68.88,32.88
2026-05-14T13:03:00Z,64.85,35.92
2026-05-14T13:04:00Z,62.71,36.79
2026-05-14T13:05:00Z,63.20,37.78
2026-05-14T13:06:00Z,66.10,33.57
2026-05-14T13:07:00Z,68.05,30.62
2026-05-14T13:08:00Z,77.32,29.39
2026-05-14T13:09:00Z,76.28,24.97
2026-05-14T13:10:00Z,83.11,16.44
2026-05-14T13:11:00Z,83.05,16.99
2026-05-14T13:12:00Z,83.92,20.13
2026-05-14T13:13:00Z,75.00,23.36
2026-05-14T13:14:00Z,69.00,32.73
2026-05-14T13:15:00Z,74.94,25.44
2026-05-14T13:16:00Z,80.18,19.71
2026-05-14T13:17:00Z,80.09,22.62
2026-05-14T13:18:00Z,78.53,24.86
2026-05-14T13:19:00Z,82.55,19.06
2026-05-14T13:20:00Z,71.21,29.29
2026-05-14T13:21:00Z,64.73,35.55
2026-05-14T13:22:00Z,70.77,31.02
2026-05-14T13:23:00Z,83.34,13.25
2026-05-14T13:24:00Z,87.01,12.89
2026-05-14T13:25:00Z,86.03,13.00
2026-05-14T13:26:00Z,87.95,13.30
2026-05-14T13:27:00Z,90.00,11.12
2026-05-14T13:28:00Z,89.08,10.97
2026-05-14T13:29:00Z,90.93,11.92
2026-05-14T13:30:00Z,94.53,5.89
2026-05-14T13:31:00Z,95.34,6.06
2026-05-14T13:32:00Z,96.99,3.01
2026-05-14T13:33:00Z,98.00,2.94
2026-05-14T13:34:00Z,98.00,2.12
2026-05-14T13:35:00Z,99.00,1.00
2026-05-14T13:36:00Z,99.00,1.00
2026-05-14T13:37:00Z,99.00,1.00
2026-05-14T13:38:00Z,99.00,1.00
2026-05-14T13:39:00Z,99.00,1.00
2026-05-14T13:40:00Z,99.00,1.00
