# event_ticker=KXATPCHALLENGERMATCH-26MAR24FORKOP
# final_score=6-3 6-4
# match_winner=Francesco Forti
# fav_player=Francesco Forti
# dog_player=Vit Kopriva
# kalshi_date=2026-03-24
timestamp,Francesco Forti,Vit Kopriva
2026-03-23T22:06:00Z,22.00,
2026-03-23T22:10:00Z,22.00,80.00
2026-03-23T22:44:00Z,22.00,80.00
2026-03-24T00:28:00Z,22.00,81.00
2026-03-24T00:41:00Z,20.00,81.00
2026-03-24T02:12:00Z,20.00,81.00
2026-03-24T03:15:00Z,20.00,81.00
2026-03-24T03:37:00Z,20.00,81.64
2026-03-24T03:45:00Z,20.00,82.00
2026-03-24T03:47:00Z,20.00,82.00
2026-03-24T03:59:00Z,20.00,82.21
2026-03-24T04:01:00Z,20.00,82.00
2026-03-24T04:03:00Z,19.00,82.00
2026-03-24T04:08:00Z,19.00,82.00
2026-03-24T04:19:00Z,19.00,82.00
2026-03-24T04:32:00Z,19.00,82.00
2026-03-24T04:33:00Z,19.00,82.00
2026-03-24T04:38:00Z,19.00,82.00
2026-03-24T04:47:00Z,19.00,82.00
2026-03-24T04:48:00Z,18.00,83.00
2026-03-24T04:49:00Z,18.00,83.00
2026-03-24T04:50:00Z,19.00,83.00
2026-03-24T04:51:00Z,19.00,83.00
2026-03-24T04:52:00Z,19.00,83.00
2026-03-24T04:55:00Z,19.00,83.00
2026-03-24T04:56:00Z,19.00,83.00
2026-03-24T04:59:00Z,19.00,83.00
2026-03-24T05:06:00Z,19.00,83.00
2026-03-24T05:08:00Z,19.00,83.00
2026-03-24T05:15:00Z,19.00,83.00
2026-03-24T05:19:00Z,19.00,83.00
2026-03-24T05:24:00Z,19.00,83.00
2026-03-24T05:25:00Z,18.00,83.00
2026-03-24T05:27:00Z,19.00,83.00
2026-03-24T05:35:00Z,19.00,83.00
2026-03-24T05:41:00Z,19.00,83.00
2026-03-24T05:46:00Z,19.00,83.00
2026-03-24T05:50:00Z,19.00,83.00
2026-03-24T06:15:00Z,19.00,83.00
2026-03-24T06:26:00Z,19.00,83.00
2026-03-24T06:30:00Z,19.00,83.00
2026-03-24T06:36:00Z,19.00,83.00
2026-03-24T06:58:00Z,19.00,83.00
2026-03-24T07:04:00Z,19.00,83.00
2026-03-24T07:07:00Z,19.00,83.00
2026-03-24T07:15:00Z,19.00,83.00
2026-03-24T07:16:00Z,19.00,83.00
2026-03-24T07:18:00Z,19.00,83.00
2026-03-24T07:42:00Z,19.00,83.00
2026-03-24T07:47:00Z,19.00,83.00
2026-03-24T07:49:00Z,19.00,83.00
2026-03-24T07:53:00Z,19.00,83.63
2026-03-24T07:54:00Z,19.00,83.63
2026-03-24T08:02:00Z,19.00,84.00
2026-03-24T08:05:00Z,19.00,84.00
2026-03-24T08:09:00Z,19.00,84.00
2026-03-24T08:19:00Z,19.00,84.00
2026-03-24T08:20:00Z,19.00,84.00
2026-03-24T08:21:00Z,19.00,84.00
2026-03-24T08:22:00Z,19.00,84.00
2026-03-24T08:23:00Z,19.00,84.00
2026-03-24T08:24:00Z,19.00,84.00
2026-03-24T08:25:00Z,19.00,84.00
2026-03-24T08:27:00Z,19.00,84.00
2026-03-24T08:33:00Z,19.00,84.00
2026-03-24T08:34:00Z,19.00,84.00
2026-03-24T08:35:00Z,17.20,84.00
2026-03-24T08:36:00Z,17.20,84.00
2026-03-24T08:38:00Z,17.20,84.00
2026-03-24T08:45:00Z,17.20,84.00
2026-03-24T08:48:00Z,16.00,84.00
2026-03-24T08:49:00Z,17.00,84.00
2026-03-24T08:50:00Z,17.00,84.00
