# event_ticker=KXATPMATCH-26MAR06BERZVE
# final_score=6-3 6-4
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Matteo Berrettini
# kalshi_date=2026-03-06
timestamp,Alexander Zverev,Matteo Berrettini
2026-03-06T07:24:00Z,80.00,
2026-03-06T07:25:00Z,80.00,
2026-03-06T07:40:00Z,80.43,
2026-03-06T07:41:00Z,80.00,
2026-03-06T07:54:00Z,80.00,22.00
2026-03-06T07:55:00Z,80.00,21.89
2026-03-06T08:07:00Z,80.00,21.89
2026-03-06T08:11:00Z,80.00,22.00
2026-03-06T08:14:00Z,80.00,21.00
2026-03-06T08:23:00Z,80.00,22.00
2026-03-06T08:32:00Z,80.00,22.00
2026-03-06T08:33:00Z,79.00,22.00
2026-03-06T08:38:00Z,80.99,22.00
2026-03-06T08:44:00Z,81.00,22.00
2026-03-06T08:49:00Z,81.00,22.00
2026-03-06T08:56:00Z,80.00,22.00
2026-03-06T08:59:00Z,81.00,22.00
2026-03-06T09:02:00Z,81.00,22.00
2026-03-06T09:03:00Z,81.00,22.00
2026-03-06T09:05:00Z,81.00,22.00
2026-03-06T09:06:00Z,81.00,22.00
2026-03-06T09:13:00Z,81.00,22.00
2026-03-06T09:17:00Z,81.00,22.00
2026-03-06T09:26:00Z,80.06,22.00
2026-03-06T09:27:00Z,81.00,22.00
2026-03-06T09:30:00Z,80.00,22.00
2026-03-06T09:31:00Z,79.00,22.00
2026-03-06T09:37:00Z,80.00,22.00
2026-03-06T09:40:00Z,79.00,22.00
2026-03-06T09:50:00Z,79.00,21.00
2026-03-06T09:51:00Z,80.00,21.00
2026-03-06T09:55:00Z,80.00,22.00
2026-03-06T09:56:00Z,79.00,22.00
2026-03-06T10:00:00Z,80.00,22.00
2026-03-06T10:07:00Z,80.00,22.00
2026-03-06T10:14:00Z,80.00,22.00
2026-03-06T10:43:00Z,80.00,22.00
2026-03-06T10:56:00Z,80.00,22.00
2026-03-06T11:01:00Z,80.00,22.00
2026-03-06T11:04:00Z,79.00,22.00
2026-03-06T11:06:00Z,80.00,22.00
2026-03-06T11:11:00Z,80.00,22.00
2026-03-06T11:29:00Z,79.00,22.00
2026-03-06T11:33:00Z,79.00,22.00
2026-03-06T11:36:00Z,79.00,22.00
2026-03-06T11:47:00Z,79.00,21.00
2026-03-06T11:49:00Z,79.00,21.00
2026-03-06T11:50:00Z,79.00,22.00
2026-03-06T11:51:00Z,79.00,22.00
2026-03-06T12:00:00Z,80.00,22.00
2026-03-06T12:07:00Z,80.00,22.00
2026-03-06T12:11:00Z,80.00,22.00
2026-03-06T12:15:00Z,80.00,22.00
2026-03-06T12:24:00Z,80.00,22.00
2026-03-06T12:27:00Z,80.00,22.00
2026-03-06T12:32:00Z,80.00,22.00
2026-03-06T12:35:00Z,80.00,22.00
2026-03-06T12:41:00Z,80.00,22.00
2026-03-06T12:43:00Z,80.00,22.00
2026-03-06T12:48:00Z,80.00,22.00
2026-03-06T12:50:00Z,80.00,22.00
2026-03-06T12:51:00Z,80.00,22.00
2026-03-06T12:54:00Z,80.00,22.00
2026-03-06T12:55:00Z,80.00,22.00
2026-03-06T12:57:00Z,80.00,22.00
2026-03-06T13:03:00Z,80.00,22.00
2026-03-06T13:07:00Z,80.00,22.00
2026-03-06T13:08:00Z,80.00,22.00
2026-03-06T13:10:00Z,80.00,22.00
2026-03-06T13:14:00Z,80.00,22.00
2026-03-06T13:23:00Z,80.00,22.00
2026-03-06T13:29:00Z,80.00,22.00
2026-03-06T13:30:00Z,80.00,22.00
2026-03-06T13:31:00Z,80.00,22.00
2026-03-06T13:33:00Z,81.00,22.00
2026-03-06T13:35:00Z,81.00,22.00
2026-03-06T13:39:00Z,80.00,22.00
2026-03-06T13:40:00Z,80.00,22.00
2026-03-06T13:51:00Z,80.00,22.00
2026-03-06T13:52:00Z,80.00,22.00
2026-03-06T13:54:00Z,80.00,22.00
2026-03-06T13:55:00Z,80.00,22.00
2026-03-06T13:57:00Z,80.00,22.00
2026-03-06T13:58:00Z,80.00,22.00
2026-03-06T14:00:00Z,80.00,22.00
2026-03-06T14:01:00Z,80.00,22.00
2026-03-06T14:02:00Z,80.00,22.00
2026-03-06T14:04:00Z,80.00,22.00
2026-03-06T14:05:00Z,80.00,22.00
2026-03-06T14:06:00Z,80.00,22.00
2026-03-06T14:07:00Z,80.00,22.00
2026-03-06T14:08:00Z,80.00,22.00
2026-03-06T14:11:00Z,80.00,22.00
2026-03-06T14:16:00Z,80.00,22.00
2026-03-06T14:23:00Z,80.00,22.00
2026-03-06T14:24:00Z,80.00,22.00
2026-03-06T14:26:00Z,80.00,21.00
2026-03-06T14:27:00Z,80.00,20.01
2026-03-06T14:28:00Z,80.00,20.01
2026-03-06T14:32:00Z,80.00,21.00
2026-03-06T14:36:00Z,80.00,21.00
2026-03-06T14:40:00Z,80.00,21.00
2026-03-06T14:42:00Z,80.00,21.00
2026-03-06T14:44:00Z,80.00,21.00
2026-03-06T14:47:00Z,80.00,21.00
2026-03-06T14:49:00Z,80.00,21.00
2026-03-06T14:51:00Z,80.00,21.00
2026-03-06T14:54:00Z,80.00,21.00
2026-03-06T14:56:00Z,80.00,21.00
2026-03-06T15:06:00Z,80.00,22.00
2026-03-06T15:10:00Z,80.00,22.00
2026-03-06T15:15:00Z,80.00,22.00
2026-03-06T15:16:00Z,80.00,22.00
2026-03-06T15:18:00Z,80.00,22.00
2026-03-06T15:19:00Z,80.00,22.00
2026-03-06T15:20:00Z,80.00,22.00
2026-03-06T15:22:00Z,80.00,22.00
2026-03-06T15:25:00Z,80.00,22.00
2026-03-06T15:30:00Z,79.00,22.00
2026-03-06T15:31:00Z,80.00,22.00
2026-03-06T15:33:00Z,80.00,22.00
2026-03-06T15:34:00Z,80.00,22.00
2026-03-06T15:35:00Z,80.00,22.00
2026-03-06T15:36:00Z,80.00,22.00
2026-03-06T15:41:00Z,80.00,22.00
2026-03-06T15:42:00Z,80.00,22.00
2026-03-06T15:44:00Z,80.00,22.00
2026-03-06T15:45:00Z,80.00,21.00
2026-03-06T15:48:00Z,80.00,22.00
2026-03-06T15:49:00Z,80.00,22.00
2026-03-06T15:50:00Z,80.00,22.00
2026-03-06T15:53:00Z,80.00,22.00
2026-03-06T15:55:00Z,80.00,22.00
2026-03-06T15:56:00Z,80.00,22.00
2026-03-06T15:59:00Z,80.00,22.00
2026-03-06T16:00:00Z,80.00,22.00
2026-03-06T16:02:00Z,80.00,22.00
2026-03-06T16:04:00Z,80.00,22.00
2026-03-06T16:07:00Z,80.00,22.00
2026-03-06T16:09:00Z,80.00,22.00
2026-03-06T16:10:00Z,80.00,22.00
2026-03-06T16:11:00Z,80.00,22.00
2026-03-06T16:13:00Z,80.00,22.00
2026-03-06T16:14:00Z,80.00,22.00
2026-03-06T16:15:00Z,80.00,22.00
2026-03-06T16:16:00Z,80.00,22.00
2026-03-06T16:24:00Z,80.00,22.00
2026-03-06T16:25:00Z,80.00,22.00
2026-03-06T16:26:00Z,80.00,22.00
2026-03-06T16:28:00Z,80.00,22.00
2026-03-06T16:30:00Z,80.00,22.00
2026-03-06T16:31:00Z,80.00,21.73
2026-03-06T16:36:00Z,80.00,21.73
2026-03-06T16:37:00Z,80.00,22.00
2026-03-06T16:38:00Z,80.00,22.00
2026-03-06T16:39:00Z,80.00,22.00
2026-03-06T16:40:00Z,79.99,22.00
2026-03-06T16:42:00Z,79.99,21.00
2026-03-06T16:46:00Z,80.00,21.00
2026-03-06T16:47:00Z,80.00,21.00
2026-03-06T16:50:00Z,80.00,22.00
2026-03-06T16:52:00Z,80.00,22.00
2026-03-06T16:53:00Z,80.00,22.00
2026-03-06T16:55:00Z,80.00,22.00
2026-03-06T16:58:00Z,80.00,22.00
2026-03-06T17:00:00Z,80.00,22.00
2026-03-06T17:01:00Z,80.00,22.00
2026-03-06T17:03:00Z,80.00,22.00
2026-03-06T17:06:00Z,79.98,22.00
2026-03-06T17:07:00Z,80.00,22.00
2026-03-06T17:11:00Z,80.00,22.00
2026-03-06T17:13:00Z,80.00,22.00
2026-03-06T17:14:00Z,80.00,22.00
2026-03-06T17:16:00Z,80.00,21.00
2026-03-06T17:17:00Z,80.00,21.00
2026-03-06T17:21:00Z,80.00,21.00
2026-03-06T17:22:00Z,81.00,21.00
2026-03-06T17:23:00Z,81.00,21.00
2026-03-06T17:28:00Z,81.00,21.00
2026-03-06T17:31:00Z,81.00,22.00
2026-03-06T17:32:00Z,81.00,22.00
2026-03-06T17:34:00Z,81.00,22.00
2026-03-06T17:37:00Z,81.00,22.00
2026-03-06T17:39:00Z,81.00,22.00
2026-03-06T17:40:00Z,81.00,22.00
2026-03-06T17:41:00Z,81.00,22.00
2026-03-06T17:42:00Z,81.00,22.00
2026-03-06T17:47:00Z,81.00,22.00
2026-03-06T17:48:00Z,81.00,22.00
2026-03-06T17:49:00Z,81.00,22.00
2026-03-06T17:51:00Z,81.00,22.00
2026-03-06T17:52:00Z,81.00,22.00
2026-03-06T17:55:00Z,80.00,21.53
2026-03-06T17:57:00Z,80.00,22.00
2026-03-06T17:58:00Z,81.00,22.00
2026-03-06T18:01:00Z,81.00,21.00
2026-03-06T18:03:00Z,81.00,22.00
2026-03-06T18:07:00Z,81.00,22.00
2026-03-06T18:08:00Z,81.00,22.00
2026-03-06T18:09:00Z,81.00,22.00
2026-03-06T18:10:00Z,81.00,22.00
2026-03-06T18:14:00Z,81.00,22.00
2026-03-06T18:15:00Z,81.00,22.00
2026-03-06T18:16:00Z,81.00,22.00
2026-03-06T18:17:00Z,81.00,22.00
2026-03-06T18:18:00Z,81.00,22.00
2026-03-06T18:20:00Z,81.00,22.00
2026-03-06T18:21:00Z,81.00,22.00
2026-03-06T18:22:00Z,80.00,22.00
2026-03-06T18:23:00Z,80.00,22.00
2026-03-06T18:24:00Z,80.00,22.00
2026-03-06T18:25:00Z,80.00,22.00
2026-03-06T18:26:00Z,80.00,22.00
2026-03-06T18:28:00Z,80.00,22.00
2026-03-06T18:31:00Z,79.00,22.00
2026-03-06T18:33:00Z,80.00,21.00
2026-03-06T18:34:00Z,80.16,21.00
2026-03-06T18:35:00Z,81.00,22.00
2026-03-06T18:36:00Z,81.00,21.40
2026-03-06T18:37:00Z,81.00,22.00
