# event_ticker=KXATPMATCH-25SEP24MULKHA
# final_score=4-6 7-6(5) 6-4
# score_resolution=4-6 7-6 6-4
# match_winner=Alexandre Muller
# fav_player=Alexandre Muller
# dog_player=Karen Khachanov
# kalshi_date=2025-09-24
timestamp,Alexandre Muller,Karen Khachanov
2025-09-24T17:08:00Z,,89.00
2025-09-24T17:23:00Z,21.00,79.00
2025-09-24T17:33:00Z,22.00,79.00
2025-09-24T17:39:00Z,22.00,80.00
2025-09-24T17:44:00Z,22.00,78.00
2025-09-24T17:48:00Z,22.00,78.00
2025-09-24T18:20:00Z,21.00,79.00
2025-09-24T19:02:00Z,22.00,79.00
2025-09-24T19:15:00Z,22.00,79.00
2025-09-24T19:44:00Z,22.00,79.00
2025-09-24T20:10:00Z,22.00,79.00
2025-09-24T20:12:00Z,22.00,79.00
2025-09-24T20:57:00Z,22.00,79.00
2025-09-24T21:05:00Z,22.00,79.00
2025-09-24T21:08:00Z,22.00,79.00
2025-09-24T21:37:00Z,22.00,79.00
2025-09-24T21:39:00Z,22.00,79.00
2025-09-24T21:42:00Z,22.00,79.00
2025-09-24T21:59:00Z,22.00,79.00
2025-09-24T22:23:00Z,22.00,79.00
2025-09-24T22:24:00Z,22.00,79.00
2025-09-24T22:25:00Z,21.00,79.00
2025-09-24T22:33:00Z,21.00,79.00
2025-09-24T22:39:00Z,21.54,79.00
2025-09-24T22:42:00Z,21.00,79.00
2025-09-24T22:43:00Z,21.00,79.00
2025-09-24T23:18:00Z,21.30,79.00
2025-09-24T23:20:00Z,21.00,79.00
2025-09-24T23:47:00Z,21.00,79.00
2025-09-25T00:04:00Z,21.00,79.00
2025-09-25T00:09:00Z,21.00,79.00
2025-09-25T00:10:00Z,21.00,79.00
2025-09-25T00:35:00Z,21.00,79.00
2025-09-25T00:40:00Z,21.00,79.00
2025-09-25T00:42:00Z,21.00,79.00
2025-09-25T00:53:00Z,21.00,79.00
2025-09-25T01:02:00Z,21.00,79.00
2025-09-25T01:07:00Z,21.00,79.86
2025-09-25T01:17:00Z,21.00,79.86
2025-09-25T01:24:00Z,21.00,79.86
2025-09-25T01:26:00Z,21.00,79.00
2025-09-25T01:27:00Z,21.00,79.00
2025-09-25T01:59:00Z,22.00,79.00
2025-09-25T02:04:00Z,22.00,79.00
2025-09-25T02:11:00Z,22.00,79.00
2025-09-25T02:15:00Z,22.00,79.00
2025-09-25T02:19:00Z,22.00,79.00
2025-09-25T02:22:00Z,22.00,79.00
2025-09-25T02:32:00Z,22.00,79.00
2025-09-25T02:38:00Z,22.00,79.00
2025-09-25T02:39:00Z,22.00,79.40
2025-09-25T02:40:00Z,22.00,79.40
2025-09-25T02:42:00Z,22.00,80.00
2025-09-25T02:45:00Z,22.00,80.00
2025-09-25T02:46:00Z,22.00,80.00
2025-09-25T02:55:00Z,22.00,80.00
2025-09-25T02:58:00Z,22.00,80.00
2025-09-25T03:00:00Z,22.00,80.00
2025-09-25T03:02:00Z,19.00,80.00
2025-09-25T03:10:00Z,19.00,81.00
2025-09-25T03:12:00Z,22.00,81.00
2025-09-25T03:13:00Z,21.00,81.00
2025-09-25T03:14:00Z,21.00,81.00
2025-09-25T03:15:00Z,23.00,77.44
2025-09-25T03:16:00Z,23.00,77.00
2025-09-25T03:17:00Z,26.00,77.00
2025-09-25T03:18:00Z,28.58,71.00
2025-09-25T03:19:00Z,29.00,73.00
2025-09-25T03:20:00Z,24.24,77.72
2025-09-25T03:21:00Z,24.00,78.00
2025-09-25T03:22:00Z,26.73,78.00
2025-09-25T03:23:00Z,28.00,73.00
2025-09-25T03:25:00Z,30.00,70.50
2025-09-25T03:26:00Z,32.26,70.50
2025-09-25T03:27:00Z,40.00,66.34
2025-09-25T03:28:00Z,33.60,67.00
2025-09-25T03:29:00Z,30.51,69.32
2025-09-25T03:30:00Z,28.19,72.00
2025-09-25T03:32:00Z,22.00,72.00
2025-09-25T03:34:00Z,18.89,84.05
2025-09-25T03:35:00Z,13.00,87.28
2025-09-25T03:36:00Z,14.16,87.28
2025-09-25T03:39:00Z,11.00,90.98
2025-09-25T03:40:00Z,10.00,90.98
2025-09-25T03:42:00Z,10.00,92.00
2025-09-25T03:43:00Z,10.17,90.00
2025-09-25T03:44:00Z,11.00,88.00
2025-09-25T03:45:00Z,13.00,88.00
2025-09-25T03:47:00Z,12.00,88.00
2025-09-25T03:49:00Z,10.83,90.00
2025-09-25T03:50:00Z,11.00,90.00
2025-09-25T03:51:00Z,11.00,90.00
2025-09-25T03:52:00Z,11.00,90.00
2025-09-25T03:53:00Z,11.00,89.00
2025-09-25T03:54:00Z,9.00,92.81
2025-09-25T03:55:00Z,12.00,91.00
2025-09-25T03:57:00Z,10.00,91.00
2025-09-25T03:58:00Z,10.00,91.00
2025-09-25T03:59:00Z,11.00,90.00
2025-09-25T04:00:00Z,9.91,90.00
2025-09-25T04:01:00Z,10.00,92.80
2025-09-25T04:02:00Z,11.75,92.80
2025-09-25T04:04:00Z,7.00,92.80
2025-09-25T04:05:00Z,8.79,93.00
2025-09-25T04:06:00Z,12.00,89.28
2025-09-25T04:07:00Z,12.00,88.00
2025-09-25T04:08:00Z,14.14,85.99
2025-09-25T04:09:00Z,14.14,86.30
2025-09-25T04:10:00Z,17.97,83.00
2025-09-25T04:15:00Z,12.40,83.00
2025-09-25T04:16:00Z,12.34,90.00
2025-09-25T04:17:00Z,11.00,90.00
2025-09-25T04:18:00Z,11.00,90.20
2025-09-25T04:20:00Z,14.00,90.20
2025-09-25T04:21:00Z,14.00,89.60
2025-09-25T04:22:00Z,18.00,84.00
2025-09-25T04:23:00Z,14.00,85.00
2025-09-25T04:24:00Z,13.12,86.56
2025-09-25T04:25:00Z,13.00,86.56
2025-09-25T04:26:00Z,11.09,90.00
2025-09-25T04:27:00Z,11.09,90.00
2025-09-25T04:28:00Z,15.00,90.00
2025-09-25T04:29:00Z,16.48,90.00
2025-09-25T04:30:00Z,16.48,84.00
2025-09-25T04:31:00Z,17.00,84.00
2025-09-25T04:32:00Z,19.22,78.05
2025-09-25T04:33:00Z,27.89,76.51
2025-09-25T04:34:00Z,19.46,80.21
2025-09-25T04:36:00Z,21.43,79.36
2025-09-25T04:37:00Z,14.29,84.00
2025-09-25T04:38:00Z,15.98,90.00
2025-09-25T04:39:00Z,16.52,90.00
2025-09-25T04:40:00Z,19.00,84.00
2025-09-25T04:41:00Z,18.02,83.00
2025-09-25T04:42:00Z,18.85,84.00
2025-09-25T04:43:00Z,17.78,84.00
2025-09-25T04:44:00Z,17.33,84.96
2025-09-25T04:45:00Z,15.00,85.14
2025-09-25T04:46:00Z,15.00,87.89
2025-09-25T04:47:00Z,9.68,87.89
2025-09-25T04:48:00Z,18.93,85.00
2025-09-25T04:49:00Z,19.00,84.00
2025-09-25T04:50:00Z,19.00,84.00
2025-09-25T04:51:00Z,19.16,84.81
2025-09-25T04:52:00Z,15.03,86.00
2025-09-25T04:53:00Z,12.00,88.33
2025-09-25T04:54:00Z,14.00,88.00
2025-09-25T04:55:00Z,17.83,82.00
2025-09-25T04:56:00Z,18.00,82.00
2025-09-25T04:57:00Z,17.67,82.00
2025-09-25T04:58:00Z,19.02,85.73
2025-09-25T04:59:00Z,18.36,83.00
2025-09-25T05:00:00Z,15.00,85.92
2025-09-25T05:01:00Z,14.00,86.00
2025-09-25T05:02:00Z,15.15,86.99
2025-09-25T05:03:00Z,15.42,84.00
2025-09-25T05:04:00Z,9.95,90.35
2025-09-25T05:05:00Z,7.73,92.24
2025-09-25T05:06:00Z,6.75,95.00
2025-09-25T05:07:00Z,11.60,91.03
2025-09-25T05:08:00Z,9.66,90.85
2025-09-25T05:09:00Z,8.35,93.54
2025-09-25T05:10:00Z,21.84,76.35
2025-09-25T05:11:00Z,34.71,67.00
2025-09-25T05:12:00Z,35.00,67.82
2025-09-25T05:13:00Z,32.00,67.17
2025-09-25T05:14:00Z,35.00,67.00
2025-09-25T05:15:00Z,35.00,66.01
2025-09-25T05:16:00Z,35.00,68.95
2025-09-25T05:17:00Z,38.46,65.53
2025-09-25T05:18:00Z,41.60,56.66
2025-09-25T05:19:00Z,37.09,66.06
2025-09-25T05:20:00Z,46.61,51.26
2025-09-25T05:21:00Z,60.61,38.00
2025-09-25T05:22:00Z,66.00,35.88
2025-09-25T05:23:00Z,63.72,34.96
2025-09-25T05:24:00Z,55.82,43.01
2025-09-25T05:25:00Z,44.39,54.14
2025-09-25T05:26:00Z,44.39,49.41
2025-09-25T05:27:00Z,42.77,68.27
2025-09-25T05:28:00Z,35.30,64.03
2025-09-25T05:29:00Z,34.74,68.38
2025-09-25T05:30:00Z,26.10,74.00
2025-09-25T05:31:00Z,27.44,71.07
2025-09-25T05:32:00Z,25.88,72.50
2025-09-25T05:33:00Z,26.36,76.62
