# event_ticker=KXATPMATCH-25SEP24MULKHA
# final_score=4-6 7-6(5) 6-4
# score_resolution=4-6 7-6 6-4
# match_winner=Alexandre Muller
# fav_player=Alexandre Muller
# dog_player=Karen Khachanov
# kalshi_date=2025-09-24
timestamp,Alexandre Muller,Karen Khachanov
2025-09-25T05:34:00Z,25.70,74.44
2025-09-25T05:35:00Z,30.97,71.67
2025-09-25T05:36:00Z,30.46,70.00
2025-09-25T05:37:00Z,32.00,67.00
2025-09-25T05:38:00Z,34.15,71.00
2025-09-25T05:39:00Z,27.26,72.00
2025-09-25T05:40:00Z,33.00,71.00
2025-09-25T05:41:00Z,33.00,71.00
2025-09-25T05:42:00Z,31.00,69.00
2025-09-25T05:43:00Z,35.75,66.91
2025-09-25T05:44:00Z,37.71,65.76
2025-09-25T05:45:00Z,31.34,69.77
2025-09-25T05:46:00Z,28.07,72.93
2025-09-25T05:47:00Z,28.22,73.88
2025-09-25T05:48:00Z,32.76,70.00
2025-09-25T05:49:00Z,32.64,71.07
2025-09-25T05:50:00Z,24.87,81.80
2025-09-25T05:51:00Z,19.29,83.61
2025-09-25T05:52:00Z,31.00,70.79
2025-09-25T05:53:00Z,34.59,70.94
2025-09-25T05:54:00Z,47.68,55.19
2025-09-25T05:55:00Z,47.31,47.51
2025-09-25T05:56:00Z,56.86,41.16
2025-09-25T05:57:00Z,78.84,32.93
2025-09-25T05:58:00Z,78.74,29.62
2025-09-25T05:59:00Z,68.07,18.25
2025-09-25T06:00:00Z,80.85,22.17
2025-09-25T06:01:00Z,70.91,32.21
2025-09-25T06:02:00Z,90.58,17.12
2025-09-25T06:03:00Z,98.87,1.72
2025-09-25T06:04:00Z,99.00,1.72
2025-09-25T06:05:00Z,99.00,1.72
2025-09-25T06:06:00Z,99.00,1.72
