# event_ticker=KXATPMATCH-26MAR20VUKJOD
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Rafael Jodar
# fav_player=Aleksandar Vukic
# dog_player=Rafael Jodar
# kalshi_date=2026-03-20
timestamp,Aleksandar Vukic,Rafael Jodar
2026-03-21T03:41:00Z,21.86,
2026-03-21T03:43:00Z,22.00,
2026-03-21T03:49:00Z,22.00,80.00
2026-03-21T03:58:00Z,22.00,80.00
2026-03-21T04:00:00Z,22.00,79.00
2026-03-21T04:03:00Z,22.00,79.00
2026-03-21T04:05:00Z,22.00,80.00
2026-03-21T04:07:00Z,22.00,80.00
2026-03-21T04:10:00Z,22.00,80.00
2026-03-21T04:11:00Z,22.00,80.00
2026-03-21T04:18:00Z,21.00,80.00
2026-03-21T04:21:00Z,21.00,80.00
2026-03-21T04:22:00Z,22.00,80.00
2026-03-21T04:27:00Z,22.50,80.00
2026-03-21T04:37:00Z,22.50,80.00
2026-03-21T04:48:00Z,22.50,80.00
2026-03-21T05:19:00Z,22.50,80.00
2026-03-21T05:26:00Z,22.00,80.00
2026-03-21T05:27:00Z,22.00,80.00
2026-03-21T05:28:00Z,22.00,80.00
2026-03-21T05:54:00Z,22.00,80.00
2026-03-21T05:55:00Z,22.00,80.00
2026-03-21T06:00:00Z,22.00,80.00
2026-03-21T06:08:00Z,22.00,80.00
2026-03-21T06:50:00Z,22.00,80.00
2026-03-21T06:51:00Z,22.00,80.00
2026-03-21T07:01:00Z,22.00,80.00
2026-03-21T08:18:00Z,22.00,80.00
2026-03-21T08:19:00Z,22.00,80.00
2026-03-21T08:20:00Z,22.00,80.00
2026-03-21T08:21:00Z,22.00,80.00
2026-03-21T08:25:00Z,22.00,80.00
2026-03-21T08:38:00Z,22.00,80.00
2026-03-21T08:46:00Z,22.00,80.00
2026-03-21T09:26:00Z,22.00,80.00
2026-03-21T09:29:00Z,22.82,80.00
2026-03-21T09:39:00Z,23.00,80.00
2026-03-21T09:42:00Z,21.00,80.00
2026-03-21T10:01:00Z,23.00,80.00
2026-03-21T10:04:00Z,23.00,79.00
2026-03-21T10:05:00Z,23.00,79.00
2026-03-21T10:09:00Z,21.00,79.00
2026-03-21T10:13:00Z,21.00,80.00
2026-03-21T10:14:00Z,23.00,80.00
2026-03-21T10:26:00Z,23.00,80.00
2026-03-21T10:31:00Z,21.00,80.00
2026-03-21T11:04:00Z,23.00,80.00
2026-03-21T11:09:00Z,23.00,80.00
2026-03-21T11:30:00Z,23.00,80.00
2026-03-21T12:25:00Z,23.00,80.00
2026-03-21T12:26:00Z,23.00,80.00
2026-03-21T12:30:00Z,23.00,80.00
2026-03-21T12:36:00Z,23.00,80.00
2026-03-21T12:42:00Z,23.00,80.00
2026-03-21T12:44:00Z,23.00,80.00
2026-03-21T12:48:00Z,23.00,80.00
2026-03-21T12:52:00Z,23.00,80.00
2026-03-21T12:58:00Z,23.00,80.00
2026-03-21T13:06:00Z,23.00,80.00
2026-03-21T13:22:00Z,23.00,80.00
2026-03-21T13:28:00Z,22.00,80.00
2026-03-21T13:34:00Z,22.00,80.00
2026-03-21T13:37:00Z,22.00,80.00
2026-03-21T13:42:00Z,20.19,80.00
2026-03-21T13:44:00Z,20.19,80.00
2026-03-21T13:47:00Z,22.00,80.00
2026-03-21T13:50:00Z,22.00,80.00
2026-03-21T13:54:00Z,22.00,80.00
2026-03-21T13:55:00Z,22.00,79.00
2026-03-21T13:57:00Z,22.00,80.00
2026-03-21T14:08:00Z,22.00,80.00
2026-03-21T14:12:00Z,22.00,80.00
2026-03-21T14:14:00Z,22.00,80.00
2026-03-21T14:17:00Z,22.00,80.00
2026-03-21T14:27:00Z,22.00,80.00
2026-03-21T14:30:00Z,22.00,79.00
2026-03-21T14:31:00Z,22.00,79.00
2026-03-21T14:32:00Z,22.00,79.00
2026-03-21T14:33:00Z,22.00,79.00
2026-03-21T14:36:00Z,22.00,79.00
2026-03-21T14:38:00Z,23.00,79.00
2026-03-21T14:41:00Z,23.00,79.00
2026-03-21T14:46:00Z,23.00,79.00
2026-03-21T14:47:00Z,23.00,77.00
2026-03-21T14:49:00Z,23.00,78.00
2026-03-21T14:51:00Z,23.00,78.00
2026-03-21T14:55:00Z,23.00,78.00
2026-03-21T14:56:00Z,23.00,78.00
2026-03-21T14:58:00Z,23.00,77.69
2026-03-21T14:59:00Z,23.13,77.69
2026-03-21T15:00:00Z,23.13,79.00
