# event_ticker=KXATPMATCH-26MAR20VUKJOD
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Rafael Jodar
# fav_player=Aleksandar Vukic
# dog_player=Rafael Jodar
# kalshi_date=2026-03-20
timestamp,Aleksandar Vukic,Rafael Jodar
2026-03-21T15:01:00Z,23.00,79.00
2026-03-21T15:04:00Z,23.00,79.00
2026-03-21T15:07:00Z,23.00,79.00
2026-03-21T15:08:00Z,23.00,77.00
2026-03-21T15:09:00Z,23.00,77.00
2026-03-21T15:10:00Z,22.44,77.00
2026-03-21T15:11:00Z,25.93,73.10
2026-03-21T15:12:00Z,24.05,78.00
2026-03-21T15:13:00Z,20.10,80.00
2026-03-21T15:14:00Z,22.00,80.00
2026-03-21T15:15:00Z,23.00,80.00
2026-03-21T15:16:00Z,25.55,76.00
2026-03-21T15:17:00Z,24.78,76.00
2026-03-21T15:18:00Z,22.06,80.20
2026-03-21T15:19:00Z,20.62,80.20
2026-03-21T15:20:00Z,19.78,83.39
2026-03-21T15:21:00Z,13.32,87.04
2026-03-21T15:22:00Z,10.46,89.34
2026-03-21T15:23:00Z,8.20,91.89
2026-03-21T15:24:00Z,8.72,92.76
2026-03-21T15:25:00Z,9.00,93.00
2026-03-21T15:26:00Z,8.94,93.00
2026-03-21T15:27:00Z,7.27,95.56
2026-03-21T15:28:00Z,7.41,93.80
2026-03-21T15:29:00Z,6.04,95.00
2026-03-21T15:30:00Z,5.50,95.01
2026-03-21T15:31:00Z,5.97,96.00
2026-03-21T15:32:00Z,6.00,96.00
2026-03-21T15:33:00Z,6.00,95.42
2026-03-21T15:34:00Z,6.99,93.00
2026-03-21T15:35:00Z,7.19,93.00
2026-03-21T15:36:00Z,7.38,94.00
2026-03-21T15:37:00Z,6.07,94.00
2026-03-21T15:38:00Z,6.15,95.09
2026-03-21T15:39:00Z,4.92,95.00
2026-03-21T15:40:00Z,5.97,95.00
2026-03-21T15:41:00Z,2.99,97.16
2026-03-21T15:42:00Z,1.70,99.00
2026-03-21T15:43:00Z,2.12,99.00
2026-03-21T15:44:00Z,3.51,98.00
2026-03-21T15:45:00Z,1.00,99.00
2026-03-21T15:46:00Z,2.14,97.66
2026-03-21T15:47:00Z,2.05,98.00
2026-03-21T15:48:00Z,2.10,98.48
2026-03-21T15:49:00Z,3.93,97.82
2026-03-21T15:50:00Z,2.99,97.82
2026-03-21T15:51:00Z,4.17,96.12
2026-03-21T15:52:00Z,3.72,96.99
2026-03-21T15:53:00Z,2.49,96.18
2026-03-21T15:54:00Z,1.69,98.71
2026-03-21T15:55:00Z,2.00,98.48
2026-03-21T15:56:00Z,1.42,98.48
2026-03-21T15:57:00Z,1.98,99.00
2026-03-21T15:58:00Z,1.76,99.00
2026-03-21T15:59:00Z,2.00,99.00
2026-03-21T16:00:00Z,2.00,99.00
2026-03-21T16:01:00Z,1.00,99.00
2026-03-21T16:02:00Z,1.00,98.96
2026-03-21T16:03:00Z,2.43,99.00
2026-03-21T16:04:00Z,1.80,98.04
2026-03-21T16:05:00Z,1.93,98.00
2026-03-21T16:06:00Z,1.00,98.00
