# event_ticker=KXATPCHALLENGERMATCH-26MAR11FEACAZ
# final_score=6-2 3-6 6-1
# match_winner=Arthur Cazaux
# fav_player=Arthur Cazaux
# dog_player=Jacob Fearnley
# kalshi_date=2026-03-11
timestamp,Arthur Cazaux,Jacob Fearnley
2026-03-11T20:40:00Z,42.00,
2026-03-11T20:45:00Z,42.00,62.00
2026-03-11T21:12:00Z,42.00,61.00
2026-03-11T21:59:00Z,42.00,61.00
2026-03-11T22:08:00Z,41.00,61.00
2026-03-11T22:23:00Z,41.00,63.00
2026-03-11T22:38:00Z,41.00,61.00
2026-03-11T22:53:00Z,41.00,61.00
2026-03-11T22:59:00Z,41.00,62.00
2026-03-11T23:34:00Z,41.00,70.00
2026-03-11T23:54:00Z,41.00,69.00
2026-03-11T23:56:00Z,41.00,69.00
2026-03-11T23:59:00Z,41.00,69.00
2026-03-12T00:00:00Z,41.00,69.00
2026-03-12T00:03:00Z,41.00,69.00
2026-03-12T00:10:00Z,41.00,69.00
2026-03-12T00:26:00Z,40.00,69.00
2026-03-12T01:00:00Z,40.00,62.00
2026-03-12T01:01:00Z,40.00,62.00
2026-03-12T01:02:00Z,40.00,62.00
2026-03-12T01:03:00Z,40.00,62.00
2026-03-12T01:08:00Z,41.17,62.00
2026-03-12T01:25:00Z,41.17,62.00
2026-03-12T01:26:00Z,37.25,62.00
2026-03-12T01:29:00Z,37.25,62.00
2026-03-12T01:31:00Z,37.25,64.00
2026-03-12T01:34:00Z,38.00,64.00
2026-03-12T01:40:00Z,38.00,64.00
2026-03-12T01:41:00Z,38.00,64.00
2026-03-12T01:51:00Z,38.00,64.00
2026-03-12T01:55:00Z,38.00,64.00
2026-03-12T02:00:00Z,38.00,64.00
2026-03-12T02:17:00Z,38.00,64.00
2026-03-12T02:24:00Z,38.00,63.00
2026-03-12T02:27:00Z,38.00,63.00
2026-03-12T02:33:00Z,38.00,63.00
2026-03-12T02:43:00Z,38.93,63.00
2026-03-12T02:55:00Z,39.00,63.00
2026-03-12T03:02:00Z,39.00,63.00
2026-03-12T03:06:00Z,39.00,63.00
2026-03-12T03:07:00Z,39.00,63.00
2026-03-12T03:10:00Z,39.00,63.00
2026-03-12T03:11:00Z,39.00,61.00
2026-03-12T03:12:00Z,38.00,61.00
2026-03-12T03:13:00Z,38.00,63.00
2026-03-12T03:18:00Z,38.00,63.00
2026-03-12T03:24:00Z,38.00,63.00
2026-03-12T03:28:00Z,38.00,63.00
2026-03-12T03:31:00Z,38.00,63.00
2026-03-12T03:36:00Z,37.00,63.00
2026-03-12T03:37:00Z,38.00,63.00
2026-03-12T03:40:00Z,38.00,63.00
2026-03-12T03:43:00Z,38.00,63.00
2026-03-12T03:45:00Z,38.00,63.00
2026-03-12T03:49:00Z,38.00,63.00
2026-03-12T03:50:00Z,38.00,63.00
2026-03-12T03:51:00Z,38.00,63.00
2026-03-12T03:52:00Z,38.00,63.00
2026-03-12T03:53:00Z,38.00,63.00
2026-03-12T03:54:00Z,38.00,63.00
2026-03-12T03:55:00Z,38.00,63.00
2026-03-12T03:56:00Z,38.00,63.00
2026-03-12T04:00:00Z,38.00,63.00
2026-03-12T04:01:00Z,38.00,63.00
2026-03-12T04:02:00Z,38.00,63.00
2026-03-12T04:03:00Z,38.00,63.00
2026-03-12T04:04:00Z,38.33,63.00
2026-03-12T04:05:00Z,38.00,63.00
2026-03-12T04:07:00Z,38.00,62.75
2026-03-12T04:08:00Z,38.36,63.00
2026-03-12T04:09:00Z,39.02,62.00
2026-03-12T04:10:00Z,39.98,62.00
2026-03-12T04:11:00Z,40.00,62.00
2026-03-12T04:12:00Z,39.93,62.00
2026-03-12T04:13:00Z,39.00,62.79
2026-03-12T04:14:00Z,39.00,63.00
2026-03-12T04:15:00Z,39.00,63.00
2026-03-12T04:16:00Z,39.00,63.00
2026-03-12T04:17:00Z,39.00,62.93
2026-03-12T04:18:00Z,39.00,63.00
2026-03-12T04:19:00Z,39.00,63.00
2026-03-12T04:20:00Z,38.00,63.00
2026-03-12T04:21:00Z,38.00,63.00
2026-03-12T04:22:00Z,38.00,63.00
2026-03-12T04:23:00Z,38.00,63.00
2026-03-12T04:24:00Z,38.00,62.00
2026-03-12T04:25:00Z,38.00,62.00
2026-03-12T04:26:00Z,38.00,62.95
2026-03-12T04:27:00Z,39.59,62.95
2026-03-12T04:28:00Z,38.00,63.00
2026-03-12T04:29:00Z,38.00,63.00
2026-03-12T04:30:00Z,38.13,63.00
2026-03-12T04:31:00Z,39.00,63.00
2026-03-12T04:32:00Z,39.00,63.00
2026-03-12T04:33:00Z,38.96,62.48
2026-03-12T04:34:00Z,35.07,64.00
2026-03-12T04:35:00Z,33.00,67.69
2026-03-12T04:36:00Z,31.66,70.05
2026-03-12T04:37:00Z,31.84,71.50
2026-03-12T04:38:00Z,34.08,67.21
2026-03-12T04:39:00Z,28.55,71.20
2026-03-12T04:40:00Z,31.44,69.41
2026-03-12T04:41:00Z,34.45,66.25
2026-03-12T04:42:00Z,31.84,67.21
2026-03-12T04:43:00Z,35.92,64.93
2026-03-12T04:44:00Z,38.50,61.77
2026-03-12T04:45:00Z,39.42,60.80
2026-03-12T04:46:00Z,44.07,55.20
2026-03-12T04:47:00Z,54.85,45.57
2026-03-12T04:48:00Z,55.01,45.89
2026-03-12T04:49:00Z,50.91,50.78
2026-03-12T04:50:00Z,56.61,44.07
2026-03-12T04:51:00Z,60.37,40.63
2026-03-12T04:52:00Z,61.24,39.81
2026-03-12T04:53:00Z,68.20,31.65
2026-03-12T04:54:00Z,69.89,28.98
2026-03-12T04:55:00Z,63.51,38.74
2026-03-12T04:56:00Z,60.16,38.84
2026-03-12T04:57:00Z,60.59,39.47
2026-03-12T04:58:00Z,62.05,40.35
2026-03-12T04:59:00Z,57.35,42.76
2026-03-12T05:00:00Z,56.98,44.23
2026-03-12T05:01:00Z,58.93,43.02
2026-03-12T05:02:00Z,54.07,44.14
2026-03-12T05:03:00Z,52.32,48.95
2026-03-12T05:04:00Z,57.99,43.33
2026-03-12T05:05:00Z,59.27,42.65
2026-03-12T05:06:00Z,60.33,40.93
2026-03-12T05:07:00Z,64.01,36.29
2026-03-12T05:08:00Z,61.68,37.63
2026-03-12T05:09:00Z,68.18,31.71
2026-03-12T05:10:00Z,70.67,30.73
2026-03-12T05:11:00Z,71.01,29.23
2026-03-12T05:12:00Z,72.69,28.22
2026-03-12T05:13:00Z,71.82,29.01
2026-03-12T05:14:00Z,70.69,29.00
2026-03-12T05:15:00Z,70.69,30.80
2026-03-12T05:16:00Z,69.89,31.00
2026-03-12T05:17:00Z,74.50,24.81
2026-03-12T05:18:00Z,81.31,17.74
2026-03-12T05:19:00Z,87.05,14.04
2026-03-12T05:20:00Z,87.48,13.50
2026-03-12T05:21:00Z,90.99,9.14
2026-03-12T05:22:00Z,89.62,8.71
2026-03-12T05:23:00Z,91.50,10.21
2026-03-12T05:24:00Z,92.97,7.04
2026-03-12T05:25:00Z,89.51,10.27
2026-03-12T05:26:00Z,88.91,12.00
2026-03-12T05:27:00Z,88.70,13.00
2026-03-12T05:28:00Z,90.44,12.11
2026-03-12T05:29:00Z,87.13,12.65
2026-03-12T05:30:00Z,86.81,13.76
2026-03-12T05:31:00Z,86.94,14.22
2026-03-12T05:32:00Z,80.02,19.12
2026-03-12T05:33:00Z,71.49,27.35
2026-03-12T05:34:00Z,69.45,29.66
2026-03-12T05:35:00Z,65.98,34.04
2026-03-12T05:36:00Z,65.13,35.19
2026-03-12T05:37:00Z,65.81,33.26
2026-03-12T05:38:00Z,63.16,39.07
2026-03-12T05:39:00Z,64.03,36.84
2026-03-12T05:40:00Z,71.22,29.57
2026-03-12T05:41:00Z,70.53,31.51
2026-03-12T05:42:00Z,65.46,34.78
2026-03-12T05:43:00Z,64.43,35.87
2026-03-12T05:44:00Z,65.51,35.66
