# event_ticker=KXATPMATCH-26FEB18POPSIN
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Jannik Sinner
# fav_player=Alexei Popyrin
# dog_player=Jannik Sinner
# kalshi_date=2026-02-18
timestamp,Alexei Popyrin,Jannik Sinner
2026-02-18T11:13:00Z,4.00,98.00
2026-02-18T11:15:00Z,4.00,98.00
2026-02-18T11:28:00Z,4.00,98.00
2026-02-18T11:32:00Z,4.00,98.00
2026-02-18T11:33:00Z,3.00,98.00
2026-02-18T11:36:00Z,3.00,98.00
2026-02-18T11:39:00Z,3.00,98.00
2026-02-18T11:40:00Z,3.00,98.00
2026-02-18T11:46:00Z,3.00,98.00
2026-02-18T11:52:00Z,3.00,98.00
2026-02-18T11:55:00Z,3.00,98.00
2026-02-18T11:58:00Z,3.00,98.00
2026-02-18T12:00:00Z,3.00,98.00
2026-02-18T12:01:00Z,3.00,98.00
2026-02-18T12:02:00Z,3.00,98.00
2026-02-18T12:03:00Z,3.00,98.00
2026-02-18T12:04:00Z,3.00,98.00
2026-02-18T12:05:00Z,3.00,98.00
2026-02-18T12:06:00Z,3.00,98.00
2026-02-18T12:11:00Z,3.00,97.01
2026-02-18T12:12:00Z,3.00,97.01
2026-02-18T12:14:00Z,3.00,98.00
2026-02-18T12:20:00Z,3.00,98.00
2026-02-18T12:24:00Z,3.00,98.00
2026-02-18T12:25:00Z,3.00,98.00
2026-02-18T12:26:00Z,3.00,98.00
2026-02-18T12:28:00Z,3.00,98.00
2026-02-18T12:30:00Z,3.00,98.00
2026-02-18T12:31:00Z,3.00,98.00
2026-02-18T12:35:00Z,3.00,98.00
2026-02-18T12:41:00Z,3.00,98.00
2026-02-18T12:44:00Z,3.00,98.00
2026-02-18T12:46:00Z,3.00,98.00
2026-02-18T12:47:00Z,3.00,98.00
2026-02-18T12:49:00Z,3.00,98.00
2026-02-18T12:51:00Z,3.00,98.00
2026-02-18T12:53:00Z,3.00,98.00
2026-02-18T12:54:00Z,3.00,98.00
2026-02-18T13:01:00Z,3.00,98.00
2026-02-18T13:04:00Z,3.00,98.00
2026-02-18T13:21:00Z,3.00,98.00
2026-02-18T13:24:00Z,3.00,98.00
2026-02-18T13:26:00Z,3.00,98.00
2026-02-18T13:28:00Z,3.00,98.00
2026-02-18T13:29:00Z,3.00,98.00
2026-02-18T13:31:00Z,3.00,98.00
2026-02-18T13:35:00Z,3.00,98.00
2026-02-18T13:39:00Z,3.00,98.00
2026-02-18T13:40:00Z,4.00,98.00
2026-02-18T13:41:00Z,3.99,98.00
2026-02-18T13:43:00Z,3.00,98.00
2026-02-18T13:45:00Z,3.00,98.00
2026-02-18T13:46:00Z,3.00,98.00
2026-02-18T13:47:00Z,2.00,98.00
2026-02-18T13:48:00Z,3.00,98.00
2026-02-18T13:50:00Z,3.00,98.00
2026-02-18T13:51:00Z,3.00,98.00
2026-02-18T13:52:00Z,3.00,98.00
2026-02-18T14:04:00Z,3.00,98.00
2026-02-18T14:05:00Z,3.39,98.00
2026-02-18T14:07:00Z,3.15,98.00
2026-02-18T14:09:00Z,4.00,98.00
2026-02-18T14:11:00Z,3.00,98.00
2026-02-18T14:12:00Z,4.00,97.00
2026-02-18T14:13:00Z,3.00,97.00
2026-02-18T14:14:00Z,3.07,97.00
2026-02-18T14:15:00Z,3.07,97.00
2026-02-18T14:17:00Z,4.00,97.00
2026-02-18T14:19:00Z,4.00,97.00
2026-02-18T14:20:00Z,4.00,97.00
2026-02-18T14:21:00Z,3.00,97.00
2026-02-18T14:22:00Z,3.00,97.00
2026-02-18T14:23:00Z,3.00,97.00
2026-02-18T14:25:00Z,4.00,97.00
2026-02-18T14:26:00Z,4.00,97.00
2026-02-18T14:27:00Z,3.00,97.00
2026-02-18T14:29:00Z,4.00,97.00
2026-02-18T14:30:00Z,4.00,97.00
2026-02-18T14:32:00Z,4.00,97.00
2026-02-18T14:33:00Z,4.00,97.00
2026-02-18T14:34:00Z,4.00,97.00
2026-02-18T14:35:00Z,3.00,97.00
2026-02-18T14:36:00Z,4.00,97.00
2026-02-18T14:37:00Z,4.00,97.00
2026-02-18T14:40:00Z,4.00,97.00
2026-02-18T14:41:00Z,4.00,98.00
2026-02-18T14:42:00Z,4.00,98.00
2026-02-18T14:43:00Z,4.00,98.00
2026-02-18T14:45:00Z,4.00,98.00
2026-02-18T14:47:00Z,3.00,98.00
2026-02-18T14:48:00Z,4.00,98.00
2026-02-18T14:50:00Z,4.00,98.00
2026-02-18T14:51:00Z,4.00,98.00
2026-02-18T14:52:00Z,4.00,98.00
2026-02-18T14:54:00Z,4.00,97.00
2026-02-18T14:55:00Z,4.00,97.00
2026-02-18T14:56:00Z,4.00,97.00
2026-02-18T14:57:00Z,4.00,97.00
2026-02-18T14:59:00Z,4.00,97.00
2026-02-18T15:00:00Z,4.00,97.00
2026-02-18T15:01:00Z,4.00,97.00
2026-02-18T15:04:00Z,4.00,96.00
2026-02-18T15:05:00Z,4.00,96.00
2026-02-18T15:07:00Z,4.00,96.00
2026-02-18T15:09:00Z,4.00,96.00
2026-02-18T15:10:00Z,4.00,97.00
2026-02-18T15:13:00Z,4.00,97.00
2026-02-18T15:14:00Z,4.00,97.00
2026-02-18T15:15:00Z,4.00,97.00
2026-02-18T15:16:00Z,4.00,97.00
2026-02-18T15:17:00Z,4.00,97.00
2026-02-18T15:18:00Z,4.00,97.00
2026-02-18T15:19:00Z,5.00,97.00
2026-02-18T15:20:00Z,5.00,97.00
2026-02-18T15:21:00Z,4.00,97.00
2026-02-18T15:22:00Z,4.00,97.00
2026-02-18T15:23:00Z,4.65,96.00
2026-02-18T15:28:00Z,4.00,96.00
2026-02-18T15:29:00Z,4.00,97.00
2026-02-18T15:31:00Z,5.00,97.00
2026-02-18T15:32:00Z,4.99,97.00
2026-02-18T15:34:00Z,4.00,97.00
2026-02-18T15:36:00Z,4.00,97.00
2026-02-18T15:37:00Z,4.98,97.00
2026-02-18T15:38:00Z,4.06,97.00
2026-02-18T15:39:00Z,4.19,97.00
2026-02-18T15:40:00Z,5.00,97.00
2026-02-18T15:41:00Z,5.00,97.00
2026-02-18T15:42:00Z,4.00,97.00
2026-02-18T15:43:00Z,4.00,97.00
2026-02-18T15:45:00Z,4.00,97.00
2026-02-18T15:46:00Z,4.00,97.00
2026-02-18T15:47:00Z,4.00,97.00
2026-02-18T15:48:00Z,4.00,97.00
2026-02-18T15:52:00Z,4.00,97.00
2026-02-18T15:53:00Z,4.00,97.00
2026-02-18T15:54:00Z,4.81,97.00
2026-02-18T15:55:00Z,4.00,97.00
2026-02-18T15:56:00Z,4.00,97.00
2026-02-18T15:57:00Z,4.00,97.00
2026-02-18T15:59:00Z,4.22,97.00
2026-02-18T16:01:00Z,4.78,97.00
2026-02-18T16:02:00Z,4.51,97.00
2026-02-18T16:04:00Z,4.45,97.00
2026-02-18T16:05:00Z,5.00,97.00
2026-02-18T16:06:00Z,5.00,97.00
2026-02-18T16:07:00Z,5.00,97.00
2026-02-18T16:08:00Z,5.00,97.00
2026-02-18T16:09:00Z,5.00,97.00
2026-02-18T16:10:00Z,5.00,97.00
2026-02-18T16:12:00Z,5.00,97.00
2026-02-18T16:13:00Z,4.14,97.00
2026-02-18T16:14:00Z,4.02,97.00
2026-02-18T16:15:00Z,4.02,97.00
2026-02-18T16:16:00Z,4.02,97.00
2026-02-18T16:17:00Z,4.02,97.00
2026-02-18T16:18:00Z,5.00,97.00
2026-02-18T16:19:00Z,5.00,96.47
2026-02-18T16:20:00Z,5.00,96.47
2026-02-18T16:21:00Z,5.00,96.47
2026-02-18T16:22:00Z,5.00,95.70
2026-02-18T16:23:00Z,5.00,96.26
2026-02-18T16:24:00Z,5.00,97.00
2026-02-18T16:25:00Z,5.00,97.00
2026-02-18T16:26:00Z,5.00,97.00
2026-02-18T16:27:00Z,5.00,97.00
2026-02-18T16:28:00Z,4.19,97.00
2026-02-18T16:29:00Z,3.72,97.00
2026-02-18T16:30:00Z,4.00,97.00
2026-02-18T16:31:00Z,4.00,97.00
2026-02-18T16:32:00Z,4.00,98.00
2026-02-18T16:33:00Z,4.00,98.00
2026-02-18T16:34:00Z,4.00,98.00
2026-02-18T16:35:00Z,4.61,97.00
2026-02-18T16:36:00Z,4.00,97.00
2026-02-18T16:37:00Z,4.89,97.00
2026-02-18T16:38:00Z,4.89,97.00
2026-02-18T16:39:00Z,4.00,97.00
2026-02-18T16:40:00Z,4.00,97.00
2026-02-18T16:41:00Z,4.80,97.00
2026-02-18T16:42:00Z,4.91,95.21
2026-02-18T16:43:00Z,3.94,97.00
2026-02-18T16:44:00Z,3.05,96.88
2026-02-18T16:45:00Z,3.59,97.00
2026-02-18T16:46:00Z,2.52,97.62
2026-02-18T16:47:00Z,3.28,97.02
2026-02-18T16:48:00Z,3.55,96.77
2026-02-18T16:49:00Z,4.12,97.27
2026-02-18T16:50:00Z,4.14,96.10
2026-02-18T16:51:00Z,4.06,95.31
2026-02-18T16:52:00Z,4.00,97.00
2026-02-18T16:53:00Z,4.00,97.00
2026-02-18T16:54:00Z,4.16,96.00
2026-02-18T16:55:00Z,5.16,95.96
2026-02-18T16:56:00Z,4.95,96.26
2026-02-18T16:57:00Z,5.00,97.98
2026-02-18T16:58:00Z,4.47,96.57
2026-02-18T16:59:00Z,4.97,95.04
2026-02-18T17:00:00Z,5.82,95.88
2026-02-18T17:01:00Z,5.45,96.00
2026-02-18T17:02:00Z,6.19,96.00
2026-02-18T17:03:00Z,4.98,96.62
2026-02-18T17:04:00Z,4.48,96.00
2026-02-18T17:05:00Z,2.98,97.14
2026-02-18T17:06:00Z,2.35,98.07
2026-02-18T17:07:00Z,1.76,98.41
2026-02-18T17:08:00Z,2.00,97.83
2026-02-18T17:09:00Z,2.55,99.00
2026-02-18T17:10:00Z,2.03,98.00
2026-02-18T17:11:00Z,2.68,98.00
2026-02-18T17:12:00Z,2.02,98.14
2026-02-18T17:13:00Z,1.84,98.22
2026-02-18T17:14:00Z,1.41,98.00
2026-02-18T17:15:00Z,2.00,98.48
2026-02-18T17:16:00Z,1.77,99.00
2026-02-18T17:17:00Z,2.88,98.26
2026-02-18T17:18:00Z,1.90,97.41
2026-02-18T17:19:00Z,1.91,98.01
2026-02-18T17:20:00Z,2.00,98.26
2026-02-18T17:21:00Z,3.00,97.99
2026-02-18T17:22:00Z,2.95,97.81
2026-02-18T17:23:00Z,2.78,98.00
2026-02-18T17:24:00Z,2.68,98.01
2026-02-18T17:25:00Z,2.97,98.00
2026-02-18T17:26:00Z,2.98,98.00
2026-02-18T17:27:00Z,3.00,98.00
2026-02-18T17:28:00Z,3.00,97.99
2026-02-18T17:29:00Z,2.99,98.00
2026-02-18T17:30:00Z,2.70,97.79
2026-02-18T17:31:00Z,2.97,98.00
2026-02-18T17:32:00Z,2.53,98.87
2026-02-18T17:33:00Z,3.00,98.06
2026-02-18T17:34:00Z,3.00,97.97
2026-02-18T17:35:00Z,3.05,97.98
2026-02-18T17:36:00Z,3.00,98.00
2026-02-18T17:37:00Z,3.39,97.97
2026-02-18T17:38:00Z,3.06,97.18
2026-02-18T17:39:00Z,2.26,97.08
2026-02-18T17:40:00Z,3.00,98.00
2026-02-18T17:41:00Z,3.71,98.00
2026-02-18T17:42:00Z,3.52,97.63
2026-02-18T17:43:00Z,3.86,97.28
2026-02-18T17:44:00Z,3.85,97.93
2026-02-18T17:45:00Z,4.13,96.99
2026-02-18T17:46:00Z,3.82,97.64
2026-02-18T17:47:00Z,2.47,98.00
2026-02-18T17:48:00Z,3.90,97.61
2026-02-18T17:49:00Z,4.37,96.81
2026-02-18T17:50:00Z,3.09,97.61
2026-02-18T17:51:00Z,3.19,98.00
2026-02-18T17:52:00Z,2.95,97.67
2026-02-18T17:53:00Z,3.93,97.00
2026-02-18T17:54:00Z,4.54,96.36
2026-02-18T17:55:00Z,4.77,95.95
2026-02-18T17:56:00Z,4.27,96.00
2026-02-18T17:57:00Z,3.95,96.64
2026-02-18T17:58:00Z,4.78,96.22
2026-02-18T17:59:00Z,3.87,97.00
2026-02-18T18:00:00Z,4.04,97.88
2026-02-18T18:01:00Z,2.86,97.57
2026-02-18T18:02:00Z,1.63,98.73
2026-02-18T18:03:00Z,1.43,98.52
2026-02-18T18:04:00Z,1.00,99.00
2026-02-18T18:05:00Z,1.00,99.00
2026-02-18T18:06:00Z,1.00,99.00
2026-02-18T18:07:00Z,1.00,99.00
2026-02-18T18:08:00Z,1.00,99.00
2026-02-18T18:09:00Z,1.00,99.00
2026-02-18T18:10:00Z,1.00,99.00
