# event_ticker=KXATPCHALLENGERMATCH-26MAR05GASSMI
# final_score=3-6 6-3 6-2
# match_winner=Hugo Gaston
# fav_player=Hugo Gaston
# dog_player=Keegan Smith
# kalshi_date=2026-03-05
timestamp,Hugo Gaston,Keegan Smith
2026-03-05T07:07:00Z,75.00,
2026-03-05T07:10:00Z,76.00,
2026-03-05T12:13:00Z,72.72,
2026-03-05T12:55:00Z,72.72,28.40
2026-03-05T12:59:00Z,72.72,29.06
2026-03-05T13:07:00Z,72.00,29.06
2026-03-05T13:16:00Z,72.48,29.06
2026-03-05T13:17:00Z,73.63,29.06
2026-03-05T13:21:00Z,73.63,29.00
2026-03-05T13:28:00Z,74.00,29.00
2026-03-05T13:36:00Z,74.00,29.00
2026-03-05T13:42:00Z,74.00,26.00
2026-03-05T13:47:00Z,74.00,26.00
2026-03-05T13:54:00Z,74.00,26.00
2026-03-05T13:57:00Z,74.00,29.00
2026-03-05T13:58:00Z,74.00,29.00
2026-03-05T14:04:00Z,74.00,29.00
2026-03-05T14:08:00Z,74.00,29.00
2026-03-05T14:16:00Z,73.00,29.00
2026-03-05T14:35:00Z,73.00,29.00
2026-03-05T14:38:00Z,73.00,29.00
2026-03-05T14:46:00Z,74.00,29.00
2026-03-05T14:50:00Z,74.00,29.00
2026-03-05T14:51:00Z,74.00,29.00
2026-03-05T14:52:00Z,74.00,29.00
2026-03-05T14:56:00Z,74.00,29.00
2026-03-05T15:08:00Z,74.00,29.00
2026-03-05T15:14:00Z,74.00,28.00
2026-03-05T15:18:00Z,74.00,28.00
2026-03-05T15:20:00Z,74.00,28.00
2026-03-05T15:21:00Z,74.00,28.00
2026-03-05T15:22:00Z,74.00,28.00
2026-03-05T15:26:00Z,74.00,28.00
2026-03-05T15:27:00Z,74.00,28.00
2026-03-05T15:28:00Z,74.00,28.00
2026-03-05T15:30:00Z,74.00,28.00
2026-03-05T15:35:00Z,74.00,28.00
2026-03-05T15:38:00Z,74.00,28.00
2026-03-05T15:39:00Z,72.02,29.00
2026-03-05T15:40:00Z,74.00,29.00
2026-03-05T15:42:00Z,74.00,29.00
2026-03-05T15:43:00Z,74.00,29.00
2026-03-05T15:44:00Z,74.00,29.00
2026-03-05T15:46:00Z,74.00,28.00
2026-03-05T15:47:00Z,74.00,28.00
2026-03-05T15:48:00Z,74.00,29.00
2026-03-05T15:49:00Z,74.00,29.00
2026-03-05T15:50:00Z,74.00,29.00
2026-03-05T15:51:00Z,74.00,29.00
2026-03-05T15:54:00Z,74.00,29.00
2026-03-05T15:55:00Z,74.00,29.00
2026-03-05T15:56:00Z,74.00,28.72
2026-03-05T15:57:00Z,74.00,29.00
2026-03-05T15:58:00Z,74.00,28.60
2026-03-05T15:59:00Z,74.93,28.00
2026-03-05T16:00:00Z,74.93,27.00
2026-03-05T16:01:00Z,74.96,28.00
2026-03-05T16:02:00Z,74.84,27.80
2026-03-05T16:03:00Z,75.78,27.00
2026-03-05T16:04:00Z,75.00,27.60
2026-03-05T16:05:00Z,75.00,25.18
2026-03-05T16:06:00Z,75.00,25.18
