# event_ticker=KXATPMATCH-26FEB16MACSIN
# final_score=6-1 6-4
# match_winner=Jannik Sinner
# fav_player=Jannik Sinner
# dog_player=Tomas Machac
# kalshi_date=2026-02-16
timestamp,Jannik Sinner,Tomas Machac
2026-02-16T04:56:00Z,,8.00
2026-02-16T05:05:00Z,94.00,8.00
2026-02-16T05:07:00Z,94.00,8.00
2026-02-16T05:08:00Z,94.00,8.00
2026-02-16T05:13:00Z,94.00,8.00
2026-02-16T05:15:00Z,94.00,7.00
2026-02-16T05:16:00Z,94.00,7.00
2026-02-16T05:17:00Z,94.00,7.00
2026-02-16T05:18:00Z,94.00,7.00
2026-02-16T05:19:00Z,94.00,7.00
2026-02-16T05:27:00Z,94.00,7.00
2026-02-16T05:34:00Z,94.00,7.00
2026-02-16T05:37:00Z,94.00,7.00
2026-02-16T05:40:00Z,95.00,7.00
2026-02-16T05:44:00Z,94.00,7.00
2026-02-16T05:46:00Z,95.00,6.00
2026-02-16T05:47:00Z,95.00,6.00
2026-02-16T05:49:00Z,94.00,6.00
2026-02-16T05:54:00Z,95.00,6.00
2026-02-16T05:55:00Z,94.01,6.00
2026-02-16T06:02:00Z,94.00,6.00
2026-02-16T06:03:00Z,94.00,7.00
2026-02-16T06:12:00Z,94.00,7.00
2026-02-16T06:23:00Z,95.00,7.00
2026-02-16T06:24:00Z,95.00,7.00
2026-02-16T06:25:00Z,95.00,6.00
2026-02-16T06:29:00Z,95.00,7.00
2026-02-16T06:31:00Z,95.00,7.00
2026-02-16T06:34:00Z,95.21,6.00
2026-02-16T06:35:00Z,94.00,6.00
2026-02-16T06:36:00Z,94.00,6.00
2026-02-16T06:37:00Z,95.00,6.00
2026-02-16T06:38:00Z,94.00,6.00
2026-02-16T06:39:00Z,94.00,6.00
2026-02-16T06:47:00Z,94.00,6.00
2026-02-16T06:49:00Z,94.00,6.00
2026-02-16T06:52:00Z,94.00,6.00
2026-02-16T06:53:00Z,94.00,7.00
2026-02-16T06:56:00Z,95.00,7.00
2026-02-16T07:09:00Z,95.00,7.00
2026-02-16T07:12:00Z,94.00,7.00
2026-02-16T07:13:00Z,94.00,7.00
2026-02-16T07:16:00Z,94.00,6.92
2026-02-16T07:35:00Z,94.00,6.92
2026-02-16T07:41:00Z,95.00,6.92
2026-02-16T07:42:00Z,95.00,7.00
2026-02-16T07:44:00Z,95.00,7.00
2026-02-16T07:50:00Z,95.00,7.00
2026-02-16T07:53:00Z,95.00,7.00
2026-02-16T08:18:00Z,95.00,7.00
2026-02-16T08:20:00Z,95.00,7.00
2026-02-16T08:24:00Z,95.00,7.00
2026-02-16T08:29:00Z,95.00,7.00
2026-02-16T08:48:00Z,94.00,7.00
2026-02-16T08:51:00Z,94.00,7.00
2026-02-16T09:01:00Z,94.00,6.99
