# event_ticker=KXATPMATCH-26MAR17BERBRO
# final_score=7-5 6-2
# match_winner=Zizou Bergs
# fav_player=Zizou Bergs
# dog_player=Jenson Brooksby
# kalshi_date=2026-03-17
timestamp,Zizou Bergs,Jenson Brooksby
2026-03-19T03:26:00Z,37.00,
2026-03-19T04:05:00Z,40.00,
2026-03-19T04:08:00Z,40.00,63.00
2026-03-19T04:31:00Z,40.00,63.00
2026-03-19T04:34:00Z,40.00,63.00
2026-03-19T04:35:00Z,40.00,62.00
2026-03-19T04:39:00Z,40.00,62.94
2026-03-19T04:46:00Z,40.00,62.94
2026-03-19T04:56:00Z,40.00,63.00
2026-03-19T04:59:00Z,40.00,62.00
2026-03-19T05:20:00Z,40.00,62.00
2026-03-19T05:21:00Z,40.00,63.00
2026-03-19T05:24:00Z,40.00,63.00
2026-03-19T05:26:00Z,40.00,63.00
2026-03-19T05:29:00Z,40.00,63.00
2026-03-19T05:32:00Z,40.00,63.00
2026-03-19T06:13:00Z,40.00,63.00
2026-03-19T06:15:00Z,40.00,63.00
2026-03-19T06:24:00Z,40.00,63.00
2026-03-19T06:31:00Z,40.00,63.00
2026-03-19T09:02:00Z,40.00,63.00
2026-03-19T09:21:00Z,40.00,63.00
2026-03-19T09:33:00Z,40.00,63.00
2026-03-19T09:46:00Z,40.00,63.00
2026-03-19T09:50:00Z,40.00,63.00
2026-03-19T10:03:00Z,40.00,63.00
2026-03-19T10:13:00Z,40.00,63.00
2026-03-19T10:26:00Z,40.00,63.00
2026-03-19T10:32:00Z,40.00,63.00
2026-03-19T10:36:00Z,40.00,63.00
2026-03-19T10:39:00Z,40.00,63.00
2026-03-19T10:51:00Z,40.00,63.00
2026-03-19T11:18:00Z,40.00,63.00
2026-03-19T11:19:00Z,40.00,63.00
2026-03-19T11:29:00Z,40.00,63.00
2026-03-19T11:49:00Z,40.00,63.00
2026-03-19T12:18:00Z,40.00,63.00
2026-03-19T12:43:00Z,40.00,63.00
2026-03-19T13:21:00Z,40.00,63.00
2026-03-19T13:23:00Z,40.00,63.00
2026-03-19T13:38:00Z,40.00,63.00
2026-03-19T13:40:00Z,40.00,63.00
2026-03-19T13:41:00Z,40.00,63.00
2026-03-19T13:42:00Z,40.00,63.00
2026-03-19T13:44:00Z,40.00,63.00
2026-03-19T13:47:00Z,40.00,63.00
2026-03-19T13:48:00Z,40.00,63.00
2026-03-19T14:01:00Z,40.00,63.00
2026-03-19T14:02:00Z,40.00,63.00
2026-03-19T14:14:00Z,40.00,63.00
2026-03-19T14:16:00Z,40.00,63.00
2026-03-19T14:21:00Z,40.00,63.00
2026-03-19T14:25:00Z,40.00,63.00
2026-03-19T14:31:00Z,40.00,63.00
2026-03-19T14:34:00Z,40.00,63.00
2026-03-19T14:37:00Z,40.00,63.00
2026-03-19T14:43:00Z,40.00,63.00
2026-03-19T14:46:00Z,40.00,63.00
2026-03-19T14:50:00Z,39.00,63.00
2026-03-19T14:52:00Z,39.00,63.00
2026-03-19T14:54:00Z,39.00,63.00
2026-03-19T14:55:00Z,39.00,63.00
2026-03-19T14:56:00Z,39.00,63.00
2026-03-19T14:58:00Z,39.00,63.00
2026-03-19T14:59:00Z,39.00,63.00
2026-03-19T15:00:00Z,39.00,63.00
2026-03-19T15:01:00Z,39.00,63.00
2026-03-19T15:04:00Z,38.00,63.00
2026-03-19T15:05:00Z,38.00,63.00
2026-03-19T15:06:00Z,38.00,63.00
2026-03-19T15:07:00Z,38.00,63.00
2026-03-19T15:08:00Z,38.00,63.00
2026-03-19T15:09:00Z,38.00,63.00
2026-03-19T15:10:00Z,37.58,63.00
2026-03-19T15:11:00Z,37.58,63.00
2026-03-19T15:12:00Z,37.58,63.00
2026-03-19T15:13:00Z,36.00,63.00
2026-03-19T15:14:00Z,33.28,65.62
2026-03-19T15:15:00Z,37.00,63.99
2026-03-19T15:16:00Z,36.99,64.98
2026-03-19T15:17:00Z,38.00,63.00
2026-03-19T15:18:00Z,38.55,61.28
2026-03-19T15:19:00Z,37.01,62.85
2026-03-19T15:20:00Z,35.80,66.00
2026-03-19T15:21:00Z,35.80,65.01
2026-03-19T15:22:00Z,37.17,63.02
2026-03-19T15:23:00Z,37.35,64.02
2026-03-19T15:24:00Z,40.00,62.42
2026-03-19T15:25:00Z,42.99,57.26
2026-03-19T15:26:00Z,39.03,61.47
2026-03-19T15:27:00Z,40.92,61.35
2026-03-19T15:28:00Z,40.77,60.13
2026-03-19T15:29:00Z,41.89,61.00
2026-03-19T15:30:00Z,47.67,53.33
2026-03-19T15:31:00Z,39.05,61.86
2026-03-19T15:32:00Z,47.69,57.00
2026-03-19T15:33:00Z,52.24,49.50
2026-03-19T15:34:00Z,58.00,44.00
2026-03-19T15:35:00Z,53.09,46.84
2026-03-19T15:36:00Z,59.76,42.49
2026-03-19T15:37:00Z,62.70,36.96
2026-03-19T15:38:00Z,65.00,39.91
2026-03-19T15:39:00Z,62.15,39.07
2026-03-19T15:40:00Z,62.93,39.00
2026-03-19T15:41:00Z,62.00,40.00
2026-03-19T15:42:00Z,62.00,39.87
2026-03-19T15:43:00Z,65.25,36.94
2026-03-19T15:44:00Z,68.00,35.28
2026-03-19T15:45:00Z,67.93,33.75
2026-03-19T15:46:00Z,67.08,32.12
2026-03-19T15:47:00Z,69.42,31.02
2026-03-19T15:48:00Z,70.60,28.92
2026-03-19T15:49:00Z,68.47,33.28
2026-03-19T15:50:00Z,69.00,31.04
2026-03-19T15:51:00Z,68.14,31.66
2026-03-19T15:52:00Z,67.17,33.88
2026-03-19T15:53:00Z,67.01,32.73
2026-03-19T15:54:00Z,66.34,37.15
2026-03-19T15:55:00Z,51.06,45.01
2026-03-19T15:56:00Z,44.17,50.96
2026-03-19T15:57:00Z,45.57,58.00
2026-03-19T15:58:00Z,42.21,57.23
2026-03-19T15:59:00Z,52.74,49.53
2026-03-19T16:00:00Z,60.50,37.96
2026-03-19T16:01:00Z,65.95,34.33
2026-03-19T16:02:00Z,69.00,32.19
2026-03-19T16:03:00Z,65.90,35.76
2026-03-19T16:04:00Z,69.79,30.21
2026-03-19T16:05:00Z,70.32,29.44
2026-03-19T16:06:00Z,70.39,29.98
2026-03-19T16:07:00Z,70.02,29.97
2026-03-19T16:08:00Z,67.57,33.29
2026-03-19T16:09:00Z,65.25,35.25
2026-03-19T16:10:00Z,67.68,32.98
2026-03-19T16:11:00Z,64.96,35.08
2026-03-19T16:12:00Z,59.41,41.42
2026-03-19T16:13:00Z,52.04,51.59
2026-03-19T16:14:00Z,52.49,50.60
2026-03-19T16:15:00Z,57.24,46.42
2026-03-19T16:16:00Z,58.07,36.84
2026-03-19T16:17:00Z,63.44,37.05
2026-03-19T16:18:00Z,65.23,33.40
2026-03-19T16:19:00Z,68.13,32.46
2026-03-19T16:20:00Z,67.19,31.24
2026-03-19T16:21:00Z,68.56,31.62
2026-03-19T16:22:00Z,66.83,34.70
2026-03-19T16:23:00Z,82.16,21.27
2026-03-19T16:24:00Z,77.37,20.61
2026-03-19T16:25:00Z,85.49,14.28
2026-03-19T16:26:00Z,85.95,14.54
2026-03-19T16:27:00Z,88.53,12.85
2026-03-19T16:28:00Z,90.70,9.71
2026-03-19T16:29:00Z,90.64,10.96
2026-03-19T16:30:00Z,95.43,7.33
2026-03-19T16:31:00Z,95.39,6.43
2026-03-19T16:32:00Z,91.15,10.23
2026-03-19T16:33:00Z,93.35,8.75
2026-03-19T16:34:00Z,98.47,1.67
2026-03-19T16:35:00Z,99.00,1.16
2026-03-19T16:36:00Z,98.39,1.81
2026-03-19T16:37:00Z,99.00,1.55
2026-03-19T16:38:00Z,99.00,1.00
2026-03-19T16:39:00Z,99.00,1.00
2026-03-19T16:40:00Z,99.00,1.00
2026-03-19T16:41:00Z,99.00,1.00
2026-03-19T16:42:00Z,99.00,1.00
