# event_ticker=KXATPCHALLENGERMATCH-26APR09YIBNIS
# final_score=6-3 3-6 6-1
# score_resolution=3-6 6-3 1-6
# match_winner=Yibing Wu
# fav_player=Kei Nishikori
# dog_player=Yibing Wu
# kalshi_date=2026-04-09
timestamp,Kei Nishikori,Yibing Wu
2026-04-09T09:44:00Z,,61.00
2026-04-09T10:03:00Z,,61.00
2026-04-09T10:05:00Z,,61.00
2026-04-09T10:20:00Z,,61.00
2026-04-09T10:35:00Z,41.00,61.00
2026-04-09T11:02:00Z,41.00,61.00
2026-04-09T11:11:00Z,41.00,61.00
2026-04-09T11:33:00Z,41.00,61.00
2026-04-09T11:54:00Z,40.00,61.00
2026-04-09T12:01:00Z,40.00,61.00
2026-04-09T12:09:00Z,40.00,61.00
2026-04-09T12:12:00Z,38.00,61.00
2026-04-09T12:13:00Z,38.00,62.00
2026-04-09T12:17:00Z,38.00,62.00
2026-04-09T12:21:00Z,38.00,62.00
2026-04-09T12:33:00Z,38.00,62.00
2026-04-09T12:37:00Z,38.00,62.00
2026-04-09T12:58:00Z,38.00,62.00
2026-04-09T12:59:00Z,40.00,62.00
2026-04-09T13:00:00Z,40.00,62.00
2026-04-09T13:16:00Z,39.00,61.00
2026-04-09T13:32:00Z,39.00,61.00
2026-04-09T13:38:00Z,39.00,62.00
2026-04-09T14:00:00Z,39.00,62.00
2026-04-09T14:10:00Z,39.00,62.00
2026-04-09T14:25:00Z,39.00,62.00
2026-04-09T14:28:00Z,39.00,62.00
2026-04-09T14:37:00Z,39.00,62.00
2026-04-09T14:50:00Z,39.00,62.00
2026-04-09T15:12:00Z,39.00,62.00
2026-04-09T15:20:00Z,39.00,61.00
2026-04-09T15:26:00Z,39.00,61.00
2026-04-09T15:29:00Z,39.00,61.00
2026-04-09T15:30:00Z,39.00,60.92
2026-04-09T15:32:00Z,39.00,61.00
2026-04-09T15:33:00Z,39.00,61.48
2026-04-09T15:36:00Z,39.00,62.00
2026-04-09T16:06:00Z,39.00,61.00
2026-04-09T16:07:00Z,39.00,61.00
2026-04-09T16:10:00Z,39.00,61.00
2026-04-09T16:15:00Z,39.00,61.00
2026-04-09T16:19:00Z,39.00,61.10
2026-04-09T16:24:00Z,39.00,61.94
2026-04-09T16:26:00Z,39.00,62.00
2026-04-09T16:27:00Z,39.00,62.00
2026-04-09T16:30:00Z,39.00,62.00
2026-04-09T16:31:00Z,39.00,62.00
2026-04-09T16:35:00Z,39.00,62.00
2026-04-09T16:38:00Z,39.00,60.00
2026-04-09T16:43:00Z,39.00,62.00
2026-04-09T16:44:00Z,39.00,62.00
2026-04-09T16:45:00Z,39.00,62.00
2026-04-09T16:50:00Z,39.00,62.00
2026-04-09T16:51:00Z,38.00,62.00
2026-04-09T16:52:00Z,39.00,62.00
2026-04-09T16:53:00Z,39.00,62.00
2026-04-09T16:55:00Z,39.00,62.00
2026-04-09T16:56:00Z,38.00,62.00
2026-04-09T16:59:00Z,38.00,62.00
2026-04-09T17:00:00Z,39.00,62.00
2026-04-09T17:03:00Z,39.00,62.00
2026-04-09T17:21:00Z,39.00,62.00
2026-04-09T17:24:00Z,39.00,62.00
2026-04-09T17:34:00Z,39.00,62.00
2026-04-09T17:35:00Z,39.00,62.00
2026-04-09T17:39:00Z,39.00,62.00
2026-04-09T17:40:00Z,39.00,62.00
2026-04-09T17:42:00Z,39.00,62.00
2026-04-09T17:43:00Z,39.00,62.00
2026-04-09T17:49:00Z,39.00,62.00
2026-04-09T17:54:00Z,39.00,62.00
2026-04-09T18:09:00Z,39.00,62.00
2026-04-09T18:12:00Z,39.00,62.00
2026-04-09T18:13:00Z,39.00,62.00
2026-04-09T18:15:00Z,39.00,62.00
2026-04-09T18:19:00Z,39.00,62.00
2026-04-09T18:21:00Z,39.00,62.00
2026-04-09T18:24:00Z,39.00,62.00
2026-04-09T18:30:00Z,39.00,62.00
2026-04-09T18:32:00Z,39.00,62.00
2026-04-09T18:36:00Z,39.00,62.00
2026-04-09T18:37:00Z,39.00,62.00
2026-04-09T18:41:00Z,39.00,62.00
2026-04-09T18:42:00Z,39.00,61.93
2026-04-09T18:43:00Z,39.00,62.00
2026-04-09T18:44:00Z,39.00,62.00
2026-04-09T18:48:00Z,39.00,62.00
2026-04-09T18:49:00Z,39.00,62.00
2026-04-09T18:50:00Z,39.00,62.00
2026-04-09T18:55:00Z,39.00,62.00
2026-04-09T18:56:00Z,39.00,62.00
2026-04-09T19:02:00Z,39.00,62.00
2026-04-09T19:04:00Z,39.00,62.00
2026-04-09T19:07:00Z,39.00,62.00
2026-04-09T19:10:00Z,39.00,62.00
2026-04-09T19:13:00Z,39.00,62.00
2026-04-09T19:14:00Z,39.00,61.22
2026-04-09T19:16:00Z,39.00,60.00
2026-04-09T19:17:00Z,39.00,62.00
2026-04-09T19:21:00Z,39.00,62.00
2026-04-09T19:23:00Z,39.00,62.69
2026-04-09T19:25:00Z,39.00,62.69
2026-04-09T19:26:00Z,39.00,63.00
2026-04-09T19:27:00Z,39.00,63.00
2026-04-09T19:28:00Z,39.00,63.00
2026-04-09T19:29:00Z,39.00,63.00
2026-04-09T19:31:00Z,39.00,63.00
2026-04-09T19:33:00Z,39.00,63.00
2026-04-09T19:37:00Z,39.00,62.94
2026-04-09T19:40:00Z,39.00,63.00
2026-04-09T19:41:00Z,39.00,63.00
2026-04-09T19:42:00Z,39.00,63.00
2026-04-09T19:44:00Z,39.00,62.39
2026-04-09T19:46:00Z,39.00,62.39
2026-04-09T19:48:00Z,39.00,61.00
2026-04-09T19:49:00Z,39.00,63.00
2026-04-09T19:50:00Z,39.00,63.00
2026-04-09T19:54:00Z,39.00,63.00
2026-04-09T19:56:00Z,39.00,63.00
2026-04-09T19:57:00Z,39.00,63.00
2026-04-09T19:59:00Z,39.00,63.00
2026-04-09T20:01:00Z,39.00,63.00
2026-04-09T20:02:00Z,39.00,63.00
2026-04-09T20:03:00Z,39.00,63.00
2026-04-09T20:06:00Z,39.00,63.00
2026-04-09T20:08:00Z,39.00,63.00
2026-04-09T20:10:00Z,39.00,63.00
2026-04-09T20:11:00Z,39.00,63.00
2026-04-09T20:12:00Z,39.00,62.00
2026-04-09T20:14:00Z,39.00,63.00
2026-04-09T20:15:00Z,39.00,63.00
2026-04-09T20:17:00Z,39.00,63.00
2026-04-09T20:20:00Z,39.00,64.00
2026-04-09T20:22:00Z,39.00,64.00
2026-04-09T20:24:00Z,39.00,64.00
2026-04-09T20:25:00Z,39.00,64.00
2026-04-09T20:28:00Z,38.96,64.00
2026-04-09T20:29:00Z,38.96,64.00
2026-04-09T20:30:00Z,39.00,64.00
2026-04-09T20:31:00Z,38.00,64.00
2026-04-09T20:32:00Z,37.97,64.00
2026-04-09T20:33:00Z,37.97,64.00
2026-04-09T20:34:00Z,38.00,64.00
2026-04-09T20:35:00Z,38.00,63.22
2026-04-09T20:36:00Z,38.00,62.00
2026-04-09T20:37:00Z,38.00,62.00
2026-04-09T20:38:00Z,38.00,63.84
2026-04-09T20:39:00Z,38.00,64.00
2026-04-09T20:40:00Z,38.00,64.00
2026-04-09T20:41:00Z,38.00,64.00
2026-04-09T20:42:00Z,37.00,64.00
2026-04-09T20:43:00Z,37.00,64.00
2026-04-09T20:44:00Z,38.00,64.00
2026-04-09T20:45:00Z,38.00,64.00
2026-04-09T20:46:00Z,38.62,64.00
2026-04-09T20:47:00Z,38.62,63.00
2026-04-09T20:48:00Z,38.62,63.00
2026-04-09T20:49:00Z,38.62,63.00
