# event_ticker=KXATPCHALLENGERMATCH-26MAY27MMOLEG
# final_score=6-2 6-2
# match_winner=Michael Mmoh
# fav_player=Michael Mmoh
# dog_player=Timo Legout
# kalshi_date=2026-05-27
timestamp,Michael Mmoh,Timo Legout
2026-05-27T08:09:00Z,,22.00
2026-05-27T08:18:00Z,79.00,22.00
2026-05-27T09:07:00Z,81.00,22.00
2026-05-27T11:07:00Z,80.00,22.00
2026-05-27T11:29:00Z,80.00,22.00
2026-05-27T12:59:00Z,80.00,22.00
2026-05-27T13:14:00Z,80.00,22.00
2026-05-27T13:34:00Z,79.00,22.00
2026-05-27T13:40:00Z,79.00,22.00
2026-05-27T13:43:00Z,77.00,22.00
2026-05-27T14:09:00Z,79.00,22.00
2026-05-27T14:39:00Z,79.00,22.00
2026-05-27T14:50:00Z,78.00,22.00
2026-05-27T14:51:00Z,78.66,22.00
2026-05-27T14:54:00Z,78.66,21.00
2026-05-27T15:30:00Z,78.66,21.00
2026-05-27T15:33:00Z,78.66,21.00
2026-05-27T15:37:00Z,78.66,21.00
2026-05-27T15:43:00Z,80.00,21.00
2026-05-27T15:52:00Z,80.00,21.00
2026-05-27T15:54:00Z,80.00,21.00
2026-05-27T16:22:00Z,80.00,21.00
2026-05-27T16:36:00Z,80.00,21.00
2026-05-27T16:43:00Z,80.00,21.00
2026-05-27T16:45:00Z,80.00,21.00
2026-05-27T17:08:00Z,80.00,21.00
2026-05-27T17:12:00Z,80.00,21.00
2026-05-27T17:15:00Z,80.00,21.00
2026-05-27T17:21:00Z,80.00,22.00
2026-05-27T17:24:00Z,80.00,22.00
2026-05-27T17:25:00Z,80.00,22.00
2026-05-27T17:28:00Z,79.00,22.00
2026-05-27T17:46:00Z,79.00,22.00
2026-05-27T17:48:00Z,80.00,22.00
2026-05-27T17:49:00Z,79.74,22.00
2026-05-27T17:53:00Z,80.00,22.00
2026-05-27T17:59:00Z,80.00,22.00
2026-05-27T18:00:00Z,80.00,22.00
2026-05-27T18:01:00Z,80.00,22.00
2026-05-27T18:02:00Z,80.00,22.00
2026-05-27T18:06:00Z,80.00,22.00
2026-05-27T18:07:00Z,80.00,22.00
2026-05-27T18:09:00Z,78.55,21.01
2026-05-27T18:10:00Z,78.00,21.88
2026-05-27T18:11:00Z,78.03,21.07
2026-05-27T18:12:00Z,76.39,24.40
2026-05-27T18:13:00Z,78.93,24.40
2026-05-27T18:14:00Z,78.27,23.21
2026-05-27T18:15:00Z,72.56,25.55
2026-05-27T18:16:00Z,69.75,30.14
2026-05-27T18:17:00Z,67.26,30.16
2026-05-27T18:18:00Z,64.41,34.68
2026-05-27T18:19:00Z,61.87,36.10
2026-05-27T18:20:00Z,59.38,40.91
2026-05-27T18:21:00Z,59.72,41.02
2026-05-27T18:22:00Z,65.75,37.13
2026-05-27T18:23:00Z,69.46,27.00
2026-05-27T18:24:00Z,73.67,26.00
2026-05-27T18:25:00Z,74.00,26.00
2026-05-27T18:26:00Z,70.25,29.54
2026-05-27T18:27:00Z,71.40,30.81
2026-05-27T18:28:00Z,71.90,28.18
2026-05-27T18:29:00Z,72.33,28.84
2026-05-27T18:30:00Z,73.87,25.00
2026-05-27T18:31:00Z,76.52,22.48
2026-05-27T18:32:00Z,76.20,23.46
2026-05-27T18:33:00Z,77.20,21.41
2026-05-27T18:34:00Z,83.04,17.87
2026-05-27T18:35:00Z,86.00,15.00
2026-05-27T18:36:00Z,87.98,12.03
2026-05-27T18:37:00Z,88.00,13.00
2026-05-27T18:38:00Z,87.88,12.00
2026-05-27T18:39:00Z,88.17,13.00
2026-05-27T18:40:00Z,89.03,11.06
2026-05-27T18:41:00Z,90.23,9.58
2026-05-27T18:42:00Z,91.76,9.00
2026-05-27T18:43:00Z,92.00,9.00
2026-05-27T18:44:00Z,92.00,8.01
2026-05-27T18:45:00Z,91.00,8.00
2026-05-27T18:46:00Z,92.00,9.00
2026-05-27T18:47:00Z,92.99,9.00
2026-05-27T18:48:00Z,93.00,8.00
2026-05-27T18:49:00Z,92.00,8.00
2026-05-27T18:50:00Z,94.00,6.18
2026-05-27T18:51:00Z,92.15,8.00
2026-05-27T18:52:00Z,94.24,4.97
2026-05-27T18:53:00Z,93.39,6.00
2026-05-27T18:54:00Z,93.75,6.82
2026-05-27T18:55:00Z,93.96,6.00
2026-05-27T18:56:00Z,92.00,8.13
2026-05-27T18:57:00Z,92.00,9.00
2026-05-27T18:58:00Z,91.57,11.44
2026-05-27T18:59:00Z,91.57,10.00
2026-05-27T19:00:00Z,91.60,7.44
2026-05-27T19:01:00Z,91.60,8.00
2026-05-27T19:02:00Z,93.00,8.00
2026-05-27T19:03:00Z,92.00,8.09
2026-05-27T19:04:00Z,92.00,10.00
2026-05-27T19:05:00Z,93.00,7.01
2026-05-27T19:06:00Z,94.07,6.00
2026-05-27T19:07:00Z,96.01,4.07
2026-05-27T19:08:00Z,96.27,4.07
2026-05-27T19:09:00Z,93.95,5.00
2026-05-27T19:10:00Z,92.82,6.25
2026-05-27T19:11:00Z,93.61,7.03
2026-05-27T19:12:00Z,94.02,6.00
2026-05-27T19:13:00Z,95.43,4.27
2026-05-27T19:14:00Z,95.79,5.83
2026-05-27T19:15:00Z,97.00,4.00
2026-05-27T19:16:00Z,97.00,3.48
2026-05-27T19:17:00Z,97.00,2.84
2026-05-27T19:18:00Z,98.00,2.00
2026-05-27T19:19:00Z,99.00,1.02
2026-05-27T19:20:00Z,98.41,1.23
2026-05-27T19:21:00Z,97.86,2.88
2026-05-27T19:22:00Z,97.93,2.05
