# event_ticker=KXATPCHALLENGERMATCH-26JUN01PINVUK
# final_score=2-6 6-4 6-3
# score_resolution=6-2 4-6 3-6
# match_winner=Aleksandar Vukic
# fav_player=Jack Pinnington Jones
# dog_player=Aleksandar Vukic
# kalshi_date=2026-06-01
timestamp,Jack Pinnington Jones,Aleksandar Vukic
2026-06-02T15:34:00Z,57.65,47.00
2026-06-02T15:35:00Z,58.00,47.00
2026-06-02T15:36:00Z,60.67,47.00
2026-06-02T15:37:00Z,63.00,41.55
2026-06-02T15:38:00Z,58.00,41.55
2026-06-02T15:39:00Z,59.88,43.27
2026-06-02T15:41:00Z,58.00,43.27
2026-06-02T15:42:00Z,64.00,44.19
2026-06-02T15:44:00Z,64.00,44.00
2026-06-02T15:45:00Z,61.05,44.04
2026-06-02T15:46:00Z,62.99,40.00
2026-06-02T15:47:00Z,61.00,39.24
2026-06-02T15:48:00Z,61.00,37.54
2026-06-02T15:49:00Z,65.00,36.01
2026-06-02T15:50:00Z,65.00,31.23
2026-06-02T15:51:00Z,65.00,34.13
2026-06-02T15:53:00Z,64.01,32.96
2026-06-02T15:56:00Z,63.00,34.49
2026-06-02T15:59:00Z,65.00,34.49
2026-06-02T16:00:00Z,72.08,35.25
2026-06-02T16:02:00Z,72.08,31.20
2026-06-02T16:03:00Z,78.00,31.20
2026-06-02T16:05:00Z,79.00,30.01
2026-06-02T16:06:00Z,79.00,25.00
2026-06-02T16:07:00Z,79.00,33.95
2026-06-02T16:08:00Z,79.00,32.91
2026-06-02T16:09:00Z,75.97,32.91
2026-06-02T16:11:00Z,75.97,32.65
2026-06-02T16:14:00Z,67.00,32.65
2026-06-02T16:15:00Z,67.00,35.46
2026-06-02T16:17:00Z,67.00,28.73
2026-06-02T16:18:00Z,68.37,28.73
2026-06-02T16:19:00Z,66.00,28.73
2026-06-02T16:20:00Z,66.00,33.00
2026-06-02T16:21:00Z,62.16,33.00
2026-06-02T16:22:00Z,62.16,33.00
2026-06-02T16:23:00Z,74.54,33.00
2026-06-02T16:24:00Z,63.00,33.00
2026-06-02T16:25:00Z,75.76,27.70
2026-06-02T16:26:00Z,75.76,33.00
2026-06-02T16:27:00Z,70.00,34.71
2026-06-02T16:28:00Z,59.71,34.71
2026-06-02T16:29:00Z,72.00,34.71
2026-06-02T16:31:00Z,61.20,33.94
2026-06-02T16:32:00Z,72.00,35.22
2026-06-02T16:33:00Z,72.00,29.00
2026-06-02T16:35:00Z,72.00,33.69
2026-06-02T16:36:00Z,72.00,35.98
2026-06-02T16:37:00Z,72.00,34.29
2026-06-02T16:38:00Z,72.00,34.88
2026-06-02T16:39:00Z,70.57,35.26
2026-06-02T16:41:00Z,65.00,34.89
2026-06-02T16:42:00Z,65.00,31.00
2026-06-02T16:43:00Z,70.62,31.00
2026-06-02T16:46:00Z,70.00,31.00
2026-06-02T16:48:00Z,70.18,29.58
2026-06-02T16:49:00Z,70.18,34.02
2026-06-02T16:51:00Z,70.18,30.61
2026-06-02T16:52:00Z,70.18,34.32
2026-06-02T16:56:00Z,70.18,34.00
2026-06-02T16:57:00Z,68.00,34.00
2026-06-02T16:58:00Z,68.86,34.00
2026-06-02T17:00:00Z,68.86,29.00
2026-06-02T17:01:00Z,70.10,29.00
2026-06-02T17:02:00Z,70.00,34.34
2026-06-02T17:04:00Z,69.76,35.19
2026-06-02T17:05:00Z,70.95,29.00
2026-06-02T17:06:00Z,71.81,29.00
2026-06-02T17:07:00Z,73.57,29.00
2026-06-02T17:08:00Z,76.36,29.00
2026-06-02T17:09:00Z,73.00,29.00
2026-06-02T17:10:00Z,73.96,28.09
2026-06-02T17:11:00Z,76.00,26.06
2026-06-02T17:12:00Z,76.97,24.50
2026-06-02T17:13:00Z,78.67,21.30
2026-06-02T17:14:00Z,79.20,24.71
2026-06-02T17:15:00Z,75.00,26.00
2026-06-02T17:16:00Z,75.86,25.76
2026-06-02T17:17:00Z,78.13,22.04
2026-06-02T17:18:00Z,80.00,20.76
2026-06-02T17:19:00Z,81.32,19.09
2026-06-02T17:20:00Z,84.44,17.81
2026-06-02T17:21:00Z,85.82,16.00
2026-06-02T17:22:00Z,86.00,14.43
2026-06-02T17:23:00Z,87.00,14.00
2026-06-02T17:24:00Z,88.00,13.02
2026-06-02T17:25:00Z,87.92,14.00
2026-06-02T17:26:00Z,90.08,11.36
2026-06-02T17:27:00Z,91.03,8.83
2026-06-02T17:28:00Z,93.55,8.56
2026-06-02T17:29:00Z,89.28,11.92
2026-06-02T17:30:00Z,87.00,13.75
2026-06-02T17:31:00Z,85.73,15.41
2026-06-02T17:32:00Z,85.66,13.98
2026-06-02T17:33:00Z,88.07,12.41
2026-06-02T17:34:00Z,86.53,13.89
2026-06-02T17:35:00Z,85.90,14.94
2026-06-02T17:36:00Z,85.19,14.94
2026-06-02T17:37:00Z,86.04,13.76
2026-06-02T17:38:00Z,87.15,13.27
2026-06-02T17:39:00Z,88.62,11.06
2026-06-02T17:40:00Z,89.60,12.00
2026-06-02T17:41:00Z,86.26,12.60
2026-06-02T17:42:00Z,85.00,16.00
2026-06-02T17:43:00Z,84.59,15.83
2026-06-02T17:44:00Z,87.00,13.68
2026-06-02T17:45:00Z,87.64,14.00
2026-06-02T17:46:00Z,85.16,15.78
2026-06-02T17:47:00Z,83.63,16.76
2026-06-02T17:48:00Z,84.87,16.96
2026-06-02T17:49:00Z,85.98,16.14
2026-06-02T17:50:00Z,86.51,14.08
2026-06-02T17:51:00Z,85.98,14.95
2026-06-02T17:52:00Z,83.00,17.95
2026-06-02T17:53:00Z,82.45,17.98
2026-06-02T17:54:00Z,79.58,20.31
2026-06-02T17:55:00Z,80.43,21.29
2026-06-02T17:56:00Z,77.75,24.21
2026-06-02T17:57:00Z,72.26,29.18
2026-06-02T17:58:00Z,62.28,36.62
2026-06-02T17:59:00Z,61.35,39.41
2026-06-02T18:00:00Z,61.77,40.04
2026-06-02T18:01:00Z,67.29,35.05
2026-06-02T18:02:00Z,74.23,27.81
2026-06-02T18:03:00Z,65.26,36.97
2026-06-02T18:04:00Z,60.70,40.45
2026-06-02T18:05:00Z,53.40,47.32
2026-06-02T18:06:00Z,47.61,55.04
2026-06-02T18:07:00Z,40.06,60.14
2026-06-02T18:08:00Z,49.13,55.79
2026-06-02T18:09:00Z,57.01,44.35
2026-06-02T18:10:00Z,56.33,44.40
2026-06-02T18:11:00Z,54.83,46.05
2026-06-02T18:12:00Z,53.65,47.69
2026-06-02T18:13:00Z,49.54,49.51
2026-06-02T18:14:00Z,44.95,48.47
2026-06-02T18:15:00Z,58.93,42.00
2026-06-02T18:16:00Z,60.60,39.23
2026-06-02T18:17:00Z,54.85,46.53
2026-06-02T18:18:00Z,53.86,46.77
2026-06-02T18:19:00Z,54.00,47.99
2026-06-02T18:20:00Z,48.99,48.38
2026-06-02T18:21:00Z,57.62,46.60
2026-06-02T18:22:00Z,58.61,43.92
2026-06-02T18:23:00Z,62.02,42.04
2026-06-02T18:24:00Z,60.48,42.39
2026-06-02T18:25:00Z,58.95,44.00
2026-06-02T18:26:00Z,54.91,46.55
2026-06-02T18:27:00Z,51.98,48.65
2026-06-02T18:28:00Z,54.89,46.87
2026-06-02T18:29:00Z,48.51,52.75
2026-06-02T18:30:00Z,35.81,63.38
2026-06-02T18:31:00Z,24.89,71.43
2026-06-02T18:32:00Z,15.72,84.24
2026-06-02T18:33:00Z,22.02,78.78
2026-06-02T18:34:00Z,16.69,84.46
2026-06-02T18:35:00Z,17.53,82.62
2026-06-02T18:36:00Z,19.17,83.67
2026-06-02T18:37:00Z,20.83,83.77
2026-06-02T18:38:00Z,19.77,82.97
2026-06-02T18:39:00Z,21.73,78.39
2026-06-02T18:40:00Z,12.23,88.75
2026-06-02T18:41:00Z,10.96,90.77
2026-06-02T18:42:00Z,12.23,89.06
2026-06-02T18:43:00Z,10.57,89.98
2026-06-02T18:44:00Z,11.46,89.35
2026-06-02T18:45:00Z,16.69,84.88
2026-06-02T18:46:00Z,4.73,96.52
2026-06-02T18:47:00Z,5.74,95.43
2026-06-02T18:48:00Z,10.64,92.47
2026-06-02T18:49:00Z,7.51,91.11
2026-06-02T18:50:00Z,13.04,88.38
2026-06-02T18:51:00Z,24.97,73.93
2026-06-02T18:52:00Z,2.72,95.87
2026-06-02T18:53:00Z,1.00,99.00
2026-06-02T18:54:00Z,1.00,99.00
2026-06-02T18:55:00Z,1.00,99.00
2026-06-02T18:56:00Z,1.00,99.00
2026-06-02T18:57:00Z,1.00,99.00
