# event_ticker=KXATPCHALLENGERMATCH-26FEB18DIAAGU
# final_score=5-7 7-6(5) 6-3
# score_resolution=5-7 7-6 6-3
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Joaquin Aguilar Cardozo
# kalshi_date=2026-02-18
timestamp,Facundo Diaz Acosta,Joaquin Aguilar Cardozo
2026-02-18T20:04:00Z,54.64,47.46
2026-02-18T20:05:00Z,52.36,49.40
2026-02-18T20:06:00Z,55.64,49.01
2026-02-18T20:07:00Z,55.43,45.99
2026-02-18T20:08:00Z,57.46,46.00
2026-02-18T20:09:00Z,58.47,44.96
2026-02-18T20:10:00Z,58.29,43.66
2026-02-18T20:11:00Z,61.40,37.11
2026-02-18T20:12:00Z,72.51,26.74
2026-02-18T20:13:00Z,76.91,22.14
2026-02-18T20:14:00Z,77.52,22.57
2026-02-18T20:15:00Z,71.33,29.68
2026-02-18T20:16:00Z,66.35,35.82
2026-02-18T20:17:00Z,56.00,45.73
2026-02-18T20:18:00Z,54.63,48.96
2026-02-18T20:19:00Z,53.35,47.30
2026-02-18T20:20:00Z,50.41,50.31
2026-02-18T20:21:00Z,51.31,49.17
2026-02-18T20:22:00Z,52.10,47.51
2026-02-18T20:23:00Z,52.88,46.87
2026-02-18T20:24:00Z,53.43,44.72
2026-02-18T20:25:00Z,58.00,45.04
2026-02-18T20:26:00Z,52.73,49.15
2026-02-18T20:27:00Z,54.78,46.13
2026-02-18T20:28:00Z,58.81,45.77
2026-02-18T20:29:00Z,61.26,42.92
2026-02-18T20:30:00Z,50.42,50.82
2026-02-18T20:31:00Z,46.95,52.51
2026-02-18T20:32:00Z,48.80,52.30
2026-02-18T20:33:00Z,50.88,50.67
2026-02-18T20:34:00Z,51.83,49.63
2026-02-18T20:35:00Z,50.99,52.16
2026-02-18T20:36:00Z,55.09,46.72
2026-02-18T20:37:00Z,53.29,47.59
2026-02-18T20:38:00Z,49.63,52.29
2026-02-18T20:39:00Z,41.35,57.60
2026-02-18T20:40:00Z,35.94,65.17
2026-02-18T20:41:00Z,32.54,69.08
2026-02-18T20:42:00Z,37.91,62.68
2026-02-18T20:43:00Z,34.62,67.54
2026-02-18T20:44:00Z,32.31,68.36
2026-02-18T20:45:00Z,40.09,66.25
2026-02-18T20:46:00Z,32.58,72.24
2026-02-18T20:47:00Z,36.51,63.14
2026-02-18T20:48:00Z,34.77,62.54
2026-02-18T20:49:00Z,46.40,53.81
2026-02-18T20:50:00Z,54.14,49.45
2026-02-18T20:51:00Z,53.25,43.92
2026-02-18T20:52:00Z,56.64,42.10
2026-02-18T20:53:00Z,56.98,42.32
2026-02-18T20:54:00Z,58.83,41.99
2026-02-18T20:55:00Z,66.40,35.28
2026-02-18T20:56:00Z,62.23,37.48
2026-02-18T20:57:00Z,56.30,43.68
2026-02-18T20:58:00Z,58.39,45.62
2026-02-18T20:59:00Z,51.87,47.84
2026-02-18T21:00:00Z,46.44,56.87
2026-02-18T21:01:00Z,42.04,58.00
2026-02-18T21:02:00Z,36.84,63.01
2026-02-18T21:03:00Z,45.55,54.76
2026-02-18T21:04:00Z,56.14,46.06
2026-02-18T21:05:00Z,56.76,44.61
2026-02-18T21:06:00Z,56.01,44.37
2026-02-18T21:07:00Z,61.57,37.03
2026-02-18T21:08:00Z,64.18,37.34
2026-02-18T21:09:00Z,68.69,31.08
2026-02-18T21:10:00Z,70.02,29.85
2026-02-18T21:11:00Z,73.64,28.86
2026-02-18T21:12:00Z,74.49,26.00
2026-02-18T21:13:00Z,75.21,25.45
2026-02-18T21:14:00Z,75.11,24.94
2026-02-18T21:15:00Z,74.83,26.88
2026-02-18T21:16:00Z,74.38,26.19
2026-02-18T21:17:00Z,76.47,22.66
2026-02-18T21:18:00Z,76.88,23.53
2026-02-18T21:19:00Z,75.67,24.07
2026-02-18T21:20:00Z,74.16,26.61
2026-02-18T21:21:00Z,75.25,26.35
2026-02-18T21:22:00Z,72.89,30.25
2026-02-18T21:23:00Z,69.81,31.89
2026-02-18T21:24:00Z,67.78,30.72
2026-02-18T21:25:00Z,63.45,37.83
2026-02-18T21:26:00Z,65.24,31.91
2026-02-18T21:27:00Z,55.25,41.73
2026-02-18T21:28:00Z,56.10,45.00
2026-02-18T21:29:00Z,57.73,43.39
2026-02-18T21:30:00Z,46.01,55.63
2026-02-18T21:31:00Z,44.68,56.60
2026-02-18T21:32:00Z,51.27,48.71
2026-02-18T21:33:00Z,51.03,47.59
2026-02-18T21:34:00Z,47.40,53.32
2026-02-18T21:35:00Z,39.27,58.79
2026-02-18T21:36:00Z,44.66,58.76
2026-02-18T21:37:00Z,49.84,49.12
2026-02-18T21:38:00Z,51.72,48.81
2026-02-18T21:39:00Z,49.84,50.24
2026-02-18T21:40:00Z,48.31,48.68
2026-02-18T21:41:00Z,54.39,46.65
2026-02-18T21:42:00Z,48.72,53.89
2026-02-18T21:43:00Z,47.99,54.63
2026-02-18T21:44:00Z,45.03,65.29
2026-02-18T21:45:00Z,36.60,62.62
2026-02-18T21:46:00Z,31.13,72.59
2026-02-18T21:47:00Z,36.73,63.35
2026-02-18T21:48:00Z,53.69,43.43
2026-02-18T21:49:00Z,62.01,41.68
2026-02-18T21:50:00Z,57.95,39.94
2026-02-18T21:51:00Z,62.20,34.47
2026-02-18T21:52:00Z,69.14,30.75
2026-02-18T21:53:00Z,69.86,30.95
2026-02-18T21:54:00Z,67.62,32.00
2026-02-18T21:55:00Z,68.46,32.00
2026-02-18T21:56:00Z,68.82,31.78
2026-02-18T21:57:00Z,68.04,31.65
2026-02-18T21:58:00Z,68.80,31.99
2026-02-18T21:59:00Z,69.05,31.99
2026-02-18T22:00:00Z,68.10,32.17
2026-02-18T22:01:00Z,68.24,34.90
2026-02-18T22:02:00Z,67.31,33.88
2026-02-18T22:03:00Z,75.22,26.10
2026-02-18T22:04:00Z,83.78,15.93
2026-02-18T22:05:00Z,85.01,16.32
2026-02-18T22:06:00Z,82.56,19.81
2026-02-18T22:07:00Z,84.99,17.21
2026-02-18T22:08:00Z,84.18,14.81
2026-02-18T22:09:00Z,86.22,13.96
2026-02-18T22:10:00Z,89.08,11.30
2026-02-18T22:11:00Z,85.44,13.80
2026-02-18T22:12:00Z,84.02,16.58
2026-02-18T22:13:00Z,83.97,16.91
2026-02-18T22:14:00Z,88.17,12.43
2026-02-18T22:15:00Z,89.88,10.77
2026-02-18T22:16:00Z,89.61,10.33
2026-02-18T22:17:00Z,87.58,13.19
2026-02-18T22:18:00Z,86.17,16.64
2026-02-18T22:19:00Z,85.02,16.65
2026-02-18T22:20:00Z,83.63,16.54
2026-02-18T22:21:00Z,84.06,16.69
2026-02-18T22:22:00Z,84.99,13.93
2026-02-18T22:23:00Z,86.92,14.29
2026-02-18T22:24:00Z,83.95,17.94
2026-02-18T22:25:00Z,87.16,11.67
2026-02-18T22:26:00Z,89.03,11.20
2026-02-18T22:27:00Z,89.56,11.47
2026-02-18T22:28:00Z,90.34,10.99
2026-02-18T22:29:00Z,90.15,10.57
2026-02-18T22:30:00Z,97.30,2.30
2026-02-18T22:31:00Z,98.58,1.81
2026-02-18T22:32:00Z,98.13,2.41
2026-02-18T22:33:00Z,96.87,3.80
2026-02-18T22:34:00Z,95.69,4.90
2026-02-18T22:35:00Z,93.57,7.61
2026-02-18T22:36:00Z,95.48,6.49
2026-02-18T22:37:00Z,94.41,5.77
2026-02-18T22:38:00Z,96.54,4.75
2026-02-18T22:39:00Z,99.00,1.00
2026-02-18T22:40:00Z,99.00,1.00
2026-02-18T22:41:00Z,99.00,1.00
