# event_ticker=KXATPMATCH-25AUG10BAUNOR
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Roberto Bautista Agut
# fav_player=Cameron Norrie
# dog_player=Roberto Bautista Agut
# kalshi_date=2025-08-10
timestamp,Cameron Norrie,Roberto Bautista Agut
2025-08-10T17:40:00Z,43.30,53.65
2025-08-10T17:41:00Z,48.29,54.00
2025-08-10T17:42:00Z,52.00,52.00
2025-08-10T17:45:00Z,52.00,53.00
2025-08-10T17:46:00Z,52.00,53.00
2025-08-10T17:47:00Z,52.00,57.00
2025-08-10T17:48:00Z,47.66,52.00
2025-08-10T17:49:00Z,45.72,55.45
2025-08-10T17:50:00Z,43.76,55.45
2025-08-10T17:51:00Z,38.36,59.97
2025-08-10T17:52:00Z,38.36,59.06
2025-08-10T17:53:00Z,38.36,59.00
2025-08-10T17:54:00Z,38.36,57.46
2025-08-10T17:55:00Z,44.53,56.99
2025-08-10T17:56:00Z,44.53,55.95
2025-08-10T17:57:00Z,44.53,63.48
2025-08-10T17:58:00Z,38.00,63.48
2025-08-10T17:59:00Z,45.14,51.00
2025-08-10T18:00:00Z,43.04,57.00
2025-08-10T18:02:00Z,42.87,57.00
2025-08-10T18:03:00Z,42.73,57.08
2025-08-10T18:04:00Z,42.02,62.57
2025-08-10T18:05:00Z,42.02,62.00
2025-08-10T18:06:00Z,40.00,62.00
2025-08-10T18:08:00Z,37.00,62.00
2025-08-10T18:09:00Z,37.00,64.58
2025-08-10T18:10:00Z,34.77,65.13
2025-08-10T18:12:00Z,40.57,58.21
2025-08-10T18:13:00Z,41.00,53.72
2025-08-10T18:14:00Z,48.75,53.72
2025-08-10T18:15:00Z,49.00,45.00
2025-08-10T18:17:00Z,59.00,45.59
2025-08-10T18:18:00Z,59.00,52.00
2025-08-10T18:19:00Z,51.50,52.00
2025-08-10T18:20:00Z,46.58,53.50
2025-08-10T18:21:00Z,34.90,62.14
2025-08-10T18:22:00Z,30.19,62.14
2025-08-10T18:23:00Z,34.00,71.00
2025-08-10T18:24:00Z,34.00,69.83
2025-08-10T18:25:00Z,34.00,69.83
2025-08-10T18:26:00Z,34.00,70.85
2025-08-10T18:28:00Z,34.00,70.85
2025-08-10T18:30:00Z,34.00,70.85
2025-08-10T18:31:00Z,34.00,70.00
2025-08-10T18:32:00Z,31.83,72.00
2025-08-10T18:33:00Z,29.00,72.00
2025-08-10T18:34:00Z,26.00,73.00
2025-08-10T18:35:00Z,31.00,73.00
2025-08-10T18:36:00Z,29.00,72.00
2025-08-10T18:37:00Z,30.81,72.97
2025-08-10T18:38:00Z,20.57,79.00
2025-08-10T18:39:00Z,11.81,86.00
2025-08-10T18:40:00Z,13.54,89.17
2025-08-10T18:41:00Z,12.74,91.00
2025-08-10T18:42:00Z,11.98,91.00
2025-08-10T18:43:00Z,12.00,86.57
2025-08-10T18:44:00Z,12.00,89.24
2025-08-10T18:45:00Z,12.00,89.70
2025-08-10T18:46:00Z,8.89,94.44
2025-08-10T18:47:00Z,5.63,94.22
2025-08-10T18:48:00Z,4.16,94.61
2025-08-10T18:49:00Z,6.00,94.00
2025-08-10T18:50:00Z,6.00,93.20
2025-08-10T18:51:00Z,4.00,93.20
2025-08-10T18:52:00Z,8.72,94.00
2025-08-10T18:53:00Z,7.00,94.00
2025-08-10T18:54:00Z,3.50,95.62
2025-08-10T18:55:00Z,5.07,97.96
2025-08-10T18:56:00Z,5.07,95.20
2025-08-10T18:57:00Z,5.26,97.12
2025-08-10T18:58:00Z,2.86,96.57
2025-08-10T18:59:00Z,4.00,98.46
2025-08-10T19:00:00Z,4.00,97.00
2025-08-10T19:01:00Z,4.00,97.96
2025-08-10T19:02:00Z,4.00,98.98
2025-08-10T19:03:00Z,4.00,98.00
2025-08-10T19:05:00Z,4.00,97.20
2025-08-10T19:07:00Z,4.00,98.92
2025-08-10T19:08:00Z,4.00,96.00
2025-08-10T19:09:00Z,4.00,97.82
2025-08-10T19:10:00Z,4.00,95.88
2025-08-10T19:11:00Z,1.00,99.00
2025-08-10T19:12:00Z,1.00,99.00
2025-08-10T19:14:00Z,1.00,99.00
