# event_ticker=KXATPMATCH-25AUG10BAUNOR
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Roberto Bautista Agut
# fav_player=Cameron Norrie
# dog_player=Roberto Bautista Agut
# kalshi_date=2025-08-10
timestamp,Cameron Norrie,Roberto Bautista Agut
2025-08-10T06:28:00Z,70.00,
2025-08-10T07:08:00Z,70.00,45.00
2025-08-10T07:25:00Z,66.68,45.00
2025-08-10T07:37:00Z,67.00,45.00
2025-08-10T07:46:00Z,67.00,46.00
2025-08-10T08:24:00Z,66.85,46.00
2025-08-10T09:33:00Z,66.85,45.00
2025-08-10T11:07:00Z,72.95,45.00
2025-08-10T11:30:00Z,76.00,45.00
2025-08-10T11:49:00Z,75.00,32.00
2025-08-10T12:33:00Z,63.00,32.00
2025-08-10T12:43:00Z,63.00,38.00
2025-08-10T12:47:00Z,63.00,38.00
2025-08-10T13:05:00Z,63.00,38.00
2025-08-10T13:06:00Z,63.00,38.00
2025-08-10T13:36:00Z,63.00,38.00
2025-08-10T13:45:00Z,63.00,38.00
2025-08-10T14:02:00Z,63.00,38.00
2025-08-10T14:27:00Z,63.00,38.00
2025-08-10T14:41:00Z,61.00,38.00
2025-08-10T14:44:00Z,59.00,38.00
2025-08-10T14:55:00Z,60.00,41.00
2025-08-10T15:15:00Z,60.00,42.00
2025-08-10T15:40:00Z,60.00,42.00
2025-08-10T16:10:00Z,58.00,42.00
2025-08-10T16:28:00Z,59.00,42.00
2025-08-10T16:30:00Z,59.79,42.00
2025-08-10T16:33:00Z,60.00,42.00
2025-08-10T16:34:00Z,60.00,42.00
2025-08-10T16:36:00Z,60.96,42.00
2025-08-10T16:37:00Z,60.72,42.00
2025-08-10T16:39:00Z,61.12,42.00
2025-08-10T16:41:00Z,63.05,42.00
2025-08-10T16:44:00Z,65.00,39.00
2025-08-10T16:54:00Z,65.00,40.00
2025-08-10T16:59:00Z,65.00,40.00
2025-08-10T17:00:00Z,65.00,40.00
2025-08-10T17:02:00Z,60.00,40.00
2025-08-10T17:03:00Z,61.64,39.00
2025-08-10T17:04:00Z,62.87,39.00
2025-08-10T17:14:00Z,63.00,39.00
2025-08-10T17:18:00Z,62.00,39.00
2025-08-10T17:19:00Z,62.00,41.00
2025-08-10T17:21:00Z,62.00,41.00
2025-08-10T17:22:00Z,60.99,39.00
2025-08-10T17:23:00Z,63.93,36.95
2025-08-10T17:24:00Z,66.32,36.00
2025-08-10T17:25:00Z,69.00,39.95
2025-08-10T17:26:00Z,63.00,41.00
2025-08-10T17:27:00Z,63.00,40.00
2025-08-10T17:28:00Z,62.09,40.12
2025-08-10T17:29:00Z,61.89,40.00
2025-08-10T17:30:00Z,62.00,36.28
2025-08-10T17:31:00Z,64.00,36.00
2025-08-10T17:32:00Z,64.67,36.00
2025-08-10T17:33:00Z,62.96,42.00
2025-08-10T17:34:00Z,64.00,42.00
2025-08-10T17:37:00Z,64.00,42.20
2025-08-10T17:38:00Z,64.00,48.00
2025-08-10T17:39:00Z,55.63,49.86
