# event_ticker=KXATPMATCH-26FEB17FARBAE
# final_score=7-5 6-1
# match_winner=Jaime Faria
# fav_player=Jaime Faria
# dog_player=Sebastian Baez
# kalshi_date=2026-02-17
timestamp,Jaime Faria,Sebastian Baez
2026-02-17T12:59:00Z,,78.00
2026-02-17T13:18:00Z,,78.00
2026-02-17T14:01:00Z,,78.00
2026-02-17T14:29:00Z,,78.00
2026-02-17T15:07:00Z,,79.00
2026-02-17T15:20:00Z,,79.00
2026-02-17T15:32:00Z,,79.00
2026-02-17T15:51:00Z,,80.00
2026-02-17T16:13:00Z,,80.00
2026-02-17T17:17:00Z,,80.00
2026-02-17T17:21:00Z,,80.00
2026-02-17T17:22:00Z,,80.00
2026-02-17T17:58:00Z,,80.00
2026-02-17T18:12:00Z,,80.00
2026-02-17T18:13:00Z,22.00,80.00
2026-02-17T18:16:00Z,22.00,80.00
2026-02-17T18:54:00Z,21.00,80.00
2026-02-17T18:55:00Z,21.00,80.00
2026-02-17T19:01:00Z,21.00,79.00
2026-02-17T19:07:00Z,21.00,80.00
2026-02-17T19:08:00Z,21.00,80.00
2026-02-17T19:09:00Z,20.00,80.00
2026-02-17T19:10:00Z,20.00,80.00
2026-02-17T19:23:00Z,20.00,81.00
2026-02-17T19:27:00Z,20.00,81.00
2026-02-17T19:29:00Z,20.00,81.00
2026-02-17T19:30:00Z,20.00,81.00
2026-02-17T19:52:00Z,20.00,81.00
2026-02-17T19:55:00Z,21.00,81.00
2026-02-17T19:57:00Z,21.00,81.00
2026-02-17T20:07:00Z,21.00,81.00
2026-02-17T20:21:00Z,21.00,81.00
2026-02-17T20:27:00Z,21.00,80.00
2026-02-17T20:31:00Z,21.00,80.00
2026-02-17T20:52:00Z,21.00,80.00
2026-02-17T20:53:00Z,21.00,80.00
2026-02-17T20:54:00Z,21.00,80.00
2026-02-17T21:00:00Z,21.00,80.00
2026-02-17T21:02:00Z,21.00,80.00
2026-02-17T21:14:00Z,21.00,80.00
