# event_ticker=KXATPMATCH-25OCT13DIAOMA
# final_score=6-3 6-1
# score_resolution=3-6 1-6
# match_winner=Gabriel Diallo
# fav_player=Amir Omarkhanov
# dog_player=Gabriel Diallo
# kalshi_date=2025-10-13
timestamp,Amir Omarkhanov,Gabriel Diallo
2025-10-12T21:45:00Z,22.39,84.67
2025-10-12T21:46:00Z,20.00,86.21
2025-10-12T21:47:00Z,10.34,86.21
2025-10-12T21:48:00Z,10.34,94.00
2025-10-12T22:08:00Z,17.00,94.00
2025-10-12T22:09:00Z,17.00,94.00
2025-10-12T22:15:00Z,5.00,94.16
2025-10-12T22:16:00Z,5.00,94.16
2025-10-12T22:23:00Z,5.00,94.16
2025-10-12T22:26:00Z,5.00,94.16
2025-10-12T22:28:00Z,5.00,94.16
2025-10-12T22:31:00Z,5.00,94.16
2025-10-12T22:35:00Z,5.87,94.16
2025-10-12T22:36:00Z,6.00,94.16
2025-10-12T22:41:00Z,6.00,94.16
2025-10-12T22:45:00Z,6.00,94.16
2025-10-12T22:46:00Z,6.00,94.16
2025-10-12T22:48:00Z,6.00,94.16
2025-10-12T22:52:00Z,6.00,94.16
2025-10-12T22:53:00Z,6.00,94.16
2025-10-12T22:54:00Z,6.00,95.00
2025-10-12T22:56:00Z,6.00,95.00
2025-10-12T23:03:00Z,6.00,95.00
2025-10-12T23:12:00Z,6.00,95.00
2025-10-12T23:13:00Z,6.00,95.00
2025-10-12T23:14:00Z,6.21,95.00
2025-10-12T23:18:00Z,7.00,95.00
2025-10-12T23:22:00Z,7.00,95.00
2025-10-12T23:23:00Z,7.00,95.00
2025-10-12T23:26:00Z,7.00,95.00
2025-10-12T23:31:00Z,7.00,95.00
2025-10-12T23:33:00Z,7.00,95.00
2025-10-12T23:34:00Z,7.00,95.00
2025-10-12T23:35:00Z,7.00,95.00
2025-10-12T23:36:00Z,7.00,95.00
2025-10-12T23:37:00Z,7.00,94.00
2025-10-12T23:38:00Z,7.00,94.00
2025-10-12T23:39:00Z,7.00,94.00
2025-10-12T23:46:00Z,7.00,94.00
2025-10-12T23:54:00Z,7.00,94.00
2025-10-12T23:58:00Z,7.00,94.00
2025-10-12T23:59:00Z,7.00,94.00
2025-10-13T00:08:00Z,7.00,94.00
2025-10-13T00:09:00Z,7.00,94.00
2025-10-13T00:10:00Z,7.48,94.00
2025-10-13T00:13:00Z,5.74,96.00
2025-10-13T00:15:00Z,6.00,96.00
2025-10-13T00:16:00Z,8.00,96.00
2025-10-13T00:26:00Z,8.00,96.00
2025-10-13T00:36:00Z,8.00,96.00
2025-10-13T00:43:00Z,8.00,96.00
2025-10-13T00:52:00Z,8.00,96.00
2025-10-13T00:53:00Z,8.00,96.00
2025-10-13T01:09:00Z,8.00,96.00
2025-10-13T01:12:00Z,8.00,96.00
2025-10-13T01:13:00Z,8.00,94.00
2025-10-13T01:14:00Z,8.00,94.00
2025-10-13T01:17:00Z,8.00,93.00
2025-10-13T01:18:00Z,8.00,93.74
2025-10-13T01:22:00Z,7.00,94.52
2025-10-13T01:23:00Z,7.00,95.00
2025-10-13T01:24:00Z,4.93,95.00
2025-10-13T01:25:00Z,6.00,96.00
2025-10-13T01:27:00Z,4.06,96.00
2025-10-13T01:28:00Z,4.06,96.00
2025-10-13T01:29:00Z,5.00,96.00
2025-10-13T01:30:00Z,5.00,96.00
2025-10-13T01:32:00Z,5.00,96.00
2025-10-13T01:38:00Z,5.68,96.00
2025-10-13T01:41:00Z,6.00,96.00
2025-10-13T01:42:00Z,6.00,96.00
2025-10-13T01:44:00Z,6.00,96.00
2025-10-13T01:45:00Z,6.00,96.00
2025-10-13T01:47:00Z,6.00,96.00
2025-10-13T01:56:00Z,6.00,96.00
2025-10-13T01:57:00Z,6.00,96.00
2025-10-13T01:59:00Z,6.00,96.00
2025-10-13T02:01:00Z,6.00,96.00
2025-10-13T02:02:00Z,6.00,96.00
2025-10-13T02:03:00Z,6.00,96.00
2025-10-13T02:04:00Z,6.00,96.00
2025-10-13T02:09:00Z,6.00,96.00
2025-10-13T02:11:00Z,6.00,96.00
2025-10-13T02:13:00Z,5.00,96.00
2025-10-13T02:14:00Z,6.00,96.00
2025-10-13T02:15:00Z,6.00,96.00
2025-10-13T02:20:00Z,6.83,96.00
2025-10-13T02:23:00Z,7.00,96.00
2025-10-13T02:25:00Z,7.00,96.00
2025-10-13T02:30:00Z,7.00,96.00
2025-10-13T02:34:00Z,6.86,96.00
2025-10-13T02:35:00Z,7.00,96.00
2025-10-13T02:42:00Z,7.00,96.00
2025-10-13T02:44:00Z,5.67,96.00
2025-10-13T02:45:00Z,6.90,96.00
2025-10-13T02:46:00Z,7.00,96.00
2025-10-13T02:49:00Z,7.00,96.00
2025-10-13T02:50:00Z,7.00,96.00
2025-10-13T02:51:00Z,5.00,95.00
2025-10-13T02:52:00Z,5.00,95.00
2025-10-13T02:53:00Z,5.00,95.00
2025-10-13T02:55:00Z,5.00,95.00
2025-10-13T02:56:00Z,5.00,95.00
2025-10-13T02:57:00Z,5.04,95.00
2025-10-13T02:58:00Z,6.00,95.00
2025-10-13T02:59:00Z,6.00,95.00
2025-10-13T03:00:00Z,6.00,95.00
2025-10-13T03:01:00Z,6.00,95.00
2025-10-13T03:03:00Z,6.00,95.00
2025-10-13T03:04:00Z,6.00,95.00
2025-10-13T03:05:00Z,6.00,95.00
2025-10-13T03:06:00Z,6.00,95.00
2025-10-13T03:07:00Z,6.00,95.00
2025-10-13T03:09:00Z,6.00,95.00
2025-10-13T03:10:00Z,6.00,95.00
2025-10-13T03:11:00Z,4.03,95.00
2025-10-13T03:12:00Z,5.00,95.00
2025-10-13T03:13:00Z,4.17,95.00
2025-10-13T03:15:00Z,5.00,95.00
2025-10-13T03:16:00Z,5.00,95.00
2025-10-13T03:17:00Z,5.00,95.00
2025-10-13T03:19:00Z,5.62,95.00
2025-10-13T03:20:00Z,6.00,95.00
2025-10-13T03:21:00Z,6.00,95.00
2025-10-13T03:25:00Z,6.00,95.00
2025-10-13T03:26:00Z,6.00,96.00
2025-10-13T03:27:00Z,5.00,96.00
2025-10-13T03:30:00Z,5.00,96.00
2025-10-13T03:31:00Z,5.00,96.00
2025-10-13T03:33:00Z,5.00,96.00
2025-10-13T03:36:00Z,5.00,96.00
2025-10-13T03:38:00Z,5.00,96.00
2025-10-13T03:41:00Z,6.00,96.00
2025-10-13T03:43:00Z,6.00,96.00
2025-10-13T03:44:00Z,6.00,96.00
2025-10-13T03:45:00Z,6.00,96.00
2025-10-13T03:48:00Z,6.00,96.00
2025-10-13T03:49:00Z,6.91,96.00
2025-10-13T03:52:00Z,7.00,96.00
2025-10-13T03:55:00Z,7.00,96.00
2025-10-13T03:58:00Z,7.00,96.00
2025-10-13T03:59:00Z,7.00,96.00
2025-10-13T04:03:00Z,7.00,96.00
2025-10-13T04:04:00Z,7.00,94.00
2025-10-13T04:05:00Z,7.00,94.00
2025-10-13T04:07:00Z,6.61,94.00
2025-10-13T04:08:00Z,7.00,94.00
2025-10-13T04:09:00Z,7.00,94.00
2025-10-13T04:13:00Z,5.23,95.00
2025-10-13T04:14:00Z,6.81,94.00
2025-10-13T04:15:00Z,7.85,94.00
2025-10-13T04:16:00Z,8.00,94.00
2025-10-13T04:17:00Z,8.00,94.00
2025-10-13T04:21:00Z,7.95,94.00
2025-10-13T04:24:00Z,8.00,94.00
2025-10-13T04:26:00Z,8.00,94.00
2025-10-13T04:27:00Z,8.00,94.00
2025-10-13T04:28:00Z,7.07,94.00
2025-10-13T04:29:00Z,7.00,94.00
2025-10-13T04:30:00Z,7.00,94.00
2025-10-13T04:31:00Z,7.00,94.00
2025-10-13T04:32:00Z,7.00,94.00
2025-10-13T04:33:00Z,7.00,94.00
2025-10-13T04:34:00Z,7.00,94.00
2025-10-13T04:35:00Z,7.00,94.00
2025-10-13T04:36:00Z,7.00,94.00
2025-10-13T04:37:00Z,7.00,94.00
2025-10-13T04:38:00Z,7.00,94.00
2025-10-13T04:39:00Z,7.00,94.00
2025-10-13T04:40:00Z,7.00,94.00
2025-10-13T04:41:00Z,7.00,94.00
2025-10-13T04:42:00Z,7.00,94.00
2025-10-13T04:43:00Z,7.00,94.00
2025-10-13T04:44:00Z,7.00,94.00
2025-10-13T04:46:00Z,7.00,94.00
2025-10-13T04:48:00Z,7.00,94.00
2025-10-13T04:52:00Z,7.00,94.00
2025-10-13T04:53:00Z,7.00,94.00
2025-10-13T04:57:00Z,7.00,94.00
2025-10-13T04:59:00Z,7.00,94.00
2025-10-13T05:02:00Z,7.00,94.00
2025-10-13T05:04:00Z,7.00,94.00
2025-10-13T05:12:00Z,7.00,94.00
2025-10-13T05:13:00Z,5.20,95.00
2025-10-13T05:14:00Z,6.60,94.00
2025-10-13T05:17:00Z,7.00,94.00
2025-10-13T05:18:00Z,7.00,94.00
2025-10-13T05:19:00Z,7.00,94.00
2025-10-13T05:20:00Z,7.00,94.00
2025-10-13T05:22:00Z,7.00,94.00
2025-10-13T05:24:00Z,6.00,94.00
2025-10-13T05:26:00Z,6.00,94.00
2025-10-13T05:28:00Z,7.00,94.00
2025-10-13T05:30:00Z,7.00,94.00
2025-10-13T05:32:00Z,5.55,94.00
2025-10-13T05:34:00Z,7.00,95.00
2025-10-13T05:35:00Z,7.00,95.00
2025-10-13T05:36:00Z,7.00,95.17
2025-10-13T05:37:00Z,4.06,96.00
2025-10-13T05:38:00Z,6.00,96.00
2025-10-13T05:39:00Z,6.00,96.00
2025-10-13T05:40:00Z,5.00,96.00
2025-10-13T05:41:00Z,5.00,96.00
2025-10-13T05:42:00Z,4.00,96.00
2025-10-13T05:49:00Z,5.00,96.00
2025-10-13T05:50:00Z,5.00,96.00
2025-10-13T05:51:00Z,5.00,96.00
2025-10-13T05:52:00Z,4.00,96.00
2025-10-13T05:53:00Z,5.00,96.00
2025-10-13T05:54:00Z,5.00,96.00
2025-10-13T05:55:00Z,3.00,96.00
2025-10-13T05:56:00Z,5.00,96.00
2025-10-13T05:57:00Z,5.30,96.00
2025-10-13T05:58:00Z,6.00,96.00
2025-10-13T06:00:00Z,6.00,96.00
2025-10-13T06:01:00Z,6.00,96.00
2025-10-13T06:02:00Z,6.00,96.00
2025-10-13T06:03:00Z,5.00,96.00
2025-10-13T06:05:00Z,5.00,96.00
2025-10-13T06:06:00Z,5.00,96.00
2025-10-13T06:08:00Z,5.00,96.00
2025-10-13T06:10:00Z,5.00,96.00
2025-10-13T06:11:00Z,5.00,96.00
2025-10-13T06:12:00Z,5.00,96.00
2025-10-13T06:13:00Z,5.29,96.00
2025-10-13T06:14:00Z,6.00,96.00
2025-10-13T06:15:00Z,6.00,96.00
2025-10-13T06:17:00Z,6.00,96.00
2025-10-13T06:19:00Z,6.00,96.00
2025-10-13T06:24:00Z,6.00,96.00
2025-10-13T06:29:00Z,6.00,96.00
2025-10-13T06:34:00Z,6.00,96.00
2025-10-13T06:40:00Z,6.00,96.00
2025-10-13T06:41:00Z,6.00,96.00
2025-10-13T06:42:00Z,6.00,96.00
2025-10-13T06:46:00Z,6.00,96.00
2025-10-13T06:47:00Z,6.00,96.00
2025-10-13T06:49:00Z,6.00,96.00
2025-10-13T06:50:00Z,6.00,96.00
2025-10-13T06:51:00Z,6.67,96.00
2025-10-13T06:52:00Z,7.00,96.00
2025-10-13T06:58:00Z,7.00,96.00
2025-10-13T06:59:00Z,7.00,96.00
2025-10-13T07:00:00Z,7.00,96.00
2025-10-13T07:02:00Z,6.99,96.00
2025-10-13T07:03:00Z,5.00,96.00
2025-10-13T07:05:00Z,7.00,96.00
2025-10-13T07:06:00Z,7.00,96.00
2025-10-13T07:07:00Z,7.00,96.00
2025-10-13T07:08:00Z,7.00,95.00
2025-10-13T07:09:00Z,7.00,95.00
2025-10-13T07:10:00Z,7.00,95.00
2025-10-13T07:13:00Z,7.00,95.00
2025-10-13T07:16:00Z,7.00,95.00
2025-10-13T07:17:00Z,7.00,94.00
2025-10-13T07:18:00Z,7.00,94.00
2025-10-13T07:23:00Z,7.00,94.00
2025-10-13T07:32:00Z,7.00,94.00
2025-10-13T07:34:00Z,7.00,94.00
2025-10-13T07:35:00Z,7.00,94.00
2025-10-13T07:36:00Z,7.00,94.00
2025-10-13T07:37:00Z,7.00,94.00
2025-10-13T07:39:00Z,6.99,94.00
2025-10-13T07:41:00Z,12.05,94.00
2025-10-13T07:42:00Z,12.91,89.38
2025-10-13T07:43:00Z,40.11,69.72
2025-10-13T07:44:00Z,41.75,61.44
2025-10-13T07:45:00Z,34.85,72.00
2025-10-13T07:46:00Z,36.46,95.04
2025-10-13T07:47:00Z,39.44,95.00
2025-10-13T07:48:00Z,11.05,95.00
2025-10-13T07:49:00Z,11.05,92.00
2025-10-13T07:50:00Z,4.33,94.29
2025-10-13T07:51:00Z,4.00,94.29
2025-10-13T07:52:00Z,3.00,94.29
2025-10-13T07:53:00Z,3.13,94.29
2025-10-13T07:54:00Z,2.77,98.00
2025-10-13T07:55:00Z,4.47,98.00
2025-10-13T07:56:00Z,1.00,98.00
2025-10-13T07:57:00Z,5.00,98.00
2025-10-13T07:59:00Z,5.00,98.00
2025-10-13T08:00:00Z,5.05,98.00
2025-10-13T08:01:00Z,7.14,94.49
2025-10-13T08:02:00Z,8.00,94.89
2025-10-13T08:03:00Z,8.00,96.23
