# event_ticker=KXATPMATCH-25JUL20FARTIR
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Thiago Agustin Tirante
# fav_player=Jaime Faria
# dog_player=Thiago Agustin Tirante
# kalshi_date=2025-07-20
timestamp,Jaime Faria,Thiago Agustin Tirante
2025-07-22T02:35:00Z,38.00,
2025-07-22T02:51:00Z,38.00,
2025-07-22T02:52:00Z,38.00,62.00
2025-07-22T03:19:00Z,38.00,62.00
2025-07-22T03:48:00Z,38.00,62.00
2025-07-22T04:03:00Z,38.00,62.00
2025-07-22T05:02:00Z,38.00,62.00
2025-07-22T05:03:00Z,38.00,63.00
2025-07-22T05:04:00Z,38.00,64.00
2025-07-22T05:11:00Z,38.00,64.00
2025-07-22T05:16:00Z,38.00,64.00
2025-07-22T05:22:00Z,38.00,64.00
2025-07-22T05:26:00Z,38.00,64.00
2025-07-22T05:53:00Z,38.00,64.00
2025-07-22T12:03:00Z,38.00,62.00
2025-07-22T12:07:00Z,38.00,62.00
2025-07-22T12:23:00Z,38.00,59.00
2025-07-22T12:26:00Z,40.00,55.00
2025-07-22T12:27:00Z,40.00,55.00
2025-07-22T12:28:00Z,40.00,57.00
2025-07-22T12:29:00Z,40.00,57.00
2025-07-22T12:38:00Z,40.00,61.00
2025-07-22T12:41:00Z,40.02,61.00
2025-07-22T13:07:00Z,41.00,61.00
2025-07-22T13:17:00Z,41.00,61.00
2025-07-22T13:34:00Z,41.00,61.00
2025-07-22T13:35:00Z,41.00,61.00
2025-07-22T13:36:00Z,41.00,62.00
2025-07-22T13:46:00Z,40.00,62.00
2025-07-22T13:50:00Z,40.00,62.00
2025-07-22T13:54:00Z,39.00,63.00
2025-07-22T14:00:00Z,39.00,63.00
2025-07-22T14:09:00Z,39.00,64.00
2025-07-22T14:11:00Z,38.33,64.00
2025-07-22T14:12:00Z,38.33,64.00
2025-07-22T14:14:00Z,39.00,64.00
2025-07-22T14:16:00Z,39.00,64.00
2025-07-22T14:19:00Z,39.00,64.00
2025-07-22T14:20:00Z,39.00,64.00
2025-07-22T14:22:00Z,39.00,64.00
2025-07-22T14:23:00Z,39.00,65.30
2025-07-22T14:24:00Z,39.18,62.00
2025-07-22T14:25:00Z,36.00,77.00
2025-07-22T14:26:00Z,25.00,77.00
2025-07-22T14:27:00Z,24.00,77.00
2025-07-22T14:28:00Z,32.36,77.00
2025-07-22T14:29:00Z,44.00,61.00
2025-07-22T14:30:00Z,38.99,61.21
2025-07-22T14:31:00Z,39.47,59.92
2025-07-22T14:33:00Z,32.00,75.00
2025-07-22T14:34:00Z,32.00,75.00
2025-07-22T14:35:00Z,32.00,72.02
2025-07-22T14:36:00Z,32.00,77.64
2025-07-22T14:38:00Z,24.00,77.64
2025-07-22T14:39:00Z,24.00,77.00
2025-07-22T14:41:00Z,25.47,77.00
2025-07-22T14:42:00Z,22.00,77.00
2025-07-22T14:43:00Z,20.43,77.00
2025-07-22T14:44:00Z,19.96,81.41
2025-07-22T14:46:00Z,18.00,81.41
2025-07-22T14:47:00Z,16.09,86.00
2025-07-22T14:48:00Z,14.00,88.00
2025-07-22T14:49:00Z,12.95,88.00
2025-07-22T14:50:00Z,13.00,88.00
2025-07-22T14:51:00Z,11.00,89.00
2025-07-22T14:52:00Z,11.80,90.00
2025-07-22T14:53:00Z,12.00,89.91
2025-07-22T14:54:00Z,11.00,90.00
2025-07-22T14:56:00Z,11.00,90.00
2025-07-22T14:57:00Z,7.00,94.24
2025-07-22T14:59:00Z,6.00,96.59
2025-07-22T15:00:00Z,6.11,95.00
2025-07-22T15:01:00Z,6.44,93.63
2025-07-22T15:02:00Z,4.00,93.63
2025-07-22T15:03:00Z,3.19,96.00
2025-07-22T15:04:00Z,4.79,96.18
2025-07-22T15:05:00Z,4.79,95.52
2025-07-22T15:06:00Z,6.00,95.40
2025-07-22T15:07:00Z,6.00,95.40
2025-07-22T15:08:00Z,3.27,95.40
2025-07-22T15:09:00Z,3.40,95.40
2025-07-22T15:10:00Z,2.68,99.00
2025-07-22T15:11:00Z,3.81,98.00
2025-07-22T15:12:00Z,2.88,98.00
2025-07-22T15:13:00Z,3.00,97.97
2025-07-22T15:14:00Z,3.81,97.97
2025-07-22T15:15:00Z,1.08,97.97
2025-07-22T15:16:00Z,1.08,99.00
2025-07-22T15:17:00Z,3.00,99.00
2025-07-22T15:18:00Z,3.00,99.00
2025-07-22T15:21:00Z,1.00,99.00
2025-07-22T15:22:00Z,1.00,99.00
2025-07-22T15:24:00Z,1.00,99.00
2025-07-22T15:26:00Z,1.00,99.00
2025-07-22T15:28:00Z,1.00,99.00
