# event_ticker=KXATPMATCH-26APR17SHAMOL
# final_score=6-4 6-4
# match_winner=Alex Molcan
# fav_player=Alex Molcan
# dog_player=Denis Shapovalov
# kalshi_date=2026-04-17
timestamp,Alex Molcan,Denis Shapovalov
2026-04-17T03:46:00Z,48.00,
2026-04-17T03:48:00Z,48.00,55.00
2026-04-17T03:49:00Z,48.00,55.00
2026-04-17T03:51:00Z,48.00,55.00
2026-04-17T03:54:00Z,48.00,55.00
2026-04-17T03:55:00Z,48.00,55.00
2026-04-17T03:57:00Z,48.00,55.00
2026-04-17T04:02:00Z,48.00,55.00
2026-04-17T04:04:00Z,48.00,55.00
2026-04-17T04:05:00Z,48.00,54.78
2026-04-17T04:06:00Z,48.00,52.00
2026-04-17T04:08:00Z,48.00,52.00
2026-04-17T04:10:00Z,48.00,53.00
2026-04-17T04:11:00Z,48.00,53.00
2026-04-17T04:14:00Z,49.00,53.00
2026-04-17T04:15:00Z,49.00,53.00
2026-04-17T04:16:00Z,49.00,53.00
2026-04-17T04:17:00Z,49.00,53.00
2026-04-17T04:18:00Z,49.00,53.00
2026-04-17T04:20:00Z,49.00,52.00
2026-04-17T04:22:00Z,49.00,52.00
2026-04-17T04:23:00Z,48.24,52.00
2026-04-17T04:24:00Z,49.00,52.00
2026-04-17T04:25:00Z,49.00,53.00
2026-04-17T04:26:00Z,49.00,53.00
2026-04-17T04:28:00Z,49.00,53.00
2026-04-17T04:30:00Z,49.00,52.00
2026-04-17T04:32:00Z,49.00,53.00
2026-04-17T04:35:00Z,48.00,53.00
2026-04-17T04:36:00Z,48.00,53.00
2026-04-17T04:40:00Z,48.00,53.00
2026-04-17T04:42:00Z,48.00,53.00
2026-04-17T04:43:00Z,47.00,53.00
2026-04-17T04:47:00Z,47.00,53.00
2026-04-17T04:48:00Z,47.26,53.00
2026-04-17T04:49:00Z,49.45,53.00
2026-04-17T04:50:00Z,49.45,53.00
2026-04-17T04:51:00Z,50.00,52.00
2026-04-17T04:53:00Z,48.00,52.00
2026-04-17T04:56:00Z,48.00,53.00
2026-04-17T04:57:00Z,48.00,53.00
2026-04-17T04:58:00Z,49.00,53.00
2026-04-17T04:59:00Z,49.00,53.00
2026-04-17T05:03:00Z,49.00,53.00
2026-04-17T05:04:00Z,49.00,53.00
2026-04-17T05:05:00Z,49.00,53.00
2026-04-17T05:07:00Z,49.00,53.00
2026-04-17T05:10:00Z,49.00,53.00
2026-04-17T05:11:00Z,48.92,51.53
2026-04-17T05:12:00Z,49.00,51.00
2026-04-17T05:13:00Z,49.00,52.00
2026-04-17T05:14:00Z,47.78,52.00
2026-04-17T05:17:00Z,49.00,52.00
2026-04-17T05:18:00Z,50.00,52.00
2026-04-17T05:19:00Z,50.00,52.70
2026-04-17T05:21:00Z,47.00,53.00
2026-04-17T05:27:00Z,47.00,53.00
2026-04-17T05:28:00Z,47.00,53.00
2026-04-17T05:29:00Z,47.00,53.00
2026-04-17T05:31:00Z,49.00,53.00
2026-04-17T05:35:00Z,49.00,53.00
2026-04-17T05:36:00Z,49.00,53.81
2026-04-17T05:38:00Z,49.00,54.00
2026-04-17T05:40:00Z,48.00,54.00
2026-04-17T05:41:00Z,48.00,53.29
2026-04-17T05:42:00Z,48.00,53.93
2026-04-17T05:43:00Z,48.27,53.93
2026-04-17T05:45:00Z,48.27,54.00
2026-04-17T05:46:00Z,48.00,54.00
2026-04-17T05:48:00Z,48.00,54.00
2026-04-17T05:49:00Z,48.00,54.00
2026-04-17T05:51:00Z,47.00,53.00
2026-04-17T05:52:00Z,47.00,53.00
2026-04-17T05:54:00Z,48.00,53.00
2026-04-17T05:58:00Z,48.19,53.00
2026-04-17T06:02:00Z,49.00,53.00
2026-04-17T06:03:00Z,49.00,53.00
2026-04-17T06:07:00Z,49.00,52.90
2026-04-17T06:10:00Z,49.00,52.90
2026-04-17T06:11:00Z,49.00,52.90
2026-04-17T06:14:00Z,49.00,52.90
2026-04-17T06:15:00Z,49.00,53.00
2026-04-17T06:16:00Z,49.00,53.00
2026-04-17T06:18:00Z,49.00,54.00
2026-04-17T06:20:00Z,49.00,54.00
2026-04-17T06:24:00Z,49.00,54.00
2026-04-17T06:25:00Z,48.00,54.00
2026-04-17T06:26:00Z,48.00,54.00
2026-04-17T06:32:00Z,48.00,54.00
2026-04-17T06:35:00Z,48.00,54.00
2026-04-17T06:37:00Z,48.00,51.21
2026-04-17T06:38:00Z,48.00,53.00
2026-04-17T06:39:00Z,48.00,53.00
