# event_ticker=KXATPMATCH-25JUL24SEYVAN
# final_score=7-6(2) 6-2
# score_resolution=7-6 6-2
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Thiago Seyboth Wild
# kalshi_date=2025-07-24
timestamp,Botic Van de Zandschulp,Thiago Seyboth Wild
2025-07-24T06:47:00Z,55.00,
2025-07-24T12:02:00Z,55.00,
2025-07-24T12:04:00Z,57.00,46.00
2025-07-24T12:05:00Z,59.53,46.00
2025-07-24T12:59:00Z,57.00,46.00
2025-07-24T13:06:00Z,57.00,45.00
2025-07-24T13:07:00Z,57.00,45.00
2025-07-24T13:14:00Z,57.00,45.00
2025-07-24T13:16:00Z,57.00,45.82
2025-07-24T13:17:00Z,57.00,46.00
2025-07-24T13:19:00Z,57.00,46.00
2025-07-24T13:21:00Z,57.00,46.62
2025-07-24T13:22:00Z,57.00,46.62
2025-07-24T13:23:00Z,57.00,46.62
2025-07-24T13:28:00Z,57.00,45.92
2025-07-24T13:33:00Z,56.18,46.00
2025-07-24T13:37:00Z,57.00,46.00
2025-07-24T13:58:00Z,57.00,46.00
2025-07-24T14:02:00Z,57.00,45.00
2025-07-24T14:11:00Z,57.00,42.73
2025-07-24T14:13:00Z,57.00,42.73
2025-07-24T14:18:00Z,56.00,42.73
2025-07-24T14:19:00Z,56.55,42.73
2025-07-24T14:23:00Z,57.24,42.73
2025-07-24T14:24:00Z,57.00,42.73
2025-07-24T14:27:00Z,57.00,42.73
2025-07-24T14:31:00Z,58.00,42.73
2025-07-24T14:34:00Z,53.62,43.00
2025-07-24T14:37:00Z,57.00,43.00
2025-07-24T14:38:00Z,54.00,44.00
2025-07-24T14:41:00Z,54.00,44.00
2025-07-24T14:43:00Z,54.00,44.37
2025-07-24T14:49:00Z,54.00,43.00
2025-07-24T14:51:00Z,54.00,46.00
2025-07-24T14:55:00Z,56.00,46.00
2025-07-24T14:56:00Z,56.24,46.00
2025-07-24T14:58:00Z,57.00,46.00
2025-07-24T14:59:00Z,57.00,42.09
2025-07-24T15:05:00Z,57.00,42.09
2025-07-24T15:10:00Z,57.00,42.09
2025-07-24T15:12:00Z,57.00,42.09
2025-07-24T15:22:00Z,58.00,42.09
2025-07-24T15:26:00Z,57.57,42.09
2025-07-24T15:34:00Z,58.00,42.09
2025-07-24T15:36:00Z,58.00,44.00
2025-07-24T15:41:00Z,59.00,44.00
2025-07-24T15:43:00Z,58.00,44.00
2025-07-24T15:51:00Z,58.00,42.00
2025-07-24T15:53:00Z,58.00,43.09
2025-07-24T16:07:00Z,57.00,43.09
2025-07-24T16:12:00Z,57.00,47.00
2025-07-24T16:14:00Z,61.78,47.00
2025-07-24T16:17:00Z,61.78,43.35
2025-07-24T16:20:00Z,57.00,43.35
2025-07-24T16:29:00Z,57.00,46.00
2025-07-24T16:30:00Z,54.00,46.00
2025-07-24T16:37:00Z,54.00,46.00
2025-07-24T16:41:00Z,54.00,46.00
2025-07-24T16:42:00Z,54.00,46.00
2025-07-24T16:46:00Z,56.89,46.00
2025-07-24T17:01:00Z,57.00,46.00
2025-07-24T17:18:00Z,57.00,46.00
2025-07-24T17:34:00Z,57.00,46.00
2025-07-24T17:38:00Z,57.00,46.00
2025-07-24T17:43:00Z,57.00,46.00
2025-07-24T17:51:00Z,57.00,46.00
2025-07-24T17:55:00Z,54.00,46.00
2025-07-24T17:56:00Z,54.00,46.00
2025-07-24T18:03:00Z,54.00,46.00
2025-07-24T18:05:00Z,54.00,46.00
2025-07-24T18:09:00Z,54.00,43.00
2025-07-24T18:18:00Z,54.00,46.00
2025-07-24T18:19:00Z,57.00,46.00
2025-07-24T18:26:00Z,57.00,47.00
2025-07-24T18:27:00Z,57.00,47.00
2025-07-24T18:29:00Z,60.00,47.00
2025-07-24T18:30:00Z,60.00,47.00
2025-07-24T18:32:00Z,57.28,47.00
2025-07-24T18:34:00Z,53.00,51.19
2025-07-24T18:36:00Z,53.00,52.36
2025-07-24T18:37:00Z,53.00,51.52
2025-07-24T18:38:00Z,53.00,54.00
2025-07-24T18:39:00Z,58.00,56.00
2025-07-24T18:40:00Z,58.00,66.54
2025-07-24T18:41:00Z,44.79,77.16
2025-07-24T18:42:00Z,45.00,67.06
2025-07-24T18:43:00Z,36.00,67.06
2025-07-24T18:44:00Z,41.00,68.00
2025-07-24T18:45:00Z,41.00,67.00
2025-07-24T18:46:00Z,39.19,58.00
2025-07-24T18:47:00Z,50.93,42.33
2025-07-24T18:48:00Z,50.93,54.51
2025-07-24T18:49:00Z,53.30,50.00
2025-07-24T18:50:00Z,53.30,50.23
2025-07-24T18:51:00Z,61.00,41.00
2025-07-24T18:52:00Z,58.00,41.00
2025-07-24T18:53:00Z,58.44,41.00
2025-07-24T18:54:00Z,57.00,44.72
2025-07-24T18:55:00Z,51.11,52.00
2025-07-24T18:56:00Z,51.11,53.05
2025-07-24T18:58:00Z,49.74,58.42
2025-07-24T18:59:00Z,43.09,65.47
2025-07-24T19:00:00Z,46.00,56.39
2025-07-24T19:01:00Z,50.00,48.01
2025-07-24T19:02:00Z,58.72,48.00
2025-07-24T19:03:00Z,57.00,53.60
2025-07-24T19:04:00Z,51.00,51.65
2025-07-24T19:05:00Z,56.43,54.38
2025-07-24T19:07:00Z,51.00,54.38
2025-07-24T19:08:00Z,48.00,59.00
2025-07-24T19:09:00Z,48.00,51.00
2025-07-24T19:10:00Z,58.79,51.00
2025-07-24T19:11:00Z,62.00,52.00
2025-07-24T19:16:00Z,52.00,55.00
2025-07-24T19:17:00Z,52.00,63.39
2025-07-24T19:18:00Z,54.00,52.00
2025-07-24T19:19:00Z,54.00,51.00
2025-07-24T19:20:00Z,56.00,51.00
2025-07-24T19:21:00Z,54.71,51.00
2025-07-24T19:22:00Z,54.71,54.00
2025-07-24T19:23:00Z,54.71,35.74
2025-07-24T19:24:00Z,54.71,32.25
2025-07-24T19:25:00Z,70.31,30.72
2025-07-24T19:27:00Z,75.00,30.72
2025-07-24T19:28:00Z,77.42,32.00
2025-07-24T19:30:00Z,77.42,33.00
2025-07-24T19:31:00Z,50.00,47.00
2025-07-24T19:32:00Z,61.00,47.00
2025-07-24T19:33:00Z,75.72,47.00
2025-07-24T19:34:00Z,75.72,30.85
2025-07-24T19:35:00Z,75.72,25.00
2025-07-24T19:36:00Z,78.00,22.34
2025-07-24T19:38:00Z,78.00,25.66
2025-07-24T19:39:00Z,77.00,25.66
2025-07-24T19:40:00Z,76.00,26.00
2025-07-24T19:41:00Z,77.00,20.45
2025-07-24T19:42:00Z,77.00,21.00
2025-07-24T19:43:00Z,77.00,22.00
2025-07-24T19:44:00Z,81.00,22.00
2025-07-24T19:47:00Z,81.00,22.00
2025-07-24T19:48:00Z,71.62,34.93
2025-07-24T19:49:00Z,71.00,29.65
2025-07-24T19:50:00Z,71.00,24.00
2025-07-24T19:51:00Z,87.00,24.00
2025-07-24T19:52:00Z,86.00,24.00
2025-07-24T19:53:00Z,88.85,21.92
2025-07-24T19:54:00Z,84.00,22.00
2025-07-24T19:55:00Z,84.00,20.40
2025-07-24T19:56:00Z,83.11,17.47
2025-07-24T19:57:00Z,87.00,17.84
2025-07-24T19:58:00Z,85.25,22.00
2025-07-24T19:59:00Z,84.81,21.09
2025-07-24T20:00:00Z,82.00,23.00
2025-07-24T20:01:00Z,83.67,23.00
2025-07-24T20:02:00Z,91.21,13.00
2025-07-24T20:03:00Z,91.21,20.00
2025-07-24T20:04:00Z,82.22,25.91
2025-07-24T20:05:00Z,86.10,19.00
2025-07-24T20:06:00Z,87.47,15.18
2025-07-24T20:07:00Z,93.62,6.48
2025-07-24T20:08:00Z,98.04,6.96
2025-07-24T20:09:00Z,98.00,2.25
2025-07-24T20:10:00Z,98.00,3.00
2025-07-24T20:11:00Z,98.57,2.25
2025-07-24T20:12:00Z,98.72,3.63
2025-07-24T20:13:00Z,98.06,4.91
2025-07-24T20:14:00Z,98.00,5.00
2025-07-24T20:15:00Z,96.21,5.00
2025-07-24T20:16:00Z,96.79,5.00
2025-07-24T20:17:00Z,97.63,2.75
2025-07-24T20:18:00Z,98.96,2.75
2025-07-24T20:21:00Z,98.04,2.75
2025-07-24T20:24:00Z,99.00,2.75
2025-07-24T20:27:00Z,99.00,2.75
2025-07-24T20:28:00Z,99.00,1.00
