# event_ticker=KXATPCHALLENGERMATCH-26APR30GARBOR
# final_score=6-4 3-6 7-6(6)
# score_resolution=6-4 3-6 7-6
# match_winner=Nuno Borges
# fav_player=Nuno Borges
# dog_player=Cristian Garin
# kalshi_date=2026-04-30
timestamp,Cristian Garin,Nuno Borges
2026-04-29T21:38:00Z,57.00,
2026-04-29T21:40:00Z,57.00,
2026-04-29T22:19:00Z,57.00,
2026-04-29T23:43:00Z,57.00,44.00
2026-04-29T23:50:00Z,56.00,44.00
2026-04-30T00:24:00Z,57.00,44.00
2026-04-30T01:41:00Z,57.00,44.00
2026-04-30T01:42:00Z,57.00,45.00
2026-04-30T01:49:00Z,57.00,44.00
2026-04-30T02:09:00Z,57.00,44.00
2026-04-30T02:18:00Z,57.00,45.00
2026-04-30T02:35:00Z,57.00,45.00
2026-04-30T02:49:00Z,57.00,45.00
2026-04-30T02:50:00Z,57.00,45.00
2026-04-30T02:52:00Z,57.00,45.00
2026-04-30T02:56:00Z,57.00,45.00
2026-04-30T03:19:00Z,57.00,45.00
2026-04-30T03:42:00Z,57.00,45.00
2026-04-30T03:47:00Z,57.00,45.00
2026-04-30T04:06:00Z,57.00,45.00
2026-04-30T04:23:00Z,57.00,45.00
2026-04-30T04:24:00Z,57.00,45.00
2026-04-30T04:28:00Z,57.00,45.00
2026-04-30T04:29:00Z,57.00,44.00
2026-04-30T04:37:00Z,57.00,45.00
2026-04-30T04:41:00Z,57.00,45.00
2026-04-30T04:48:00Z,57.00,45.00
2026-04-30T04:55:00Z,57.00,44.00
2026-04-30T04:58:00Z,57.00,44.00
2026-04-30T05:06:00Z,57.00,45.00
2026-04-30T05:08:00Z,57.00,45.00
2026-04-30T05:10:00Z,57.00,44.00
2026-04-30T05:19:00Z,57.00,45.00
2026-04-30T05:27:00Z,57.00,45.00
2026-04-30T06:03:00Z,57.00,45.00
2026-04-30T06:25:00Z,57.00,45.00
2026-04-30T06:30:00Z,57.00,45.00
2026-04-30T06:33:00Z,57.00,45.00
2026-04-30T06:34:00Z,57.00,45.00
2026-04-30T06:35:00Z,57.00,45.00
2026-04-30T06:36:00Z,57.00,45.00
2026-04-30T06:42:00Z,57.00,44.00
2026-04-30T06:54:00Z,57.00,44.00
2026-04-30T09:01:00Z,57.00,44.00
2026-04-30T09:02:00Z,57.00,44.00
2026-04-30T09:03:00Z,57.66,44.00
2026-04-30T09:04:00Z,57.66,44.00
2026-04-30T09:05:00Z,59.00,44.00
2026-04-30T09:06:00Z,59.00,44.00
2026-04-30T09:07:00Z,59.00,43.80
2026-04-30T09:08:00Z,59.00,44.00
2026-04-30T09:09:00Z,59.00,44.55
2026-04-30T09:10:00Z,58.78,45.39
2026-04-30T09:11:00Z,49.83,50.05
2026-04-30T09:12:00Z,53.07,45.89
2026-04-30T09:13:00Z,54.13,45.97
2026-04-30T09:14:00Z,51.92,45.97
2026-04-30T09:15:00Z,58.00,40.92
2026-04-30T09:16:00Z,61.00,40.51
2026-04-30T09:17:00Z,60.93,42.66
2026-04-30T09:18:00Z,60.01,41.94
2026-04-30T09:19:00Z,60.74,38.00
2026-04-30T09:20:00Z,63.18,35.17
2026-04-30T09:21:00Z,65.83,42.85
2026-04-30T09:22:00Z,58.00,42.93
2026-04-30T09:23:00Z,58.64,42.58
2026-04-30T09:24:00Z,60.49,40.33
2026-04-30T09:25:00Z,60.49,36.00
2026-04-30T09:26:00Z,65.70,36.00
2026-04-30T09:27:00Z,66.82,35.89
2026-04-30T09:28:00Z,64.00,33.94
2026-04-30T09:29:00Z,62.00,39.16
2026-04-30T09:30:00Z,61.00,41.46
2026-04-30T09:31:00Z,58.00,43.71
2026-04-30T09:32:00Z,54.00,52.20
2026-04-30T09:33:00Z,48.42,58.91
2026-04-30T09:34:00Z,42.91,58.89
2026-04-30T09:35:00Z,40.00,61.25
2026-04-30T09:36:00Z,36.76,63.07
2026-04-30T09:37:00Z,37.05,62.23
2026-04-30T09:38:00Z,36.00,64.02
2026-04-30T09:39:00Z,36.00,64.10
2026-04-30T09:40:00Z,39.03,63.00
2026-04-30T09:41:00Z,41.00,60.17
2026-04-30T09:42:00Z,40.00,60.28
2026-04-30T09:43:00Z,36.00,62.20
2026-04-30T09:44:00Z,35.66,66.00
2026-04-30T09:45:00Z,33.75,65.75
2026-04-30T09:46:00Z,34.00,65.75
2026-04-30T09:47:00Z,33.00,67.48
2026-04-30T09:48:00Z,32.50,66.91
2026-04-30T09:49:00Z,32.50,66.35
2026-04-30T09:50:00Z,32.50,65.66
2026-04-30T09:51:00Z,32.50,70.63
2026-04-30T09:52:00Z,30.81,71.00
2026-04-30T09:53:00Z,30.00,71.55
2026-04-30T09:54:00Z,30.00,71.54
2026-04-30T09:55:00Z,30.00,71.54
2026-04-30T09:56:00Z,30.00,72.00
2026-04-30T09:57:00Z,31.00,71.34
2026-04-30T09:58:00Z,31.61,71.08
2026-04-30T09:59:00Z,30.87,71.69
2026-04-30T10:00:00Z,29.00,72.00
2026-04-30T10:01:00Z,32.00,70.00
2026-04-30T10:02:00Z,33.88,70.83
2026-04-30T10:03:00Z,36.78,64.07
2026-04-30T10:04:00Z,41.84,63.64
2026-04-30T10:05:00Z,43.52,66.00
2026-04-30T10:06:00Z,34.88,66.71
2026-04-30T10:07:00Z,29.75,70.22
2026-04-30T10:08:00Z,30.00,69.90
2026-04-30T10:09:00Z,33.32,66.04
2026-04-30T10:10:00Z,35.00,65.68
2026-04-30T10:11:00Z,36.00,65.00
2026-04-30T10:12:00Z,36.00,65.00
2026-04-30T10:13:00Z,34.00,65.99
2026-04-30T10:14:00Z,34.00,67.87
2026-04-30T10:15:00Z,35.00,68.98
2026-04-30T10:16:00Z,32.65,68.15
2026-04-30T10:17:00Z,31.75,69.11
2026-04-30T10:18:00Z,27.28,74.06
2026-04-30T10:19:00Z,30.03,70.26
2026-04-30T10:20:00Z,33.94,65.95
2026-04-30T10:21:00Z,33.94,66.00
2026-04-30T10:22:00Z,37.26,61.64
2026-04-30T10:23:00Z,45.43,57.57
2026-04-30T10:24:00Z,46.27,53.66
2026-04-30T10:25:00Z,46.53,51.05
2026-04-30T10:26:00Z,52.86,50.08
2026-04-30T10:27:00Z,52.13,51.48
2026-04-30T10:28:00Z,55.17,47.99
2026-04-30T10:29:00Z,56.03,44.50
2026-04-30T10:30:00Z,55.17,44.48
2026-04-30T10:31:00Z,57.87,43.49
2026-04-30T10:32:00Z,58.55,42.98
2026-04-30T10:33:00Z,56.01,45.00
2026-04-30T10:34:00Z,57.62,43.07
2026-04-30T10:35:00Z,60.10,40.65
2026-04-30T10:36:00Z,60.81,40.21
2026-04-30T10:37:00Z,60.12,40.34
2026-04-30T10:38:00Z,59.94,40.99
2026-04-30T10:39:00Z,60.00,41.00
2026-04-30T10:40:00Z,58.13,42.05
2026-04-30T10:41:00Z,56.38,44.76
2026-04-30T10:42:00Z,62.31,42.70
2026-04-30T10:43:00Z,78.49,22.33
2026-04-30T10:44:00Z,81.88,18.37
2026-04-30T10:45:00Z,86.06,14.37
2026-04-30T10:46:00Z,86.04,14.07
2026-04-30T10:47:00Z,86.32,14.41
2026-04-30T10:48:00Z,82.11,17.25
2026-04-30T10:49:00Z,81.76,19.98
2026-04-30T10:50:00Z,76.88,20.93
2026-04-30T10:51:00Z,79.60,20.62
2026-04-30T10:52:00Z,69.23,24.31
2026-04-30T10:53:00Z,73.74,29.00
2026-04-30T10:54:00Z,73.48,29.22
2026-04-30T10:55:00Z,79.68,21.44
2026-04-30T10:56:00Z,79.66,23.29
2026-04-30T10:57:00Z,82.44,17.83
2026-04-30T10:58:00Z,84.70,15.99
2026-04-30T10:59:00Z,87.08,16.55
2026-04-30T11:00:00Z,87.17,16.01
2026-04-30T11:01:00Z,89.04,10.58
2026-04-30T11:02:00Z,87.85,15.88
2026-04-30T11:03:00Z,80.57,20.12
2026-04-30T11:04:00Z,80.08,20.95
2026-04-30T11:05:00Z,76.60,24.77
2026-04-30T11:06:00Z,78.62,24.24
2026-04-30T11:07:00Z,82.60,18.60
2026-04-30T11:08:00Z,83.10,15.25
2026-04-30T11:09:00Z,86.46,13.96
2026-04-30T11:10:00Z,85.00,17.43
2026-04-30T11:11:00Z,81.86,18.92
2026-04-30T11:12:00Z,82.59,14.88
2026-04-30T11:13:00Z,87.18,10.82
2026-04-30T11:14:00Z,90.94,8.67
2026-04-30T11:15:00Z,90.23,7.38
2026-04-30T11:16:00Z,92.38,9.48
2026-04-30T11:17:00Z,92.75,8.44
