# event_ticker=KXATPMATCH-26MAR31ETCGOM
# final_score=1-6 6-1 6-4
# score_resolution=6-1 1-6 4-6
# match_winner=Tomas Martin Etcheverry
# fav_player=Federico Agustin Gomez
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2026-03-31
timestamp,Federico Agustin Gomez,Tomas Martin Etcheverry
2026-03-31T17:01:00Z,18.00,83.00
2026-03-31T17:02:00Z,18.00,83.00
2026-03-31T17:05:00Z,18.00,83.00
2026-03-31T17:06:00Z,18.00,83.00
2026-03-31T17:08:00Z,18.00,83.00
2026-03-31T17:09:00Z,18.00,83.00
2026-03-31T17:10:00Z,18.00,83.00
2026-03-31T17:15:00Z,18.00,83.00
2026-03-31T17:16:00Z,18.00,83.00
2026-03-31T17:22:00Z,18.00,83.00
2026-03-31T17:24:00Z,18.00,83.00
2026-03-31T17:32:00Z,18.00,83.00
2026-03-31T17:40:00Z,18.00,83.00
2026-03-31T17:43:00Z,18.00,83.00
2026-03-31T17:44:00Z,18.00,83.00
2026-03-31T17:46:00Z,18.00,82.00
2026-03-31T17:47:00Z,18.00,83.00
2026-03-31T17:48:00Z,18.00,83.00
2026-03-31T17:49:00Z,18.00,83.00
2026-03-31T18:01:00Z,18.00,83.00
2026-03-31T18:02:00Z,18.00,83.00
2026-03-31T18:04:00Z,18.00,83.00
2026-03-31T18:05:00Z,18.00,83.00
2026-03-31T18:10:00Z,18.00,82.00
2026-03-31T18:11:00Z,18.00,83.00
2026-03-31T18:14:00Z,18.00,82.00
2026-03-31T18:15:00Z,18.00,83.00
2026-03-31T18:17:00Z,18.00,83.00
2026-03-31T18:18:00Z,18.00,83.00
2026-03-31T18:20:00Z,18.00,83.00
2026-03-31T18:21:00Z,18.00,83.00
2026-03-31T18:29:00Z,18.00,83.00
2026-03-31T18:30:00Z,18.00,83.00
2026-03-31T18:31:00Z,18.00,83.00
2026-03-31T18:32:00Z,18.00,83.00
2026-03-31T18:39:00Z,18.00,83.00
2026-03-31T18:41:00Z,17.18,83.00
2026-03-31T18:43:00Z,17.18,83.00
2026-03-31T18:44:00Z,18.00,83.00
2026-03-31T18:46:00Z,18.00,83.00
2026-03-31T18:47:00Z,18.00,83.00
2026-03-31T18:48:00Z,18.00,83.00
2026-03-31T18:51:00Z,18.00,83.00
2026-03-31T18:52:00Z,18.00,83.00
2026-03-31T18:53:00Z,18.00,83.00
2026-03-31T18:54:00Z,17.00,83.00
2026-03-31T18:55:00Z,18.00,83.00
2026-03-31T18:58:00Z,18.00,83.00
2026-03-31T18:59:00Z,18.00,83.00
2026-03-31T19:00:00Z,18.00,83.00
2026-03-31T19:01:00Z,18.00,83.99
2026-03-31T19:03:00Z,18.00,83.42
2026-03-31T19:06:00Z,18.00,83.00
2026-03-31T19:07:00Z,18.00,83.00
2026-03-31T19:08:00Z,18.00,83.00
2026-03-31T19:09:00Z,18.00,83.00
2026-03-31T19:10:00Z,18.29,81.89
2026-03-31T19:11:00Z,21.17,81.89
2026-03-31T19:12:00Z,18.78,81.01
2026-03-31T19:13:00Z,17.64,82.34
2026-03-31T19:14:00Z,20.99,80.28
2026-03-31T19:15:00Z,21.00,80.28
2026-03-31T19:16:00Z,22.73,79.18
2026-03-31T19:17:00Z,19.31,82.03
2026-03-31T19:18:00Z,18.25,83.00
2026-03-31T19:19:00Z,18.86,81.02
2026-03-31T19:20:00Z,19.05,83.61
2026-03-31T19:21:00Z,15.88,84.20
2026-03-31T19:22:00Z,18.92,80.31
2026-03-31T19:23:00Z,20.06,81.81
2026-03-31T19:24:00Z,20.59,81.00
2026-03-31T19:25:00Z,21.00,80.00
2026-03-31T19:26:00Z,21.70,78.98
2026-03-31T19:27:00Z,27.78,73.00
2026-03-31T19:28:00Z,31.20,71.78
2026-03-31T19:29:00Z,36.40,62.41
2026-03-31T19:30:00Z,37.13,61.08
2026-03-31T19:31:00Z,41.97,58.61
2026-03-31T19:32:00Z,42.65,58.40
2026-03-31T19:33:00Z,42.09,58.18
2026-03-31T19:34:00Z,42.42,58.51
2026-03-31T19:35:00Z,46.40,53.75
2026-03-31T19:36:00Z,50.59,49.93
2026-03-31T19:37:00Z,47.90,54.53
2026-03-31T19:38:00Z,43.91,57.55
2026-03-31T19:39:00Z,47.97,54.32
2026-03-31T19:40:00Z,52.50,48.60
2026-03-31T19:41:00Z,51.57,49.68
2026-03-31T19:42:00Z,53.51,46.28
2026-03-31T19:43:00Z,54.90,44.32
2026-03-31T19:44:00Z,56.19,44.00
2026-03-31T19:45:00Z,56.27,44.20
2026-03-31T19:46:00Z,55.92,45.00
2026-03-31T19:47:00Z,54.70,44.90
2026-03-31T19:48:00Z,55.72,45.00
2026-03-31T19:49:00Z,54.33,46.51
2026-03-31T19:50:00Z,50.02,49.91
2026-03-31T19:51:00Z,47.99,52.90
2026-03-31T19:52:00Z,45.08,57.10
2026-03-31T19:53:00Z,36.78,62.56
2026-03-31T19:54:00Z,30.51,67.63
2026-03-31T19:55:00Z,28.88,70.09
2026-03-31T19:56:00Z,29.09,70.08
2026-03-31T19:57:00Z,23.87,72.90
2026-03-31T19:58:00Z,25.80,73.90
2026-03-31T19:59:00Z,27.10,73.92
2026-03-31T20:00:00Z,30.72,71.97
2026-03-31T20:01:00Z,30.73,69.99
2026-03-31T20:02:00Z,29.00,70.71
2026-03-31T20:03:00Z,27.80,72.11
2026-03-31T20:04:00Z,26.74,73.69
2026-03-31T20:05:00Z,26.22,72.98
2026-03-31T20:06:00Z,26.92,74.42
2026-03-31T20:07:00Z,26.74,74.02
2026-03-31T20:08:00Z,22.80,76.66
2026-03-31T20:09:00Z,20.46,79.59
2026-03-31T20:10:00Z,19.72,80.94
2026-03-31T20:11:00Z,20.75,80.62
2026-03-31T20:12:00Z,19.86,80.99
2026-03-31T20:13:00Z,20.00,80.32
2026-03-31T20:14:00Z,20.32,80.02
2026-03-31T20:15:00Z,21.00,79.55
2026-03-31T20:16:00Z,20.75,79.56
2026-03-31T20:17:00Z,22.67,79.14
2026-03-31T20:18:00Z,26.31,74.10
2026-03-31T20:19:00Z,25.88,74.34
2026-03-31T20:20:00Z,28.23,72.70
2026-03-31T20:21:00Z,28.47,72.43
2026-03-31T20:22:00Z,26.73,74.65
2026-03-31T20:23:00Z,25.02,75.30
2026-03-31T20:24:00Z,24.01,75.97
2026-03-31T20:25:00Z,24.29,74.17
2026-03-31T20:26:00Z,30.08,70.72
2026-03-31T20:27:00Z,31.99,69.09
2026-03-31T20:28:00Z,34.33,66.68
2026-03-31T20:29:00Z,33.94,67.56
2026-03-31T20:30:00Z,33.95,68.13
2026-03-31T20:31:00Z,31.84,70.53
2026-03-31T20:32:00Z,29.69,73.64
2026-03-31T20:33:00Z,29.50,72.33
2026-03-31T20:34:00Z,26.06,74.00
2026-03-31T20:35:00Z,17.13,82.33
2026-03-31T20:36:00Z,19.96,77.68
2026-03-31T20:37:00Z,27.99,71.11
2026-03-31T20:38:00Z,26.98,74.04
2026-03-31T20:39:00Z,20.13,80.42
2026-03-31T20:40:00Z,26.56,69.84
2026-03-31T20:41:00Z,28.14,71.61
2026-03-31T20:42:00Z,34.17,66.26
2026-03-31T20:43:00Z,34.44,66.48
2026-03-31T20:44:00Z,32.74,68.43
2026-03-31T20:45:00Z,31.08,69.96
2026-03-31T20:46:00Z,37.22,65.47
2026-03-31T20:47:00Z,31.91,68.60
2026-03-31T20:48:00Z,36.47,62.22
2026-03-31T20:49:00Z,29.88,69.01
2026-03-31T20:50:00Z,31.95,70.49
2026-03-31T20:51:00Z,37.81,61.41
2026-03-31T20:52:00Z,40.23,60.80
2026-03-31T20:53:00Z,40.77,59.92
2026-03-31T20:54:00Z,41.00,60.25
2026-03-31T20:55:00Z,47.03,53.41
2026-03-31T20:56:00Z,39.81,60.42
2026-03-31T20:57:00Z,41.41,59.57
2026-03-31T20:58:00Z,41.04,63.00
2026-03-31T20:59:00Z,29.54,69.07
2026-03-31T21:00:00Z,18.33,84.81
2026-03-31T21:01:00Z,5.93,92.82
2026-03-31T21:02:00Z,3.96,95.54
2026-03-31T21:03:00Z,4.44,95.77
2026-03-31T21:04:00Z,4.29,97.05
2026-03-31T21:05:00Z,1.41,98.88
2026-03-31T21:06:00Z,1.11,99.00
2026-03-31T21:07:00Z,1.00,99.00
2026-03-31T21:08:00Z,1.00,99.00
2026-03-31T21:09:00Z,1.00,99.00
2026-03-31T21:10:00Z,1.00,99.00
2026-03-31T21:11:00Z,1.00,99.00
2026-03-31T21:12:00Z,1.00,99.00
2026-03-31T21:13:00Z,1.00,99.00
