# event_ticker=KXATPMATCH-26JAN10TABUGO
# final_score=6-4 6-2
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2026-01-10
timestamp,Alejandro Tabilo,Camilo Ugo Carabelli
2026-01-12T11:08:00Z,,33.00
2026-01-12T11:26:00Z,68.00,33.00
2026-01-12T11:40:00Z,68.00,33.00
2026-01-12T11:51:00Z,68.00,33.00
2026-01-12T12:00:00Z,68.00,33.00
2026-01-12T12:11:00Z,68.93,33.00
2026-01-12T12:38:00Z,68.93,33.00
2026-01-12T12:44:00Z,68.00,33.00
2026-01-12T12:50:00Z,68.00,33.00
2026-01-12T12:53:00Z,67.00,33.00
2026-01-12T12:56:00Z,69.00,33.00
2026-01-12T13:11:00Z,68.00,33.00
2026-01-12T13:15:00Z,68.57,33.00
2026-01-12T13:25:00Z,68.57,33.00
2026-01-12T13:26:00Z,68.57,33.00
2026-01-12T13:29:00Z,68.57,33.00
2026-01-12T13:30:00Z,68.57,33.00
2026-01-12T13:34:00Z,69.00,33.00
2026-01-12T13:37:00Z,69.00,33.00
2026-01-12T13:39:00Z,69.00,33.00
2026-01-12T13:40:00Z,69.00,33.00
2026-01-12T13:45:00Z,68.52,33.00
2026-01-12T13:53:00Z,69.00,33.00
2026-01-12T13:59:00Z,69.00,33.00
2026-01-12T14:03:00Z,69.00,33.82
2026-01-12T14:09:00Z,66.00,33.82
2026-01-12T14:12:00Z,68.00,33.82
2026-01-12T14:31:00Z,68.00,33.82
2026-01-12T14:47:00Z,68.00,33.82
2026-01-12T14:49:00Z,66.00,33.82
2026-01-12T14:50:00Z,68.00,33.82
2026-01-12T15:01:00Z,68.00,33.82
2026-01-12T15:08:00Z,68.00,33.82
2026-01-12T15:09:00Z,68.00,33.82
2026-01-12T15:13:00Z,68.00,33.82
2026-01-12T15:19:00Z,68.00,33.00
2026-01-12T15:23:00Z,68.00,33.00
2026-01-12T15:24:00Z,68.00,33.00
2026-01-12T15:31:00Z,68.00,33.00
2026-01-12T15:34:00Z,68.00,33.00
2026-01-12T15:35:00Z,68.00,33.00
2026-01-12T15:40:00Z,68.00,33.00
2026-01-12T15:50:00Z,69.00,33.00
2026-01-12T15:51:00Z,69.00,33.00
2026-01-12T15:57:00Z,69.00,33.00
2026-01-12T16:02:00Z,69.00,33.00
2026-01-12T16:05:00Z,69.00,33.00
2026-01-12T16:06:00Z,69.00,33.00
2026-01-12T16:10:00Z,69.00,33.00
2026-01-12T16:15:00Z,69.00,33.00
2026-01-12T16:21:00Z,69.00,33.00
2026-01-12T16:23:00Z,69.00,33.00
2026-01-12T16:26:00Z,69.00,33.00
2026-01-12T16:39:00Z,69.00,33.00
2026-01-12T16:45:00Z,69.00,33.00
2026-01-12T16:58:00Z,69.00,33.00
2026-01-12T17:00:00Z,69.00,33.00
2026-01-12T17:07:00Z,69.00,33.00
2026-01-12T17:08:00Z,69.00,33.00
2026-01-12T17:10:00Z,69.00,33.00
2026-01-12T17:11:00Z,69.00,33.00
2026-01-12T17:12:00Z,69.00,33.00
2026-01-12T17:13:00Z,67.00,33.00
2026-01-12T17:18:00Z,69.00,33.00
2026-01-12T17:19:00Z,69.00,33.00
2026-01-12T17:20:00Z,69.00,33.00
2026-01-12T17:22:00Z,69.00,33.00
2026-01-12T17:23:00Z,69.00,33.00
2026-01-12T17:24:00Z,69.00,33.00
2026-01-12T17:27:00Z,68.00,33.00
2026-01-12T17:32:00Z,68.00,33.00
2026-01-12T17:34:00Z,68.00,33.00
2026-01-12T17:38:00Z,68.00,33.00
2026-01-12T17:39:00Z,67.00,33.00
2026-01-12T17:40:00Z,68.00,33.00
2026-01-12T17:48:00Z,68.00,33.00
2026-01-12T17:54:00Z,68.00,33.00
2026-01-12T17:57:00Z,68.00,33.00
2026-01-12T17:59:00Z,68.00,33.00
2026-01-12T18:01:00Z,68.00,33.00
2026-01-12T18:02:00Z,68.00,33.00
2026-01-12T18:10:00Z,68.00,33.00
2026-01-12T18:12:00Z,68.00,33.00
2026-01-12T18:17:00Z,68.00,33.00
2026-01-12T18:20:00Z,68.00,33.00
2026-01-12T18:22:00Z,68.00,33.00
2026-01-12T18:23:00Z,68.00,33.00
2026-01-12T18:28:00Z,68.00,33.00
2026-01-12T18:40:00Z,68.00,33.00
2026-01-12T18:48:00Z,68.00,33.00
2026-01-12T18:49:00Z,68.00,33.00
2026-01-12T18:53:00Z,68.00,33.00
2026-01-12T18:56:00Z,68.00,33.00
2026-01-12T18:59:00Z,68.00,33.00
2026-01-12T19:06:00Z,68.00,33.00
2026-01-12T19:07:00Z,68.00,33.00
2026-01-12T19:08:00Z,68.00,33.00
2026-01-12T19:09:00Z,68.00,33.00
2026-01-12T19:14:00Z,68.00,33.00
2026-01-12T19:16:00Z,68.00,33.00
2026-01-12T19:18:00Z,68.00,33.00
2026-01-12T19:19:00Z,68.00,33.00
2026-01-12T19:22:00Z,68.00,33.00
2026-01-12T19:24:00Z,68.00,33.00
2026-01-12T19:25:00Z,68.00,33.00
2026-01-12T19:27:00Z,68.00,33.00
2026-01-12T19:30:00Z,67.00,33.00
2026-01-12T19:33:00Z,68.00,33.00
2026-01-12T19:34:00Z,67.00,33.00
2026-01-12T19:35:00Z,68.00,33.00
2026-01-12T19:38:00Z,68.01,33.00
2026-01-12T19:41:00Z,69.00,33.00
2026-01-12T19:43:00Z,69.00,33.00
2026-01-12T19:44:00Z,69.00,33.00
2026-01-12T19:45:00Z,69.00,33.00
2026-01-12T19:46:00Z,69.00,33.00
2026-01-12T19:47:00Z,69.00,33.00
2026-01-12T19:48:00Z,68.00,33.00
2026-01-12T19:49:00Z,68.00,33.00
2026-01-12T19:53:00Z,69.00,33.00
2026-01-12T19:54:00Z,69.00,33.00
2026-01-12T19:55:00Z,69.00,33.00
2026-01-12T20:00:00Z,69.00,33.00
2026-01-12T20:01:00Z,69.00,33.00
2026-01-12T20:07:00Z,69.00,33.00
2026-01-12T20:09:00Z,69.00,33.00
2026-01-12T20:13:00Z,69.00,33.00
2026-01-12T20:15:00Z,69.00,33.00
2026-01-12T20:17:00Z,69.00,33.00
2026-01-12T20:18:00Z,69.00,33.00
2026-01-12T20:20:00Z,69.00,33.00
2026-01-12T20:22:00Z,69.00,33.00
2026-01-12T20:24:00Z,69.00,33.00
2026-01-12T20:28:00Z,69.00,33.00
2026-01-12T20:29:00Z,69.00,33.00
2026-01-12T20:30:00Z,69.00,33.00
2026-01-12T20:31:00Z,69.00,33.00
