# event_ticker=KXATPMATCH-25AUG10NAKBLO
# final_score=4-6 6-3 7-6(5)
# score_resolution=6-4 3-6 6-7
# match_winner=Brandon Nakashima
# fav_player=Alexander Blockx
# dog_player=Brandon Nakashima
# kalshi_date=2025-08-10
timestamp,Alexander Blockx,Brandon Nakashima
2025-08-10T12:34:00Z,,72.00
2025-08-10T13:07:00Z,,72.00
2025-08-10T13:39:00Z,30.00,72.00
2025-08-10T14:04:00Z,30.00,72.00
2025-08-10T14:55:00Z,30.00,71.00
2025-08-10T15:06:00Z,30.00,72.00
2025-08-10T15:24:00Z,30.00,72.00
2025-08-10T15:25:00Z,30.00,72.00
2025-08-10T16:39:00Z,30.00,72.00
2025-08-10T17:36:00Z,30.00,71.00
2025-08-10T17:38:00Z,30.00,71.00
2025-08-10T17:57:00Z,30.00,71.00
2025-08-10T18:18:00Z,30.00,71.00
2025-08-10T18:24:00Z,30.00,71.00
2025-08-10T18:47:00Z,30.00,71.00
2025-08-10T18:55:00Z,30.00,71.00
2025-08-10T19:07:00Z,30.00,70.00
2025-08-10T19:10:00Z,30.00,70.00
2025-08-10T19:12:00Z,30.00,71.00
2025-08-10T19:37:00Z,30.00,71.00
2025-08-10T20:08:00Z,30.00,72.00
2025-08-10T20:19:00Z,30.00,71.00
2025-08-10T20:20:00Z,30.00,71.00
2025-08-10T20:30:00Z,30.00,71.00
2025-08-10T20:56:00Z,30.78,71.00
2025-08-10T21:07:00Z,30.78,71.00
2025-08-10T21:24:00Z,29.00,71.00
2025-08-10T21:27:00Z,29.57,71.00
2025-08-10T21:28:00Z,29.57,72.00
2025-08-10T21:35:00Z,29.57,72.00
2025-08-10T21:36:00Z,30.00,72.00
2025-08-10T21:43:00Z,30.00,73.00
2025-08-10T21:53:00Z,31.00,71.00
2025-08-10T21:54:00Z,31.00,72.65
2025-08-10T21:56:00Z,31.00,72.99
2025-08-10T22:00:00Z,31.00,72.98
2025-08-10T22:04:00Z,31.00,72.98
2025-08-10T22:08:00Z,31.00,72.75
2025-08-10T22:18:00Z,31.00,72.00
2025-08-10T22:22:00Z,31.00,72.00
2025-08-10T22:24:00Z,29.00,72.00
2025-08-10T22:26:00Z,29.00,72.00
2025-08-10T22:37:00Z,29.00,73.00
2025-08-10T22:39:00Z,30.00,73.00
2025-08-10T22:42:00Z,30.00,72.06
2025-08-10T22:59:00Z,30.00,73.00
2025-08-10T23:05:00Z,30.00,72.00
2025-08-10T23:06:00Z,30.00,72.00
2025-08-10T23:08:00Z,32.99,69.82
2025-08-10T23:09:00Z,38.44,62.00
2025-08-10T23:10:00Z,47.99,57.00
2025-08-10T23:11:00Z,46.00,57.00
2025-08-10T23:12:00Z,50.99,52.00
2025-08-10T23:13:00Z,50.00,53.00
2025-08-10T23:14:00Z,50.00,54.96
2025-08-10T23:16:00Z,50.00,57.00
2025-08-10T23:17:00Z,42.22,62.85
2025-08-10T23:18:00Z,45.98,56.00
2025-08-10T23:19:00Z,49.31,53.00
2025-08-10T23:20:00Z,50.97,48.40
2025-08-10T23:21:00Z,53.44,48.40
2025-08-10T23:22:00Z,55.00,48.00
2025-08-10T23:24:00Z,59.00,48.00
2025-08-10T23:25:00Z,57.99,45.82
2025-08-10T23:26:00Z,62.07,39.00
2025-08-10T23:28:00Z,60.31,40.90
2025-08-10T23:29:00Z,61.00,43.00
2025-08-10T23:30:00Z,52.01,43.00
2025-08-10T23:31:00Z,60.02,46.07
2025-08-10T23:32:00Z,61.98,41.00
2025-08-10T23:33:00Z,66.73,47.00
2025-08-10T23:34:00Z,56.00,47.38
2025-08-10T23:35:00Z,57.00,47.31
2025-08-10T23:36:00Z,57.00,48.89
2025-08-10T23:37:00Z,59.01,40.00
2025-08-10T23:38:00Z,59.01,39.91
2025-08-10T23:39:00Z,63.00,37.00
2025-08-10T23:40:00Z,61.00,40.00
2025-08-10T23:41:00Z,61.00,42.12
2025-08-10T23:42:00Z,61.00,39.47
2025-08-10T23:43:00Z,60.00,45.00
2025-08-10T23:44:00Z,53.00,45.00
2025-08-10T23:45:00Z,53.00,51.06
2025-08-10T23:46:00Z,53.35,50.00
2025-08-10T23:47:00Z,53.42,50.00
2025-08-10T23:48:00Z,52.00,50.00
2025-08-10T23:49:00Z,60.00,40.00
2025-08-10T23:50:00Z,60.00,41.73
2025-08-10T23:51:00Z,56.46,43.00
2025-08-10T23:52:00Z,56.46,43.00
2025-08-10T23:53:00Z,58.86,46.14
2025-08-10T23:54:00Z,58.86,43.00
2025-08-10T23:55:00Z,56.00,46.45
2025-08-10T23:56:00Z,55.50,46.45
2025-08-10T23:57:00Z,45.28,52.00
2025-08-10T23:58:00Z,44.00,55.34
2025-08-10T23:59:00Z,49.07,50.47
2025-08-11T00:00:00Z,54.93,52.52
2025-08-11T00:01:00Z,53.12,50.59
2025-08-11T00:02:00Z,55.23,45.34
2025-08-11T00:03:00Z,53.44,50.95
2025-08-11T00:04:00Z,53.08,47.00
2025-08-11T00:05:00Z,56.45,45.27
2025-08-11T00:06:00Z,56.45,50.00
2025-08-11T00:07:00Z,56.45,49.00
2025-08-11T00:08:00Z,53.69,49.00
2025-08-11T00:09:00Z,53.69,49.12
2025-08-11T00:10:00Z,56.98,48.00
2025-08-11T00:11:00Z,56.00,50.81
2025-08-11T00:12:00Z,54.00,48.00
2025-08-11T00:13:00Z,53.29,47.97
2025-08-11T00:14:00Z,58.64,42.77
2025-08-11T00:15:00Z,69.20,36.98
2025-08-11T00:16:00Z,67.55,35.75
2025-08-11T00:17:00Z,59.42,41.54
2025-08-11T00:18:00Z,59.42,49.35
2025-08-11T00:19:00Z,67.84,41.00
2025-08-11T00:20:00Z,57.35,44.65
2025-08-11T00:21:00Z,58.78,44.65
2025-08-11T00:22:00Z,54.00,47.62
2025-08-11T00:23:00Z,58.13,45.69
2025-08-11T00:24:00Z,56.75,44.33
2025-08-11T00:25:00Z,59.80,41.17
2025-08-11T00:26:00Z,54.00,47.07
2025-08-11T00:27:00Z,54.14,47.26
2025-08-11T00:28:00Z,57.00,44.43
2025-08-11T00:29:00Z,54.04,51.94
2025-08-11T00:30:00Z,36.00,60.42
2025-08-11T00:31:00Z,36.71,66.00
2025-08-11T00:32:00Z,34.89,65.00
2025-08-11T00:33:00Z,36.50,63.00
2025-08-11T00:34:00Z,32.63,68.12
2025-08-11T00:35:00Z,31.00,68.11
2025-08-11T00:36:00Z,31.00,67.99
2025-08-11T00:37:00Z,35.01,61.93
2025-08-11T00:38:00Z,41.77,61.75
2025-08-11T00:39:00Z,36.61,65.97
2025-08-11T00:40:00Z,36.00,66.74
2025-08-11T00:41:00Z,41.96,61.00
2025-08-11T00:42:00Z,34.31,66.57
2025-08-11T00:43:00Z,19.16,79.80
2025-08-11T00:44:00Z,18.36,78.06
2025-08-11T00:45:00Z,15.83,82.41
2025-08-11T00:46:00Z,16.70,84.53
2025-08-11T00:47:00Z,14.08,85.63
2025-08-11T00:48:00Z,11.00,88.57
2025-08-11T00:49:00Z,10.91,90.42
2025-08-11T00:50:00Z,11.00,91.00
2025-08-11T00:51:00Z,11.16,89.94
2025-08-11T00:52:00Z,14.49,86.44
2025-08-11T00:53:00Z,13.83,88.91
2025-08-11T00:54:00Z,13.73,86.00
2025-08-11T00:55:00Z,7.73,91.00
2025-08-11T00:56:00Z,9.00,93.31
2025-08-11T00:57:00Z,9.08,90.20
2025-08-11T00:58:00Z,10.20,90.20
2025-08-11T00:59:00Z,10.00,90.00
2025-08-11T01:00:00Z,8.79,90.00
2025-08-11T01:01:00Z,8.12,94.12
2025-08-11T01:02:00Z,7.55,93.64
2025-08-11T01:03:00Z,6.87,95.92
2025-08-11T01:04:00Z,6.00,96.21
2025-08-11T01:05:00Z,6.00,94.96
2025-08-11T01:06:00Z,6.00,94.00
2025-08-11T01:07:00Z,9.74,92.11
2025-08-11T01:08:00Z,9.59,92.11
2025-08-11T01:09:00Z,23.52,77.53
2025-08-11T01:10:00Z,16.58,80.61
2025-08-11T01:11:00Z,14.33,85.67
2025-08-11T01:12:00Z,23.69,86.51
2025-08-11T01:13:00Z,46.14,59.54
2025-08-11T01:14:00Z,36.26,66.81
2025-08-11T01:15:00Z,14.09,83.20
2025-08-11T01:16:00Z,27.14,69.40
2025-08-11T01:17:00Z,44.73,56.86
2025-08-11T01:18:00Z,52.02,53.58
2025-08-11T01:19:00Z,55.43,49.52
2025-08-11T01:20:00Z,50.58,49.00
2025-08-11T01:21:00Z,36.98,59.10
2025-08-11T01:22:00Z,38.64,71.39
2025-08-11T01:23:00Z,17.31,81.44
2025-08-11T01:24:00Z,22.35,77.82
2025-08-11T01:25:00Z,33.96,65.26
2025-08-11T01:26:00Z,43.82,58.78
2025-08-11T01:27:00Z,44.86,58.66
2025-08-11T01:28:00Z,53.83,48.84
2025-08-11T01:29:00Z,1.22,96.30
2025-08-11T01:30:00Z,1.22,99.00
2025-08-11T01:31:00Z,1.22,99.00
2025-08-11T01:32:00Z,1.22,99.00
