# event_ticker=KXATPMATCH-26JUN08HANKOV
# final_score=7-6(5) 7-6(4)
# score_resolution=7-6 7-6
# match_winner=Yannick Hanfmann
# fav_player=Yannick Hanfmann
# dog_player=Aleksandar Kovacevic
# kalshi_date=2026-06-08
timestamp,Yannick Hanfmann,Aleksandar Kovacevic
2026-06-08T21:26:00Z,,37.00
2026-06-08T21:31:00Z,65.00,37.00
2026-06-08T21:50:00Z,65.00,37.00
2026-06-08T22:11:00Z,65.00,37.00
2026-06-08T22:49:00Z,65.00,37.00
2026-06-08T23:24:00Z,65.00,37.00
2026-06-08T23:26:00Z,65.00,37.00
2026-06-08T23:40:00Z,65.00,37.00
2026-06-09T00:01:00Z,65.00,37.00
2026-06-09T00:22:00Z,65.00,37.00
2026-06-09T00:33:00Z,65.00,37.00
2026-06-09T01:05:00Z,65.00,37.00
2026-06-09T01:07:00Z,65.00,37.00
2026-06-09T01:11:00Z,64.00,37.00
2026-06-09T01:29:00Z,65.00,37.00
2026-06-09T01:38:00Z,65.00,37.00
2026-06-09T01:40:00Z,65.00,37.00
2026-06-09T02:07:00Z,65.00,37.00
2026-06-09T02:15:00Z,65.00,37.00
2026-06-09T02:28:00Z,65.00,37.00
2026-06-09T02:31:00Z,65.00,37.00
2026-06-09T02:32:00Z,65.00,36.00
2026-06-09T02:34:00Z,65.00,36.00
2026-06-09T02:41:00Z,64.00,36.00
2026-06-09T02:46:00Z,65.00,37.00
2026-06-09T02:53:00Z,65.00,37.00
2026-06-09T02:54:00Z,65.00,37.00
2026-06-09T02:56:00Z,65.00,37.00
2026-06-09T03:00:00Z,65.00,37.00
2026-06-09T03:04:00Z,65.00,37.00
2026-06-09T03:05:00Z,65.00,37.00
2026-06-09T03:07:00Z,65.00,37.00
2026-06-09T03:24:00Z,65.00,37.00
2026-06-09T03:33:00Z,65.00,37.00
2026-06-09T03:37:00Z,65.00,37.00
2026-06-09T03:40:00Z,65.00,37.00
2026-06-09T03:41:00Z,65.00,37.00
2026-06-09T03:42:00Z,63.39,37.00
2026-06-09T03:46:00Z,63.39,37.00
2026-06-09T03:47:00Z,63.39,38.00
2026-06-09T03:48:00Z,63.00,38.00
2026-06-09T03:49:00Z,63.00,38.00
2026-06-09T03:51:00Z,63.00,38.00
2026-06-09T03:53:00Z,63.00,38.00
2026-06-09T03:54:00Z,63.00,38.00
2026-06-09T03:55:00Z,63.00,38.00
2026-06-09T04:01:00Z,63.00,38.00
2026-06-09T04:04:00Z,63.00,38.00
2026-06-09T04:06:00Z,63.00,38.00
2026-06-09T04:08:00Z,63.00,38.00
2026-06-09T04:09:00Z,63.00,38.00
2026-06-09T04:10:00Z,63.00,38.00
2026-06-09T04:12:00Z,63.00,38.00
2026-06-09T04:13:00Z,63.00,38.00
2026-06-09T04:21:00Z,64.00,38.00
2026-06-09T04:22:00Z,64.00,38.00
2026-06-09T04:23:00Z,63.40,38.00
2026-06-09T04:26:00Z,64.00,38.00
2026-06-09T04:29:00Z,64.00,38.00
2026-06-09T04:30:00Z,64.00,38.00
2026-06-09T04:31:00Z,64.00,38.00
2026-06-09T04:32:00Z,64.00,38.00
2026-06-09T04:40:00Z,62.06,38.00
2026-06-09T04:42:00Z,63.00,38.00
2026-06-09T04:45:00Z,63.00,38.00
2026-06-09T04:47:00Z,63.00,38.00
2026-06-09T04:48:00Z,64.00,38.00
2026-06-09T04:51:00Z,64.00,38.00
2026-06-09T04:54:00Z,64.00,38.00
2026-06-09T04:59:00Z,64.00,38.00
2026-06-09T05:02:00Z,64.00,38.00
2026-06-09T05:03:00Z,64.00,38.00
2026-06-09T05:05:00Z,64.00,38.00
2026-06-09T05:06:00Z,64.00,38.00
2026-06-09T05:07:00Z,64.00,38.00
2026-06-09T05:08:00Z,64.00,38.00
2026-06-09T05:11:00Z,64.00,38.00
2026-06-09T05:13:00Z,64.00,38.00
2026-06-09T05:15:00Z,63.00,38.00
2026-06-09T05:16:00Z,63.00,38.00
2026-06-09T05:17:00Z,63.00,38.00
2026-06-09T05:19:00Z,63.00,38.00
2026-06-09T05:22:00Z,63.00,38.00
2026-06-09T05:25:00Z,63.00,38.00
2026-06-09T05:26:00Z,63.00,38.00
2026-06-09T05:29:00Z,63.00,38.00
2026-06-09T05:30:00Z,63.30,38.00
2026-06-09T05:31:00Z,64.00,38.00
2026-06-09T05:39:00Z,64.00,37.00
2026-06-09T05:41:00Z,64.00,37.00
2026-06-09T05:42:00Z,64.00,37.00
2026-06-09T05:43:00Z,64.00,37.00
2026-06-09T05:45:00Z,64.00,37.00
2026-06-09T05:46:00Z,64.00,37.00
2026-06-09T05:47:00Z,64.00,37.00
2026-06-09T06:04:00Z,64.00,37.00
2026-06-09T06:06:00Z,64.00,37.00
2026-06-09T06:12:00Z,64.00,37.00
2026-06-09T06:15:00Z,64.00,37.00
2026-06-09T06:22:00Z,64.00,37.00
2026-06-09T06:24:00Z,64.00,37.00
2026-06-09T06:25:00Z,64.00,37.00
2026-06-09T06:26:00Z,64.00,37.00
2026-06-09T06:27:00Z,64.00,37.00
2026-06-09T06:28:00Z,64.00,38.00
2026-06-09T06:30:00Z,64.00,38.00
2026-06-09T06:36:00Z,64.00,38.00
2026-06-09T06:39:00Z,64.00,38.00
2026-06-09T06:40:00Z,64.00,38.00
2026-06-09T06:42:00Z,64.00,38.00
2026-06-09T06:44:00Z,64.00,38.00
2026-06-09T06:45:00Z,64.00,38.00
2026-06-09T06:47:00Z,64.00,38.00
2026-06-09T06:51:00Z,64.00,38.00
2026-06-09T06:52:00Z,61.72,38.00
2026-06-09T06:55:00Z,63.00,38.00
2026-06-09T06:56:00Z,63.00,39.00
2026-06-09T06:58:00Z,63.00,39.00
2026-06-09T06:59:00Z,63.11,39.00
2026-06-09T07:01:00Z,63.11,39.00
2026-06-09T07:02:00Z,63.11,39.00
2026-06-09T07:04:00Z,63.11,39.00
2026-06-09T07:06:00Z,63.00,39.00
2026-06-09T07:14:00Z,63.00,39.00
2026-06-09T07:18:00Z,63.00,39.00
2026-06-09T07:19:00Z,63.00,39.00
2026-06-09T07:20:00Z,63.00,39.00
2026-06-09T07:27:00Z,63.00,39.00
2026-06-09T07:31:00Z,63.00,39.00
2026-06-09T07:33:00Z,63.00,39.00
2026-06-09T07:35:00Z,63.00,39.00
2026-06-09T07:37:00Z,63.00,39.00
2026-06-09T07:57:00Z,63.00,39.00
2026-06-09T08:02:00Z,63.00,40.00
2026-06-09T08:03:00Z,63.00,40.00
2026-06-09T08:05:00Z,63.00,39.00
2026-06-09T08:13:00Z,63.00,40.00
2026-06-09T08:14:00Z,63.00,40.00
2026-06-09T08:16:00Z,63.00,40.00
2026-06-09T08:17:00Z,60.00,40.00
2026-06-09T08:19:00Z,61.00,40.00
2026-06-09T08:23:00Z,61.00,41.00
2026-06-09T08:26:00Z,61.00,41.00
2026-06-09T08:27:00Z,61.00,41.00
2026-06-09T08:28:00Z,61.00,42.00
2026-06-09T08:31:00Z,61.00,42.00
2026-06-09T08:35:00Z,61.00,41.00
2026-06-09T08:37:00Z,61.00,41.00
2026-06-09T08:39:00Z,61.00,41.00
2026-06-09T08:44:00Z,61.00,40.00
2026-06-09T08:47:00Z,61.00,40.00
2026-06-09T08:50:00Z,61.00,40.00
2026-06-09T08:52:00Z,61.00,40.00
2026-06-09T08:58:00Z,61.00,40.00
2026-06-09T08:59:00Z,61.00,40.00
2026-06-09T09:00:00Z,61.00,40.00
2026-06-09T09:01:00Z,61.84,40.10
2026-06-09T09:02:00Z,62.00,40.10
2026-06-09T09:03:00Z,62.00,40.00
2026-06-09T09:05:00Z,62.00,40.00
2026-06-09T09:06:00Z,62.00,40.00
2026-06-09T09:07:00Z,62.00,40.00
2026-06-09T09:08:00Z,62.00,40.00
2026-06-09T09:09:00Z,61.08,40.00
2026-06-09T09:10:00Z,60.06,40.00
2026-06-09T09:11:00Z,59.97,40.00
2026-06-09T09:12:00Z,61.98,37.00
2026-06-09T09:13:00Z,56.00,43.06
2026-06-09T09:14:00Z,56.00,45.00
2026-06-09T09:15:00Z,59.00,45.00
2026-06-09T09:16:00Z,59.00,45.00
2026-06-09T09:17:00Z,57.00,43.61
2026-06-09T09:18:00Z,57.00,44.00
2026-06-09T09:19:00Z,57.00,44.00
2026-06-09T09:20:00Z,58.00,44.00
2026-06-09T09:21:00Z,59.00,44.00
2026-06-09T09:22:00Z,59.00,43.00
2026-06-09T09:23:00Z,60.48,39.00
2026-06-09T09:24:00Z,63.00,37.94
2026-06-09T09:25:00Z,66.00,34.00
2026-06-09T09:26:00Z,61.00,40.00
2026-06-09T09:27:00Z,60.00,40.00
2026-06-09T09:28:00Z,60.00,40.22
2026-06-09T09:29:00Z,61.06,39.99
2026-06-09T09:30:00Z,62.00,40.18
2026-06-09T09:31:00Z,62.00,39.00
2026-06-09T09:32:00Z,61.00,39.88
2026-06-09T09:33:00Z,62.00,38.00
2026-06-09T09:34:00Z,69.04,34.88
2026-06-09T09:35:00Z,63.00,37.97
2026-06-09T09:36:00Z,63.68,39.00
2026-06-09T09:37:00Z,61.04,40.76
2026-06-09T09:38:00Z,61.00,40.00
2026-06-09T09:39:00Z,61.00,41.16
2026-06-09T09:40:00Z,54.54,45.76
2026-06-09T09:41:00Z,59.20,42.61
2026-06-09T09:42:00Z,54.84,45.91
2026-06-09T09:43:00Z,54.66,43.36
2026-06-09T09:44:00Z,58.21,41.63
2026-06-09T09:45:00Z,59.50,44.61
2026-06-09T09:46:00Z,52.42,46.00
2026-06-09T09:47:00Z,52.12,45.73
2026-06-09T09:48:00Z,59.00,43.72
2026-06-09T09:49:00Z,60.22,40.77
2026-06-09T09:50:00Z,65.04,36.82
2026-06-09T09:51:00Z,62.00,35.98
2026-06-09T09:52:00Z,61.38,41.50
2026-06-09T09:53:00Z,58.00,43.00
2026-06-09T09:54:00Z,57.17,43.00
2026-06-09T09:55:00Z,61.21,41.52
2026-06-09T09:56:00Z,61.98,40.53
2026-06-09T09:57:00Z,60.97,42.48
2026-06-09T09:58:00Z,57.00,44.00
2026-06-09T09:59:00Z,57.00,44.00
2026-06-09T10:00:00Z,57.00,42.21
2026-06-09T10:01:00Z,58.00,43.00
2026-06-09T10:02:00Z,59.27,41.95
2026-06-09T10:03:00Z,60.63,44.75
2026-06-09T10:04:00Z,55.00,43.85
2026-06-09T10:05:00Z,51.52,54.18
2026-06-09T10:06:00Z,45.61,55.40
2026-06-09T10:07:00Z,54.64,48.32
2026-06-09T10:08:00Z,58.48,49.23
2026-06-09T10:09:00Z,76.44,30.14
2026-06-09T10:10:00Z,80.21,19.08
2026-06-09T10:11:00Z,81.00,19.02
2026-06-09T10:12:00Z,83.00,19.18
2026-06-09T10:13:00Z,82.99,17.27
2026-06-09T10:14:00Z,83.27,16.00
2026-06-09T10:15:00Z,83.00,17.09
2026-06-09T10:16:00Z,84.78,13.09
2026-06-09T10:17:00Z,83.89,17.96
2026-06-09T10:18:00Z,79.33,18.11
2026-06-09T10:19:00Z,73.65,23.76
2026-06-09T10:20:00Z,72.25,33.74
2026-06-09T10:21:00Z,79.54,21.82
2026-06-09T10:22:00Z,82.00,18.67
2026-06-09T10:23:00Z,81.00,18.06
2026-06-09T10:24:00Z,82.37,17.21
2026-06-09T10:25:00Z,86.29,14.84
2026-06-09T10:26:00Z,82.34,17.95
2026-06-09T10:27:00Z,82.00,19.63
2026-06-09T10:28:00Z,78.51,22.30
2026-06-09T10:29:00Z,78.13,23.00
2026-06-09T10:30:00Z,81.87,19.98
2026-06-09T10:31:00Z,82.00,18.93
2026-06-09T10:32:00Z,80.29,21.15
2026-06-09T10:33:00Z,79.39,20.89
2026-06-09T10:34:00Z,80.76,19.96
2026-06-09T10:35:00Z,81.97,20.00
2026-06-09T10:36:00Z,81.60,20.03
2026-06-09T10:37:00Z,80.07,20.00
2026-06-09T10:38:00Z,80.89,19.00
2026-06-09T10:39:00Z,80.22,20.02
2026-06-09T10:40:00Z,79.31,22.27
2026-06-09T10:41:00Z,78.00,24.41
2026-06-09T10:42:00Z,79.99,21.33
2026-06-09T10:43:00Z,79.97,20.12
2026-06-09T10:44:00Z,81.00,19.84
2026-06-09T10:45:00Z,81.03,19.78
2026-06-09T10:46:00Z,88.32,14.62
2026-06-09T10:47:00Z,86.52,14.93
2026-06-09T10:48:00Z,91.99,8.48
2026-06-09T10:49:00Z,81.62,20.30
2026-06-09T10:50:00Z,78.42,23.25
2026-06-09T10:51:00Z,78.46,20.23
2026-06-09T10:52:00Z,81.92,18.01
2026-06-09T10:53:00Z,82.00,18.97
2026-06-09T10:54:00Z,81.00,20.56
2026-06-09T10:55:00Z,79.00,21.98
2026-06-09T10:56:00Z,87.51,20.44
2026-06-09T10:57:00Z,90.00,12.43
2026-06-09T10:58:00Z,79.07,23.82
2026-06-09T10:59:00Z,91.11,12.35
2026-06-09T11:00:00Z,91.01,11.68
2026-06-09T11:01:00Z,96.37,3.89
