# event_ticker=KXATPMATCH-26APR22TRUMER
# final_score=6-4 1-6 7-6(6)
# score_resolution=6-4 1-6 7-6
# match_winner=Daniel Merida
# fav_player=Daniel Merida
# dog_player=Marco Trungelliti
# kalshi_date=2026-04-22
timestamp,Marco Trungelliti,Daniel Merida
2026-04-23T04:25:00Z,,58.00
2026-04-23T04:27:00Z,45.00,58.00
2026-04-23T04:30:00Z,45.00,58.00
2026-04-23T04:31:00Z,45.00,58.00
2026-04-23T04:39:00Z,45.00,58.00
2026-04-23T04:46:00Z,45.00,58.00
2026-04-23T04:47:00Z,45.00,58.00
2026-04-23T04:49:00Z,45.00,58.00
2026-04-23T05:02:00Z,45.00,58.00
2026-04-23T05:12:00Z,44.00,58.00
2026-04-23T05:16:00Z,44.00,58.00
2026-04-23T05:25:00Z,44.00,58.00
2026-04-23T05:28:00Z,44.00,58.00
2026-04-23T05:29:00Z,44.00,58.00
2026-04-23T05:43:00Z,42.00,58.00
2026-04-23T05:44:00Z,42.00,58.00
2026-04-23T05:46:00Z,42.00,58.00
2026-04-23T05:48:00Z,41.00,58.00
2026-04-23T05:51:00Z,41.00,58.00
2026-04-23T06:02:00Z,41.00,58.00
2026-04-23T06:10:00Z,44.00,58.00
2026-04-23T06:16:00Z,44.00,58.00
2026-04-23T06:17:00Z,44.00,58.00
2026-04-23T06:23:00Z,44.00,58.00
2026-04-23T06:27:00Z,44.00,58.40
2026-04-23T06:34:00Z,44.00,59.00
2026-04-23T06:42:00Z,44.00,58.00
2026-04-23T06:43:00Z,44.00,56.00
2026-04-23T06:47:00Z,44.00,58.00
2026-04-23T06:50:00Z,44.00,58.00
2026-04-23T06:58:00Z,44.00,58.00
2026-04-23T09:02:00Z,44.00,59.00
2026-04-23T09:04:00Z,44.00,60.00
2026-04-23T09:05:00Z,39.46,70.62
2026-04-23T09:06:00Z,41.00,61.31
2026-04-23T09:07:00Z,41.00,62.00
2026-04-23T09:10:00Z,40.00,63.00
2026-04-23T09:15:00Z,42.10,63.00
2026-04-23T09:20:00Z,42.10,60.00
2026-04-23T09:23:00Z,42.10,60.00
2026-04-23T09:38:00Z,42.10,60.00
2026-04-23T09:51:00Z,44.00,60.00
2026-04-23T10:29:00Z,44.00,60.00
2026-04-23T10:33:00Z,44.00,61.00
2026-04-23T10:50:00Z,44.00,59.00
2026-04-23T10:52:00Z,43.00,59.00
2026-04-23T11:01:00Z,43.82,59.00
2026-04-23T11:02:00Z,46.00,59.00
2026-04-23T11:10:00Z,46.00,58.00
2026-04-23T11:11:00Z,46.00,59.00
2026-04-23T11:16:00Z,46.00,59.00
2026-04-23T11:25:00Z,46.00,58.00
2026-04-23T11:31:00Z,46.00,59.00
2026-04-23T11:34:00Z,44.00,59.00
2026-04-23T11:41:00Z,44.00,59.00
2026-04-23T11:43:00Z,44.00,59.00
2026-04-23T12:06:00Z,44.00,58.00
2026-04-23T12:07:00Z,44.00,58.00
2026-04-23T12:12:00Z,44.00,58.00
2026-04-23T12:14:00Z,44.00,58.00
2026-04-23T12:15:00Z,44.00,58.00
2026-04-23T12:17:00Z,44.00,58.00
2026-04-23T12:19:00Z,44.00,58.00
2026-04-23T12:23:00Z,44.00,58.00
2026-04-23T12:24:00Z,44.00,58.00
2026-04-23T12:28:00Z,44.00,58.00
2026-04-23T12:31:00Z,44.00,58.00
2026-04-23T12:35:00Z,44.00,58.00
2026-04-23T12:40:00Z,44.00,58.00
2026-04-23T12:42:00Z,44.00,58.37
2026-04-23T12:44:00Z,44.00,58.37
2026-04-23T12:53:00Z,44.00,58.37
2026-04-23T12:55:00Z,44.00,58.00
2026-04-23T12:59:00Z,44.00,58.00
2026-04-23T13:00:00Z,44.00,58.00
2026-04-23T13:02:00Z,44.00,58.00
2026-04-23T13:03:00Z,44.00,58.00
2026-04-23T13:07:00Z,43.00,58.52
2026-04-23T13:09:00Z,41.44,58.52
2026-04-23T13:17:00Z,43.00,58.52
2026-04-23T13:18:00Z,43.00,59.00
2026-04-23T13:23:00Z,43.00,59.00
2026-04-23T13:24:00Z,44.00,59.00
2026-04-23T13:29:00Z,44.00,59.00
2026-04-23T13:30:00Z,44.00,58.00
2026-04-23T13:31:00Z,44.00,58.00
2026-04-23T13:32:00Z,44.00,58.00
2026-04-23T13:38:00Z,44.00,59.00
2026-04-23T13:39:00Z,44.00,59.00
2026-04-23T13:43:00Z,44.00,59.00
2026-04-23T13:44:00Z,44.00,58.07
2026-04-23T13:46:00Z,44.00,57.14
2026-04-23T13:47:00Z,44.00,58.00
2026-04-23T13:48:00Z,44.00,58.00
2026-04-23T13:52:00Z,44.00,58.00
2026-04-23T13:53:00Z,44.00,58.00
2026-04-23T13:55:00Z,44.00,58.00
2026-04-23T13:57:00Z,44.00,58.00
2026-04-23T14:00:00Z,44.00,58.00
2026-04-23T14:02:00Z,44.00,58.00
2026-04-23T14:04:00Z,44.00,58.00
2026-04-23T14:05:00Z,44.00,58.00
2026-04-23T14:07:00Z,44.00,58.00
2026-04-23T14:08:00Z,44.00,56.00
2026-04-23T14:09:00Z,44.00,58.00
2026-04-23T14:10:00Z,44.00,58.00
2026-04-23T14:11:00Z,44.00,58.00
2026-04-23T14:13:00Z,44.00,58.00
2026-04-23T14:14:00Z,44.00,58.00
2026-04-23T14:15:00Z,44.00,58.00
2026-04-23T14:17:00Z,44.00,58.00
2026-04-23T14:19:00Z,44.00,58.00
2026-04-23T14:22:00Z,44.00,57.00
2026-04-23T14:23:00Z,40.37,57.99
2026-04-23T14:24:00Z,44.76,57.99
2026-04-23T14:26:00Z,44.76,53.84
2026-04-23T14:29:00Z,45.00,53.84
2026-04-23T14:32:00Z,45.00,57.00
2026-04-23T14:33:00Z,45.00,57.00
2026-04-23T14:36:00Z,45.00,57.00
2026-04-23T14:37:00Z,45.00,57.00
2026-04-23T14:40:00Z,45.00,57.00
2026-04-23T14:43:00Z,45.00,57.00
2026-04-23T14:44:00Z,45.00,57.00
2026-04-23T14:46:00Z,45.00,57.72
2026-04-23T14:47:00Z,42.00,57.72
2026-04-23T14:48:00Z,45.00,58.00
2026-04-23T14:49:00Z,45.00,58.00
2026-04-23T14:51:00Z,45.00,58.00
2026-04-23T14:54:00Z,45.00,58.00
2026-04-23T14:55:00Z,45.00,58.00
2026-04-23T14:56:00Z,45.00,58.00
2026-04-23T14:58:00Z,45.00,58.00
2026-04-23T15:00:00Z,45.00,58.00
2026-04-23T15:01:00Z,43.39,55.79
2026-04-23T15:04:00Z,43.39,58.00
2026-04-23T15:06:00Z,43.50,58.00
2026-04-23T15:09:00Z,43.50,58.00
2026-04-23T15:10:00Z,44.00,56.00
2026-04-23T15:11:00Z,44.00,56.00
2026-04-23T15:12:00Z,44.00,58.00
2026-04-23T15:14:00Z,44.00,59.00
2026-04-23T15:16:00Z,44.00,59.00
2026-04-23T15:17:00Z,44.00,59.00
2026-04-23T15:20:00Z,39.92,59.00
