# event_ticker=KXATPCHALLENGERMATCH-26APR16GLIBLA
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Daniil Glinka
# fav_player=Darwin Blanch
# dog_player=Daniil Glinka
# kalshi_date=2026-04-16
timestamp,Darwin Blanch,Daniil Glinka
2026-04-16T12:08:00Z,68.00,
2026-04-16T12:46:00Z,67.00,
2026-04-16T12:52:00Z,67.00,35.00
2026-04-16T12:58:00Z,67.00,35.00
2026-04-16T13:58:00Z,67.00,35.00
2026-04-16T14:13:00Z,65.00,35.00
2026-04-16T14:31:00Z,65.00,35.00
2026-04-16T14:37:00Z,65.00,35.00
2026-04-16T14:41:00Z,65.00,35.00
2026-04-16T15:50:00Z,65.00,35.00
2026-04-16T15:58:00Z,65.00,35.00
2026-04-16T16:36:00Z,65.00,35.00
2026-04-16T16:45:00Z,65.00,35.00
2026-04-16T16:55:00Z,65.00,35.00
2026-04-16T17:22:00Z,66.00,35.00
2026-04-16T17:26:00Z,66.00,35.00
2026-04-16T17:31:00Z,66.00,35.00
2026-04-16T17:53:00Z,66.00,35.00
2026-04-16T17:55:00Z,66.00,35.00
2026-04-16T17:57:00Z,66.00,35.00
2026-04-16T18:36:00Z,66.00,35.00
2026-04-16T18:37:00Z,66.00,35.00
2026-04-16T18:44:00Z,66.00,35.00
2026-04-16T18:46:00Z,64.14,35.00
2026-04-16T18:49:00Z,66.00,35.00
2026-04-16T18:53:00Z,66.00,36.00
2026-04-16T19:11:00Z,66.00,36.00
2026-04-16T19:12:00Z,66.00,36.00
2026-04-16T19:21:00Z,66.00,36.00
2026-04-16T19:23:00Z,66.00,36.00
2026-04-16T19:25:00Z,64.00,36.00
2026-04-16T19:29:00Z,66.00,36.00
2026-04-16T19:37:00Z,66.00,36.00
2026-04-16T19:42:00Z,66.00,36.00
2026-04-16T19:45:00Z,67.00,36.00
2026-04-16T19:49:00Z,67.00,35.00
2026-04-16T19:50:00Z,65.00,35.00
2026-04-16T19:51:00Z,66.00,35.00
2026-04-16T19:53:00Z,66.00,35.00
2026-04-16T19:54:00Z,66.63,35.00
2026-04-16T19:57:00Z,66.63,36.00
2026-04-16T20:01:00Z,66.00,35.64
2026-04-16T20:10:00Z,66.00,35.64
2026-04-16T20:11:00Z,66.00,35.00
2026-04-16T20:13:00Z,66.00,35.00
2026-04-16T20:16:00Z,66.00,35.00
2026-04-16T20:21:00Z,66.00,35.00
2026-04-16T20:31:00Z,66.00,35.00
2026-04-16T20:33:00Z,66.00,33.00
2026-04-16T20:34:00Z,66.53,33.00
2026-04-16T20:44:00Z,66.00,33.00
2026-04-16T20:46:00Z,66.00,35.00
2026-04-16T20:50:00Z,66.00,35.00
2026-04-16T20:51:00Z,66.00,35.00
2026-04-16T20:54:00Z,66.00,33.68
2026-04-16T21:02:00Z,66.00,33.00
2026-04-16T21:03:00Z,66.00,33.00
2026-04-16T21:04:00Z,65.93,33.00
2026-04-16T21:06:00Z,65.93,35.94
2026-04-16T21:07:00Z,65.93,34.00
2026-04-16T21:08:00Z,67.00,34.00
2026-04-16T21:09:00Z,67.00,34.00
2026-04-16T21:13:00Z,67.00,35.00
2026-04-16T21:14:00Z,67.00,35.00
2026-04-16T21:15:00Z,67.00,35.00
2026-04-16T21:17:00Z,67.00,35.00
2026-04-16T21:18:00Z,67.00,36.00
2026-04-16T21:21:00Z,67.00,35.00
2026-04-16T21:22:00Z,67.00,34.00
2026-04-16T21:23:00Z,64.00,34.00
2026-04-16T21:24:00Z,67.00,34.00
2026-04-16T21:26:00Z,67.00,33.92
2026-04-16T21:29:00Z,67.00,33.92
2026-04-16T21:30:00Z,67.00,33.92
2026-04-16T21:31:00Z,67.00,33.92
2026-04-16T21:32:00Z,67.00,34.00
2026-04-16T21:33:00Z,67.00,34.00
2026-04-16T21:36:00Z,67.00,34.00
2026-04-16T21:37:00Z,67.00,34.00
2026-04-16T21:44:00Z,67.00,34.00
2026-04-16T21:46:00Z,67.00,34.00
2026-04-16T21:47:00Z,67.00,34.00
2026-04-16T21:48:00Z,67.00,34.00
2026-04-16T21:51:00Z,67.00,34.00
2026-04-16T21:53:00Z,67.00,34.00
2026-04-16T21:54:00Z,67.00,34.00
2026-04-16T21:55:00Z,67.00,34.00
2026-04-16T21:56:00Z,67.00,34.00
2026-04-16T22:00:00Z,67.00,34.00
2026-04-16T22:01:00Z,67.00,34.00
2026-04-16T22:02:00Z,67.00,34.00
2026-04-16T22:03:00Z,67.00,34.00
2026-04-16T22:04:00Z,67.00,34.00
2026-04-16T22:05:00Z,67.00,34.00
2026-04-16T22:06:00Z,67.00,34.00
2026-04-16T22:07:00Z,67.00,34.00
2026-04-16T22:08:00Z,67.00,34.00
2026-04-16T22:09:00Z,67.00,34.00
2026-04-16T22:10:00Z,67.00,34.00
2026-04-16T22:11:00Z,67.00,34.00
2026-04-16T22:12:00Z,67.00,34.00
2026-04-16T22:13:00Z,67.00,34.00
2026-04-16T22:16:00Z,67.00,34.00
2026-04-16T22:17:00Z,67.00,34.00
2026-04-16T22:18:00Z,67.00,34.00
2026-04-16T22:19:00Z,67.67,34.00
2026-04-16T22:20:00Z,67.87,34.00
2026-04-16T22:21:00Z,68.00,34.00
2026-04-16T22:22:00Z,68.00,34.00
2026-04-16T22:23:00Z,68.00,34.00
2026-04-16T22:24:00Z,67.00,34.00
2026-04-16T22:25:00Z,67.00,34.00
2026-04-16T22:26:00Z,67.00,34.00
2026-04-16T22:27:00Z,67.00,34.00
2026-04-16T22:31:00Z,67.00,34.00
2026-04-16T22:33:00Z,67.00,34.00
2026-04-16T22:36:00Z,67.00,34.00
2026-04-16T22:37:00Z,67.00,34.00
2026-04-16T22:38:00Z,67.00,34.00
2026-04-16T22:39:00Z,67.00,33.99
2026-04-16T22:43:00Z,67.00,34.00
2026-04-16T22:47:00Z,67.00,34.00
2026-04-16T22:48:00Z,67.00,34.00
2026-04-16T22:49:00Z,67.00,34.00
2026-04-16T22:50:00Z,67.00,34.00
2026-04-16T22:51:00Z,67.00,34.00
2026-04-16T22:52:00Z,67.00,33.00
2026-04-16T22:53:00Z,67.00,33.00
2026-04-16T22:54:00Z,67.00,34.00
2026-04-16T22:55:00Z,67.00,34.00
2026-04-16T22:56:00Z,67.00,34.00
2026-04-16T22:57:00Z,67.00,34.00
2026-04-16T22:58:00Z,67.00,34.00
2026-04-16T22:59:00Z,67.00,34.00
2026-04-16T23:01:00Z,67.00,34.00
2026-04-16T23:02:00Z,67.00,34.00
2026-04-16T23:03:00Z,67.00,34.00
2026-04-16T23:04:00Z,67.00,34.00
2026-04-16T23:05:00Z,67.00,34.00
2026-04-16T23:06:00Z,67.00,34.00
2026-04-16T23:09:00Z,67.00,34.00
2026-04-16T23:10:00Z,67.00,34.00
2026-04-16T23:11:00Z,67.00,34.00
