# event_ticker=KXATPCHALLENGERMATCH-26APR06DENHUE
# final_score=1-6 6-2 6-1
# match_winner=Corentin Denolly
# fav_player=Corentin Denolly
# dog_player=Marc-Andrea Huesler
# kalshi_date=2026-04-06
timestamp,Corentin Denolly,Marc-Andrea Huesler
2026-04-06T12:10:00Z,22.00,84.25
2026-04-06T12:12:00Z,28.00,84.25
2026-04-06T13:09:00Z,28.00,79.00
2026-04-06T13:35:00Z,23.00,79.00
2026-04-06T14:27:00Z,23.00,78.00
2026-04-06T14:41:00Z,23.00,78.00
2026-04-06T15:07:00Z,23.00,80.00
2026-04-06T16:01:00Z,23.00,80.00
2026-04-06T16:04:00Z,21.00,80.00
2026-04-06T16:33:00Z,21.00,80.00
2026-04-06T16:51:00Z,21.00,80.00
2026-04-06T17:07:00Z,21.00,79.00
2026-04-06T17:14:00Z,23.00,79.00
2026-04-06T17:15:00Z,24.00,79.00
2026-04-06T17:16:00Z,24.00,79.00
2026-04-06T17:55:00Z,24.00,79.00
2026-04-06T17:56:00Z,24.00,80.12
2026-04-06T17:57:00Z,24.00,80.00
2026-04-06T18:01:00Z,21.00,81.00
2026-04-06T19:03:00Z,21.00,80.00
2026-04-06T20:05:00Z,21.00,79.00
2026-04-06T20:41:00Z,21.00,79.00
2026-04-06T21:00:00Z,22.00,79.00
2026-04-06T21:03:00Z,22.00,79.00
2026-04-06T21:13:00Z,22.00,79.00
2026-04-06T21:15:00Z,22.00,79.00
2026-04-06T21:19:00Z,22.00,79.00
2026-04-06T21:33:00Z,22.00,79.00
2026-04-06T21:34:00Z,21.00,79.00
2026-04-06T21:37:00Z,22.00,79.00
2026-04-06T21:41:00Z,22.00,79.00
2026-04-06T21:42:00Z,22.00,79.00
2026-04-06T21:46:00Z,22.00,79.00
2026-04-06T21:48:00Z,22.00,79.00
2026-04-06T21:49:00Z,22.00,79.00
2026-04-06T21:52:00Z,22.00,79.00
2026-04-06T21:57:00Z,22.00,79.00
2026-04-06T21:59:00Z,22.00,79.00
2026-04-06T22:00:00Z,22.00,79.00
2026-04-06T22:02:00Z,22.60,79.00
2026-04-06T22:03:00Z,22.00,79.00
2026-04-06T22:04:00Z,22.00,79.00
2026-04-06T22:05:00Z,22.00,79.00
2026-04-06T22:06:00Z,22.48,79.00
2026-04-06T22:07:00Z,23.00,79.00
2026-04-06T22:08:00Z,24.01,77.00
2026-04-06T22:09:00Z,21.21,77.24
2026-04-06T22:10:00Z,22.75,79.50
2026-04-06T22:11:00Z,21.38,80.00
2026-04-06T22:12:00Z,20.01,80.56
2026-04-06T22:13:00Z,16.13,83.05
2026-04-06T22:14:00Z,20.91,77.59
2026-04-06T22:15:00Z,22.38,77.70
2026-04-06T22:16:00Z,14.67,81.43
2026-04-06T22:17:00Z,13.40,85.22
2026-04-06T22:18:00Z,13.13,87.08
2026-04-06T22:19:00Z,12.32,88.32
2026-04-06T22:20:00Z,10.87,89.18
2026-04-06T22:21:00Z,10.43,89.00
2026-04-06T22:22:00Z,10.00,91.00
2026-04-06T22:23:00Z,9.89,91.16
2026-04-06T22:24:00Z,9.67,92.47
2026-04-06T22:25:00Z,7.12,94.72
2026-04-06T22:26:00Z,7.10,95.44
2026-04-06T22:27:00Z,7.00,94.80
2026-04-06T22:28:00Z,6.00,94.00
2026-04-06T22:29:00Z,7.00,94.00
2026-04-06T22:30:00Z,7.06,92.97
2026-04-06T22:31:00Z,8.00,92.96
2026-04-06T22:32:00Z,8.51,92.03
2026-04-06T22:33:00Z,8.82,92.73
2026-04-06T22:34:00Z,9.85,92.00
2026-04-06T22:35:00Z,8.85,92.00
2026-04-06T22:36:00Z,8.00,92.82
2026-04-06T22:37:00Z,7.52,93.00
2026-04-06T22:38:00Z,9.38,92.00
2026-04-06T22:39:00Z,10.96,91.00
2026-04-06T22:40:00Z,8.81,91.00
2026-04-06T22:41:00Z,10.00,91.82
2026-04-06T22:42:00Z,9.46,92.00
2026-04-06T22:43:00Z,9.00,91.21
2026-04-06T22:44:00Z,10.00,91.03
2026-04-06T22:45:00Z,10.88,90.71
2026-04-06T22:46:00Z,12.00,90.00
2026-04-06T22:47:00Z,12.00,90.96
2026-04-06T22:48:00Z,12.00,89.53
2026-04-06T22:49:00Z,11.10,89.11
2026-04-06T22:50:00Z,12.00,90.99
2026-04-06T22:51:00Z,13.20,90.20
2026-04-06T22:52:00Z,10.73,88.49
2026-04-06T22:53:00Z,12.88,87.36
2026-04-06T22:54:00Z,23.69,80.01
2026-04-06T22:55:00Z,17.28,85.40
2026-04-06T22:56:00Z,12.10,89.39
2026-04-06T22:57:00Z,15.28,86.02
2026-04-06T22:58:00Z,15.33,88.96
2026-04-06T22:59:00Z,16.00,85.00
2026-04-06T23:00:00Z,16.19,83.81
2026-04-06T23:01:00Z,20.49,80.29
2026-04-06T23:02:00Z,17.48,83.63
2026-04-06T23:03:00Z,22.56,76.76
2026-04-06T23:04:00Z,29.36,72.87
2026-04-06T23:05:00Z,23.98,75.90
2026-04-06T23:06:00Z,26.52,71.53
2026-04-06T23:07:00Z,28.90,71.98
2026-04-06T23:08:00Z,32.83,67.36
2026-04-06T23:09:00Z,34.49,66.69
2026-04-06T23:10:00Z,36.81,65.55
2026-04-06T23:11:00Z,37.27,63.88
2026-04-06T23:12:00Z,39.22,63.29
2026-04-06T23:13:00Z,39.95,61.00
2026-04-06T23:14:00Z,39.41,61.02
2026-04-06T23:15:00Z,40.37,59.55
2026-04-06T23:16:00Z,45.17,58.02
2026-04-06T23:17:00Z,43.37,57.46
2026-04-06T23:18:00Z,45.68,57.71
2026-04-06T23:19:00Z,42.07,57.36
2026-04-06T23:20:00Z,41.04,60.86
2026-04-06T23:21:00Z,39.70,60.46
2026-04-06T23:22:00Z,44.70,54.33
2026-04-06T23:23:00Z,48.31,52.37
2026-04-06T23:24:00Z,57.06,45.34
2026-04-06T23:25:00Z,60.75,42.05
2026-04-06T23:26:00Z,71.65,28.81
2026-04-06T23:27:00Z,61.55,36.77
2026-04-06T23:28:00Z,59.61,42.79
2026-04-06T23:29:00Z,68.29,28.84
2026-04-06T23:30:00Z,70.65,29.65
2026-04-06T23:31:00Z,79.58,19.95
2026-04-06T23:32:00Z,79.39,22.16
2026-04-06T23:33:00Z,87.23,15.28
2026-04-06T23:34:00Z,85.47,15.16
2026-04-06T23:35:00Z,86.62,14.95
2026-04-06T23:36:00Z,83.86,13.71
2026-04-06T23:37:00Z,79.02,20.50
2026-04-06T23:38:00Z,71.85,26.59
2026-04-06T23:39:00Z,78.36,22.26
2026-04-06T23:40:00Z,81.67,14.84
2026-04-06T23:41:00Z,82.83,17.86
2026-04-06T23:42:00Z,67.09,33.13
2026-04-06T23:43:00Z,71.17,27.01
2026-04-06T23:44:00Z,76.95,24.97
2026-04-06T23:45:00Z,84.63,15.92
2026-04-06T23:46:00Z,82.26,16.31
2026-04-06T23:47:00Z,82.13,16.10
2026-04-06T23:48:00Z,83.49,17.82
2026-04-06T23:49:00Z,91.23,12.85
2026-04-06T23:50:00Z,97.78,2.24
2026-04-06T23:51:00Z,98.97,1.04
2026-04-06T23:52:00Z,98.98,2.54
2026-04-06T23:53:00Z,99.00,2.54
2026-04-06T23:54:00Z,99.00,2.54
2026-04-06T23:55:00Z,99.00,2.54
2026-04-06T23:56:00Z,99.00,2.54
2026-04-06T23:57:00Z,99.00,2.54
